"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218"
"345","337","    Gross output of nonprofit institutions (133)","DNPERA3",15.305,14.979,14.695,14.705,15.356,15.701,15.432,15.647,15.572,16.29,16.343,16.648,16.914,16.999,17.12,17.23,17.463,17.862,18.21,18.601,19.239,19.449,19.552,19.553,19.882,20.317,20.793,21.23,21.638,21.941,22.016,22.153,22.445,22.999,23.597,24.107,24.444,24.949,25.098,25.49,25.819,26.177,26.422,26.826,27.197,27.28,27.795,28.099,28.581,29.264,29.856,30.371,30.831,31.173,31.306,31.81,32.104,32.429,31.902,32.271,32.243,32.652,32.554,32.775,33.2,33.702,33.591,34.649,35.272,35.329,35.687,35.962,36.335,36.884,36.842,37.559,38.177,39.069,39.188,39.509,39.823,40.19,39.893,40.475,40.678,40.522,41.676,42.215,42.387,42.862,43.118,43.518,43.875,44.613,44.98,45.599,45.994,46.287,46.463,46.978,47.328,47.767,48.175,48.812,48.936,49.262,49.994,50.644,51.443,52.205,52.379,52.74,53.277,53.94,54.704,55.154,56.136,56.871,57.835,58.201,58.41,58.949,59.562,60.37,61.192,62.471,63.715,63.916,64.035,64.677,65.44,66.457,67.445,68.356,69.221,69.615,69.904,70.088,70.654,70.751,71.058,71.577,72.153,72.561,72.357,72.604,72.852,73.361,73.685,74.518,74.978,75.761,75.239,75.446,76.118,76.887,78.341,79.142,80.225,81.048,81.589,82.029,82.671,83.558,84.289,85.114,86.081,87.184,88.174,89.116,90.335,91.656,93.25,94.701,95.892,96.395,96.303,96.473,96.598,96.809,97.375,97.917,98.819,99.557,99.139,99.675,100.17,101.016,102.163,102.896,103.481,104.352,105.477,105.52,105.829,106.846,107.993,108.817,109.638,110.442,110.596,110.889,111.39,111.495,110.981,112.135,113.157,114.183,114.685,115.446,115.707,116.607,117.775,117.96,118.042
"346","338","      Health, gross output","DHLGRA3",11.032,11.167,11.222,11.263,11.773,11.905,11.634,11.931,12.214,12.429,12.631,12.826,13.125,13.455,13.8,14.138,14.423,14.763,14.939,15.198,15.708,15.876,15.925,15.826,16.394,16.668,16.794,17.002,17.424,18.144,18.359,18.674,18.78,19.25,19.607,19.939,20.312,21.341,21.59,22.242,22.815,23.346,23.487,23.88,24.393,24.346,24.867,25.806,26.317,27.347,27.976,28.245,29.051,29.385,29.653,29.447,30.387,30.849,30.705,31.296,31.39,32.493,32.84,33.03,34.058,34.824,34.345,35.618,36.355,36.537,37.376,37.74,38.265,39.375,39.155,39.184,40.267,41.466,41.651,42,42.053,42.427,42.473,43.257,43.751,43.195,44.691,45.425,45.948,46.457,46.522,46.43,46.843,47.593,47.995,48.922,49.448,49.748,49.831,50.161,50.632,50.557,50.727,50.773,51.04,51.285,52.09,52.808,53.5,53.724,54,54.695,55.186,56.237,57.155,57.772,58.592,59.245,60.106,60.412,60.916,61.247,61.629,62.687,63.657,64.862,65.895,66.22,66.653,67.303,68.226,69.65,70.483,71.365,72.033,72.515,73.276,73.372,73.859,73.947,74.008,74.267,74.425,74.525,74.63,74.916,75.207,75.679,75.291,76.138,76.296,77.465,77.523,78.004,78.891,79.443,80.973,81.201,81.941,82.473,83.112,83.474,84.083,84.656,84.876,85.247,85.795,86.201,86.978,87.441,88.513,89.964,91.688,92.935,93.764,94.166,94.858,95.238,95.404,95.488,95.758,96.604,97.744,98.701,98.665,99.484,100.491,101.36,102.295,102.749,102.798,103.037,105.093,104.5,104.525,105.614,106.496,107.091,107.522,108.472,109.822,110.704,111.932,112.709,111.744,113.228,114.178,115.278,116.451,117.629,117.619,118.577,119.641,119.508,118.98
"347","339","        Outpatient services, gross output","DOUGRA3",6.432,6.575,6.796,6.99,7.17,7.344,7.342,7.506,7.62,7.886,8.049,8.334,8.648,9.037,9.419,9.785,10.011,10.189,10.434,10.701,11.175,11.642,12.199,12.644,12.934,13.016,12.953,12.908,12.932,13.078,13.26,13.384,12.759,11.661,10.611,9.864,10.768,11.596,12.271,12.35,12.255,11.652,11.175,10.847,11.117,11.422,11.808,12.097,11.783,11.55,11.508,11.638,11.936,12.209,12.561,12.97,13.473,13.938,14.375,14.565,15.104,14.486,14.585,14.359,15.13,15.462,15.778,16.172,16.39,16.666,16.835,17.111,17.125,17.55,18.004,18.106,18.251,18.106,18.126,18.314,18.576,18.86,19.203,19.442,19.145,18.935,19.236,19.745,20.332,20.894,21.197,21.173,20.318,20.292,20.717,21.153,22.002,23.282,24.403,24.9,25.686,25.957,26.896,27.586,27.801,28.736,29.578,30.191,30.7,31.25,32.207,32.734,34.812,34.59,35.181,35.574,36.671,37.314,38.518,39.769,40.086,40.371,40.513,41.64,43.038,45.414,47.655,49.189,48.756,48.903,49.699,50.122,51.684,52.622,53.413,54.241,56.334,58.767,60.636,62.093,62.983,64.114,64.782,65.987,67.982,69.332,70.686,71.299,71.503,72.046,72.597,73.328,72.87,72.525,72.88,73.715,74.417,74.616,74.871,75,75.369,76.17,76.964,77.514,77.765,78.58,78.73,79.588,80.486,81.817,83.841,86.158,88.887,91.305,93.083,94.132,94.339,94.685,95.491,96.527,97.532,98.321,98.862,98.879,99.176,99.642,99.992,101.19,101.797,102.042,102.758,103.535,103.858,104.24,104.044,103.527,102.069,101.355,102.04,103.664,105.274,105.448,104.809,104.471,105.799,106.955,107.233,108.656,109.79,110.044,111.437,112.599,113.673,114.684,115.344
"348","340","        Nonprofit hospitals, gross output","DHSORA3",12.901,13.052,13.067,13.061,13.584,13.653,13.262,13.564,13.883,14.101,14.318,14.499,14.803,15.129,15.464,15.784,16.093,16.46,16.576,16.776,17.24,17.291,17.225,17.047,17.718,18.108,18.282,18.505,18.98,19.801,19.938,20.277,20.49,21.257,21.861,22.346,22.653,23.75,23.82,24.507,25.159,25.876,26.174,26.725,27.241,27.156,27.658,28.683,29.408,30.692,31.33,31.485,32.834,32.961,33.09,32.588,33.752,34.295,34.042,34.772,34.776,36.251,36.616,36.888,38.015,38.935,38.247,39.777,40.643,40.803,41.809,42.188,42.824,44.151,43.709,43.658,44.947,46.483,46.677,47.071,47.119,47.504,47.479,48.426,49.076,48.318,50.216,51.035,51.549,52.122,52.164,52.095,52.853,53.814,54.226,55.268,55.688,55.723,55.503,55.719,56.159,56.001,56.064,55.961,56.249,56.296,57.11,57.858,58.544,58.719,58.878,59.646,60.054,60.941,61.593,62.044,62.69,63.233,64.093,64.273,64.863,65.368,65.804,66.877,67.641,68.57,69.402,69.513,70.365,71.217,72.186,73.819,74.256,75.161,75.865,76.283,76.852,76.499,76.728,76.525,76.438,76.509,76.507,76.374,76.019,76.035,76.081,76.438,75.876,76.732,76.688,77.882,77.722,78.083,78.955,79.397,81.362,81.43,82.261,82.834,83.514,83.822,84.421,85.018,85.249,85.552,86.179,86.437,87.105,87.274,88.3,89.638,91.329,92.563,93.275,93.55,94.371,94.756,94.937,94.954,95.3,96.262,97.602,98.802,98.699,99.389,100.538,101.374,102.498,102.976,103.117,103.319,106,105.156,105.145,106.422,107.793,108.762,109.137,109.952,111.545,112.26,113.881,114.973,113.577,115.19,116.414,117.435,118.755,120.118,119.887,120.874,122.156,122.072,121.429
"349","341","        Nonprofit nursing homes, gross output","DNXORA3",2.196,2.188,2.305,2.487,3.31,3.853,4.15,4.569,4.783,4.89,5.011,5.166,5.387,5.633,5.965,6.376,6.541,6.873,7.39,8.057,8.92,9.561,9.781,9.553,9.664,9.292,9.306,9.725,10.27,10.951,11.777,12.151,12.471,12.849,13.27,13.925,14.015,14.713,15.709,16.833,17.686,18.339,18.137,18.287,19.078,18.829,19.639,20.744,20.739,21.52,22.96,24.259,21.589,23.541,24.727,25.94,25.7,25.494,25.402,25.438,25.614,26.151,26.676,26.795,27.35,27.486,27.55,27.954,28.377,28.573,28.993,29.339,29.691,29.984,30.548,31.109,31.835,32.226,32.557,32.767,32.538,32.929,33.123,33.323,33.674,34.288,34.163,34.485,34.97,34.855,34.768,34.388,33.717,33.806,34.084,34.724,35.695,36.839,38.015,39.085,39.368,39.504,39.491,39.885,40.044,40.988,41.649,42.264,43.275,43.427,43.689,43.987,42.783,47.185,50.92,53.332,55.259,56.903,57.246,57.237,57.257,56.1,56.375,57.187,59.336,61.211,62.194,62.58,60.618,60.244,60.949,62.029,65.27,65.854,66.024,66.554,66.993,67.557,68.248,68.836,68.939,69.537,70.34,70.829,72.118,73.176,74.024,75.293,75.553,76.762,78.108,79.718,82.444,85.225,87.044,88.12,87.095,88.764,89.433,90.199,90.89,91.062,91.479,91.881,91.96,92.268,92.715,93.744,95.288,97.075,97.149,98.342,98.906,98.58,99.076,99.666,99.915,100.307,99.426,98.729,97.283,97.168,97.396,97.542,97.62,100.106,100.793,101.481,101.197,101.745,99.985,99.776,98.736,98.973,99.652,101.399,101.301,100.463,101.012,102.196,100.987,104.402,104.83,104.397,103.958,104.763,104.217,105.552,105.447,106.321,106.227,106.629,105.686,103.406,102.189
"350","342","      Recreation services, gross output","DRCGRA3",12.547,12.758,12.878,13.067,13.154,13.28,13.197,13.185,13.312,13.458,13.616,13.827,13.922,14.068,14.099,14.1,14.234,14.435,14.624,14.773,14.93,14.941,14.987,14.961,14.815,14.673,14.717,14.786,15.118,15.398,15.823,16.112,16.299,16.141,15.98,15.679,16.048,16.31,16.423,16.513,16.508,16.556,16.512,16.6,16.75,16.825,16.795,16.642,16.596,16.553,16.446,16.571,16.492,16.831,17.137,17.555,17.704,17.981,18.348,18.599,18.838,18.935,19.033,19.289,19.388,19.535,19.882,20.223,20.522,20.851,21.443,21.627,21.836,22.063,22.606,23.304,23.279,23.552,23.803,24.462,25.025,25.418,25.961,26.645,27.304,27.779,28.716,29.947,30.595,31.629,32.909,33.74,34.225,34.962,35.516,35.912,36.1,36.604,36.994,37.639,37.46,37.639,38.144,39.763,41.129,42.044,43.264,44.497,44.99,45.395,45.661,45.458,45.108,46.759,47.626,46.688,48.354,49.694,50.82,51.243,52.435,52.578,54.171,55.65,56.811,58.169,58.636,58.52,58.119,60.42,61.635,62.31,64.367,65.103,66.689,67.01,68.845,68.159,68.61,68.526,68.456,69.289,69.96,69.92,69.808,70.428,69.964,69.698,69.31,69.255,69.414,69.844,69.791,70.502,70.422,71.933,71.584,72.051,73.276,74.315,75.428,76.308,76.874,79.292,79.27,80.936,81.782,83.079,85.221,87.12,87.067,87.468,88.71,89.93,91.369,92.865,93.341,93.643,94.063,94.809,95.697,96.475,97.82,97.949,98.294,99.652,100.202,101.852,102.882,103.108,103.926,105.085,106.153,107.578,109.242,110.9,111.775,113.124,113.61,112.262,111.304,109.883,109.176,108.352,107.283,107.496,106.222,106.241,106.775,107.106,107.429,107.421,108.313,109.557,110.085
"351","343","      Education services, gross output","DEDGRA3",20.92,21.909,22.357,22.419,22.687,23.013,23.367,23.675,23.44,25.413,24.736,24.997,25.376,25.722,26.309,26.705,27.013,27.172,27.372,27.6,28.169,28.844,29.505,30.139,30.72,31.179,31.815,32.404,33.065,33.477,34.026,34.504,34.952,35.076,35.538,36.031,37.321,38.076,38.658,39.345,39.636,39.929,40.219,40.681,40.793,40.961,41.593,40.871,41.542,41.858,42.127,42.6,43.483,43.764,44.96,44.602,45.508,44.603,43.587,44.32,43.935,42.909,41.821,42.409,42.622,42.733,42.338,43.815,43.893,43.042,41.627,42.288,42.777,42.055,41.448,43.47,44.237,44.338,44.355,45.207,45.158,44.586,45.177,44.97,44.64,44.83,46.656,46.273,46.128,46.061,46.403,47.275,47.304,48.319,48.174,48.514,49.199,49.74,49.764,50.185,50.371,50.97,51.653,52.629,52.87,53.197,53.909,54.466,55.108,55.577,55.83,56.014,57.163,57.724,57.922,58.281,58.502,59.184,60.378,60.936,61.363,62.022,62.312,62.514,63.193,63.449,64.169,64.005,64.076,64.637,65.125,65.504,66.254,66.237,66.511,66.512,67.444,67.924,69.082,69.221,69.289,69.56,70.206,70.863,71.521,71.969,72.235,73.024,73.987,74.629,75.266,75.342,75.074,74.993,75.497,76.459,77.737,78.71,79.471,80.454,81.226,81.622,81.889,82.894,83.619,84.534,85.792,87.063,88.655,90.286,91.54,92.754,93.761,95.042,96.815,96.174,96.136,96.628,96.625,97.311,98.162,98.235,97.901,98.559,99.43,99.513,100.246,100.81,102.13,103.599,104.207,107.025,108.746,110.504,111.429,112.456,112.48,113.294,114.965,115.494,116.52,116.749,117.402,116.906,117.052,117.679,118.722,119.698,121.341,122.628,123.997,125.533,126.421,127.859,128.79
"352","344","      Social services, gross output","DSSGRA3",3.892,4.113,4.273,4.373,4.318,4.345,4.339,4.312,4.283,4.37,4.5,4.575,4.464,4.249,4.116,4.063,4.116,4.332,4.662,5.031,5.499,5.734,5.926,6.07,6.061,6.359,6.853,7.361,7.735,7.846,7.931,7.997,8.258,8.781,9.387,9.884,9.741,9.641,9.681,9.833,10.069,10.326,10.598,10.853,10.895,10.996,11.405,11.501,11.973,12.37,12.833,13.297,14.006,14.245,14.141,16.077,15.033,15.302,14.934,15.047,14.839,14.434,13.692,13.77,13.954,14.445,14.984,15.409,15.843,16.294,16.786,17.031,17.515,17.741,18.324,19.036,19.468,20.084,20.262,20.541,21.392,21.65,21.539,21.858,22.005,22.444,22.196,22.986,22.718,23.192,22.945,23.532,23.549,23.904,24.136,24.559,24.948,25.353,25.872,26.154,26.576,27.069,27.704,28.557,29.205,29.803,30.774,31.628,32.369,32.713,32.917,33.384,35.472,35.513,35.875,36.018,36.82,37.077,37.184,37.849,38.473,39.312,40.255,40.741,41.225,42.072,42.612,42.971,43.648,43.986,44.874,45.41,46.344,47.182,48.278,48.932,49.347,49.993,50.645,50.59,50.916,51.272,52.224,53.404,54.043,54.6,54.888,55.23,55.189,55.908,57.108,58.485,59.484,60.109,61.021,62.194,63.522,65.265,67.427,68.924,70.628,72.064,73.695,75.675,77.665,79.859,81.85,84.687,88.165,90.423,92.754,94.37,95.405,96.858,97.962,99.424,99.626,100.233,100.659,100.126,99.578,98.648,99.045,98.429,98.961,100.353,99.666,101.021,101.625,100.569,101.082,100.889,101.116,102.189,102.912,103.574,104.206,105.11,106.315,107.892,109.29,109.594,108.395,107.7,107.791,108.385,109.117,111.126,112.07,112.115,112.161,111.867,111.106,110.129,110.741
"353","345","      Religious organizations, gross output","DREORA3",33.338,36.464,37.765,37.98,37.479,35.938,34.611,33.847,34.367,35.964,37.487,38.748,38.807,37.5,36.399,35.509,36.165,37.701,39.023,40.012,41.393,41.009,40.204,39.477,39.637,41.349,43.041,44.054,43.575,42.012,40.56,39.545,40.983,43.291,45.686,47.191,45.676,44.254,43.38,43.06,43.323,43.83,44.277,44.673,44.89,45.072,45.962,45.383,46.083,46.438,47.268,48.33,47.745,47.507,45.803,49.089,48.958,50.644,47.757,46.725,45.828,46.049,46.156,46.097,45.184,45.561,46.228,46.817,47.669,47.047,46.811,46.729,46.201,46.619,46.936,48.68,47.789,49.28,49.402,48.465,49.773,51.556,45.796,46.478,45.928,45.255,47.015,47.263,47.763,49.079,50.521,50.794,50.528,50.585,51.181,50.962,51.271,51.201,51.421,52.902,51.202,52.771,53.321,56.401,56.522,55.86,56.082,55.264,56.257,59.998,58.268,56.413,56.841,56.95,58.529,58.1,59.473,58.903,59.022,58.691,59.622,60.836,61.734,62.059,61.836,64.36,67.098,66.326,67.606,67.77,67.333,66.954,67.475,67.981,70.084,70.762,69.949,70.749,71.831,73.115,75.535,76.791,77.6,78.224,77.478,77.889,78.798,80.176,82.843,83.806,84.626,84.673,83.34,82.618,82.835,83.964,85.77,87.273,88.27,88.711,88.638,88.566,88.634,88.794,89.03,89.491,90.231,91.232,92.423,93.659,94.932,96.221,97.434,98.174,98.411,98.105,97.369,96.994,97.262,98.058,99.066,99.973,100.521,100.679,100.441,100.141,99.86,99.559,99.231,99.322,99.902,100.954,102.279,103.089,103.265,102.755,101.778,100.829,99.998,99.249,99.693,100.258,100.254,99.652,98.537,97.613,97.064,96.879,96.979,97.134,97.315,97.505,97.667,97.83,98.018
"354","346","      Foundations and grantmaking and giving establishments, gross output","DFXORA3",3.24,3.591,3.725,3.776,4.445,4.473,4.9,5.136,5.333,5.896,6.253,6.637,6.914,6.967,6.8,7,7.499,8.308,8.449,8.589,8.085,7.028,7.142,8.001,9.6,11.83,14.025,15.129,14.898,14.044,12.858,12.088,12.396,12.78,13.226,13.344,12.287,11.251,11.463,11.908,12.958,13.684,15.239,15.962,15.536,15.731,16.76,18.441,20.912,23.496,26.128,28.222,21.22,21.759,21.47,21.257,19.965,19.182,19.087,20.132,22.463,25.134,25.959,26.233,25.457,24.66,24.084,24.061,24.898,25.513,27.019,27.795,29.251,30.237,29.93,29.275,27.172,25.989,25.718,26.613,30.126,31.371,32.995,34.012,33.642,33.479,32.829,32.796,33.033,33.181,33.964,34.461,36.124,36.937,37.992,39.276,40.51,40.872,41.436,41.745,42.411,42.372,43.319,44.545,45.63,45.748,46.424,47.666,47.923,48.491,50.029,51.783,54.277,54.092,53.773,53.611,57.015,58.435,59.929,61.126,65.583,67.955,69.68,70.366,68.442,66.569,67.027,68.546,71.957,73.257,74.441,74.939,72.677,73.549,74.466,73.988,75.799,75.747,73.992,72.676,70.085,68.506,67.706,67.73,67.757,66.792,65.228,64.802,64.1,62.687,61.534,59.162,56.574,55.103,54.871,55.807,57.771,60.069,62.581,65.293,68.108,70.686,72.946,74.814,76.418,78.668,81.831,85.95,90.751,94.89,97.926,99.788,100.536,100.847,100.878,100.567,99.065,98.002,97.633,97.83,98.257,98.63,98.672,98.346,97.855,98.402,100.272,103.47,107.657,111.202,113.904,115.625,115.089,116.046,118.446,122.45,126.81,129.701,130.532,129.008,125.727,123.558,121.658,120.076,118.927,118.181,120.782,120.083,122.088,125.24,128.342,131.31,131.934,129.995,129.763
"355","347","      Social advocacy establishments, gross output","DSAORA3",3.987,4.214,4.379,4.481,4.424,4.451,4.445,4.417,4.388,4.477,4.611,4.688,4.573,4.355,4.218,4.164,4.218,4.439,4.777,5.153,5.631,5.871,6.067,6.214,6.204,6.509,7.013,7.533,7.914,8.028,8.115,8.183,8.449,8.983,9.602,10.108,9.963,9.861,9.902,10.056,10.298,10.559,10.837,11.097,11.14,11.243,11.66,11.758,12.239,12.644,13.116,13.589,14.312,14.556,14.45,16.425,15.36,15.635,15.26,15.374,15.163,14.749,13.991,14.071,14.259,14.76,15.311,15.744,16.187,16.647,17.15,17.4,17.893,18.124,18.72,19.445,19.886,20.515,20.696,20.981,21.851,22.115,22.003,22.329,22.48,22.928,22.675,23.483,23.21,23.695,23.444,24.045,24.065,24.429,24.667,25.098,25.492,25.901,26.426,26.709,27.133,27.63,28.274,29.139,29.797,30.402,31.387,32.251,33.001,33.345,33.546,34.015,36.105,36.093,36.486,36.771,37.724,37.987,38.088,38.714,39.009,39.71,40.642,41.194,41.893,42.872,43.616,44.165,44.97,45.44,46.44,47.039,47.941,48.8,49.917,50.568,51.108,51.949,52.698,52.604,52.921,53.254,54.169,55.352,55.992,56.53,56.908,57.353,57.335,58.156,59.126,59.288,59.697,60.361,61.38,61.271,61.724,62.132,61.806,62.666,63.932,65.058,67.081,69.434,69.778,70.499,71.968,72.533,74.094,75.922,78.208,81.989,87.722,91.431,95.249,99.239,99.533,100.12,100.446,99.758,98.05,97.812,98.671,97.263,98.329,100.233,99.38,102.059,105.568,109.003,112.624,115.019,116.677,118.688,120.673,123.924,127.814,129.971,132.678,132.294,130.425,130.545,132.404,132.31,132.564,132.937,134.333,133.288,134.031,136.281,138.007,140.105,143.928,145.343,145.973
"356","348","      Civic and social organizations, gross output","DCIORA3",11.725,12.75,13.208,13.313,13.154,12.983,12.83,12.731,12.979,13.257,13.593,13.872,13.886,13.641,13.473,13.356,13.482,13.875,14.371,14.895,15.315,15.438,15.488,15.499,15.499,15.814,16.383,16.918,17.356,17.586,17.844,18.068,18.416,18.773,19.072,19.237,19.47,19.529,19.488,19.447,19.457,19.48,19.478,19.577,19.665,19.808,19.883,19.725,19.794,19.873,19.831,19.882,19.961,20.2,20.136,21.31,20.773,21.11,21.113,21.06,20.846,20.268,19.573,19.813,20.077,20.557,20.936,21.255,21.538,22.024,22.319,22.255,22.541,22.835,23.417,23.58,23.63,23.937,24.084,24.52,25.644,26.322,26.796,27.61,27.836,28.383,28.605,29.583,29.926,30.884,31.635,33.094,34.373,35.78,36.891,37.194,37.203,37.675,38.101,38.393,37.954,38.619,39.496,41.248,43.054,44.229,45.586,47.067,47.981,47.975,48.298,48.144,50.412,50.712,51.539,51.348,52.238,53.45,54.387,55.161,56.097,57.562,59.575,60.458,61.121,62.326,64.135,65.334,66.619,68.366,69.457,70.416,72.015,72.502,73.876,75.352,75.71,75.753,75.729,74.899,75.259,75.099,75.483,76.643,76.467,76.376,76.281,75.859,75.147,75.482,75.258,74.709,73.475,73.179,73.857,75.186,77.598,79.352,80.637,81.561,82.587,82.866,84.967,85.871,86.951,88.79,90.263,91.565,93.291,94.579,96.316,97.602,99.835,101.729,103.327,105.267,106.126,107.204,107.803,107.942,107.352,106.212,105.869,102.915,100.524,100.943,98.865,99.668,100.833,100.55,100.282,99.34,98.167,97.472,97.297,97.408,98.067,99.425,100.272,101.456,98.833,97.226,95.64,94.428,94.11,93.123,93.625,91.798,91.216,91.729,92.585,93.077,94.698,93.756,92.429
"357","349","      Professional advocacy, gross output","DSNGRA3",25.548,25.859,26.251,27.398,29.135,32.529,27.771,29.901,26.218,30.517,27.876,28.24,29.504,30.333,30.534,30.286,29.301,29.005,29.664,31.052,33.439,34.843,35.44,34.927,33.061,32.02,32.043,32.701,34.71,35.904,36.558,36.705,35.816,35.667,36.175,37.803,41.341,42.874,43.09,42.166,40.003,38.567,38.807,39.89,41.908,42.905,42.697,41.587,39.792,39.064,39.965,42.075,43.626,45.891,45.522,46.263,43.602,44.598,44.863,45.087,45.954,46.437,46.337,46.479,45.663,45.946,46.705,48.547,50.338,51.81,53.104,51.405,50.449,50.507,51.054,53.848,54.892,56.574,56.067,56.251,54.182,54.369,56.1,57.362,57.79,59.551,58.889,59.512,56.406,55.746,55.469,59.191,61.572,63.728,64.658,64.707,62.014,61.231,61.332,63.404,68.117,72.869,73.755,72.842,65.665,67.769,67.034,68.495,71.931,77.082,78.887,79.954,72.076,70.493,71.324,75.116,79.1,85.048,91.374,91.685,78.878,78.291,79.58,80.655,84.917,92.478,99.642,100.258,88.458,88.785,89.539,92.529,99.155,106.339,108.22,107.476,96.087,94.33,93.888,93.223,96.086,102.374,108.764,110.346,98.685,96.28,96.084,96.356,103.629,107.91,110.805,111.29,97.313,95.58,95.03,95.508,97.853,101.86,106.13,108.197,100.897,98.559,97.434,98.098,104.742,106.712,108.728,113.01,101.486,98.382,97.728,96.19,100.174,107.619,114.281,118.083,104.889,100.175,98.611,99.632,107.51,109.704,115.257,122.053,104.956,100.571,97.416,97.057,103.425,110.771,117.942,122.743,109.527,104.539,102.324,103.528,118.31,124.447,130.52,135.965,112.124,106.274,103.522,101.887,106.363,114.656,123.098,127.096,109.552,102.788,100.631,102.384,114.786,118.793,123.466
"358","350","    Less: Receipts from sales of goods and services by nonprofit institutions (134)","DNPSRA3",21.858,21.209,20.647,20.368,21.054,21.405,20.693,21.211,21.281,22.429,22.425,22.745,23.134,23.439,23.832,24.195,24.647,25.134,25.417,25.802,26.496,26.808,27.04,27.047,27.798,28.319,28.757,29.236,29.918,30.726,31.083,31.556,31.888,32.604,33.198,33.698,34.208,35.262,35.534,36.282,36.982,37.625,37.918,38.459,38.992,38.98,39.625,40.415,41.21,42.28,43.068,43.483,44.441,44.926,45.341,45.401,46.326,46.859,46.399,47.043,47.011,47.889,47.897,48.226,49.276,50.163,49.705,51.43,52.188,52.264,52.977,53.46,54.257,55.332,55.086,55.761,56.925,58.463,58.739,58.952,58.974,59.743,59.964,60.589,60.686,60.297,61.677,62.2,62.413,63.434,63.148,62.909,62.758,63.471,63.502,63.912,63.777,64.062,63.489,63.405,63.611,63.618,63.568,63.722,64.178,64.316,65.253,66.284,66.587,66.584,66.503,66.865,67.507,68.323,69.05,69.435,69.905,70.23,70.886,70.802,70.94,70.725,70.642,70.958,71.661,72.139,72.475,72.181,71.947,72.545,72.872,73.569,73.593,73.734,74.034,73.773,74.24,74.432,74.679,74.556,74.444,74.608,74.827,75.143,74.766,74.89,75.122,75.355,75.021,75.848,76.281,77.938,78.533,78.973,79.899,80.612,81.828,82.147,82.705,82.929,83.468,83.863,84.521,85.387,85.473,86.47,86.695,87.314,88.5,89.138,90.27,91.392,92.962,94.147,94.447,94.258,94.287,94.094,94.347,94.728,95.297,96.316,97.742,98.706,100.027,100.094,100.157,99.722,100.816,100.854,100.156,101.15,102.898,103.394,102.468,102.427,102.687,103.165,103.575,103.161,104.282,105.278,105.673,105.035,104.674,105.722,107.314,108.661,109.072,109.303,108.09,109.683,111.258,110.096,109.311
"359","351","      Health services to households","DHLRRA3",17.882,18.161,18.114,17.789,18.061,17.749,17.028,17.374,17.932,18.442,18.876,19.195,19.611,20.006,20.457,20.903,21.425,21.942,22.145,22.5,23.172,23.379,23.454,23.198,24.083,24.526,24.734,25.063,25.75,26.826,27.144,27.639,27.833,28.656,29.24,29.772,30.245,31.725,32.073,32.993,33.897,34.743,35.015,35.605,36.326,36.243,36.963,38.399,39.312,40.754,41.741,42.097,43.33,43.822,44.135,43.792,45.204,45.875,45.649,46.504,46.608,48.284,48.805,49.09,50.653,51.804,51.082,52.984,53.957,54.192,55.387,55.924,56.799,58.453,58.124,58.138,59.648,61.54,61.761,61.832,61.596,62.681,62.773,63.412,63.681,63.024,64.614,65.084,65.542,66.882,66.433,65.438,65.229,66.031,65.991,66.534,66.304,66.509,65.521,65.19,65.515,65.224,64.963,64.579,64.881,64.679,65.735,66.697,66.891,66.57,66.467,66.826,67.238,68.203,69.035,69.474,70.025,70.339,70.845,70.585,70.556,70.005,69.593,69.883,70.651,71.028,71.194,70.779,70.542,71.176,71.556,72.467,72.271,72.52,72.774,72.411,72.849,72.933,73.052,72.936,72.786,72.829,72.834,72.979,72.349,72.382,72.645,72.825,72.225,73.1,73.352,75.102,75.784,76.363,77.498,78.163,79.525,79.723,80.219,80.317,80.864,81.301,82.102,82.938,82.842,83.864,83.919,84.352,85.463,86.013,87.423,89.133,91.467,93.089,93.332,93.129,93.12,92.675,92.911,93.25,93.943,95.383,97.175,98.549,100.116,100.052,100.309,99.524,100.882,100.948,100.043,101.269,103.505,104.011,102.703,102.651,103.195,103.843,104.267,103.752,105.513,107.07,107.751,107.028,106.204,107.648,109.72,111.405,111.968,112.219,110.733,113.028,115.137,113.621,112.466
