"","Table 2#4#6U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"319","311","        Social assistance","DSCWRX0",36061,36204,36327,36434,36499,36638,36643,36809,37017,37143,37304,37450,37258,37526,37644,37876,38144,38590,38860,39063,39155,39243,39464,39801,39873,39920,39984,40157,40274,40372,40668,40876,41054,41336,41656,42023,42304,42676,43110,43577,43995,44481,45107,45481,46023,46282,46604,46970,47426,47789,48116,48394,48826,49371,49678,50187,50598,51159,51598,52089,52522,53058,53535,54232,54644,55031,55489,56060,56636,57231,57996,58605,59719,60321,61018,61511,61910,62448,63104,63745,64136,64609,64993,65355,65724,66134,66556,66972,67395,67685,67916,68195,68458,68868,69094,69350,69438,69408,69498,69825,70290,70749,71129,71230,71366,71585,71993,72488,73006,73246,73348,73398,73649,74009,74496,75090,75530,75508,75165,74986,75227,76168,77059,77589,77673,77544,77318,77384,77545,78087,78927,79347,79801,79864,79743,79594,79697,79975,80326,80587,80623,80647,80627,80506,80827,81410,82181,82576,82825,82978,83208,83541,83819,84169,84391,84482,84590,84720,84867,85105,85279,85592,85889,86176,86514,86902,87038,87153,87061,87125,87127,87292,87363,87336,87364,87605,87914,88276,88572,88759,88969,89413,90041,90603,90911,91132,91389,91865,92459,92888,93123,93223,93228,93212,93171,93126,93264,93479,93623,93577,93627,93449,93581,93500,93502,93711,93705,93217,93175,93239,93322,93403,93595,93809,94048,94350
"320","312","          Homes for the elderly","DELDRX0",7265,7278,7287,7293,7291,7303,7304,7332,7369,7390,7418,7442,7400,7448,7467,7509,7558,7642,7695,7661,7605,7547,7515,7503,7476,7447,7437,7461,7496,7525,7570,7613,7660,7725,7799,7895,7976,8051,8124,8226,8313,8400,8442,8510,8612,8708,8748,8805,8882,8964,9033,9102,9170,9278,9348,9429,9490,9557,9641,9714,9774,9859,9944,10071,10150,10217,10292,10401,10481,10600,10728,10877,11115,11250,11390,11467,11522,11598,11693,11783,11844,11911,11964,11989,12103,12214,12322,12333,12368,12397,12415,12422,12428,12454,12489,12531,12550,12522,12480,12500,12562,12642,12719,12713,12680,12664,12731,12823,12918,12916,12889,12865,12893,12945,13016,13095,13157,13157,13085,13033,13065,13216,13397,13513,13576,13611,13640,13688,13715,13766,13921,14058,14200,14285,14332,14379,14427,14481,14483,14488,14460,14446,14354,14230,14206,14292,14450,14492,14435,14329,14305,14366,14421,14464,14468,14453,14500,14552,14600,14639,14670,14703,14712,14747,14778,14819,14843,14860,14781,14728,14683,14663,14661,14679,14714,14792,14890,14982,15048,15103,15177,15286,15420,15541,15620,15679,15763,15887,16008,16106,16174,16222,16294,16343,16401,16425,16485,16546,16582,16594,16601,16594,16503,16457,16257,16284,16359,16370,16308,16273,16293,16355,16310,16307,16411,16598
"321","313","          Residential mental health and substance abuse","DMENRX0",2412,2420,2426,2432,2434,2442,2442,2453,2466,2474,2484,2493,2480,2497,2505,2519,2537,2566,2584,2589,2586,2583,2589,2602,2551,2514,2497,2498,2514,2536,2582,2637,2708,2801,2909,3051,3206,3372,3534,3707,3869,4031,4173,4312,4467,4610,4724,4830,4931,5037,5141,5239,5361,5504,5644,5789,5931,6075,6225,6379,6528,6692,6847,7024,7176,7317,7488,7660,7813,7970,8129,8285,8509,8681,8871,9041,9201,9395,9603,9803,9978,10188,10396,10613,10781,10958,11107,11284,11436,11555,11663,11771,11870,11961,11980,11989,12039,12089,12133,12200,12286,12368,12423,12423,12444,12489,12611,12751,12881,12886,12856,12838,12906,13005,13114,13239,13355,13428,13421,13398,13439,13599,13777,13879,13896,13859,13785,13755,13741,13775,13839,13840,13850,13819,13778,13779,13816,13864,13905,13943,13948,13963,13965,13966,14101,14257,14435,14530,14600,14639,14691,14757,14826,14904,14976,15036,15117,15197,15254,15314,15370,15435,15478,15508,15556,15595,15590,15582,15587,15609,15609,15647,15687,15730,15793,15879,15962,16038,16080,16113,16168,16266,16375,16473,16512,16531,16566,16665,16781,16894,16917,16902,16851,16830,16821,16839,16899,16980,17050,17053,17059,16890,16738,16791,16921,16893,16783,16885,16959,17026,17111,17109,17301,17316,17234,17172
"322","314","          Individual and family services","DFAMRX0",17191,17271,17342,17405,17449,17527,17529,17612,17715,17779,17859,17933,17844,17976,18036,18150,18282,18499,18629,18784,18885,18985,19149,19370,19490,19589,19674,19767,19793,19802,19880,19931,19942,20062,20154,20224,20199,20233,20311,20401,20467,20573,20743,20866,21073,21177,21249,21364,21520,21616,21708,21776,21907,22034,22122,22297,22413,22551,22624,22753,22861,23013,23150,23405,23507,23620,23765,23937,24134,24258,24559,24740,25157,25345,25577,25746,25873,26038,26249,26452,26546,26674,26737,26789,26810,26861,26928,27034,27133,27171,27178,27242,27322,27475,27527,27568,27641,27703,27880,28066,28284,28487,28677,28802,28943,29118,29313,29544,29771,29921,30018,30055,30145,30298,30541,30802,30928,30743,30448,30266,30407,30873,31317,31491,31452,31336,31243,31337,31554,32018,32566,32889,33184,33288,33310,33295,33425,33640,33948,34174,34301,34391,34514,34616,34889,35241,35631,35866,36057,36223,36352,36511,36641,36878,37018,37057,36878,36777,36723,36831,36898,37054,37287,37505,37753,38002,38156,38239,38271,38324,38392,38491,38559,38579,38561,38631,38750,38895,38979,38968,38959,39094,39354,39630,39810,39908,40032,40243,40519,40694,40809,40890,40945,40965,40919,40833,40847,40932,41044,41034,41058,41010,41353,41326,41402,41627,41716,41317,41186,41209,41171,41109,41026,41212,41287,41245
"323","315","          Vocational rehabilitation services","DVOCRX0",4426,4445,4462,4477,4486,4505,4506,4527,4553,4569,4589,4608,4584,4618,4633,4662,4695,4751,4784,4818,4837,4857,4893,4943,4963,4967,4960,4985,5004,5022,5119,5150,5172,5131,5130,5131,5154,5198,5266,5295,5340,5412,5635,5623,5619,5464,5514,5542,5595,5613,5622,5619,5667,5759,5700,5734,5762,5918,5987,6054,6103,6155,6179,6223,6237,6238,6213,6240,6307,6418,6480,6504,6562,6561,6573,6586,6604,6644,6692,6707,6679,6648,6632,6628,6624,6628,6635,6659,6683,6706,6736,6771,6806,6859,6917,6998,6989,6974,6979,7000,7010,7010,7006,6995,7004,7015,7020,7020,7023,7046,7061,7080,7102,7133,7156,7202,7255,7283,7298,7312,7295,7321,7329,7347,7347,7336,7300,7268,7221,7185,7178,7115,7068,6980,6882,6799,6757,6729,6678,6605,6509,6436,6385,6324,6256,6209,6191,6170,6162,6148,6129,6103,6086,6099,6119,6156,6199,6233,6255,6281,6297,6320,6339,6346,6356,6362,6346,6388,6441,6516,6545,6599,6615,6587,6633,6652,6633,6605,6625,6650,6651,6682,6755,6819,6829,6882,6892,6909,6945,6955,7006,7042,7051,7036,7013,7003,6991,6965,6912,6857,6818,6781,6789,6783,6764,6775,6775,6679,6677,6703,6766,6838,6856,6890,6924,7020
"324","316","          Community food and housing/emergency/other relief services","DCFORX0",1637,1644,1651,1657,1661,1669,1669,1677,1687,1693,1701,1708,1699,1712,1718,1729,1741,1762,1774,1790,1800,1810,1826,1848,1847,1847,1849,1856,1861,1866,1879,1894,1912,1942,1976,2012,2045,2078,2116,2156,2197,2237,2282,2320,2364,2398,2431,2472,2516,2550,2580,2610,2648,2682,2710,2745,2781,2819,2857,2899,2943,2992,3036,3085,3120,3154,3194,3230,3273,3321,3390,3440,3524,3575,3633,3656,3665,3687,3722,3793,3833,3886,3914,3939,3967,3982,4025,4071,4134,4181,4220,4255,4276,4328,4377,4452,4442,4382,4317,4362,4449,4546,4615,4623,4632,4644,4672,4709,4767,4818,4856,4895,4965,5015,5052,5103,5175,5260,5322,5433,5462,5549,5595,5704,5767,5808,5796,5793,5778,5810,5875,5897,5924,5925,5904,5850,5799,5792,5845,5920,5969,5982,5987,5962,5966,6000,6056,6094,6139,6202,6276,6346,6401,6404,6409,6395,6511,6574,6660,6682,6703,6745,6754,6777,6802,6874,6881,6899,6855,6859,6842,6848,6816,6753,6668,6655,6676,6753,6836,6912,6980,7025,7056,7040,7039,7036,7050,7066,7102,7124,7112,7084,7027,7004,7004,7034,7057,7075,7065,7084,7151,7268,7269,7225,7182,7155,7078,6977,7014,6962,6890,6890,6991,6975,7098,7200
"325","317","          Other social assistance, not elsewere classified","DSIARX0",3027,3041,3054,3065,3072,3086,3087,3101,3119,3131,3145,3158,3142,3165,3176,3196,3219,3258,3280,3308,3326,3344,3374,3413,3421,3430,3441,3462,3480,3493,3511,3524,3535,3551,3565,3591,3607,3630,3649,3683,3704,3727,3731,3751,3790,3829,3844,3862,3889,3918,3942,3960,3988,4030,4071,4111,4140,4160,4187,4215,4240,4276,4311,4356,4389,4421,4475,4529,4568,4607,4653,4704,4798,4856,4926,4966,4996,5040,5101,5165,5218,5268,5316,5367,5414,5468,5519,5573,5625,5661,5693,5722,5746,5781,5795,5802,5768,5729,5696,5685,5687,5687,5681,5666,5654,5647,5638,5633,5641,5654,5662,5657,5632,5607,5613,5645,5656,5636,5591,5545,5558,5611,5643,5655,5635,5594,5553,5543,5535,5532,5549,5548,5576,5568,5538,5492,5473,5469,5467,5456,5434,5427,5419,5405,5406,5410,5418,5423,5431,5437,5454,5457,5442,5419,5400,5384,5383,5382,5368,5352,5334,5328,5313,5287,5264,5244,5215,5178,5120,5083,5049,5040,5021,5004,4994,4996,5002,5001,5001,5007,5028,5053,5075,5096,5097,5093,5084,5093,5103,5113,5105,5084,5063,5037,5017,4995,4988,4984,4973,4956,4938,4896,4918,4909,4965,4966,4993,4993,5031,5070,5102,5116,5113,5114,5092,5110
"326","318","        Social advocacy and civic and social organizations","DSADRX0",14083,14096,14139,14151,14166,14201,14140,14234,14263,14208,14213,14248,14168,14215,14238,14334,14359,14425,14347,14334,14354,14408,14398,14339,14234,14142,14078,14093,14096,14084,14107,14133,14176,14217,14229,14331,14481,14609,14736,14789,14813,14815,14827,14777,14793,14785,14740,14698,14658,14620,14563,14434,14336,14319,14321,14343,14313,14258,14246,14204,14149,14104,14050,14045,14085,14092,14054,13954,13895,13846,13877,13810,13837,13787,13744,13712,13666,13626,13623,13618,13539,13445,13302,13198,13132,13122,13144,13146,13095,13029,13032,13084,13168,13252,13336,13472,13498,13506,13536,13622,13701,13790,13854,13864,13916,13986,14088,14118,14078,14017,13901,13868,13893,13968,14011,14056,14063,13962,13811,13656,13579,13664,13764,13782,13719,13622,13528,13525,13506,13567,13725,13829,13921,13901,13863,13860,13944,14026,14059,14040,14015,14026,14074,14098,14136,14194,14273,14304,14315,14307,14325,14305,14241,14154,14058,14044,14050,14057,14088,14110,14118,14144,14161,14227,14302,14434,14417,14368,14168,14083,14051,14118,14107,14064,13996,13950,13908,13802,13821,13923,14161,14270,14245,14063,13962,13955,14020,14084,14135,14149,14148,14159,14114,14116,14149,14253,14335,14273,14078,13867,13705,13660,13640,13692,13852,13959,14033,13639,13544,13463,13919,14118,14297,14363,14519,14610
"327","319","        Religious organizations' services to households","DRELRX0",5569,5556,5558,5569,5578,5592,5602,5627,5655,5674,5714,5758,5852,5898,5932,5929,5950,5968,5976,6021,6051,6086,6096,6085,6057,6032,6011,5994,5979,5969,5962,5959,5959,5962,5968,5976,5988,5998,6005,6012,6017,6021,6023,6024,6023,6019,6014,6006,5997,5985,5973,5961,5949,5936,5922,5908,5894,5878,5861,5842,5823,5804,5787,5771,5755,5742,5729,5718,5708,5699,5690,5683,5676,5668,5659,5649,5638,5627,5615,5602,5589,5574,5558,5540,5524,5506,5490,5475,5462,5451,5441,5433,5426,5420,5416,5412,5409,5407,5406,5407,5409,5414,5420,5428,5436,5446,5457,5468,5472,5482,5489,5496,5501,5504,5504,5504,5501,5496,5489,5480,5468,5456,5444,5435,5426,5417,5410,5403,5397,5391,5385,5380,5373,5371,5371,5374,5379,5388,5399,5413,5430,5449,5470,5495,5521,5543,5561,5576,5586,5593,5596,5595,5590,5581,5568,5550,5531,5513,5496,5478,5462,5446,5431,5417,5404,5390,5377,5364,5385,5402,5416,5426,5433,5436,5436,5432,5425,5415,5400,5381,5358,5338,5319,5302,5287,5275,5265,5258,5252,5249,5248,5248,5251,5254,5256,5259,5262,5265,5268,5272,5275,5279,5282,5285,5288,5291,5294,5297,5300,5303,5306,5310,5314,5317,5320,5324
"328","320","        Foundations and grantmaking and giving services to households","DGIVRX0",1220,1221,1218,1211,1208,1196,1176,1167,1159,1155,1137,1125,1113,1105,1093,1087,1083,1082,1092,1104,1111,1121,1131,1147,1178,1205,1229,1249,1265,1276,1283,1286,1283,1276,1264,1247,1226,1206,1187,1169,1152,1136,1121,1107,1094,1082,1071,1060,1050,1040,1030,1020,1010,1000,990,980,969,959,948,937,927,915,903,889,875,860,845,828,811,794,775,756,738,718,700,681,663,646,628,611,595,578,562,547,531,518,506,496,487,480,475,471,468,466,465,466,466,466,467,469,471,474,477,480,483,487,491,495,500,504,507,509,511,513,513,513,512,510,508,504,501,498,495,494,495,496,498,501,504,509,516,523,529,536,543,550,557,564,572,579,586,593,601,608,615,621,626,630,633,634,634,632,629,625,619,611,602,595,587,581,575,569,564,560,556,554,549,543,534,527,521,517,515,513,513,512,512,511,515,522,534,540,541,535,534,536,542,546,548,548,548,546,544,544,547,553,555,552,545,540,536,534,533,534,537,538,539,522,515,511,526,534,537,538,538,538
"329","321","      Household maintenance (parts of 31, 33, and 36)","DHHMRX0",46526,46971,47325,47357,47427,47663,48019,47933,48055,48015,47951,47702,47435,47539,47557,47628,47933,48028,48190,48138,48054,48051,47981,48358,48928,49282,49582,49831,50167,50490,50858,51205,51573,52020,52341,52740,53399,53920,54442,54941,55325,55456,55746,55983,56120,56228,56155,55948,55575,55381,55120,54802,54682,54488,54489,54551,54651,54656,54819,55257,56355,56649,56924,56773,56651,56548,56505,56282,56115,55947,55592,55103,55505,54824,54254,54401,54125,53679,53375,52986,52582,52123,51686,51223,51260,51345,51206,51319,51402,51412,51388,51436,51304,51361,51361,51397,51817,51862,51991,51951,52071,52071,52254,52454,52688,52854,53143,53437,53763,54117,54428,54657,54909,55105,55194,55305,55511,55623,55634,55654,55484,55347,55265,55261,55226,55225,55242,55309,55300,55286,55221,55138,55214,55276,55289,55269,55389,55561,55603,55841,56024,55782,56022,56259,56515,56739,56956,57070,57238,57438,57515,57700,57944,58170,58344,58423,58550,58362,58344,58178,57970,57719,57313,56941,56571,56339,56012,55520,54756,54107,53452,52892,52389,51880,51411,51024,50703,50438,50282,50186,50325,50236,50190,50167,50124,50130,50169,50343,50661,51095,51488,51723,52020,52293,52698,52942,53179,53523,53864,54143,54375,54517,54661,54754,54787,54901,55017,55011,55178,55156,55347,55450,55560,55667,55773,55858
"330","322","        Domestic services","DDMSRX0",20355,20504,20648,20682,20721,20821,20835,20871,20872,20893,20885,20858,20880,20879,20855,20821,20747,20663,20549,20502,20398,20293,20214,20111,20529,20735,20884,20976,21154,21313,21515,21690,21887,22160,22314,22546,22998,23358,23726,24072,24312,24310,24470,24583,24605,24608,24441,24154,23709,23449,23122,22732,22535,22265,22184,22161,22175,22098,22178,22531,23531,23768,24007,23846,23737,23669,23680,23539,23473,23433,23231,22921,23513,23033,22652,22972,22864,22579,22430,22185,21917,21590,21279,20937,21078,21268,21233,21438,21609,21700,21754,21874,21811,21932,21994,22093,22596,22700,22852,22799,22885,22821,22916,23006,23109,23121,23234,23326,23467,23620,23746,23806,23904,23967,23940,23951,24075,24124,24097,24102,23942,23814,23736,23724,23683,23678,23692,23746,23714,23669,23617,23580,23759,23899,23983,24022,24175,24349,24364,24545,24638,24278,24403,24524,24669,24808,24964,25038,25198,25422,25554,25740,25928,26043,26126,26136,26204,26029,26085,26062,26035,26010,25871,25707,25488,25348,25194,24956,24668,24439,24147,23896,23668,23400,23136,22889,22639,22382,22131,21842,21685,21380,21189,21092,20975,20906,20872,20863,20890,20929,21023,21055,21233,21404,21718,21886,21993,22149,22244,22341,22456,22547,22652,22719,22707,22776,22845,22805,22928,22859,22977,23016,23066,23118,23170,23204
"331","323","        Moving, storage, and freight services","DMSERX0",11605,11755,11881,11889,11936,12014,12233,12183,12267,12261,12249,12161,11993,12067,12101,12178,12424,12537,12721,12738,12804,12884,12924,13256,13415,13563,13704,13837,13961,14078,14183,14282,14369,14446,14509,14560,14670,14708,14748,14790,14834,14878,14924,14972,15020,15069,15118,15165,15215,15264,15317,15376,15439,15506,15578,15655,15735,15819,15905,15994,16087,16158,16209,16242,16252,16242,16212,16160,16088,15992,15876,15738,15579,15418,15263,15109,14961,14815,14669,14528,14390,14252,14115,13979,13849,13727,13614,13514,13424,13347,13281,13225,13180,13144,13119,13101,13039,13000,12987,13002,13033,13084,13151,13235,13337,13456,13593,13749,13904,14062,14205,14337,14455,14557,14645,14719,14777,14820,14844,14848,14834,14826,14828,14841,14858,14877,14902,14941,14995,15063,15096,15099,15061,15028,14991,14954,14932,14928,14941,14969,15012,15068,15126,15190,15256,15298,15319,15320,15294,15242,15164,15149,15199,15312,15413,15499,15583,15602,15558,15449,15305,15122,14902,14750,14665,14646,14557,14396,14080,13795,13543,13324,13125,12946,12789,12681,12623,12613,12712,12915,13226,13455,13599,13661,13698,13710,13697,13805,14032,14377,14621,14765,14812,14877,14963,15070,15197,15343,15511,15652,15768,15857,15907,15918,15891,15875,15871,15931,15964,15986,16059,16100,16125,16136,16146,16155
"332","324","        Repair of furniture, furnishings, and floor coverings","DFRERX0",2740,2729,2716,2700,2685,2669,2653,2636,2619,2603,2581,2558,2546,2534,2520,2506,2492,2477,2461,2445,2430,2418,2399,2378,2364,2353,2345,2339,2337,2337,2340,2345,2354,2364,2378,2394,2412,2428,2440,2450,2457,2462,2463,2461,2456,2448,2437,2422,2404,2386,2369,2353,2337,2322,2307,2293,2279,2266,2253,2241,2229,2215,2199,2181,2161,2140,2117,2092,2065,2036,2005,1973,1940,1908,1877,1847,1819,1792,1767,1742,1719,1697,1676,1656,1637,1619,1604,1590,1578,1567,1558,1551,1545,1541,1538,1537,1528,1519,1512,1505,1498,1490,1482,1472,1462,1451,1440,1428,1414,1403,1392,1383,1374,1367,1360,1355,1350,1347,1344,1342,1341,1339,1338,1336,1334,1332,1330,1327,1324,1321,1317,1312,1307,1302,1296,1289,1282,1276,1269,1261,1254,1246,1238,1229,1220,1210,1201,1193,1185,1176,1169,1161,1153,1146,1139,1132,1126,1119,1110,1100,1088,1076,1063,1049,1035,1021,1003,981,947,919,896,879,864,852,841,835,832,833,832,831,828,824,818,811,808,809,815,821,827,832,834,832,828,820,810,796,790,792,802,806,803,794,790,791,799,803,805,795,791,789,784,783,782,782,783,783
"333","325","        Repair of household appliances","DERERX0",3559,3690,3772,3813,3828,3902,3933,3960,3999,4019,4031,3985,3983,4012,4061,4128,4181,4269,4341,4414,4427,4478,4559,4661,4691,4719,4744,4770,4792,4814,4834,4853,4869,4883,4895,4905,4912,4917,4921,4925,4927,4928,4928,4927,4924,4920,4915,4908,4899,4889,4880,4871,4862,4854,4845,4837,4830,4821,4813,4804,4795,4784,4771,4756,4739,4721,4701,4679,4656,4629,4602,4572,4541,4509,4480,4450,4423,4396,4370,4345,4321,4297,4274,4252,4232,4213,4197,4184,4174,4167,4163,4162,4164,4169,4176,4185,4189,4193,4200,4208,4216,4225,4234,4243,4252,4261,4271,4281,4286,4292,4292,4288,4280,4267,4250,4230,4205,4177,4143,4103,4059,4018,3983,3952,3925,3900,3879,3862,3847,3836,3827,3822,3819,3819,3819,3822,3824,3826,3828,3835,3847,3863,3863,3848,3815,3787,3762,3742,3721,3701,3681,3662,3644,3627,3610,3593,3573,3554,3536,3520,3505,3490,3475,3462,3451,3440,3428,3413,3366,3327,3296,3273,3251,3230,3211,3196,3185,3178,3168,3153,3135,3117,3099,3082,3078,3087,3109,3129,3147,3163,3178,3191,3203,3194,3164,3114,3093,3103,3145,3160,3150,3115,3097,3097,3116,3128,3136,3094,3076,3068,3042,3032,3028,3030,3032,3034
"334","326","        Other household services","DMHSRX0",8422,8455,8473,8440,8421,8426,8530,8449,8464,8404,8368,8297,8191,8207,8183,8161,8257,8258,8297,8224,8180,8167,8080,8152,8117,8093,8081,8081,8092,8114,8148,8194,8250,8319,8397,8488,8550,8648,8742,8833,8921,9004,9083,9160,9232,9299,9360,9416,9468,9514,9557,9598,9635,9669,9699,9726,9749,9767,9780,9788,9792,9796,9802,9812,9821,9833,9848,9864,9883,9902,9923,9945,9968,9993,10022,10055,10090,10129,10172,10218,10269,10321,10377,10435,10500,10551,10592,10623,10645,10656,10657,10648,10629,10598,10557,10503,10483,10467,10456,10452,10454,10466,10485,10509,10538,10573,10613,10659,10695,10744,10793,10845,10897,10948,10999,11051,11104,11156,11207,11258,11308,11348,11381,11407,11426,11437,11439,11433,11419,11397,11364,11323,11268,11229,11200,11184,11178,11185,11204,11234,11277,11331,11396,11473,11562,11642,11715,11782,11842,11895,11942,11982,12015,12040,12057,12067,12073,12073,12067,12055,12039,12016,11989,11956,11916,11870,11818,11759,11669,11589,11520,11461,11414,11378,11354,11341,11340,11349,11369,11399,11441,11484,11528,11573,11621,11671,11723,11777,11833,11891,11950,12009,12071,12128,12180,12229,12273,12312,12348,12379,12406,12429,12446,12457,12495,12532,12570,12608,12646,12685,12725,12765,12805,12845,12885,12924
"335","327","      Net foreign travel","DFORRX0",-29577,-21023,-20090,-28863,-29218,-17414,-31755,-30803,-35086,-31440,-33604,-35808,-30525,-25112,-33337,-29690,-37197,-35727,-23133,-25297,-25916,-40413,-40782,-36281,-31086,-29493,-31051,-29574,-29591,-29411,-27688,-27562,-27144,-27250,-22585,-21759,-21234,-18685,-15319,-19221,-16868,-12665,-9463,-10895,-9487,-11723,-13028,-18299,-13685,-13791,-12180,-11519,-14060,-15478,-14831,-14126,-16742,-14603,-15035,-12509,-15414,-13610,-6828,-16079,-7128,-7308,-5067,-5293,-4765,-4108,-5407,-7251,-7617,-6668,-8821,5548,4415,429,105,-1569,-1115,-4231,-4557,-4084,881,1776,-978,-188,-2257,-318,-4134,-12000,-5628,-7356,-10628,-5918,2484,-234,184,-700,-6157,-2553,365,990,-2811,-5656,-6623,-5317,1446,-1895,-3936,-5520,-1047,-506,-4296,-2160,-3999,-3316,-4934,-4778,-3095,-4164,-4293,-7346,-9535,-8739,-7020,-5080,-4313,-4200,-236,-1744,-3915,556,1524,1909,904,2840,638,-916,-2483,-3441,-4228,-4931,-2847,-438,-4686,-4367,-6344,-4833,-13285,-15111,-15614,-19995,-19923,-21120,-18655,-18819,-25316,-23418,-30338,-29605,-32692,-30867,-26640,-26078,-19465,-25389,-21012,-19475,-19870,-20307,-23192,-19693,-17042,-14637,-17488,-16437,-15118,-15497,-19306,-21680,-23770,-22221,-24651,-23331,-22544,-20001,-24660,-24073,-25724,-23565,-25895,-22042,-24097,-27968,-30549,-31237,-32420,-33257,-33049,-32318,-31180,-25749,-26826,-28868,-30073,-30568,-29031,-29374,-32257,-31974,-32350,-32606,-34013,-36235
"336","328","        Foreign travel by U.S. residents (129)","DFTRRX0",74554,73197,72754,73750,71243,70442,71077,71148,72766,73526,74258,75468,73520,77867,75940,74064,76995,74080,75175,76853,74970,76951,77536,76260,81191,80450,80750,79494,80670,82026,82750,84080,85901,82959,87101,86374,90293,90218,90204,94769,92679,93817,95141,94768,95486,95353,92800,92421,94662,94837,98380,95590,95097,94912,95340,95662,94626,100545,102637,93137,99077,104383,107840,104125,107130,108878,108802,106945,108546,108201,109343,108275,107413,107553,108299,117407,113265,111052,110955,109308,79549,75324,83114,89091,95119,98343,98004,94647,94054,96727,92019,85586,91308,95328,94587,99925,98432,94487,89510,80578,82072,87526,93003,94943,92876,94777,95630,97409,99484,99064,96695,97701,100254,101931,98781,98110,96667,97668,97576,98902,99875,100596,100567,100498,98850,99200,97045,97701,100173,99329,100789,102515,101411,102486,104243,105698,106002,105810,105350,102642,103083,103942,104237,104404,103231,103190,104193,103488,102697,104526,101147,101768,101553,100954,101106,99411,102173,103402,101128,99079,98839,96121,95581,98769,96776,98511,100461,98539,95506,95679,94989,95757,90195,91475,96037,98373,95829,96821,96840,97639,97662,95094,95587,91373,94963,97150,98246,99043,97440,98118,96864,97881,98270,98457,98342,97818,96747,97125,97153,95452,96689,96153,95088,98010,100283,102068,103679,101622,101292,102105,100021,99378,100783,97313,97650,96425
"337","329","          Passenger fares for foreign travel","DAFTRX0",29355,27535,27072,28262,27666,26492,28445,28321,28832,28344,28795,29122,27957,29274,28912,28187,30482,29289,28858,29654,29164,30868,31060,30225,31658,31485,31592,31654,31689,32278,32654,33130,34234,32676,34119,33794,34615,34458,34034,37599,36704,36484,37814,37490,37455,36367,36252,36195,39919,39385,39894,38400,37412,36928,36705,37025,36468,39632,40095,37648,38286,40197,42493,40684,43418,43536,44114,43332,43645,42670,42761,40968,41712,42738,42641,45543,43694,44549,44940,42912,30323,25823,28387,31458,34996,37241,37306,37014,35661,35804,33906,30774,32470,37079,34765,37432,38597,37288,34789,32116,31887,35407,37103,37528,37291,38367,39317,39198,41165,41250,41129,41054,41702,43491,41101,40542,39736,41092,40911,41019,42028,42792,42685,43325,42253,43119,42035,42985,44390,42789,44310,44149,43205,45189,45997,47577,47359,48475,47224,46085,46009,46222,46448,46349,45496,45985,46666,46711,46474,48390,44998,45185,45361,44167,45446,44602,44830,46324,44648,45304,44500,42280,41815,43532,42362,42593,43164,40506,38160,38034,37821,39764,37888,39069,41231,43000,40359,41426,41611,42820,41350,39435,39862,39573,40366,41523,41642,43097,40993,41463,40768,42290,42213,43220,42355,41869,40868,40842,40088,39137,39332,38785,38120,39457,41313,41328,42051,40867,40422,41163,39977,40962,41551,39621,39974,39982
