"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49"
"67","60","    Health care","DHLCRG3",9.684,10.416,10.953,11.418,11.957,13.093,14.565,15.969,17.3,18.76,20.589,23.082,25.901,28.816,31.452,33.806,35.856,37.988,40.432,43.584,47.416,51.462,55.439,59.336,62.507,65.047,67.42,69.007,70.389,71.716,73.29,75.354,77.882,79.883,82.918,85.984,88.718,91.41,94.79,97.352,100,102.517,104.4,106.305,107.847,109.063
"68","61","      Outpatient services","DOUTRG3",12.317,13.177,14.052,14.524,14.996,16.324,18.259,20.139,21.922,23.641,25.677,28.495,31.447,34.132,36.612,39.039,41.442,44.151,46.913,50.077,53.408,56.92,60.25,63.64,66.649,69.726,72.114,73.25,75.192,77.054,78.825,80.725,83.253,84.402,86.172,88.364,90.576,92.222,95.643,97.768,100,102.197,103.617,104.919,105.779,106.762
"69","62","        Physician services (44)","DPHYRG3",12.086,12.969,13.841,14.283,14.732,16.104,18.063,20.116,21.973,23.774,25.98,28.728,31.869,34.862,37.592,40.204,42.54,45.632,48.992,52.5,56.35,60.404,63.962,67.981,71.765,75.361,78.325,78.874,79.934,81.647,83.459,84.908,87.323,87.215,88.577,90.364,91.99,92.814,96.622,97.64,100,102.446,104.011,105.277,105.47,106.059
"70","63","        Dental services (45)","DDENRG3",9.644,10.182,10.839,11.278,11.647,12.513,13.819,14.725,15.813,16.911,18.331,20.514,22.471,24.211,25.833,27.93,29.695,31.343,33.47,35.716,37.903,40.377,43.354,46.227,48.609,50.89,53.342,55.803,58.389,60.873,63.719,66.623,69.324,72.416,75.38,79.095,83.486,87.832,92.355,97.1,100,102.743,105.095,107.503,111.206,113.587
"71","64","        Paramedical services (46)","DPMSRG3",14.59,15.712,16.736,17.255,17.888,19.51,21.952,24.418,26.688,28.745,30.705,34.167,37.375,39.866,42.293,44.19,47.269,49.823,51.375,54.317,57.219,60.228,63.271,65.776,67.808,70.479,71.939,73.189,76.016,77.741,78.86,80.871,83.446,85.485,87.27,89.352,91.463,93.197,95.498,98.251,100,101.591,102.428,103.372,104.197,105.268
"72","65","      Hospital and nursing home services","DHPNRG3",7.981,8.624,8.962,9.406,9.961,10.958,12.14,13.25,14.304,15.574,17.218,19.441,22.072,24.979,27.59,29.823,31.611,33.349,35.542,38.623,42.719,47.078,51.472,55.711,58.983,61.103,63.449,65.379,66.321,67.229,68.642,70.826,73.347,76.033,80.117,83.929,87.114,90.713,94.057,96.996,100,102.786,105.056,107.466,109.583,110.996
"73","66","        Hospitals (51)","DHSPRG3",7.513,8.116,8.425,8.849,9.38,10.296,11.431,12.524,13.56,14.761,16.347,18.55,21.19,24.194,26.92,29.251,31.119,32.973,35.274,38.559,42.985,47.67,52.503,57.284,60.906,63.116,65.35,66.927,67.482,67.979,69.155,70.988,73.092,75.749,80.158,84.069,87.267,91.082,94.252,97.05,100,102.949,105.181,107.77,110.132,111.591
"74","67","        Nursing homes (52)","DNRSRG3",11.301,12.233,12.772,13.363,14.094,15.653,17.179,18.401,19.577,21.34,23.39,25.741,28.287,30.443,32.21,33.82,35.143,36.22,37.814,39.784,42.18,44.991,47.38,49.171,50.905,52.641,55.474,58.859,61.385,63.994,66.411,70.13,74.539,77.364,79.894,83.24,86.357,88.915,93.102,96.728,100,101.969,104.431,105.927,106.777,107.954
"75","68","    Transportation services","DTRSRG3",17.516,18.869,20.195,20.964,21.891,23.767,26.394,28.363,30.331,32.339,35.214,40.874,45.846,48.385,50.222,52.204,53.234,53.767,56.046,58.666,61.245,63.586,65.331,67.188,69.525,70.372,71.926,72.833,74.447,75.759,76.888,79.195,80.084,80.469,82.2,83.421,86.461,90.024,92.097,97.022,100,102.024,104.758,106.782,108.148,109.477
"76","69","      Motor vehicle services","DMVSRG3",16.312,17.403,18.54,19.28,20.309,22.249,24.944,26.684,28.614,30.833,33.828,37.311,40.727,43.758,45.661,47.235,48.593,50.42,52.501,54.551,56.767,58.956,61.242,63.136,65.062,66.991,68.692,70.026,71.008,72.362,73.854,75.92,78.421,80.509,81.958,83.114,85.543,88.535,90.951,95.045,100,100.645,101.981,103.221,104.334,105.505
"77","70","        Motor vehicle maintenance and repair (60)","DVMRRG3",14.838,15.938,17.087,17.837,18.833,20.732,23.381,25.078,26.964,29.153,31.972,35.244,38.455,41.269,43.001,44.366,45.529,46.906,48.638,50.586,52.609,54.651,56.952,59.035,60.758,62.366,63.794,65.432,67.116,68.753,70.643,72.887,75.422,78.184,80.392,82.269,85.042,88.622,91.634,96.071,100,101.918,104.032,105.87,107.537,109.347
"78","71","        Other motor vehicle services (61)","DOVSRG3",23.551,23.898,24.268,24.522,25.385,26.805,28.684,30.051,31.511,33.001,36.33,40.256,44.096,47.781,50.409,53.13,55.518,60.122,64.182,66.296,69.247,71.81,73.401,73.972,76.582,79.616,82.192,82.526,81.59,82.236,82.751,84.418,86.874,87.191,86.452,85.481,86.928,88.377,89.343,92.637,100,97.534,96.959,96.761,96.62,96.445
"79","72","      Public transportation","DPUBRG3",21.265,23.311,25.163,26.037,26.766,28.617,31.265,33.866,36.041,37.683,40.457,51.516,60.619,61.948,63.668,66.796,66.878,63.625,66.482,70.779,74.433,77.222,77.461,79.235,82.787,80.373,81.463,81.018,84.651,85.813,85.8,88.833,84.881,80.252,82.784,84.182,88.913,94.103,95.189,102.484,100,105.75,112.408,116.679,118.772,120.553
"80","73","        Ground transportation (63)","DGRDRG3",13.449,14.952,16.2,16.911,17.173,18.125,19.87,21.494,22.992,24.224,26.029,30.13,35.305,38.836,40.731,43.207,44.839,47.991,49.344,51.269,52.823,55.377,58.046,60.403,61.163,61.724,62.416,67.057,68.134,68.708,68.72,70.466,72.652,74.553,78.759,82.501,85.911,90.138,91.453,95.952,100,104.329,109.372,112.83,117.257,117.937
"81","74","        Air transportation (64)","DAITRG3",27.108,29.185,31.356,32.111,33.436,36.198,39.421,42.752,45.308,47.096,50.537,68.369,80.67,78.818,80.021,83.446,81.924,73.094,77.017,83.041,88.212,91.044,89.19,90.343,96.098,91.237,92.548,88.233,93.573,94.938,95.057,99.556,91.694,82.471,84.412,84.459,90.229,96.386,97.389,107.383,100,107.236,115.856,121.414,121.581,124.556
"82","75","        Water transportation (65)","DWATRG3",43.262,46.766,49.253,51.452,53.711,58.149,63.57,68.475,73.504,79.066,83.075,88.894,93.6,97.495,100.884,103.979,107.77,113.267,116.14,117.833,122.36,127.852,133.062,137.273,141.102,144.221,148.633,152.492,156.567,164.411,159.228,142.399,128.86,123.746,113.507,111.686,113.034,112.655,112.048,110.194,100,101.134,100.205,97.459,97.043,96.331
"83","76","    Recreation services","DRCARG3",20.272,21.207,22.14,22.708,23.514,25.145,26.999,28.335,29.69,31.466,33.544,36.08,38.38,40.472,42.229,44.054,45.956,47.732,49.582,51.484,54.044,56.994,59.958,61.818,63.798,65.161,66.597,68.815,71.04,72.799,75.138,78.044,80.6,82.922,85.467,87.722,90.19,93.249,95.861,98.848,100,101.075,102.816,105.631,107.449,109.454
"84","77","      Membership clubs, sports centers, parks, theaters, and museums (82)","DRLSRG3",18.011,19.263,20.248,20.905,21.722,23.345,25.189,26.695,28.227,30.131,32.071,34.244,36.185,38.216,40.138,41.993,43.931,46.042,47.998,49.767,52.468,55.235,58.027,59.582,61.198,63.27,64.751,67.04,69.162,70.882,74.155,77.629,80.596,82.8,85.863,87.907,90.212,93.473,96.407,98.913,100,100.358,100.355,102.795,104.366,106.207
"85","78","      Audio-video, photographic, and information processing equipment services (parts of 77 and 93)","DAVPRG3",25.665,25.612,26.215,26.406,26.791,27.761,29.248,30.014,30.629,31.915,33.652,36.054,38.16,40.021,41.401,43.104,45.096,46.855,48.738,50.828,53.366,56.685,60.438,62.966,65.846,66.07,67.227,69.897,73.277,75.813,77.499,79.692,81.762,85.158,87.503,89.719,91.496,94.387,95.839,98.093,100,100.976,102.983,107.154,109.487,111.77
"86","79","      Gambling (91)","DGAMRG3",18.848,19.954,20.802,21.483,22.836,25.336,27.653,29.269,31.159,33.289,36.408,40.365,44.118,46.7,48.62,50.607,52.316,53.278,55.046,57.081,59.51,62.506,64.797,66.495,68.217,69.683,71.384,73.313,74.875,75.987,77.672,80.265,82.522,83.848,85.773,88.056,91.011,93.958,96.646,100.325,100,101.649,104.86,107.005,108.582,110.328
"87","80","      Other recreational services (81, 94, and part of 92)","DOTRRG3",19.002,19.753,21.189,21.865,22.65,24.436,26.35,27.686,29.17,30.777,32.636,35.001,37.191,39.224,40.774,42.371,43.993,45.608,46.874,48.388,50.502,52.802,55.066,56.387,57.625,59.083,60.49,61.893,63.142,64.621,66.763,70.264,73.396,75.903,78.812,81.818,85.143,88.22,92.1,96.495,100,102.313,105.84,108.536,110.656,113.253
"88","81","    Food services and accommodations","DFSARG3",15.899,17.074,17.985,18.65,19.925,22.23,24.232,25.836,27.707,30.129,33.382,36.615,39.885,42.166,43.987,45.971,47.948,49.913,51.929,54.162,56.615,59.206,61.57,62.877,64.111,65.236,66.775,68.575,70.609,72.502,74.376,76.458,78.64,80.542,82.247,84.974,87.695,90.649,94.158,97.821,100,101.33,103.877,106.808,109.021,111.892
"89","82","      Food services","DFSERG3",16.196,17.391,18.332,19.03,20.374,22.813,24.9,26.526,28.427,30.824,34.078,37.271,40.527,42.654,44.465,46.335,48.189,50.158,52.05,54.19,56.636,59.236,61.522,62.769,63.911,64.946,66.372,68.005,69.891,71.616,73.395,75.25,77.568,79.692,81.451,83.912,86.522,89.297,92.585,96.639,100,101.34,103.833,106.893,109.232,111.831
"90","83","        Purchased meals and beverages (102)","DPMBRG3",16.194,17.389,18.333,19.028,20.365,22.796,24.879,26.5,28.396,30.787,34.03,37.212,40.462,42.587,44.396,46.266,48.122,50.095,51.983,54.125,56.568,59.165,61.46,62.709,63.853,64.888,66.314,67.947,69.834,71.567,73.35,75.23,77.588,79.716,81.441,83.908,86.527,89.296,92.593,96.658,100,101.3,103.765,106.82,109.118,111.732
"91","84","        Food furnished to employees (including military) (103)","DFOORG3",16.577,17.809,18.724,19.475,21.01,23.695,25.9,27.652,29.711,32.273,35.825,39.324,42.779,44.997,46.881,48.789,50.636,52.532,54.534,56.667,59.203,61.896,63.891,65.068,66.153,67.168,68.603,70.219,72.117,73.55,75.148,76.051,76.829,78.795,81.847,84.108,86.347,89.327,92.315,96.009,100,102.657,106.095,109.327,113.078,115.151
"92","85","      Accommodations (104)","DACCRG3",13.189,14.183,14.798,15.152,15.79,16.88,18.121,19.509,21.086,23.696,26.891,30.446,33.797,37.397,39.29,42.233,45.19,47.086,50.078,53.015,55.485,57.964,60.931,62.702,64.654,66.494,68.905,71.984,75.075,78.164,80.712,84.418,85.547,85.696,86.96,91.624,95.106,99.268,104.242,105.341,100,101.266,104.15,106.3,107.76,112.236
"93","86","    Financial services and insurance","DIFSRG3",22.995,24.176,25.625,27.195,27.838,30.068,32.293,33.597,36.178,40.952,43.183,46.524,50.04,52.928,58.03,61.699,66.88,67.884,64.651,67.743,69.707,70.707,70.303,72.645,76.497,77.946,79.641,82.364,85.64,85.681,85.043,85.9,85.579,87.674,91.508,95.008,97.947,100.576,103.496,104.619,100,103.993,106.511,111.737,117.341,122.119
"94","87","      Financial services","DFNLRG3",39.027,40.772,41.831,43.87,44.876,51.25,56.461,56.517,58.28,67.81,73.14,80.491,85.604,86.994,94.263,96.595,107.18,109.65,102.149,103.744,100.779,96.704,92.975,93.666,96.863,96.488,95.95,96.322,99.154,97.061,93.797,93.376,91.77,93.221,96.131,99.358,102.181,104.993,108.481,109.213,100,104.421,106.642,113.635,121.007,127.614
"95","88","        Financial services furnished without payment (107)","DIMPRG3",42.317,45.115,44.398,46.152,48.496,57.577,62.736,61.656,63.706,74.391,80.574,86.662,89.825,87.989,97.294,100.523,114.135,115.077,105.816,107.288,101.03,93.906,87.358,87.086,91.118,93.386,90.925,91.041,93.941,93.067,91.017,94.952,94.54,96.864,100.48,103.56,107.049,111.126,114.039,113.937,100,105.699,107.074,114.289,120.634,126.385
"96","89","        Financial service charges, fees, and commissions (108)","DOFIRG3",31.088,31.12,35.223,37.688,35.973,36.177,41.578,44.567,45.63,52.375,55.619,65.862,75.02,83.064,85.772,86.086,89.943,95.441,91.637,93.418,96.983,98.852,100.543,103.019,104.612,99.54,102.462,103.277,105.948,102.077,97.283,92.042,89.199,89.773,91.997,95.371,97.544,99.177,103.156,104.627,100,103.071,106.225,112.979,121.485,129.091
"97","90","      Insurance","DINSRG3",10.676,11.294,12.362,13.275,13.598,13.883,14.477,15.789,17.872,19.611,20.144,21.167,23.065,25.522,28.45,31.872,33.39,33.448,33.119,36.6,41.007,44.707,46.258,49.26,53.044,55.653,58.992,63.656,67.195,69.567,72.165,74.753,76.194,79.133,84.184,88.018,91.086,93.433,95.509,97.212,100,103.286,106.274,108.67,111.423,113.295
"98","91","        Life insurance (110)","DLIFRG3",11.686,12.388,12.933,13.609,14.354,15.403,16.515,17.813,19.45,21.092,22.641,24.513,26.096,27.675,29.77,31.641,34.593,37.589,40.308,42.728,44.616,47.21,49.063,51.859,53.776,55.367,57.434,61.044,64.332,67.906,71.252,76.448,76.724,82.54,85.717,89.666,93.029,95.548,98.474,98.481,100,102.078,103.35,104.746,109.477,111.745
"99","92","        Net household insurance (111)","DFINRG3",9.075,9.587,10.612,11.037,11.015,9.939,10.1,11.935,13.371,13.666,14.593,16.352,17.965,19.978,21.844,22.815,24.192,26.661,28.157,29.982,31.582,32.287,33.385,34.554,37.185,40.046,44.803,48.553,53.757,54.536,57.897,62.119,68.136,72.595,80.749,87.013,91.692,94.15,96.008,97.583,100,103.032,105.943,109.184,112.588,115.98
"100","93","        Net health insurance (112)","DHINRG3",8.83,9.053,10.489,12.023,12.067,11.88,11.925,12.416,15.431,17.838,16.607,16.546,19.223,23.516,27.79,33.329,33.068,28.679,24.574,28.97,36.073,41.707,42.37,44.509,48.942,51.867,56.416,62.27,67.26,68.513,69.849,72.048,74.118,75.121,80.388,84.379,87.798,90.95,93.454,96.474,100,104.314,107.876,110.222,111.776,112.999
"101","94","        Net motor vehicle and other transportation insurance (116)","DTINRG3",12.207,13.322,14.756,15.16,15.276,15.264,15.98,18.674,19.927,20.847,22.731,24.114,25.071,25.753,27.925,30.696,32.936,36.099,38.206,41.501,44.865,46.869,49.74,55.29,61.673,65.6,68.455,72.497,73.19,76.234,80.45,79.775,80.918,84.596,91.093,94.043,95.635,95.753,95.665,96.933,100,102.833,107.153,111.105,113.545,116.133
"102","95","    Other services","DOTSRG3",16.247,17.03,18.035,18.958,20.073,22.244,23.838,25.328,26.63,28.027,30.061,32.792,36.149,38.963,41.162,43.257,44.833,47.184,48.328,50.356,52.249,54.344,56.958,59.387,61.442,63.734,65.812,67.712,69.609,71.029,72.77,74.166,76.485,79.411,82.368,85.066,88.213,91.171,93.734,97.544,100,102.393,104.23,106.441,108.677,110.573
"103","96","      Communication","DCOMRG3",50.897,51.461,54.757,57.879,59.274,62.554,64.559,68.355,69.166,70.475,70.69,71.771,79.233,87.459,92.342,98.308,101.825,104.915,102.71,102.716,102.959,102.722,104.874,105.072,105.532,107.444,107.886,108.156,108.758,107.907,105.764,102.611,101.466,102.14,101.963,100.312,99.383,99.287,96.514,98.075,100,99.919,98.706,98.857,99.059,99.123
"104","97","        Telecommunication services (71)","DTCSRG3",55.476,56.124,58.879,62.193,63.785,66.479,68.626,71.067,71.875,72.684,72.435,73.658,80.678,88.885,94.489,101.372,104.351,107.708,105.112,103.863,103.694,103.374,104.209,104.275,104.781,106.963,106.539,106.727,107.236,105.918,103.417,100.027,98.106,98.394,97.652,95.982,95.101,95.6,97.191,98.675,100,99.269,97.516,97.695,97.172,96.393
"105","98","        Postal and delivery services (68)","DPSSRG3",14.303,14.407,16.841,17.879,18.13,20.957,21.589,27.242,27.675,29.953,31.611,31.711,37.176,41.625,41.73,41.847,45.475,46.212,46.36,50.756,52.464,52.696,59.755,60.688,60.951,61.198,66.8,67.036,67.24,67.689,69.932,70.579,73.756,77.756,81.882,83.497,84.503,89.42,92.254,97.09,100,104.634,109.732,113.628,120.008,124.797
"106","99","        Internet access (72)","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.728,200.358,189.543,180.58,166.958,153.989,140.309,123.092,117.154,120.561,125.267,134.039,129.929,125.841,128.187,129.31,130.41,127.22,125.069,119.115,95.7,96.615,100,100.651,99.709,99.341,100.27,101.417
"107","100","      Education services","DTEDRG3",6.222,6.652,7.007,7.369,7.928,8.969,9.756,10.467,11.149,11.736,12.764,14.185,15.848,17.635,19.144,20.797,22.368,23.911,25.598,27.506,29.463,31.504,34.126,37.019,39.767,42.17,44.533,46.892,49.154,51.393,53.958,56.597,59.625,63.468,68.393,74.24,79.707,84.766,89.571,94.766,100,104.691,109.634,114.556,118.972,122.908
"108","101","        Higher education (97)","DHEDRG3",5.559,5.949,6.321,6.671,7.037,7.644,8.211,8.777,9.355,9.87,10.659,11.674,13.121,14.888,16.437,18.12,19.77,21.366,22.978,24.725,26.682,28.837,31.764,35.18,38.481,41.176,43.65,46.13,48.475,50.524,52.522,54.696,57.479,61.401,66.549,72.849,78.308,83.553,88.782,94.319,100,105.194,110.387,115.704,120.591,125.05
"109","102","        Nursery, elementary, and secondary schools (98)","DNEHRG3",5.413,5.881,6.171,6.486,7.379,8.892,9.903,10.77,11.412,11.789,12.84,14.394,16.032,17.81,19.292,20.942,22.546,24.225,26.186,28.404,30.598,32.962,35.513,38.083,40.618,42.973,45.633,47.88,50.34,53.564,56.786,60.503,64.203,68.36,72.519,76.836,81.429,86.084,90.545,95.448,100,103.803,107.409,110.843,114.496,118.309
"110","103","        Commercial and vocational schools (99)","DVEDRG3",12.085,12.562,12.91,13.398,14.084,16.577,18.047,19.154,20.518,22.073,24.443,27.993,30.839,32.147,32.895,33.895,34.552,35.244,36.617,38.674,40.223,41.218,42.571,43.624,44.324,45.604,47.137,49.221,50.973,52.82,56.701,59.899,63.149,66.423,71.312,76.985,83.366,88.097,91.625,95.821,100,103.567,108.715,113.437,116.759,118.914
"111","104","      Professional and other services (121)","DPRSRG3",9.178,9.9,10.549,11.286,12.118,13.212,14.175,15.046,16.011,17.113,18.625,21.135,23.813,26.6,29.756,32.179,34.059,36.13,38.636,40.253,42.399,45.135,47.61,49.86,51.842,53.795,55.828,58.057,60.488,63.304,66.261,69.451,72.821,76.137,79.56,83.106,86.374,89.868,93.542,97.341,100,103.204,106.233,108.716,111.614,114.269
"112","105","      Personal care and clothing services (14 and parts of 17 and 118)","DPERRG3",16.619,17.45,18.008,18.338,19.25,21.199,22.939,24.45,26.055,28.336,31.367,34.903,38.293,40.81,42.629,44.719,46.705,48.435,50.212,52.341,54.883,57.063,59.169,60.73,62.478,64.025,65.451,66.872,68.937,70.054,71.906,74.265,77.273,79.111,81.027,83.35,86.452,89.492,92.661,97.047,100,102.116,104.094,106.354,109.036,110.915
"113","106","      Social services and religious activities (120)","DSOCRG3",16.596,17.219,18.102,18.954,20.015,22.83,24.877,26.321,28.021,29.897,32.824,37.074,40.571,42.372,43.473,44.916,45.929,47.196,48.91,51.67,54.144,56.469,58.899,60.854,62.593,64.349,66.409,68.351,70.203,72.415,74.612,77.996,80.241,82.727,84.942,86.994,90.166,93.113,96.153,98.608,100,101.828,104.153,105.775,108.097,110.7
"114","107","      Household maintenance (parts of 31, 33, and 36)","DHHMRG3",16.69,17.967,19.01,19.896,21.116,23.174,25.048,27.699,29.69,31.905,34.933,37.882,41.218,43.858,45.195,46.781,48.527,49.837,50.919,52.58,53.929,55.348,58.347,60.428,62.204,63.374,65.468,67.405,69.131,71.053,73.218,76.399,79.722,82.376,84.55,86.693,90.229,93.604,96.047,99.322,100,100.221,101.095,103.532,105.403,107.861
"115","108","      Net foreign travel","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","109","        Foreign travel by U.S. residents (129)","DFTRRG3",20.86,21.169,23.16,24.595,26.908,32.571,35.82,36.528,38.737,40.378,44.96,50.602,53.667,51.489,49.718,47.847,46.405,51.069,50.022,53.125,53.638,56.668,60.383,63.323,63.625,65.476,67.201,68.894,69.728,68.069,70.039,70.556,71.429,73.786,78.64,82.797,88.617,92.759,99.112,107.086,100,105.188,109.792,112.482,112.67,113.209
"117","110","        Less: Expenditures in the United States by nonresidents (130)","DEXFRG3",16.442,17.438,18.105,18.723,19.783,21.498,23.155,24.873,26.58,28.89,31.675,35.548,39.292,42.46,44.605,47.12,49.382,51.023,53.524,55.637,57.514,60.713,64.59,66.246,67.181,67.826,68.883,70.693,72.429,73.375,75.333,78.921,79.648,79.758,82.196,85.812,89.973,94.195,97.879,102.573,100,103.439,108.741,111.843,113.255,115.515
"118","111","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",65.295,68.143,71.952,74.925,79.755,91.299,99.685,104.855,112.035,119.387,131.067,143.257,150.362,142.523,131.821,126.093,123.315,119.263,116.968,115.616,108.061,98.986,91.535,83.178,78.736,78.58,78.503,79.864,83.25,88.899,92.092,97.17,101.711,102.151,99.609,98.123,100.153,101.089,102.417,103.124,100,98.946,99.934,99.494,101.355,105.415
"119","112","    Gross output of nonprofit institutions (133) \2\","DNPERG3",13.728,14.629,15.334,16.061,17.09,19.139,21.063,22.701,24.398,26.253,28.886,32.335,35.866,38.668,40.758,42.731,44.452,46.007,48.025,50.856,53.658,56.202,58.814,60.95,62.83,64.641,66.467,68.289,70.035,72.131,74.102,77.007,79.972,82.258,84.714,87.278,90.308,93.309,96.179,98.645,100,101.83,103.875,105.66,107.911,110.324
"120","113","    Less: Receipts from sales of goods and services by nonprofit institutions (134) \3\","DNPSRG3",8.558,9.193,9.61,10.087,10.732,11.925,13.159,14.299,15.397,16.619,18.298,20.637,23.284,26.097,28.591,30.803,32.642,34.473,36.656,39.61,43.303,47.151,51.123,54.974,58.033,60.215,62.429,64.324,65.669,66.952,68.607,70.942,73.47,76.229,80.082,83.806,87.105,90.699,94.042,97.086,100,102.826,105.231,107.78,110.167,111.991
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2. Gross output is net of unrelated sales, secondary sales, and sales to business, government, and the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","rest of the world; excludes own-account investment (construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","3. Excludes unrelated sales, secondary sales, and sales to business, government, and the rest of the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Note.The figures in parentheses are the line numbers of the corresponding items in table 2.5.4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
