"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"74","67","        Nursing homes (52)","DNRSRG3",2.47,2.333,2.196,2.058,1.967,2.059,2.15,2.196,2.287,2.242,2.241,2.287,2.379,2.562,2.745,2.973,3.202,3.705,4.483,4.849,4.94,5.169,5.581,5.855,6.084,6.221,6.404,6.587,6.907,7.228,7.389,7.744,7.929,8.077,8.418,8.761,9.006,9.297,9.885,10.617,11.301
"75","68","    Transportation services","DTRSRG3",7.742,7.68,7.292,6.729,6.345,6.469,6.612,6.575,6.538,6.585,6.61,6.492,6.612,7.013,7.171,7.132,7.224,7.467,8.023,8.606,9.198,9.611,10.298,10.681,11.181,11.557,11.833,12.235,12.689,13.052,13.435,13.735,14.136,14.441,14.503,14.694,14.948,15.219,15.788,16.5,17.516
"76","69","      Motor vehicle services","DMVSRG3",8.454,8.186,7.704,6.739,6.048,6.241,6.445,6.443,6.457,6.454,6.442,6.423,6.702,7.27,7.31,7.401,7.457,7.72,8.347,8.832,9.083,9.267,9.933,10.252,10.821,11.183,11.403,11.8,12.224,12.469,12.751,12.955,13.261,13.418,13.564,13.713,13.969,14.174,14.722,15.419,16.312
"77","70","        Motor vehicle maintenance and repair (60)","DVMRRG3",7.552,7.303,6.856,5.962,5.324,5.5,5.696,5.699,5.715,5.715,5.698,5.679,5.93,6.45,6.519,6.61,6.662,6.876,7.447,7.859,8.054,8.233,8.841,9.073,9.555,9.895,10.11,10.501,10.876,11.055,11.291,11.488,11.789,11.942,12.09,12.238,12.489,12.692,13.239,13.94,14.838
"78","71","        Other motor vehicle services (61)","DOVSRG3",13.666,13.401,12.896,11.841,11.045,11.313,11.393,11.33,11.289,11.245,11.327,11.331,11.752,12.486,12.091,12.101,12.155,12.92,13.756,14.914,15.824,15.891,16.783,18.054,19.36,19.718,19.826,19.984,20.74,21.699,22.393,22.507,22.61,22.684,22.68,22.739,22.85,22.937,23.097,23.273,23.551
"79","72","      Public transportation","DPUBRG3",8.212,8.239,7.853,7.408,7.13,7.231,7.355,7.296,7.228,7.306,7.354,7.166,7.199,7.561,7.766,7.691,7.802,8.06,8.624,9.343,10.3,10.996,11.776,12.277,12.732,13.165,13.554,13.996,14.539,15.155,15.773,16.3,16.938,17.608,17.466,17.771,18.029,18.48,19.127,19.907,21.265
"80","73","        Ground transportation (63)","DGRDRG3",4.767,4.786,4.562,4.304,4.142,4.203,4.275,4.24,4.2,4.25,4.275,4.168,4.186,4.394,4.512,4.466,4.537,4.698,5.024,5.433,6.009,6.44,6.922,7.233,7.526,7.821,8.095,8.398,8.776,9.107,9.477,9.713,10.026,10.386,10.538,10.808,11.012,11.408,12.02,12.659,13.449
"81","74","        Air transportation (64)","DAITRG3",30.979,21.496,21.426,18.919,18.873,16.03,16.888,16.903,16.917,14.915,16.064,15.109,15.275,16.718,17.455,18.411,17.184,16.117,17.525,20.046,20.384,20.046,20.237,20.478,20.455,20.151,19.87,19.854,19.856,21.225,22.099,23.647,25.187,26.485,24.575,24.464,24.572,24.631,24.662,25.187,27.108
"82","75","        Water transportation (65)","DWATRG3",28.331,27.704,27.851,27.688,27.489,28.065,27.637,28.136,28.136,26.799,27.24,27.011,27.955,28.57,29.385,30.561,30.542,30.55,30.496,32.229,31.094,30.768,30.768,30.768,30.091,30.322,30.091,30.333,30.333,30.333,31.408,32.66,33.373,33.842,34.699,35.089,36.181,37.595,38.757,40.535,43.262
"83","76","    Recreation services","DRCARG3",6.955,6.825,6.52,6.207,5.853,5.897,5.981,6.097,6.32,6.437,6.38,6.436,6.669,7.022,7.541,8.469,8.89,9.465,10.197,10.569,10.757,10.845,11.205,11.613,12.144,12.672,13.095,13.485,13.984,14.512,14.859,15.411,15.838,16.215,16.566,17.029,17.376,17.833,18.458,19.446,20.272
"84","77","      Membership clubs, sports centers, parks, theaters, and museums (82)","DRLSRG3",5.649,5.577,5.337,5.086,4.762,4.782,4.844,4.953,5.13,5.224,5.183,5.246,5.431,5.7,6.157,7.01,7.391,7.779,8.257,8.44,8.587,8.656,8.925,9.13,9.515,9.968,10.369,10.653,11.053,11.472,11.761,12.387,12.886,13.317,13.743,14.316,14.78,15.359,16.043,17.023,18.011
"85","78","      Audio-video, photographic, and information processing equipment services (parts of 77 and 93)","DAVPRG3",11.645,10.764,9.935,9.224,8.924,9.159,9.403,9.503,9.892,9.995,9.873,9.912,10.089,10.786,11.374,11.989,12.299,12.881,14.425,14.925,15.255,15.819,16.871,17.879,18.917,19.827,20.416,21.207,21.961,22.853,23.361,23.688,23.926,24.138,24.253,24.375,24.25,24.11,24.545,25.528,25.665
"86","79","      Gambling (91)","DGAMRG3",4.877,4.852,4.593,4.376,4.457,4.605,4.691,4.603,4.879,5.209,5.032,4.888,5.424,5.858,6.074,6.549,6.864,8.495,9.967,11.601,11.865,11.385,11.153,12.182,12.822,13.057,13.139,13.469,14.068,14.578,14.979,15.201,15.364,15.545,15.74,15.949,16.197,16.687,17.147,17.879,18.848
"87","80","      Other recreational services (81, 94, and part of 92)","DOTRRG3",8.258,8.135,8.107,8.006,7.872,7.986,8.035,8.148,8.324,8.275,8.319,8.34,8.443,8.824,9.137,9.686,9.915,10.384,11.149,11.758,11.708,11.738,12.274,12.608,12.869,12.998,13.094,13.453,13.679,13.96,14.057,14.32,14.449,14.678,14.859,15.252,15.709,16.333,16.953,18.078,19.002
"88","81","    Food services and accommodations","DFSARG3",6.322,5.933,5.118,4.321,4.179,4.497,4.836,4.844,5.016,4.781,4.684,4.739,5.167,6.039,6.775,7.066,7.302,8.122,9.066,9.479,9.224,9.387,10.092,10.318,10.228,10.343,10.32,10.437,10.781,11.055,11.45,11.759,11.996,12.294,12.559,12.754,13.006,13.508,14.257,15.001,15.899
"89","82","      Food services","DFSERG3",6.372,5.959,5.103,4.282,4.165,4.527,4.892,4.894,5.064,4.806,4.7,4.762,5.213,6.121,6.888,7.19,7.435,8.295,9.282,9.698,9.408,9.567,10.29,10.511,10.395,10.501,10.462,10.571,10.917,11.193,11.6,11.921,12.166,12.481,12.766,12.968,13.225,13.755,14.529,15.288,16.196
"90","83","        Purchased meals and beverages (102)","DPMBRG3",6.297,5.881,5.046,4.235,4.121,4.473,4.83,4.827,4.995,4.747,4.642,4.704,5.086,5.885,6.604,6.886,7.094,8.17,9.162,9.539,9.245,9.351,9.957,10.182,10.142,10.341,10.401,10.573,10.932,11.191,11.604,11.926,12.17,12.485,12.769,12.97,13.225,13.751,14.529,15.288,16.194
"91","84","        Food furnished to employees (including military) (103)","DFOORG3",6.633,6.312,5.269,4.417,4.279,4.725,5.142,5.215,5.393,5.029,4.919,4.975,6.29,8.257,9.425,9.881,10.348,9.82,10.77,11.706,11.458,12.326,14.501,14.695,13.71,12.738,11.484,10.771,10.945,11.453,11.784,12.098,12.36,12.687,12.985,13.203,13.5,14.13,14.847,15.616,16.577
"92","85","      Accommodations (104)","DACCRG3",6.747,6.615,6.26,5.716,5.134,4.837,4.833,4.927,5.163,5.3,5.348,5.282,5.363,5.66,5.897,5.985,6.06,6.198,6.524,6.912,7.212,7.449,7.939,8.285,8.659,8.929,9.167,9.451,9.809,10.074,10.313,10.493,10.627,10.717,10.748,10.87,11.066,11.26,11.768,12.375,13.189
"93","86","    Financial services and insurance","DIFSRG3",7.474,7.301,6.638,5.909,5.636,5.836,6.088,6.363,6.641,6.483,6.435,6.618,6.793,7.256,7.585,7.9,8.2,9.067,9.453,9.947,10.127,10.325,10.452,11.087,12.347,12.791,13.172,13.59,14.045,14.263,15.079,15.739,16.271,16.941,16.96,17.67,18.12,19.212,19.653,21.108,22.995
"94","87","      Financial services","DFNLRG3",9.576,9.328,8.417,7.498,7.09,7.045,7.733,8.154,8.501,8.305,8.209,8.597,8.812,9.251,9.727,10.344,10.58,12.083,13.07,13.709,14.312,14.939,15.505,15.976,18.464,19.174,20.717,22.56,23.074,22.624,24.214,25.6,26.366,27.972,27.829,29.355,29.546,31.808,32.324,34.36,39.027
"95","88","        Financial services furnished without payment (107)","DIMPRG3",9.684,8.982,7.427,5.959,5.43,5.35,6.166,6.685,7.059,6.61,6.502,6.933,7.186,7.679,8.315,9.138,9.54,11.465,12.399,12.936,13.58,14.704,15.49,16.069,19.707,20.536,22.893,25.285,25.642,24.517,26.691,27.997,28.773,29.527,27.221,29.779,31.076,33.682,35.34,35.47,42.317
"96","89","        Financial service charges, fees, and commissions (108)","DOFIRG3",9.772,10.052,10.2,10.551,10.406,10.431,10.767,10.961,11.244,11.666,11.616,11.803,11.852,11.99,11.919,11.999,11.898,12.557,13.588,14.402,14.875,14.541,14.721,14.982,15.251,15.719,15.973,16.893,17.595,18.112,18.835,20.182,20.858,23.319,26.108,26.057,24.826,26.466,25.736,29.526,31.088
"97","90","      Insurance","DINSRG3",4.266,4.181,3.83,3.406,3.269,3.483,3.52,3.658,3.82,3.727,3.709,3.774,3.877,4.181,4.357,4.479,4.694,5.068,5.14,5.421,5.427,5.443,5.418,5.854,6.366,6.584,6.541,6.469,6.739,7.027,7.358,7.599,7.88,8.076,8.126,8.381,8.729,9.136,9.402,10.196,10.676
"98","91","        Life insurance (110)","DLIFRG3",3.936,3.818,3.543,3.11,2.913,3.07,3.11,3.228,3.385,3.267,3.228,3.307,3.425,3.7,3.936,4.172,4.291,4.606,4.802,5.157,5.393,5.668,6.062,6.259,6.574,6.731,6.889,7.203,7.479,7.755,8.125,8.47,8.722,9.017,9.226,9.575,9.818,10.17,10.524,11.133,11.686
"99","92","        Net household insurance (111)","DFINRG3",1.955,1.876,1.776,1.753,1.794,1.859,1.911,1.883,1.96,1.907,1.89,1.928,2.054,2.18,2.346,2.504,2.567,2.675,2.979,3.174,3.269,3.347,3.565,3.784,3.894,4.041,4.12,4.214,4.309,4.436,4.638,4.6,4.661,4.75,5.052,5.562,6.421,7.205,8.028,8.588,9.075
"100","93","        Net health insurance (112)","DHINRG3",4.605,4.656,3.678,3.156,3.491,4.24,4.402,4.832,5.162,5.238,5.278,5.273,5.251,5.8,6.07,5.91,6.576,7.051,6.71,6.514,5.518,5.131,4.227,4.734,5.475,5.972,5.661,5.11,5.375,5.44,5.683,5.822,6.276,6.476,6.267,6.4,6.734,7.099,7.174,8.598,8.83
"101","94","        Net motor vehicle and other transportation insurance (116)","DTINRG3",4.428,4.505,4.568,4.599,4.579,4.629,4.458,4.392,4.332,4.29,4.387,4.413,4.528,4.654,4.263,4.186,4.179,4.755,4.837,5.606,6.418,6.226,6.411,7.301,7.997,7.991,7.892,7.683,7.993,8.659,9.073,9.319,9.467,9.496,9.579,9.803,10.318,10.872,11.208,11.47,12.207
"102","95","    Other services","DOTSRG3",5.859,5.653,5.24,4.82,4.602,4.671,4.723,4.798,5.039,5.004,5.062,5.103,5.338,5.814,6.49,7.169,7.62,7.973,8.519,8.946,9.145,9.366,9.847,10.208,10.585,10.762,10.93,11.308,11.689,12,12.345,12.689,12.834,13.043,13.326,13.623,13.973,14.376,14.836,15.492,16.242
"103","96","      Communication","DCOMRG3",28.783,28.778,28.626,28.594,28.577,28.412,28.406,28.2,28.088,27.936,27.849,27.988,28.389,30.001,31.187,32.301,32.887,33.12,34.183,36.024,37.48,40.016,41.116,42.801,44.253,43.897,43.614,44.217,45.092,46.429,47.651,48.518,48.722,48.777,49.712,49.993,49.436,48.547,49.277,50.124,50.897
"104","97","        Telecommunication services (71)","DTCSRG3",35.564,35.819,35.953,36.019,35.845,35.338,35.13,34.936,34.464,34.464,34.417,34.482,34.658,36.566,37.743,38.847,39.494,39.493,40.103,42.155,43.962,47.311,48.299,50.096,51.851,51.04,50.477,51.111,52.099,53.648,54.903,55.769,55.96,55.955,55.971,56.048,55.253,54.037,54.751,54.755,55.476
"105","98","        Postal and delivery services (68)","DPSSRG3",3.978,3.818,3.606,3.539,3.624,3.772,3.884,3.822,3.998,3.871,3.825,3.906,4.154,4.427,4.774,5.101,5.23,5.447,6.071,6.476,6.657,6.811,7.249,7.701,7.914,8.203,8.37,8.548,8.74,8.995,9.402,9.724,9.816,9.906,11.368,11.737,11.829,11.924,12.246,13.888,14.303
"106","99","        Internet access (72)","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","100","      Education services","DTEDRG3",2.187,2.193,2.097,2.043,1.852,1.887,1.873,1.888,1.932,1.943,1.948,1.945,2.036,2.147,2.348,2.512,2.603,2.792,3.039,3.257,3.312,3.385,3.58,3.619,3.678,3.754,3.838,4.029,4.173,4.282,4.438,4.539,4.631,4.748,4.863,4.982,5.153,5.384,5.607,5.863,6.222
"108","101","        Higher education (97)","DHEDRG3",2.012,2.012,1.933,1.836,1.7,1.739,1.719,1.739,1.777,1.797,1.797,1.778,1.836,1.934,2.09,2.227,2.344,2.501,2.656,2.793,2.832,2.891,3.028,3.048,3.067,3.145,3.223,3.341,3.419,3.458,3.632,3.727,3.819,3.965,4.11,4.264,4.449,4.673,4.911,5.209,5.559
"109","102","        Nursery, elementary, and secondary schools (98)","DNEHRG3",1.717,1.675,1.59,1.695,1.442,1.463,1.463,1.463,1.505,1.505,1.505,1.526,1.632,1.717,1.864,2.031,2.136,2.303,2.573,2.862,2.923,3.027,3.252,3.334,3.457,3.539,3.641,3.804,3.966,4.108,4.203,4.311,4.416,4.471,4.522,4.548,4.654,4.834,4.966,5.097,5.413
"110","103","        Commercial and vocational schools (99)","DVEDRG3",4.702,4.834,4.609,4.298,3.983,4.038,4.012,4.049,4.126,4.131,4.183,4.179,4.382,4.646,5.207,5.505,5.427,5.852,6.536,7.011,7.142,7.204,7.629,7.653,7.74,7.788,7.855,8.525,8.988,9.404,9.63,9.728,9.726,9.859,9.988,10.21,10.47,10.872,11.255,11.604,12.085
"111","104","      Professional and other services (121)","DPRSRG3",2.918,2.824,2.598,2.368,2.225,2.251,2.316,2.385,2.488,2.462,2.479,2.509,2.661,2.818,2.982,3.292,3.534,3.616,4,4.216,4.359,4.485,4.772,5.039,5.258,5.451,5.672,5.962,6.257,6.484,6.65,6.819,6.953,7.076,7.225,7.485,7.759,7.958,8.283,8.611,9.178
"112","105","      Personal care and clothing services (14 and parts of 17 and 118)","DPERRG3",5.676,5.634,5.503,5.191,4.958,4.981,4.946,4.911,5.161,5.26,5.249,5.247,5.422,5.937,6.476,7.001,7.192,7.609,8.249,8.661,8.835,8.979,9.612,9.846,10.13,10.24,10.479,10.908,11.363,11.631,11.924,12.397,12.496,12.679,12.982,13.285,13.67,14.35,15.064,15.785,16.619
"113","106","      Social services and religious activities (120)","DSOCRG3",6.192,5.94,5.472,5.124,5.014,5.274,5.359,5.502,5.794,5.685,5.684,5.692,5.88,6.334,6.701,6.948,7.162,7.847,9.056,9.699,9.755,10.108,10.878,10.943,11.163,11.4,11.645,12.088,12.521,12.775,13.114,13.309,13.425,13.561,13.788,13.959,14.273,14.637,15.008,15.634,16.596
"114","107","      Household maintenance (parts of 31, 33, and 36)","DHHMRG3",4.109,3.819,3.351,2.903,2.72,2.792,2.862,2.973,3.262,3.096,3.168,3.254,3.494,4.035,5.109,6.171,6.956,7.43,7.79,8.031,8.075,8.127,8.566,9.139,9.542,9.719,9.78,10.009,10.352,10.665,11.099,11.67,11.824,12.109,12.323,12.682,13.209,13.866,14.384,15.599,16.69
"115","108","      Net foreign travel","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","109","        Foreign travel by U.S. residents (129)","DFTRRG3",12.492,11.558,9.639,7.962,8.161,8.555,8.944,9.294,9.561,9.758,10.468,10.464,10.272,10.183,10.335,10.947,13.618,14.28,13.946,14.905,15.3,15.157,14.816,14.614,15.648,16.222,16.091,16.511,16.564,16.689,17.284,16.938,17.069,17.541,17.974,18.337,19.073,19.775,19.632,20.496,20.955
"117","110","        Less: Expenditures in the United States by nonresidents (130)","DEXFRG3",6.478,6.471,5.953,5.503,5.165,5.657,6.104,6.404,6.508,6.009,5.791,6.107,6.124,6.669,6.127,6.275,6.732,8.074,9.308,9.977,9.961,10.091,10.859,11.139,11.287,11.341,11.373,11.554,11.961,12.319,13.168,13.327,13.492,13.632,13.783,14,14.207,14.623,15.048,15.67,16.503
"118","111","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",24.654,23.712,21.68,20.146,19.389,20.457,20.61,21.168,22.275,21.687,21.722,21.694,22.743,24.678,26.473,27.682,28.638,31.591,36.748,39.586,39.925,41.516,44.994,45.09,45.902,47.061,48.274,50.511,52.792,54.166,55.154,51.448,51.982,52.718,53.562,53.771,55.275,57.306,59.156,61.401,65.295
"119","112","    Gross output of nonprofit institutions (133) \2\","DNPERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.841,10.09,10.28,10.474,10.727,10.987,11.307,11.7,12.237,12.883,13.728
"120","113","    Less: Receipts from sales of goods and services by nonprofit institutions (134) \3\","DNPSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.658,6.095,6.236,6.368,6.546,6.768,6.968,7.204,7.578,8.025,8.558
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","government, and the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","3. Excludes unrelated sales, secondary sales, and sales to business, government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","and the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Note.  The figures in parentheses are the line numbers of the corresponding items in table 2.5.4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
