"","Table 2#8#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"48","3. Market-based PCE is a supplemental measure that is based on household expenditures for which there",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","are observable price measures. It excludes most imputed transactions (for example, financial services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","furnished without payment) and the final consumption expenditures of nonprofit institutions serving",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Line",NA,NA,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","1","    Personal consumption expenditures (PCE)","DPCERG3",86.853,87.209,87.421,87.271,87.17,87.265,87.502,87.778,88.026,87.998,88.089,88.286,88.606,88.815,88.969,89.123,89.426,89.715,89.834,89.908,90.083,90.43,90.734,90.793,90.854,91.12,91.392,91.655,91.738,91.792,92.181,92.563,93.458,93.594,93.381,93.4,93.811,93.852,94.007,94.398,94.609,94.832,95.167,95.467,95.232,94.979,95.004,95.393,95.689,96.005,96.34,96.527,96.798,96.997,97.141,97.225,97.601,97.883,98.373,98.638,98.894,99.11,99.416,99.654,100.091,100.786,101.218,101.135,101.236,100.684,99.545,99.007,99.068,99.284,99.193,99.34,99.474,100.067,100.02,100.288,100.454,100.764,100.997,101.052,101.234,101.248,101.363,101.349,101.392,101.447,101.569,101.713,101.807,102.045,102.211,102.455,102.685,102.966,103.356,103.808,104.144,104.179,104.38,104.618,104.787,104.851,104.999,105.018,105.325,105.56,105.804,105.943,105.868,105.844,105.88,106.238,106.576,106.886,106.768,106.758,106.922,107.333,107.244,107.128,107.244,107.479,107.587,107.739,107.858,108,108.071,108.254,108.421,108.492,108.708,108.907,109.145,109.297,109.428,109.404,109.49,109.51,109.352,109.103,108.594,108.776,109.015,109.085,109.418,109.67,109.775,109.753,109.691,109.774,109.911,109.819,109.942,109.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2","Goods","DGDSRG3",94.167,94.692,94.566,93.778,92.838,92.898,93.206,93.644,94,93.514,93.462,93.672,94.119,94.339,94.488,94.403,94.917,95.228,95.02,94.8,94.957,95.822,96.263,96.008,95.594,95.881,96.105,96.412,96.187,96.052,96.686,97.426,99.329,98.821,97.532,97.383,98.017,97.734,97.783,98.47,98.645,98.697,99.308,99.739,98.485,97.478,97.184,97.781,97.756,98.085,98.678,98.897,99.389,99.472,99.538,99.237,99.662,99.945,100.99,101.188,101.545,101.722,101.94,102.092,102.652,104.102,104.92,104.477,104.656,102.993,99.496,97.755,97.985,98.682,98.49,98.722,98.992,100.553,100.283,100.754,101.025,101.236,101.611,101.667,101.958,101.742,101.657,101.351,101.112,100.976,101.086,101.339,101.497,101.938,102.184,102.804,103.237,103.701,104.447,105.286,105.778,105.688,105.886,106.111,106.288,106.194,106.301,106.039,106.371,106.737,107.09,107.038,106.495,106.017,105.847,106.606,107.291,107.575,106.862,106.482,106.427,107.214,106.578,105.928,105.816,106.079,106.126,106.229,106.182,106.053,105.809,105.954,105.982,105.915,105.838,106.121,106.263,106.444,106.413,106.077,106.048,105.868,104.953,103.952,102.269,102.587,102.845,102.689,103.339,103.545,103.559,103.172,102.643,102.626,102.54,101.988,101.726,101.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","3","  Durable goods","DDURRG3",112.916,112.567,112.321,112.006,111.299,110.858,110.697,110.206,109.919,109.532,109.26,109.043,109.156,109.213,109.201,109.231,109.071,109.01,108.647,108.083,108.109,108.376,108.43,108.492,108.336,108.189,108.107,108.051,108.282,107.887,107.52,107.162,107.252,107.162,107.082,106.99,106.911,106.678,106.368,106.389,106.272,105.896,105.91,105.914,105.387,105.341,105.099,104.819,104.648,104.65,104.381,104.143,104.054,104.071,103.754,103.298,103.171,103.181,103.051,102.764,102.854,102.668,102.513,102.086,101.827,101.764,101.802,101.619,101.408,101.283,100.854,100.422,100.368,100.418,100.253,100.275,100.189,100.184,99.645,99.34,99.632,99.881,99.985,99.831,99.717,99.416,99.384,99.172,98.953,98.58,98.265,98.333,98.229,98.013,97.865,97.532,97.578,97.783,97.657,97.964,98.061,98.179,98.096,97.91,97.517,97.502,97.308,97.139,97.21,97.122,96.983,96.808,96.725,96.493,96.301,96.137,95.928,95.834,95.779,95.632,95.611,95.546,95.325,95.072,94.982,94.895,94.599,94.295,94.217,94.059,93.857,93.529,93.412,93.19,93.085,93.132,92.784,92.664,92.508,92.318,92.166,92.072,91.531,91.07,90.926,91.085,90.968,91.106,90.955,90.755,90.522,90.216,90.452,90.262,90.019,89.872,89.966,89.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","4","  Nondurable goods","DNDGRG3",85.004,85.909,85.841,84.852,83.814,84.104,84.624,85.495,86.15,85.62,85.67,86.081,86.683,86.977,87.201,87.058,87.893,88.381,88.246,88.19,88.409,89.563,90.19,89.78,89.239,89.735,90.108,90.597,90.144,90.132,91.274,92.567,95.346,94.629,92.758,92.577,93.558,93.249,93.474,94.491,94.811,95.074,95.982,96.625,95.012,93.528,93.209,94.244,94.292,94.786,95.811,96.261,97.047,97.164,97.421,97.195,97.901,98.32,99.968,100.406,100.89,101.243,101.642,102.078,103.042,105.245,106.442,105.86,106.215,103.801,98.866,96.515,96.876,97.872,97.666,97.992,98.422,100.713,100.569,101.422,101.681,101.874,102.377,102.535,103.021,102.846,102.737,102.388,102.14,102.12,102.438,102.782,103.068,103.832,104.274,105.369,105.994,106.587,107.77,108.876,109.564,109.369,109.706,110.139,110.608,110.474,110.741,110.431,110.9,111.508,112.124,112.14,111.354,110.744,110.586,111.841,113.014,113.507,112.437,111.93,111.853,113.112,112.246,111.378,111.255,111.713,111.953,112.287,112.258,112.146,111.88,112.295,112.406,112.428,112.367,112.784,113.21,113.566,113.609,113.191,113.237,113.008,111.879,110.566,107.984,108.394,108.873,108.541,109.667,110.116,110.279,109.848,108.862,108.949,108.959,108.166,107.691,106.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","5","Services","DSERRG3",83.243,83.517,83.89,84.046,84.351,84.463,84.667,84.865,85.061,85.258,85.42,85.61,85.869,86.072,86.229,86.501,86.7,86.977,87.259,87.479,87.662,87.752,87.988,88.203,88.502,88.757,89.053,89.293,89.532,89.68,89.944,90.148,90.543,90.999,91.322,91.425,91.724,91.93,92.138,92.381,92.609,92.918,93.115,93.349,93.627,93.756,93.943,94.226,94.686,94.995,95.2,95.371,95.53,95.788,95.973,96.252,96.604,96.887,97.095,97.397,97.604,97.84,98.192,98.474,98.851,99.169,99.411,99.51,99.58,99.572,99.562,99.599,99.582,99.57,99.528,99.636,99.706,99.837,99.897,100.065,100.181,100.538,100.702,100.756,100.884,101.008,101.22,101.348,101.528,101.678,101.805,101.897,101.958,102.098,102.225,102.282,102.412,102.602,102.815,103.075,103.334,103.432,103.635,103.879,104.045,104.187,104.356,104.515,104.81,104.978,105.167,105.402,105.562,105.769,105.91,106.064,106.226,106.547,106.732,106.911,107.189,107.405,107.6,107.759,107.993,108.213,108.352,108.53,108.734,109.018,109.252,109.455,109.693,109.835,110.204,110.361,110.648,110.786,111.001,111.141,111.287,111.412,111.65,111.797,111.901,112.011,112.24,112.429,112.595,112.872,113.024,113.196,113.381,113.516,113.771,113.923,114.248,114.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","6","  PCE excluding food and energy","DPCCRG3",88.432,88.541,88.671,88.768,88.894,88.945,89.144,89.225,89.319,89.437,89.536,89.651,89.857,90.026,90.196,90.418,90.558,90.74,90.889,90.956,91.122,91.275,91.421,91.549,91.813,91.978,92.204,92.321,92.544,92.603,92.741,92.833,93.046,93.294,93.515,93.633,93.793,93.926,94.153,94.39,94.576,94.803,94.913,95.108,95.272,95.413,95.45,95.632,95.998,96.227,96.305,96.397,96.5,96.651,96.793,96.956,97.221,97.46,97.619,97.857,98.058,98.173,98.394,98.514,98.702,98.894,99.029,99.147,99.27,99.261,99.255,99.228,99.259,99.358,99.48,99.737,99.84,99.974,99.991,100.11,100.291,100.581,100.666,100.713,100.807,100.89,101.033,101.061,101.182,101.288,101.345,101.442,101.488,101.559,101.665,101.667,101.808,101.983,102.131,102.384,102.628,102.767,102.942,103.157,103.23,103.371,103.539,103.656,103.94,104.081,104.282,104.461,104.588,104.718,104.831,104.89,105.014,105.271,105.377,105.442,105.692,105.825,105.94,106.008,106.123,106.29,106.382,106.511,106.63,106.82,106.978,107.066,107.21,107.292,107.502,107.698,107.874,108.009,108.151,108.207,108.337,108.44,108.519,108.535,108.589,108.732,108.952,109.123,109.254,109.416,109.512,109.603,109.794,109.86,110.02,110.095,110.39,110.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","7","  Food \1\","DFXARG3",82.768,83.125,83.327,83.349,83.484,84.002,83.909,84.387,84.579,84.894,85.227,85.697,85.486,85.58,85.87,86.044,86.759,86.932,87.01,87.045,86.845,87.364,87.683,87.613,87.399,87.206,87.483,88.343,88.259,88.126,88.296,88.266,88.492,88.586,88.929,89.017,89.327,89.17,89.323,89.158,89.205,89.496,89.651,89.864,90.117,90.377,90.348,90.154,90.813,91.533,92.096,92.307,92.705,93.195,93.423,93.782,94.085,94.458,94.85,94.938,95.635,96.117,96.247,97.504,97.836,98.473,99.601,100.13,100.761,101.175,101.396,101.34,101.277,100.971,100.66,100.222,99.865,99.983,99.57,99.604,99.293,99.423,99.473,99.657,99.751,99.877,100.085,100.173,100.227,100.149,100.223,100.301,100.548,100.646,100.808,100.919,101.5,102.152,103.052,103.459,103.93,104.15,104.579,105.16,105.69,105.844,105.797,106.003,106.27,106.268,106.489,106.561,106.449,106.657,106.629,106.688,106.665,106.918,107.155,107.377,107.401,107.595,107.687,107.81,107.489,107.757,107.852,107.999,107.946,108.008,107.89,107.984,108.029,108.358,108.782,109.113,109.68,109.708,109.981,110.351,110.593,110.66,110.96,111.184,110.903,111.012,110.684,110.493,110.451,110.769,111.006,111.176,111.371,111.461,111.197,110.867,110.706,110.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","8","  Energy goods and services \2\","DNRGRG3",68.566,72.512,73.985,69.944,66.182,66.329,67.58,70.533,73.194,70.455,70.105,71.155,73.942,74.915,74.628,73.692,75.913,77.988,77.711,77.95,78.782,81.927,84.671,83.808,81.065,83.556,84.548,86.256,84.369,84.601,89.315,94.925,107.792,106.246,98.222,96.543,101.262,100.035,99.002,102.843,103.735,103.829,108.196,110.356,102.695,95.138,95.009,99.783,98.337,99.464,103.731,105.468,108.369,108.934,108.998,107.291,109.65,110.519,116.918,117.941,118.473,120.011,122.064,122.72,127.654,137.415,142.201,137.501,136.259,124.344,101.365,91.293,92.236,95.36,92.001,91.157,92.548,101.779,101.198,104.425,105.093,106.013,109.105,109.086,110.901,109.544,109.036,108.119,106.771,106.187,107.488,108.574,109.236,112.621,113.858,118.526,119.793,121.384,125.328,129.461,131.259,129.096,129.411,129.524,130.884,129.402,129.506,127.36,128.175,130.606,131.701,131.132,127.327,124.069,122.803,129.16,134.111,135.563,130.631,128.806,127.57,133.546,129.357,125.419,126.226,127.67,128.112,128.737,129.128,128.514,127.233,129.36,130.16,129.609,129.611,129.658,130.539,131.244,130.952,128.676,127.65,125.913,120.359,114.206,102.491,103.597,105.107,103.58,108.423,110.321,110.391,107.856,102.512,102.84,103.133,100.033,97.11,90.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","9","  Market-based PCE \3\","DPCMRG3",86.461,86.82,86.999,86.792,86.655,86.753,86.994,87.302,87.533,87.512,87.58,87.761,88.105,88.322,88.48,88.588,88.877,89.148,89.227,89.287,89.457,89.847,90.181,90.218,90.236,90.517,90.762,91.009,91.054,91.103,91.488,91.896,92.88,92.976,92.709,92.704,93.156,93.184,93.348,93.74,93.999,94.206,94.583,94.905,94.61,94.303,94.309,94.668,94.94,95.243,95.602,95.822,96.137,96.326,96.436,96.46,96.833,97.177,97.717,97.989,98.282,98.526,98.824,99.065,99.526,100.307,100.852,100.804,100.974,100.468,99.24,98.686,98.922,99.253,99.226,99.339,99.473,100.116,100.054,100.373,100.518,100.747,100.96,101.019,101.182,101.17,101.234,101.215,101.226,101.269,101.377,101.53,101.629,101.84,102.001,102.288,102.511,102.82,103.236,103.689,104.023,104.081,104.271,104.518,104.699,104.736,104.872,104.951,105.194,105.44,105.657,105.767,105.681,105.642,105.642,106.048,106.4,106.61,106.421,106.407,106.549,106.978,106.837,106.578,106.689,106.952,107.063,107.177,107.274,107.339,107.376,107.555,107.685,107.759,107.93,108.097,108.314,108.479,108.586,108.548,108.624,108.594,108.363,108.085,107.464,107.646,107.844,107.946,108.281,108.494,108.595,108.547,108.48,108.565,108.658,108.542,108.605,108.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
