"","Table 2#3#6U# Real Personal Consumption Expenditures by Major Ty","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211"
"47","36","  Transportation","DTRNRX0",870608,880785,879699,902412,912581,926223,921337,919708,916891,906435,905159,921746,933777,957796,942058,915301,925714,913548,913408,926298,945728,933677,925130,929046,926586,954753,942412,919681,928067,942440,934949,949787,914416,1052694,996877,933908,948351,965808,957604,978796,936091,958313,991888,1014238,956820,941359,946075,987748,970701,949913,956583,977214,973867,978550,981039,1018770,987575,984938,1000580,992016,993487,996322,1006104,997157,1027459,980401,998839,997249,1021618,1011170,1007996,1018949,1015740,997055,1009270,1034828,989183,1026999,1078601,1007873,965735,952768,976475,988751,995616,979482,980571,987681,975010,984345,1002356,977177,992120,996893,1000191,1006275,1001405,1008843,998197,1006619,1012898,995988,992545,992896,1011229,1001202,986464,988254,977682,956734,970529,956848,946047,929283,901451,930397,896397,873503,862732,860087,877980,865613,868870,852350,866935,861495,878392,946093,838972,846545,850851,849679,841059,829931,871334,863208,868541,868575,871847,875646,879587,898525,886487,889562,892865,889333,890313,879092,868622,863929,875818,861240,879906,890265,883054,891764,892362,896473,892040,909175,903470,903393,901085,910294,917381,907986,911702,915483,927523,932199,924767,928711,931951,937236,939718,931551,937293,930291,944562,934165,920419,948780,962408,958980,960114,967564,967854,987243,970891,983076,993947,992273,987548,984603,999866,1001138,1018016,1002773,1010467,1017846,1021017,1011002,1021756,1012278,1010065,1012723,1008660,1032772
"48","37","  Communication","DCMCRX0",120474,121884,123685,125742,127666,129445,131469,133025,133903,134794,136221,138242,139493,141206,143467,146095,148219,150010,151256,152645,153144,154072,154535,154514,154872,154717,155464,156408,157771,158942,159062,159239,158839,158500,158628,159050,159117,159481,159540,161065,162374,161099,160949,161239,161209,161413,161672,162402,163364,163875,164507,165464,166551,167605,168583,169005,168870,168833,169596,170483,171177,172124,173530,175113,176529,177733,178822,179625,180248,180545,180685,181050,181674,182355,183070,184009,184892,185469,185956,186430,187025,187476,187942,188361,190985,192504,194388,196025,197567,198721,199542,201638,204771,208503,210586,212770,214309,215935,217654,219435,220849,222056,223057,224218,225569,227474,229823,231268,232484,233043,233614,234330,235183,235536,236270,236310,235753,234262,233607,231858,231893,231251,229598,228936,228675,228799,229070,229709,230516,231269,232904,234174,235542,237109,237557,238070,238745,239782,240539,241336,242591,242602,243689,245590,249119,251911,253912,255019,256283,258435,261097,262535,262242,261171,260809,261893,263596,264747,265900,266594,267384,267980,268796,269802,271724,274510,275979,275472,272672,271390,271058,272393,273994,275531,277381,278456,278987,279357,279969,282316,285728,288361,289823,289690,289769,290864,291729,293508,297199,300720,303231,302940,301798,300923,301529,304055,305950,307759,305438,305065,305809,306410,307568,308765,311016,312837,314672,315320
"49","38","  Recreation","DRRLRX0",495895,504560,508156,512096,515698,519534,523427,530400,539890,542532,545322,554246,554321,559868,566851,566857,563791,564943,569425,570499,577869,576558,578998,579014,583759,580246,582540,584818,586374,585749,591253,593202,579077,590695,601619,604190,608803,610973,608703,615509,614747,614110,616141,619000,623997,625454,629524,633467,631921,628548,636797,641990,649758,657803,664304,676377,677695,684586,689535,692953,693242,703220,708620,709043,713423,714600,721829,724936,728032,730601,731234,739075,740966,754961,762476,768225,764562,772243,773751,777524,772201,784778,790478,788311,818136,810520,811439,817458,816503,815988,818594,822476,836476,841330,849435,858578,859330,853009,866505,863072,873569,872794,885543,889130,887536,893318,896447,898669,889795,889530,889013,895448,906265,905698,903124,893186,876580,866265,862211,854614,869770,859911,847257,850618,850570,850133,853933,861305,865946,864236,882172,885528,887261,892126,895295,900173,899261,909012,910156,920507,923748,930784,934961,933730,939801,942213,950969,954785,958024,965417,970223,970130,974082,987481,984142,981044,994434,1000643,1007643,1009719,1015071,1020298,1027234,1025537,1035081,1035073,1040192,1052656,1055972,1061994,1058515,1055342,1060769,1063249,1069297,1074819,1077470,1077304,1084972,1090297,1075871,1095833,1105827,1105254,1105745,1118789,1124922,1139948,1137544,1147591,1148660,1154072,1161325,1150647,1158247,1167285,1176236,1172902,1185117,1186633,1193303,1204709,1217583,1234436,1232052,1241836,1241561,1253997
"50","39","  Education","DEDURX0",227165,228093,228345,228675,228635,228991,229819,228245,229329,230827,232329,233362,231992,233949,234536,235587,236397,237043,237809,237453,238654,239187,239347,239125,238569,241348,241825,241304,241689,240968,240381,240608,239627,239436,238923,238705,238378,235838,235555,235225,234586,234195,234938,234951,235231,233758,233371,232859,233217,233027,232795,233386,233630,234209,233468,232972,232670,231825,231843,231097,231016,230325,229604,228756,228085,227340,226821,226467,225821,225973,226057,226825,227030,227000,226969,226521,226595,226652,227125,227077,226604,227080,227320,227699,227847,227914,228133,228398,228373,228296,227575,227304,228013,228777,229327,229471,229512,229333,229521,229649,230105,230343,230775,230332,230487,231000,231080,230805,230474,230412,230461,230707,230743,230817,231264,231830,231021,230554,229658,229026,229101,228907,228746,228234,227747,227918,228127,229162,229096,229739,230266,231568,232313,232473,233101,233136,233632,233803,234107,234651,234372,234708,235130,235823,235397,235303,234795,234572,234130,233819,233167,233402,232777,232666,232628,232296,233064,232322,231715,229987,229347,228748,227910,227633,227428,226997,226434,225783,227322,226810,226806,226299,226788,226645,224875,224626,224842,225028,224579,224322,225145,225178,225372,224470,224445,224742,223690,223943,224265,226337,226595,226615,226601,227046,227377,227807,227879,228137,227921,227987,228037,228778,229093,229408,229478,229770,230026,230446
"51","40","  Food services and accommodations","DFSARX0",502851,507146,505176,507965,508124,508215,507977,508335,514100,520815,523033,522594,525994,529117,536903,534848,534910,536240,536330,534046,541197,539290,537758,529166,543800,538255,535987,532535,534769,534752,533860,538759,520521,525749,527047,537800,537555,540292,536156,543523,540142,542408,542467,543234,543302,540676,544171,546678,546841,545010,551435,552142,559501,562368,565049,571527,565745,573253,575244,571088,576713,579081,582462,579858,580005,580885,585885,582701,588040,589325,589019,596511,593507,599532,591967,603348,601814,605625,605815,606841,610731,609198,616657,616186,629295,619048,620906,620421,619615,618902,617022,623489,629269,627445,629278,641307,630870,624809,633746,628083,632083,633593,629803,633945,631886,635866,634047,642368,634128,627028,625818,632884,633734,630703,627857,627820,623144,620647,615357,614186,610983,607431,598993,601014,600284,598282,600021,599180,595463,594347,596681,601323,596868,605357,607027,608236,606673,608184,609857,612224,611887,614939,617569,616450,616838,624898,624631,620406,624032,625317,622462,625284,631508,630733,629760,627255,635028,636736,637177,639945,638698,639840,642420,641376,644330,642646,647687,651620,653654,650386,652062,646650,647090,645922,647608,647652,650068,656384,662065,658062,651831,656932,662443,665504,668109,670027,671519,674474,677762,682701,681026,690603,687493,687383,693078,697690,702068,704460,703950,702572,707178,708869,709190,718504,709475,718819,718425,719361
"52","41","  Financial services and insurance","DIFSRX0",575808,574604,578268,588627,590836,593001,598520,604864,608073,610343,626346,634719,643178,656840,665573,660154,651270,658093,658182,661121,663188,664768,660231,668233,660886,650897,651461,650569,647455,644794,637642,637769,640009,641331,643618,645259,640311,641085,639174,638145,638939,642677,651077,641480,638311,643043,645012,640895,639671,635519,636491,634228,640416,645813,644384,641945,648580,647439,649865,652612,659012,659307,661219,663222,661276,661095,666743,668577,671810,677182,683677,691680,687605,692013,695362,701316,701985,706399,707655,712347,711542,708519,709919,714372,717219,719343,718963,718120,721026,716073,714572,717501,720036,722003,726748,729172,731496,736041,738560,739322,743424,746908,748472,751993,740540,742707,748444,742526,745674,741632,739590,738372,739175,737399,738264,734199,744126,739330,727742,723570,721585,725220,724566,719774,718917,718391,718760,719609,719233,715036,711974,714397,718257,721761,724385,734073,739983,734388,733317,735131,737797,740013,743293,744753,745585,749366,748988,747123,746127,746454,749501,760085,748317,743519,740977,739816,735315,734305,728123,715142,707009,700375,694068,693099,692750,688708,691729,696061,701201,706400,709509,711423,714290,716458,712810,712488,716506,720012,722587,723592,719446,718752,717443,720134,717899,721784,724648,726392,725625,731432,723813,726909,726196,728417,727448,730127,730714,733263,730437,731150,727052,733354,733903,737877,736910,738606,735935,735132
"53","42","  Other goods and services","DOISRX0",572288,573963,576928,574629,576425,577228,579037,580232,581875,585721,587253,594279,590877,593932,592007,594492,600213,601089,602508,602580,607083,605739,604601,605662,606764,606930,604808,606863,607477,604040,606119,610156,605891,609251,611883,611527,612208,615007,615561,615288,614774,614087,613812,617033,615955,619192,620763,624752,627031,627792,630888,633183,637317,642940,646156,648242,649085,652452,656500,661600,661259,662714,663856,662232,663247,664707,667989,670762,673647,674892,674920,675439,679286,684660,683553,687604,683406,686373,682242,684005,682807,689252,690831,694074,697073,703144,703813,700457,704219,702823,703750,704469,705649,709485,713702,716069,712272,711617,714218,715070,716477,715154,717107,718031,719193,717433,718299,714660,713161,705862,712697,710548,711655,713477,712929,709399,701393,698766,693543,684897,683316,685122,678127,673797,668266,668102,667617,669892,669939,668448,669135,670791,676142,676603,676565,675978,677228,677355,679466,680009,681417,688337,689600,684765,686827,687381,692469,698164,695330,697831,696254,698312,696216,695545,692885,693317,697314,701547,699863,698145,703622,701354,704133,698115,704628,703273,707472,712310,708087,705041,701990,702407,708525,706694,707171,703848,710583,714729,715137,716351,712668,714510,715167,717250,718439,719432,720261,723781,722967,727301,730015,731247,726969,730391,734624,737631,741074,743229,744184,747268,746498,747929,749202,747911,741966,745886,750004,750599
"54","43","  Net foreign travel and expenditures abroad by U.S. residents","DNFTRX0",-18713,-20559,-23072,-23269,-28312,-31165,-33886,-33134,-34662,-28806,-29451,-23044,-27753,-27027,-20286,-25944,-16079,-16434,-17458,-15868,-14587,-15700,-16997,-19959,-17370,-12933,-13487,-849,-3777,-7088,-5442,-8617,-578,-2080,-2153,-2763,298,2965,-2051,-28,-4701,-5676,-9915,-16758,-8053,-2736,-2222,-157,4625,2857,2328,-601,-6729,-4532,164,936,-2222,-1848,-1895,-315,2103,510,-1878,1059,4142,3734,82,3462,1781,1105,-396,-1459,-3110,-5110,-5472,-6434,-7815,-6272,-3658,-1665,968,436,4198,1294,-1357,5410,5948,3698,2592,3915,-384,-1963,-2452,-840,-1292,-2520,-6185,-3239,-7817,-4830,-8322,-8357,-12292,-13756,-14004,-20600,-20228,-22939,-18901,-16913,-24568,-22882,-31185,-31589,-28470,-24363,-19138,-20069,-11594,-19292,-15516,-14141,-14824,-14871,-21489,-20042,-17949,-15110,-16071,-18048,-16926,-18886,-22468,-24296,-25772,-24499,-25492,-25683,-26794,-27836,-30782,-31584,-32224,-32961,-31235,-28962,-30546,-31033,-32641,-34823,-31891,-33580,-29375,-31175,-31595,-31069,-23697,-24201,-25764,-28232,-27898,-29716,-26505,-32561,-27996,-25848,-30838,-31498,-36300,-35585,-32594,-32750,-34785,-31106,-32435,-35357,-35605,-32764,-34122,-32378,-40421,-25858,-30578,-29427,-27329,-23867,-19375,-26190,-21285,-20497,-23126,-21011,-23849,-22956,-21442,-18325,-16275,-16233,-12761,-12663,-9613,-10350,-10327,-5052,-7146,-5011,-8265,-8608
"55","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRX0",148001,147814,148407,148565,149416,149988,150186,150664,150674,150939,152843,153680,156723,157786,158570,157852,158656,159038,163105,164704,166172,168796,169975,170342,169795,170442,171913,173748,174529,175113,176076,177467,179290,180621,181276,182576,183907,184341,186620,188414,190514,192266,195607,198562,200284,201173,203729,204580,204316,203052,202994,204857,206909,207754,208253,207441,206720,208324,208025,207171,210468,211202,212034,210578,210340,210549,209893,210178,209522,210794,210743,207540,202941,202665,202359,206262,207973,209445,207656,208136,211565,216578,220857,222912,226251,228594,231833,233768,237741,239275,241066,241296,240968,238713,239662,240122,241012,240508,239931,237871,237206,237241,239307,240370,243734,250277,253496,253959,256063,259782,262787,266835,269053,272591,274974,277910,280443,287918,289250,285566,282731,277306,276751,273165,273138,272324,271609,274130,273948,278331,279702,279063,278504,278816,280395,281922,281672,281546,278343,277317,276573,275332,275109,273874,272973,271703,272373,272108,271596,275800,278078,280590,281207,276683,273332,275731,275268,281593,286088,291515,296255,296781,294388,294566,297868,303398,307252,307358,300864,297002,297157,293928,297056,297333,298423,299144,301144,305364,306459,304315,303867,303452,304012,304146,304863,305942,307156,308216,309885,306238,305426,306262,302110,299400,298571,300986,301832,300894,307672,311322,315459,316276,320161,321732,322414,323078,327713,327506
"56","45","  Gross output of nonprofit institutions \2\","DNPERX0",767690,769651,771825,772431,773631,775371,777585,779785,781447,784621,788465,790350,792054,794159,797384,799015,802083,805273,807967,811200,813938,817917,821958,824104,827586,829797,833951,836650,839212,841906,846958,851204,853966,858421,862362,868220,873808,877734,882507,888368,892403,897368,900844,905474,906864,908477,909410,909219,909914,909685,911266,912068,912562,913797,915426,915946,916416,916891,918217,920873,923805,926018,926952,928478,931958,936549,939213,942999,947302,952315,953490,951454,947071,947556,947949,952633,956094,959863,963862,966421,970611,972176,976582,979104,983222,986711,990200,992017,996220,999916,1002367,1004458,1005380,1006512,1009971,1011967,1015024,1015996,1019264,1017293,1017268,1017008,1019635,1022752,1025877,1030210,1031846,1034195,1039560,1044284,1046337,1048459,1049786,1053012,1056143,1059524,1062393,1067390,1068149,1067433,1068765,1068351,1069836,1070132,1071096,1072460,1073917,1075033,1075357,1076513,1075939,1073364,1070569,1071474,1075608,1080754,1083929,1087327,1087875,1091038,1092783,1095770,1097508,1097608,1094367,1092147,1093212,1095216,1095881,1096830,1094367,1093167,1096141,1099691,1103405,1110194,1115938,1122843,1124739,1121357,1124219,1127412,1132119,1134825,1136757,1136352,1137421,1135143,1130219,1128851,1132133,1137687,1141924,1142466,1141223,1143295,1147899,1156191,1159223,1152623,1141747,1136689,1138428,1146858,1153222,1158475,1160802,1162724,1167835,1175052,1178998,1183766,1181814,1180567,1181358,1182240,1182801,1184454,1185412,1186595,1190891,1193405,1195835,1198159,1200968,1204806,1211628,1214882
"57","46","  Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX0",630539,632887,634434,634873,635028,636137,638257,639991,641778,644863,646442,647349,645078,645922,648355,651113,653344,656294,653631,654961,655926,656650,659420,661246,665800,667306,669784,670171,671871,673989,678149,680836,681317,684326,687699,692267,696496,700153,702207,706114,707630,710632,709887,710945,710170,710746,708424,707155,708285,709694,711475,709970,707938,708218,709351,710929,712337,710890,712662,716499,715619,717069,717075,720390,724308,728852,732397,736004,741246,744975,746245,747813,748564,749373,750125,750475,752094,754312,760519,762626,763029,758909,758599,758884,759369,760337,760294,759998,759879,761987,762530,764438,765753,769401,771906,773448,775604,777153,781137,781373,782068,781753,782176,784195,783705,781044,779256,781132,784317,785131,783996,781826,780809,780313,780966,781299,781551,778766,778188,781367,785702,790886,792978,796931,797948,800151,802343,800960,801480,798311,796404,794469,792231,792821,795390,799018,802399,805878,809487,813601,816039,820184,822115,823397,821057,820077,820487,822714,823857,820789,816193,812626,814971,822729,829559,833976,840020,840871,838540,830165,828579,831224,838032,840517,839395,833933,831443,829137,830276,832477,835560,843980,845249,845529,843302,844666,847328,851562,853520,849021,838756,834166,835343,843497,849079,853231,854382,855273,858730,869300,873977,877890,879944,881323,882910,881454,881195,883735,878156,875809,876080,877781,876425,877210,879333,882501,884742,888183
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2. Gross output is net of unrelated sales, secondary sales, and sales to business, to government, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","to the rest of the world; excludes own-account investment (construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","3. Excludes unrelated sales, secondary sales, and sales to business, to government, and to the rest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","4. Food consists of food and beverages purchased for off-premises consumption; food services, which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
