"","Table 2#5#4 Price Indexes for Personal Consumption Expenditures ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45"
"74","67","    Telephone and facsimile equipment","DTCERG3",35.039,36.34,38.817,41.388,42.708,44.243,47.126,50.303,53.352,58.02,61.596,66.707,74.749,84.358,92.814,100.363,108.797,117.72,126.633,135.553,144.285,155.987,164.105,173.127,179.205,185.679,192.853,203.777,213.66,207.445,183.842,166.055,149.04,135.816,120.808,108.625,100,90.917,84.455,80.972,77.347,74.493
"75","68","    Postal and delivery services","DPSSRG3",16.833,16.955,19.82,21.042,21.337,24.664,25.408,32.061,32.571,35.251,37.203,37.32,43.752,48.988,49.111,49.249,53.519,54.387,54.561,59.735,61.745,62.018,70.325,71.423,71.733,72.024,78.616,78.894,79.135,79.662,82.303,83.064,86.803,91.502,96.353,98.531,100,105.959,109.718,117.086,119.487,126.061
"76","69","      First-class postal service by U.S. Postal Service (USPS)","DPSTRG3",17.766,17.882,20.969,22.279,22.569,26.167,26.905,34.16,34.641,37.505,39.565,39.611,46.509,52.108,52.17,52.231,56.88,57.698,57.726,63.459,65.53,65.53,75.187,76.117,76.117,76.117,83.979,83.979,83.979,83.979,86.494,86.499,89.847,95.001,100,100,100,105.359,107.973,111.591,117.115,120.414
"77","70","      Other delivery services (by non-USPS facilities)","DODSRG3",15.528,16.102,16.933,17.589,18.335,19.547,21.176,22.61,24.203,25.918,27.728,29.978,32.568,34.876,37.391,39.203,40.895,42.751,44.442,46.443,48.466,50.522,52.545,54.498,56.186,57.751,59.286,60.715,61.981,64.71,67.912,71.54,76.773,79.845,84.206,93.66,100,107.882,115.231,135.096,126.76,144.727
"78","71","    Telecommunication services","DTCSRG3",57.469,58.14,60.994,64.428,66.076,68.867,71.092,73.62,74.457,75.295,75.037,76.304,83.576,92.078,97.883,105.013,108.099,111.577,108.888,107.593,107.419,107.087,107.953,108.02,108.545,110.805,110.366,110.56,111.089,109.74,107.218,103.897,102.175,102.719,102.262,100.707,100,100.617,102.394,104.039,105.513,104.915
"79","72","    Internet access","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.154,160.257,151.607,144.437,133.542,123.168,112.226,98.456,93.706,96.431,100.195,107.211,103.924,100.654,102.53,103.405,104.281,101.715,100,95.635,76.534,77.251,79.976,80.496
"80","73","  Recreation","DRRLRG3",51.9,53.439,55.711,56.833,58.207,62.168,66.842,69.518,72.156,75.366,79.614,85.595,91.074,95.169,97.174,98.745,100.265,100.961,102.638,104.757,107.634,110.402,113.31,114.42,114.873,115.568,115.593,114.87,113.047,110.612,108,106.869,105.473,103.843,102.181,101.28,100,98.894,97.224,96.871,95.252,92.697
"81","74","    Video and audio equipment, computers, and related services","DVPIRG3",246.453,246.011,248.589,250.019,250.635,255.618,263.759,267.714,270.345,275.818,284.321,292.261,300.351,302.155,293.39,286.708,278.823,267.269,263.118,258.924,257.396,254.622,252.18,244.091,236.689,227.861,215.266,197.614,179.927,162.981,147.835,138.196,127.683,119.442,111.685,106.211,100,93.517,86.596,81.476,75.589,70.232
"82","75","      Video and audio equipment","DVAARG3",253.611,253.811,255.172,255.865,254.865,258.958,266.243,268.777,268.777,271.523,277.61,282.342,287.243,286.212,278.108,266.325,250.875,238.506,230.751,221.835,216.173,210.586,205.694,201.397,197.056,191.408,184.909,177.243,169.977,161.917,151.337,141.876,133.551,124.863,116.342,108.324,100,90.248,78.828,70.864,61.394,53.288
"83","76","      Information processing equipment","DIPERG3",6518.77,6761.175,7220.117,7695.396,7941.031,8225.204,8758.409,9351.35,9921.129,10670.499,11214.958,10776.605,10765.174,9779.78,7455.702,6716.319,6325.945,4973.667,4558.653,4221.313,3955.838,3382.134,2869.524,2216.806,1734.753,1524.983,1223.922,859.031,590.348,412.027,302.901,247.909,190.904,153.23,126.737,113.208,100,88.652,81.334,74.778,68.943,64.08
"84","77","      Services related to video and audio goods and computers","DSVCRG3",25.755,25.319,25.827,26.007,26.558,27.388,28.488,29.26,30.16,31.581,33.394,35.835,38.085,40.101,41.523,43.472,45.661,47.194,49.397,52.111,54.944,58.703,63.112,66.036,69.488,69.282,70.185,73.282,77.309,80.597,82.8,85.459,87.938,91.926,94.769,97.689,100,103.546,105.173,107.674,109.716,110.773
"85","78","    Sports and recreational goods and related services","DODRRG3",52.538,53.093,56.283,57.239,58.666,62.787,67.978,70.58,73.207,76.625,81.121,88.063,94.152,98.036,99.134,100.311,101.177,101.123,102.814,106.482,109.389,112.343,114.971,116.83,116.528,118.003,118.57,118.192,116.684,114.532,110.971,109.192,108.108,105.331,102.83,101.751,100,99.237,97.607,97.72,96.879,93.967
"86","79","      Sports and recreational vehicles","DWHLRG3",32.534,31.395,35.28,36.548,38.19,42.507,46.88,49.212,52.297,55.511,59.276,64.869,68.949,71.688,72.596,75.106,77.242,77.217,77.599,80.074,82.487,84.51,86.224,88.037,88.967,91.045,93.593,94.381,93.73,93.917,96.09,97.889,99.282,98.807,98.013,98.396,100,102.489,102.091,103.12,104.094,104.501
"87","80","      Other sporting and recreational goods","DORIRG3",64.451,66.447,68.488,68.945,69.832,73.031,78.249,80.734,82.54,85.681,90.266,97.596,104.605,108.985,110.143,110.394,110.372,110.324,112.756,116.937,120.014,123.315,126.275,128.165,127.389,128.614,128.37,127.517,125.645,122.491,116.579,113.421,111.415,107.801,104.642,103.006,100,98.097,96.053,95.853,94.51,90.866
"88","81","      Maintenance and repair of recreational vehicles and sports equipment","DRRERG3",34.972,32.594,38.746,40.619,43.07,49.222,55.186,58.177,62.47,66.018,70.251,76.633,81.759,85.079,86.109,88.723,90.569,90,90.385,93.676,96.231,99.524,102.633,104.101,104.064,105.872,107.003,106.911,106.146,105.523,104.187,103.045,102.622,100.842,99.855,99.616,100,101.455,100.837,102.514,103.811,102.883
"89","82","    Membership clubs, sports centers, parks, theaters, and museums","DRLSRG3",19.956,21.343,22.435,23.163,24.068,25.866,27.909,29.578,31.276,33.385,35.534,37.942,40.092,42.343,44.473,46.529,48.676,51.014,53.182,55.142,58.134,61.2,64.294,66.017,67.807,70.103,71.744,74.281,76.631,78.537,82.164,86.013,89.3,91.734,95.123,97.41,100,103.604,106.929,109.775,111.031,111.47
"90","83","      Membership clubs and participant sports centers","DMDFRG3",19.359,20.147,21.092,21.645,22.494,23.777,25.231,26.63,28.07,30.335,32.527,35.491,38.78,42.118,44.781,47.178,49.787,52.589,55.686,58.725,62.035,65.334,69.079,71.943,75.353,79.152,79.044,81.554,84.946,87.224,90.074,92.747,95.095,96.186,98.891,99.369,100,103.771,105.351,107.137,107.004,105.129
"91","84","      Amusements parks, campgrounds, and related recreational services","DORSRG3",21.241,23.013,24.244,25.21,26.22,28.653,31.219,33.707,36.193,38.591,40.585,43.421,45.641,47.581,49.165,50.656,52.552,55.229,56.651,57.488,59.736,62.469,65.061,66.957,68.726,70.274,72.435,74.332,76.367,78.409,81.857,85.56,88.94,91.65,95.395,97.709,100,103.497,106.776,109.429,110.803,111.198
"92","85","      Admissions to specified spectator amusements","DADMRG3",19.018,20.396,21.432,22.06,22.895,24.404,26.289,27.371,28.515,30.248,32.462,34.135,35.551,37.494,39.853,42.256,44.348,46.023,48.17,50.378,53.924,57.195,60.357,61.019,61.659,63.76,66.007,69.278,71.206,72.716,77.06,81.835,85.767,88.9,92.322,95.786,100,103.594,108.142,112.003,114.149,116.212
"93","86","        Motion picture theaters","DMOVRG3",18.614,20.436,21.635,22.215,23.094,24.714,26.743,27.84,29.004,30.703,32.956,34.645,36.089,38.056,40.452,42.902,45.027,46.734,48.963,51.158,54.742,58.118,61.217,61.942,62.602,64.766,67.051,70.337,72.292,73.836,78.425,83.409,86.481,89.202,93.866,96.838,100,103.506,107.556,109.987,111.694,113.401
"94","87","        Live entertainment, excluding sports","DLIGRG3",18.631,20.426,21.628,22.232,23.133,24.649,26.764,27.882,29.007,30.736,32.977,34.69,36.121,38.084,40.495,42.924,45.057,46.752,48.896,51.165,54.799,58.061,61.362,61.995,62.636,64.766,67.02,70.354,72.337,73.863,78.391,83.414,86.487,89.309,93.845,96.868,100,103.538,107.568,110.013,111.711,113.445
"95","88","        Spectator sports","DSPERG3",19.861,20.413,21.163,21.87,22.618,23.973,25.533,26.583,27.715,29.509,31.668,33.303,34.682,36.592,38.883,41.224,43.258,44.893,46.975,49.151,52.598,55.785,58.904,59.536,60.16,62.189,64.406,67.613,69.476,70.947,74.965,79.381,84.674,88.374,89.981,94.151,100,103.697,108.996,114.912,117.713,120.275
"96","89","      Museums and libraries","DMUSRG3",18.66,20.444,21.637,22.237,23.147,24.655,26.764,27.885,29.016,30.724,32.974,34.691,36.127,38.087,40.487,42.901,45.056,46.739,48.963,51.172,54.743,58.081,61.321,61.991,62.638,64.771,67.02,70.354,72.341,73.878,78.379,83.416,86.521,89.297,93.842,96.874,100,103.459,107.564,110.017,111.69,113.429
"97","90","    Magazines, newspapers, books, and stationery","DNBSRG3",21.275,22.574,23.98,24.585,25.407,28.754,32.576,34.571,36.773,38.613,41.122,45.098,49.314,53.334,56.516,58.172,60.646,62.56,64.214,66.295,68.835,71.57,75.599,79.052,81.376,83.745,87.506,91.224,92.947,95.173,95.428,95.694,96.852,98.567,98.608,98.992,100,100.766,101.967,103.922,106.945,107.166
"98","91","    Gambling","DGAMRG3",20.708,21.924,22.856,23.604,25.091,27.837,30.382,32.158,34.235,36.575,40.002,44.35,48.473,51.31,53.419,55.603,57.48,58.537,60.479,62.715,65.385,68.676,71.194,73.059,74.951,76.561,78.431,80.55,82.266,83.488,85.34,88.188,90.668,92.128,94.233,96.743,100,103.236,106.295,110.356,109.995,111.812
"99","92","    Pets, pet products, and related services","DPETRG3",26.093,27.537,28.969,29.712,30.609,32.408,34.484,35.934,37.443,38.773,41.605,45.949,50.291,53.077,55.054,57.04,58.956,60.582,62.145,64.221,67.697,70.176,72.961,73.053,73.902,75.413,76.471,79.804,81.834,82.924,84.444,86.549,89.339,92.143,94.041,97.54,100,103.876,108.061,116.978,124.463,125.06
"100","93","    Photographic goods and services","DPHORG3",51.019,50.731,50.832,52.1,52.579,54.437,56.864,58.011,58.388,60.446,63.107,68.634,71.668,74.178,75.805,77.425,79.342,82.78,86.27,88.616,92.19,95.447,98.413,100.742,102.732,103.57,105.84,107.699,109.74,109.548,108.685,108.713,108.293,108.137,106.715,103.152,100,96.052,90.969,88.741,88.968,88.41
"101","94","    Package tours \14\","DXHLRG3",21.246,23.015,24.25,25.213,26.229,28.65,31.226,33.725,36.202,38.595,40.6,43.392,45.644,47.602,49.167,50.663,52.575,55.241,56.655,57.501,59.759,62.491,65.053,66.964,68.739,70.269,72.449,74.356,76.369,78.434,81.882,85.551,88.935,91.642,95.413,97.72,100,103.564,106.776,109.416,110.822,111.199
"102","95","  Education","DEDURG3",7.975,8.509,8.971,9.442,10.134,11.404,12.389,13.289,14.153,14.921,16.204,17.977,20.091,22.38,24.321,26.411,28.425,30.414,32.572,34.986,37.456,40.088,43.324,46.898,50.241,53.185,56.094,59.081,61.932,64.76,67.951,71.37,75.206,80.093,86.195,93.331,100,106.339,112.519,119.082,125.751,131.652
"103","96","    Educational books","DEBKRG3",10.772,11.18,11.928,12.714,13.129,13.586,14.477,15.453,16.433,17.736,18.868,20.448,22.944,25.916,28.552,30.867,33.471,36.212,38.921,41.647,44.334,47.945,50.433,53.208,55.067,57.057,59.243,62.609,65.656,68.741,71.539,76.52,80.906,86.785,91.721,95.968,100,106.337,115.042,123.042,131.841,138.322
"104","97","    Higher education","DHEDRG3",7.1,7.598,8.073,8.52,8.987,9.762,10.486,11.209,11.947,12.605,13.613,14.909,16.757,19.013,20.992,23.141,25.248,27.287,29.345,31.576,34.075,36.828,40.566,44.929,49.144,52.587,55.746,58.913,61.908,64.525,67.077,69.853,73.407,78.416,84.984,93.034,100,106.701,113.406,120.419,127.656,134.294
"105","98","    Nursery, elementary, and secondary schools","DNEHRG3",6.641,7.216,7.571,7.958,9.053,10.91,12.15,13.215,14.002,14.465,15.754,17.661,19.67,21.853,23.671,25.695,27.663,29.723,32.129,34.85,37.542,40.443,43.573,46.727,49.837,52.728,55.989,58.748,61.766,65.721,69.674,74.235,78.774,83.875,89.001,94.324,100,105.722,111.218,117.275,122.934,127.653
"106","99","    Commercial and vocational schools \15\","DVEDRG3",14.497,15.069,15.486,16.072,16.895,19.885,21.648,22.977,24.612,26.478,29.321,33.579,36.994,38.562,39.46,40.659,41.448,42.278,43.924,46.393,48.25,49.444,51.067,52.33,53.169,54.705,56.544,59.044,61.146,63.362,68.017,71.854,75.752,79.679,85.54,92.346,100,105.685,109.786,114.801,119.804,124.075
"107","100","  Food services and accommodations","DFSARG3",18.122,19.461,20.499,21.258,22.711,25.337,27.62,29.447,31.58,34.341,38.048,41.734,45.461,48.061,50.136,52.397,54.65,56.89,59.204,61.75,64.546,67.501,70.196,71.686,73.092,74.375,76.13,78.181,80.499,82.656,84.792,87.162,89.647,91.821,93.775,96.894,100,103.365,107.41,111.62,114.232,115.787
"108","101","    Food services","DFSERG3",18.715,20.096,21.184,21.99,23.543,26.362,28.773,30.652,32.849,35.618,39.378,43.068,46.83,49.288,51.381,53.542,55.684,57.96,60.164,62.638,65.465,68.47,71.112,72.554,73.874,75.07,76.719,78.606,80.786,82.779,84.834,86.974,89.648,92.104,94.141,96.992,100,103.197,106.996,111.691,115.599,117.151
"109","102","      Purchased meals and beverages \16\","DPMBRG3",18.712,20.092,21.183,21.987,23.531,26.34,28.747,30.62,32.811,35.574,39.321,42.997,46.752,49.208,51.299,53.459,55.603,57.883,60.084,62.559,65.382,68.385,71.037,72.481,73.803,75,76.648,78.535,80.715,82.717,84.777,86.946,89.665,92.126,94.124,96.982,100,103.192,107,111.707,115.594,117.104
"110","103","      Food furnished to employees (including military)","DFOORG3",19.197,20.623,21.683,22.553,24.331,27.44,29.994,32.022,34.407,37.374,41.488,45.539,49.541,52.109,54.29,56.5,58.639,60.835,63.154,65.623,68.561,71.679,73.99,75.352,76.609,77.784,79.456,81.317,83.516,85.175,87.026,88.072,88.973,91.25,94.78,97.4,100,103.416,106.877,111.14,115.761,118.824
"111","104","    Accommodations \17\","DACCRG3",13.832,14.875,15.52,15.891,16.561,17.704,19.005,20.46,22.115,24.852,28.203,31.931,35.446,39.222,41.207,44.293,47.395,49.383,52.521,55.602,58.192,60.792,63.903,65.761,67.808,69.738,72.267,75.496,78.738,81.979,84.653,88.538,89.741,89.943,91.332,96.252,100,104.419,109.991,111.268,106.296,107.857
"112","105","  Financial services and insurance","DIFSRG3",17.749,18.66,19.779,20.991,21.487,23.208,24.926,25.932,27.924,31.609,33.331,35.909,38.623,40.852,44.791,47.623,49.655,52.432,53.824,57.095,59.093,62.045,64.777,69.662,70.439,71.599,74.446,77.453,82.042,83.994,84.833,85.582,85.099,87.439,91.399,96.478,100,102.262,106.822,110.197,110.607,116.833
"113","106","    Financial services","DFNLRG3",24.763,25.87,26.542,27.836,28.474,32.519,35.825,35.86,36.978,43.026,46.408,51.072,54.317,55.198,59.81,61.289,63.691,69.53,72.859,75.463,73.981,75.483,79.366,85.995,82.918,82.307,84.396,85.618,90.879,92.399,91.909,91.392,89.661,91.799,94.412,97.266,100,102.134,106.2,110.018,109.016,116.644
"114","107","      Financial services furnished without payment","DIMPRG3",21.32,22.729,22.368,23.251,24.432,29.008,31.608,31.063,32.095,37.479,40.594,43.661,45.254,44.328,49.017,50.643,52.514,58.024,62.384,64.982,61.879,63.045,67.308,74.956,70.018,71.111,72.589,73.772,79.922,84.4,86.816,90.108,89.311,92.629,95.815,97.656,100,101.12,105.499,111.116,114.276,125.825
"115","108","      Financial service charges, fees, and commissions","DOFIRG3",29.358,29.388,33.263,35.59,33.971,34.163,39.264,42.087,43.09,49.46,52.524,62.197,70.845,78.441,80.998,81.295,84.938,90.129,89.015,91.043,94.877,97.075,99.143,102.039,104.026,99.354,102.642,103.841,106.884,103.036,98.243,92.991,90.157,90.902,92.882,96.838,100,103.189,106.941,108.889,103.563,107.088
"116","109","    Insurance","DINSRG3",10.941,11.575,12.67,13.605,13.936,14.228,14.837,16.182,18.317,20.099,20.645,21.693,23.639,26.157,29.158,32.665,34.221,34.281,33.943,37.511,42.027,45.82,47.409,50.485,54.361,57.03,60.445,65.241,68.883,71.347,74.035,76.705,78.144,80.794,86.782,95.253,100,102.463,107.862,110.43,113.489,117.025
"117","110","      Life insurance \18\","DLIFRG3",12.455,13.203,13.784,14.505,15.298,16.417,17.602,18.984,20.73,22.479,24.13,26.126,27.813,29.496,31.728,33.722,36.869,40.062,42.96,45.539,47.552,50.317,52.291,55.271,57.315,59.01,61.213,65.06,68.565,72.374,75.94,81.478,81.772,88.036,91.638,96.086,100,102.849,105.986,105.899,107.371,109.623
"118","111","      Net household insurance \19\","DFINRG3",8.559,9.041,10.008,10.409,10.388,9.373,9.525,11.256,12.61,12.888,13.762,15.421,16.942,18.84,20.601,21.516,22.815,25.143,26.554,28.276,29.784,30.449,31.485,32.586,35.068,37.767,42.253,45.789,50.696,51.431,54.601,58.582,64.257,71.582,89.129,95.114,100,101.265,106.255,110.12,112.853,116.276
"119","112","      Net health insurance","DHINRG3",9.179,9.411,10.903,12.497,12.543,12.349,12.396,12.906,16.04,18.542,17.262,17.199,19.982,24.444,28.887,34.644,34.374,29.811,25.544,30.113,37.497,43.353,44.042,46.266,50.867,53.899,58.633,64.808,70.132,71.424,72.769,75.068,77.188,77.688,84.408,96.133,100,103.713,109.094,112.953,116.879,121.475
"120","113","        Medical care and hospitalization \20\","DMINRG3",6.64,7.09,8.272,10.523,10.22,9.507,7.697,8.12,11.956,13.646,14.366,14.244,16.207,20.568,25.025,32.051,32.931,25.573,20.601,26.496,35.961,43.039,44.739,47.761,52.681,56.304,60.136,63.117,66.041,67.503,69.392,71.451,74.007,76.18,83.523,96.827,100,103.259,107.155,111.256,116.753,122.718
"121","114","        Income loss \21\","DIINRG3",95.491,83.514,102.106,113.675,124.944,124.342,164.27,164.956,185.332,253.179,150.262,123.348,150.82,231.098,251.266,245.448,222.195,293.081,263.666,307.03,286.934,318.593,237.213,233.177,131.123,166.893,126.515,93.461,82.356,83.496,85.324,88.198,90.673,92.125,94.224,96.743,100,103.209,106.273,110.333,109.967,111.781
"122","115","        Workers' compensation \22\","DPWCRG3",13.578,15.285,16.533,15.302,15.002,16.696,18.736,19.831,20.047,20.198,21.33,23.8,28.154,28.489,32.351,34.219,31.071,32.106,31.003,30.332,32.46,33.839,34.095,34.128,41.718,41.473,51.429,72.229,88.906,89.477,88.109,91.554,91.428,83.593,87.674,93.038,100,105.673,117.414,120.21,117.73,115.919
"123","116","      Net motor vehicle and other transportation insurance \23\","DTINRG3",11.724,12.794,14.171,14.56,14.671,14.659,15.347,17.935,19.138,20.021,21.831,23.159,24.078,24.733,26.819,29.481,31.632,34.669,36.693,39.857,43.088,45.013,47.77,53.1,59.23,63.002,65.743,69.625,70.291,73.215,77.263,76.615,77.713,80.107,85.969,92.212,100,99.198,107.793,111.145,114.669,117.897
"124","117","  Other goods and services","DOISRG3",18.333,19.331,20.132,21.031,21.973,23.906,25.903,27.279,28.769,30.516,32.981,37.274,40.544,43.348,46.952,49.163,50.902,52.976,55.785,58.855,62.334,66.055,69.562,72.351,74.205,75.286,77.091,78.539,80.142,82.368,86.474,89.259,91.866,93.913,95.446,97.408,100,103.229,107.377,111.493,116.55,119.935
"125","118","    Personal care \24\","DPCRRG3",24.964,25.893,26.717,27.346,28.396,31.325,34.634,36.692,38.88,41.265,44.46,48.467,52.839,56.656,59.477,61.728,63.878,65.962,67.653,70.098,73.042,75.751,78.328,80.272,81.998,83.539,84.831,85.883,87.283,88.662,90.476,92.618,94.892,95.835,96.511,97.957,100,102.256,104.904,107.786,110.505,111.153
"126","119","    Personal items \25\","DPEORG3",47.121,48.083,49.001,50.531,52.293,56.773,61.055,63.776,66.261,69.78,76.089,95.142,99.014,96.702,98.27,98.928,97.94,98.848,106.162,113.943,119.156,127.254,131.438,133.481,132.698,134.129,135.013,131.295,126.092,120.601,115.285,111.367,111.077,107.155,104.253,103.269,100,102.367,108.275,114.128,115.689,116.979
"127","120","    Social services and religious activities \26\","DSOCRG3",18.31,18.998,19.972,20.912,22.083,25.189,27.447,29.04,30.916,32.985,36.215,40.904,44.762,46.749,47.964,49.556,50.674,52.072,53.962,57.008,59.737,62.303,64.983,67.14,69.059,70.996,73.27,75.412,77.456,79.894,82.305,86.027,88.449,91.156,93.745,96.172,100,103.313,106.644,109.448,110.952,113.029
"128","121","    Professional and other services","DPRSRG3",10.659,11.498,12.252,13.108,14.074,15.345,16.463,17.475,18.596,19.875,21.631,24.547,27.657,30.894,34.559,37.373,39.557,41.962,44.873,46.751,49.242,52.421,55.295,57.908,60.21,62.478,64.84,67.428,70.251,73.522,76.957,80.661,84.576,88.671,92.398,95.985,100,104.657,109.015,113.537,116.604,120.391
"129","122","      Legal services","DGALRG3",9.009,9.979,10.821,11.878,12.982,14.044,15.015,16.031,17.146,18.337,19.899,22.548,25.568,28.978,32.992,36.047,38.41,40.954,44.208,45.925,48.576,52.062,54.909,57.683,59.971,61.816,63.78,66.016,68.7,72.121,75.836,79.986,84.019,88.315,92.31,95.804,100,104.448,108.785,113.317,116.404,120.598
"130","123","      Accounting and other business services \27\","DPRORG3",9.955,10.533,10.974,11.276,11.989,13.295,14.455,15.37,16.441,17.599,19.129,21.573,24.242,27.024,30.126,32.533,34.516,36.545,38.603,41.016,43.409,46.496,50.227,53.091,56.113,60.65,63.915,67.184,70.318,73.925,77.312,81.153,84.722,88.84,92.358,96.08,100,105.715,109.964,115.1,117.79,121.021
"131","124","      Labor organization dues","DUNSRG3",17.962,18.975,19.996,20.945,22.039,25.309,27.707,29.391,31.351,33.527,37.104,42.453,46.548,48.423,49.88,51.189,52.213,53.952,55.699,58.39,60.637,62.239,63.984,65.579,66.742,67.984,69.793,72.701,74.906,77.388,80.154,82.715,87.992,90.359,92.642,96.064,100,103.257,106.461,107.705,109.311,112.431
"132","125","      Professional association dues","DAXSRG3",9.007,9.977,10.825,11.871,12.974,14.052,15.039,16.014,17.152,18.346,19.871,22.534,25.554,28.97,32.98,36.025,38.394,40.923,44.205,45.899,48.561,52.058,54.882,57.67,59.952,61.802,63.764,65.984,68.68,72.104,75.833,79.971,84,88.292,92.295,95.768,100,104.405,108.753,113.242,116.378,120.547
"133","126","      Funeral and burial services","DFUNRG3",12.437,12.932,13.434,13.888,14.475,15.477,16.432,17.154,17.905,19.081,20.683,23.477,26.574,30.167,34.252,37.416,39.846,42.466,45.371,47.099,49.149,52.166,55.385,57.897,60.565,63.537,67.289,70.617,74.301,77.153,79.828,82.116,85.06,89.214,92.758,96.728,100,105.106,110.459,116.113,120.647,123.438
"134","127","    Tobacco","DTOBRG3",9.926,10.756,11.211,11.824,12.151,12.743,13.651,14.23,14.915,15.739,16.651,17.92,19.326,21.45,25.6,27.239,28.801,30.73,32.856,35.78,40.299,44.39,49.499,53.681,55.606,53.37,54.689,56.353,58.85,63.968,79.644,85.268,88.387,92.202,93.282,95.065,100,103.414,110.235,117.115,144.831,160.563
"135","128","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","129","    Foreign travel by U.S. residents","DFTRRG3",23.192,23.535,25.748,27.344,29.916,36.211,39.824,40.611,43.066,44.892,49.986,56.258,59.666,57.245,55.276,53.195,51.592,56.777,55.577,58.978,59.603,63.246,67.254,70.417,70.808,72.935,75.101,77.054,77.981,76.182,78.318,78.896,79.809,82.522,87.676,93.653,100,104.244,111.365,120.878,112.187,118.771
"137","130","    Less: Expenditures in the United States by nonresidents","DEXFRG3",18.265,19.372,20.113,20.799,21.977,23.882,25.723,27.632,29.528,32.094,35.188,39.491,43.65,47.17,49.552,52.346,54.859,56.682,59.46,61.807,63.893,67.446,71.754,73.593,74.632,75.348,76.523,78.534,80.462,81.511,83.689,87.668,88.455,88.578,91.274,95.305,100,104.743,108.989,114.267,111.285,115.147
"138","131","    Net expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","132","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \28\","DNPIRG3",58.741,61.288,64.65,67.295,71.619,81.958,89.546,94.29,100.753,107.406,117.967,129.175,136.036,129.745,120.737,115.96,113.669,110.277,108.474,107.58,101.124,93.224,86.71,79.295,75.345,75.277,75.342,76.694,79.886,85.133,88.159,93.017,97.315,98.099,96.591,96.201,100,102.059,103.546,104.295,101.149,100.071
"140","133","  Gross output of nonprofit institutions \29\","DNPERG3",15.062,16.045,16.815,17.608,18.735,20.988,23.099,24.893,26.752,28.785,31.674,35.46,39.333,42.395,44.679,46.837,48.715,50.416,52.627,55.728,58.789,61.572,64.43,66.768,68.823,70.802,72.81,74.808,76.723,79.02,81.18,84.378,87.612,90.204,93.109,96.179,100,103.621,106.839,109.591,111.072,113.103
"141","134","  Less: Receipts from sales of goods and services by nonprofit institutions \30\","DNPSRG3",9.822,10.551,11.029,11.577,12.317,13.686,15.103,16.411,17.671,19.074,21.001,23.685,26.723,29.951,32.814,35.353,37.464,39.565,42.07,45.461,49.7,54.116,58.674,63.094,66.605,69.109,71.65,73.825,75.369,76.843,78.741,81.424,84.313,87.495,91.91,96.172,100,104.144,107.976,111.484,114.809,118.068
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","1. Consists of household purchases of goods and services from business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","government, nonprofit institutions, and the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2. Consists of shoes and other footwear, and of repair and hire of footwear.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","3. Consists of space rent (see footnote 4) and rent for appliances,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
