"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208"
"327","319","        Religious organizations' services to households","DRELRG3",15.251,14.43,14.302,14.434,14.531,14.706,14.818,14.896,14.897,14.859,14.867,14.854,14.872,15.009,15.03,15.09,15.111,15.148,15.253,15.275,15.311,15.272,15.32,15.409,15.561,15.625,15.665,15.77,15.872,15.999,16.084,16.237,16.26,16.395,16.487,16.624,16.832,16.989,17.141,17.421,17.729,18.028,18.288,18.533,18.661,18.758,18.876,19.165,19.434,19.78,20.01,20.168,20.369,20.483,20.798,21.146,21.039,21.64,22.403,23.209,24.368,25.754,25.612,26.453,27.467,27.591,27.933,28.361,29.939,29.243,28.475,29.457,30.908,30.395,31.974,32.758,33.593,33.128,33.817,35.439,36.505,35.386,37.434,38.945,40.756,42.157,41.862,43.422,44.613,44.954,44.891,46.333,47.295,46.709,47.643,48.576,48.57,49.112,49.859,50.544,50.956,51.776,52.105,52.156,51.995,52.632,52.781,53.504,54.178,53.678,54.36,55.258,55.925,56.455,56.984,57.542,58.985,59.611,60.115,60.768,61.275,62.007,62.173,61.885,61.769,62.314,62.424,63.191,63.575,63.951,64.435,64.282,64.819,65.09,65.299,65.64,65.84,66.221,66.492,66.989,67.39,67.911,68.621,69.112,69.735,70.415,70.875,71.279,71.725,72.495,73.153,74.145,75.292,75.941,76.69,77.409,77.686,78.104,78.575,79.042,79.268,80.079,81.001,82.065,83.689,84.9,86.121,87.058,87.692,88.359,88.817,88.754,89.317,90.076,90.821,91.384,91.689,92.162,92.901,93.655,94.389,95.442,96.343,97.053,98.849,98.841,100.053,102.259,101.645,103.925,104.39,105.217,107.199,106.866,108.245,109.235,110.424,109.912,109.666,109.601,108.773,108.825,110.088,111.474,111.609
"328","320","        Foundations and grantmaking and giving services to households","DGIVRG3",14.275,13.396,13.245,13.554,13.806,13.843,13.918,13.917,13.9,13.689,13.922,13.978,13.991,13.965,14.33,14.219,14.313,14.243,14.5,14.452,14.196,14.198,14.29,14.314,14.54,14.569,14.663,14.738,14.789,14.866,15.117,15.244,15.313,15.457,15.55,15.467,15.722,15.889,15.869,16.067,16.502,17.021,17.163,17.402,17.611,17.676,17.69,17.876,18.08,18.449,18.702,18.931,19.03,19.229,19.524,19.88,20.381,20.915,21.585,21.862,22.653,22.954,24.042,24.706,25.534,25.768,26.309,27.042,27.213,27.691,27.696,28.348,28.67,28.927,29.201,29.215,29.103,29.859,30.222,31.119,31.823,33.514,34.891,35.938,37.066,38.021,39.104,39.653,41.037,42.049,42.927,43.47,43.82,44.559,45.146,44.994,45.778,46.598,47.207,47.529,47.74,47.852,48.106,48.199,48.266,48.529,49.035,49.588,50.143,50.36,50.921,51.083,51.326,51.692,52.361,52.933,53.66,54.768,55.706,56.277,56.545,57.353,57.548,57.796,58.872,59.533,60.236,60.676,60.338,59.988,60.221,60.801,61.609,62.576,63.547,64.444,64.459,64.946,65.334,65.803,66.077,66.428,66.978,67.291,67.592,68.089,68.479,69.006,69.84,70.497,71.13,71.86,72.339,72.797,73.379,74.027,74.651,75.378,76.164,76.867,77.537,78.507,79.413,80.368,81.443,82.386,83.288,84.161,85.778,86.575,87.36,87.451,88.109,88.966,90.08,90.565,91.828,92.164,92.54,93.242,94.356,95.37,96.357,96.442,98.666,98.827,99.742,102.654,102.064,103.546,103.894,105.396,106.626,107.77,109.068,109.945,110.283,110.807,111.635,111.008,109.689,109.675,110.452,110.956,110.781
"329","321","      Household maintenance (parts of 31, 33, and 36)","DHHMRG3",11.974,12.029,12.498,12.737,12.824,12.952,12.977,13.02,13.061,13.106,13.104,13.185,13.287,13.379,13.48,13.569,13.608,13.664,13.67,13.725,13.833,14.025,14.145,14.256,14.366,14.553,14.761,14.916,15.089,15.233,15.454,15.735,15.76,15.852,15.941,16.258,16.815,17.221,17.404,17.763,18.109,18.338,18.592,19.001,19.392,19.754,20.066,20.492,20.738,20.946,21.228,21.421,21.737,21.991,22.14,22.393,22.883,23.322,23.536,23.934,24.177,25.164,26.488,26.974,27.294,27.387,27.832,28.605,29.704,30.487,30.966,31.721,32.422,32.815,33.141,33.332,34.026,34.901,35.899,36.712,37.569,38.337,39.151,39.912,40.758,41.737,42.446,43.112,44.077,45.333,46.173,47.269,47.945,48.522,48.901,49.194,49.522,49.893,50.276,50.803,51.381,51.649,52.059,52.442,53.028,53.597,54.124,54.529,54.863,55.099,55.426,55.701,55.997,56.405,56.645,56.84,57.059,58.438,58.754,59.005,59.566,59.728,59.86,60.088,60.567,61.049,61.576,62.343,63.7,64.59,64.997,65.552,65.921,66.575,67.496,68.081,68.261,68.738,69.277,69.672,69.851,70.133,70.484,70.67,72.093,72.311,72.734,73.29,73.786,74.352,75.13,75.757,75.761,76.433,77.007,77.477,77.854,78.422,79.136,79.784,80.29,81.003,81.462,82.051,83.231,84.337,85.294,85.979,87.287,87.829,88.889,89.558,90.57,91.009,91.645,92.112,93.076,93.481,93.963,94.497,95.074,95.755,96.419,97.154,98.328,99.657,100.349,101.666,102.604,103.217,103.555,104.997,105.667,105.953,106.193,106.919,108.101,109.445,110.369,110.404,109.811,110.233,110.281,109.804,109.234
"330","322","        Domestic services","DDMSRG3",11.659,11.686,12.227,12.497,12.592,12.759,12.79,12.828,12.854,12.88,12.881,12.972,13.095,13.16,13.29,13.405,13.445,13.504,13.499,13.535,13.675,13.898,14.036,14.14,14.262,14.467,14.715,14.903,15.094,15.232,15.465,15.778,15.76,15.834,15.927,16.287,16.996,17.455,17.601,18.02,18.368,18.564,18.798,19.282,19.708,20.087,20.428,20.877,21.138,21.345,21.596,21.778,22.176,22.429,22.583,22.875,23.547,24.044,24.199,24.582,24.591,25.845,27.638,27.869,28.059,28.026,28.512,29.487,31.014,32.037,32.526,33.567,34.483,34.765,35.009,35.049,35.73,36.778,37.927,38.826,39.801,40.622,41.441,42.212,43.07,44.027,44.788,45.545,46.494,47.878,48.744,49.831,50.485,50.954,51.245,51.421,51.645,51.973,52.246,52.628,53.167,53.363,53.688,53.982,54.535,55.078,55.456,55.799,56.108,56.301,56.617,56.891,57.214,57.614,57.851,58.066,58.27,59.732,60.086,60.426,61.037,61.271,61.45,61.699,62.172,62.63,63.331,64.122,65.528,66.439,66.816,67.326,67.626,68.245,69.082,69.577,69.696,70.146,70.687,71.138,71.308,71.617,72.017,72.227,73.717,73.947,74.296,74.786,75.25,75.793,76.62,77.247,77.294,77.933,78.523,78.973,79.318,79.939,80.618,81.167,81.637,82.316,82.714,83.48,84.515,85.671,86.447,87.022,88.568,88.614,89.41,89.949,91.439,92.098,92.786,93.15,93.656,94.35,94.987,95.594,96.163,96.421,97.143,97.561,98.607,99.798,100.244,101.352,102.204,102.624,103.241,106.013,106.691,107.25,107.324,108.048,110.008,111.097,111.967,112.369,112.607,112.627,112.589,112.683,112.872
"331","323","        Moving, storage, and freight services","DMSERG3",14.421,14.651,14.977,15.238,15.258,15.168,15.099,15.189,15.404,15.487,15.529,15.698,15.642,15.76,15.981,15.981,16.004,15.98,16.117,16.329,16.247,16.312,16.436,16.518,16.596,16.703,16.79,16.957,17.006,17.25,17.415,17.637,17.756,17.854,17.881,18.14,18.36,18.712,19.03,19.257,19.706,20.032,20.378,20.744,21.211,21.688,21.938,22.399,22.554,22.741,23.129,23.368,23.538,23.834,23.978,24.15,24.345,24.655,24.961,25.573,26.042,26.682,27.561,28.252,28.847,29.319,29.811,30.556,31.195,31.713,32.311,32.731,33.325,33.961,34.623,35.08,35.93,36.924,38.133,39.075,39.982,40.78,41.648,42.428,43.296,44.269,44.943,45.597,46.605,48.154,49.036,50.231,50.906,51.348,51.614,51.827,52.092,52.394,52.68,53.081,53.523,53.734,54.05,54.349,54.945,55.575,55.997,56.314,56.595,56.786,57.013,57.241,57.526,57.89,58.112,58.285,58.448,60.085,60.294,60.548,61.115,61.205,61.367,61.557,61.864,62.325,62.977,63.81,65.421,66.368,66.81,67.415,67.75,68.46,69.34,69.894,70.015,70.451,71.011,71.439,71.613,71.883,72.226,72.444,74.174,74.39,74.804,75.379,75.833,76.432,77.24,77.807,77.773,78.534,79.148,79.725,80.133,80.591,81.532,81.854,82.102,82.999,83.5,84.001,85.031,85.9,86.796,87.877,88.511,89.405,90.541,91.493,91.941,92.048,92.443,92.628,94.132,94.237,94.397,94.792,94.926,95.502,95.342,96.722,98.136,99.606,100.441,101.73,102.439,103.153,102.335,101.835,102.238,102.097,102.426,102.648,102.191,102.971,103.711,102.1,99.292,100.867,100.329,98.162,95.537
"332","324","        Repair of furniture, furnishings, and floor coverings","DFRERG3",14.743,14.888,15.012,15.022,15.039,15.079,15.141,15.197,15.171,15.364,15.364,15.326,15.449,15.709,15.657,15.597,15.731,15.807,15.749,15.911,16.009,16.008,15.967,16.202,16.231,16.397,16.516,16.414,16.61,16.757,16.996,17.141,17.343,17.548,17.719,17.877,18.02,18.36,18.689,18.884,19.166,19.444,19.762,19.942,20.193,20.532,20.768,20.943,21.137,21.164,21.346,21.504,21.772,22.037,22.162,22.324,22.588,22.99,23.215,23.243,23.824,24.333,24.924,25.854,26.282,26.272,26.465,26.599,27.092,27.522,27.78,28.094,28.339,28.79,28.936,29.205,29.752,30.071,30.391,30.866,31.454,31.914,32.545,33.204,33.792,34.481,35.127,35.576,36.38,37.07,37.859,38.988,39.609,40.244,40.681,41.204,41.642,42.136,42.786,43.254,43.818,44.33,45.026,45.905,46.105,46.403,46.985,47.325,47.652,48.024,48.338,48.637,48.901,49.496,49.813,50.039,50.507,50.837,51.381,51.353,51.742,51.906,51.795,52.093,53.182,53.837,53.43,53.944,54.441,55.119,55.526,56.076,56.745,57.344,58.695,59.692,60.276,60.999,61.472,61.575,61.811,62.056,62.286,62.306,62.605,62.807,63.498,64.213,64.926,65.471,66.017,66.838,66.845,67.364,67.785,67.993,68.1,68.568,69.005,70.812,72.01,72.598,73.05,73.208,74.197,75.143,76.632,76.998,78.608,80.474,82.236,82.78,83.452,84.153,85.226,86.787,87.812,88.497,89.302,89.998,91.779,94.438,95.794,96.301,97.309,99.404,100.563,102.713,103.347,104.098,105.453,107.02,108.47,108.384,109.005,111.553,113.22,115.41,115.489,117.317,117.918,118.27,120.257,121.32,122.634
"333","325","        Repair of household appliances","DERERG3",11.174,11.353,11.478,11.556,11.682,11.662,11.682,11.708,11.849,11.971,11.855,11.852,11.861,12.087,11.881,11.892,11.835,11.924,11.981,11.983,11.957,12.066,12.175,12.261,12.325,12.422,12.51,12.621,12.779,12.945,13.143,13.351,13.494,13.633,13.707,13.937,14.133,14.356,14.615,14.876,15.212,15.574,15.945,16.141,16.489,16.682,17.109,17.611,17.96,18.465,18.773,18.932,18.985,19.207,19.322,19.632,19.922,20.345,20.643,20.931,21.652,22.324,23.197,24.498,25.234,25.506,25.826,26.287,26.978,27.432,27.757,28.151,28.438,28.846,29.04,29.262,29.753,30.075,30.391,30.872,31.457,31.917,32.55,33.207,33.793,34.482,35.128,35.577,36.381,37.071,37.856,38.987,39.604,40.243,40.679,41.205,41.641,42.137,42.783,43.262,43.815,44.329,45.021,45.904,46.103,46.402,46.984,47.323,47.65,48.022,48.335,48.636,48.898,49.496,49.811,50.039,50.506,50.835,51.376,51.349,51.741,51.905,51.791,52.09,53.174,53.836,53.426,53.943,54.436,55.119,55.526,56.075,56.745,57.342,58.693,59.691,60.277,60.997,61.474,61.575,61.812,62.057,62.286,62.301,62.606,62.806,63.5,64.211,64.926,65.473,66.018,66.84,66.844,67.363,67.784,67.991,68.098,68.567,69.004,70.813,72.009,72.596,73.049,73.207,74.197,75.144,76.631,76.998,78.61,80.477,82.235,82.779,83.451,84.153,85.225,86.787,87.811,88.496,89.301,89.997,91.782,94.44,95.792,96.298,97.303,99.394,100.551,102.698,103.335,104.084,105.438,107.005,108.452,108.366,108.987,111.538,113.203,115.393,115.472,117.298,117.9,118.251,120.241,121.3,122.617
"334","326","        Other household services","DMHSRG3",11.599,11.687,11.772,11.903,11.964,11.93,11.821,11.929,11.982,11.974,12.033,12.122,12.11,12.283,12.297,12.308,12.372,12.457,12.507,12.602,12.589,12.779,12.786,12.938,13.095,13.292,13.351,13.365,13.484,13.493,13.65,13.845,13.929,14.03,14.094,14.241,14.449,14.616,14.717,14.964,15.187,15.388,15.462,15.695,15.803,15.983,16.122,16.545,16.835,17.096,17.594,17.898,18.052,18.261,18.475,18.753,18.993,19.383,19.781,20.354,21.13,21.91,22.561,23.147,23.29,23.356,23.867,24.369,24.787,25.318,25.814,26.381,26.889,27.34,27.612,27.969,28.623,29.09,29.817,30.425,31.046,31.987,32.935,33.763,34.884,36.343,37.034,37.7,38.813,39.726,40.424,41.243,42.003,43.047,43.805,44.323,44.916,45.386,45.973,47.177,48.169,48.544,49.16,49.534,50.518,51.253,52.319,53.113,53.634,53.967,54.53,54.871,55.126,55.475,55.688,55.853,56.009,57.578,57.779,58.022,58.565,58.651,58.806,58.989,59.283,59.725,60.349,61.147,62.69,63.599,64.021,64.601,64.923,65.606,66.447,66.978,67.093,67.511,68.047,68.458,68.625,68.883,69.212,69.421,71.079,71.285,71.682,72.233,72.668,73.24,74.016,74.558,74.526,75.256,75.845,76.399,77.03,77.714,78.367,78.873,79.353,79.941,80.479,81.118,83.012,84.499,85.62,86.149,87.765,88.075,89.172,89.775,90.736,90.99,91.576,92.014,93.254,93.239,93.608,94.066,94.599,95.311,96.679,97.291,98.483,99.518,100.304,101.7,103.366,104.193,105.192,106.602,107.252,107.795,108.081,108.685,110.384,112.786,114.553,115.343,115.54,115.223,115.388,115.279,114.953
"335","327","      Net foreign travel","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","328","        Foreign travel by U.S. residents (129)","DFTRRG3",18.928,19.068,19.237,19.286,18.593,18.397,18.911,19.087,18.674,19.006,18.944,18.943,19.155,19.539,19.396,19.566,19.908,19.784,19.891,19.99,20.25,20.183,20.299,20.446,20.92,20.955,21.13,21.435,21.956,21.915,21.813,21.863,21.555,21.652,21.787,21.921,22.319,22.501,22.946,22.973,23.159,23.125,23.265,23.22,22.996,23.491,23.716,23.94,24.711,25.459,25.817,27.007,27.251,27.221,27.139,27.766,27.687,28.938,30.338,32.705,34.826,35.935,36.415,37.67,38.466,39.324,40.279,41.229,40.223,40.487,40.775,40.962,42.564,43.078,42.885,43.742,43.676,44.497,45.388,46.009,47.03,49.402,50.969,52.545,54.747,55.641,56.739,57.909,58.946,59.424,59.926,60.371,60.186,57.948,55.466,55.382,55.269,55.342,55.284,55.212,55.512,54.91,52.16,50.203,49.729,50.722,52.182,53.74,55.402,56.662,57.437,57.611,55.547,55.432,55.462,55.871,58.001,58.899,59.103,59.912,59.419,59.49,59.557,59.95,60.973,62.239,64.004,65.772,67.82,66.349,66.901,67.95,69.347,70.098,72.106,70.121,70.401,71.153,70.51,71.171,72.146,71.515,73.475,74.609,72.785,76.102,75.983,75.54,76.042,76.419,77.446,78.312,77.617,79.238,78.153,76.919,75.327,76.135,75.746,77.523,77.728,78.103,78.488,78.956,79.349,78.756,78.651,78.832,79.56,79.012,80.076,80.591,79.903,81.612,84.495,84.085,85.4,87.606,88.023,89.684,90.956,92.728,94.575,96.363,97.505,100.562,101.497,100.436,102.102,103.874,104.674,106.334,107.908,109.669,111.907,114.545,117.702,122.418,124.239,115.722,110.116,106.123,106.336,112.16,114.157
"337","329","          Passenger fares for foreign travel","DAFTRG3",19.27,19.52,19.98,19.994,18.419,17.809,19.135,19.477,18.163,18.89,18.724,18.603,18.916,19.437,18.955,19.164,19.812,19.264,19.311,19.332,19.874,19.477,19.541,19.688,20.209,20.188,20.292,20.501,20.918,20.813,20.563,20.687,19.933,20.168,20.5,20.833,21.168,21.189,21.418,21.48,21.606,21.522,21.752,21.749,20.997,21.563,21.898,22.335,22.628,23.482,23.504,24.26,24.922,24.858,24.713,24.769,23.225,24.16,25.375,26.336,28.898,29.698,30.322,31.18,31.904,32.304,32.555,33.138,33.117,33.678,34.308,34.724,36.931,36.514,36.079,35.614,33.608,34.217,34.829,35.41,34.785,36.283,37.731,39.164,41.372,42.42,43.256,44.173,45.934,46.286,46.724,47.107,48.048,48.051,48.05,48.114,48.676,48.421,48.176,47.863,47.799,47.42,46.985,46.606,44.929,45.378,45.798,46.221,46.986,47.174,47.362,47.548,47.461,48.426,49.109,49.822,50.932,51.468,50.53,51.816,51.838,51.769,51.607,51.963,53.298,55.117,58.066,60.589,63.025,62.338,61.962,62.722,63.129,63.76,65.394,63.424,63.461,64.156,64.38,64.184,64.601,64.317,65.208,65.916,67.146,69.153,68.325,68.839,69.484,68.93,69.597,71.073,70.536,73.986,73.31,72.455,72.507,72.786,72.713,74.2,74.304,75.463,76.312,76.296,77.256,77.982,78.359,81.492,83.266,82.762,84.645,86.241,85.136,86.105,90.039,88.591,89.899,91.41,92.52,92.208,91.436,92.449,94.421,96.047,97.714,99.521,100.652,102.064,103.888,105.517,104.927,107.42,109.636,108.691,110.66,112.137,115.511,119.892,126.344,127.104,115.767,103.147,101.901,114.752,119.274
"338","330","          U.S. travel outside the United States","DUSTRG3",18.855,18.93,18.93,19.004,18.855,18.93,18.93,19.004,19.153,19.228,19.228,19.303,19.452,19.75,19.824,19.973,20.123,20.273,20.42,20.569,20.644,20.793,20.942,21.092,21.539,21.613,21.837,22.21,22.805,22.805,22.805,22.804,22.805,22.805,22.805,22.805,23.253,23.549,24.148,24.147,24.372,24.37,24.445,24.37,24.521,24.967,25.116,25.189,26.308,26.978,27.574,29.073,28.99,28.991,28.992,30.109,31.296,32.859,34.412,37.924,39.501,40.767,41.065,42.632,43.519,44.788,46.36,47.622,45.757,45.758,45.757,45.76,46.875,48.145,48.144,50.085,51.722,52.693,53.812,54.475,57.004,60.146,61.78,63.423,65.507,66.179,67.454,68.789,69.013,69.606,70.207,70.8,69.58,65.264,60.509,60.219,59.329,59.626,59.696,59.849,60.443,59.693,55.547,52.62,52.77,54.032,56.101,58.358,60.57,62.513,63.652,63.785,60.463,59.696,59.323,59.551,62.3,63.422,64.322,64.839,64.011,64.168,64.392,64.84,65.735,66.702,67.815,69.154,70.948,68.999,70.044,71.255,73.26,74.083,76.314,74.307,74.721,75.503,74.323,75.52,76.862,76.02,78.691,80.104,76.327,80.448,80.774,79.706,80.108,81.066,82.325,82.811,82.038,82.486,81.136,79.648,77.001,78.129,77.534,79.503,79.796,79.65,79.738,80.505,80.511,79.059,78.671,76.969,77.104,76.577,77.132,77.007,76.522,78.642,80.867,81.039,82.331,84.972,84.92,87.904,90.611,92.938,94.702,96.616,97.389,101.384,102.164,99.179,100.699,102.565,104.481,105.454,106.508,110.524,113.038,116.693,119.786,124.874,123.021,107.837,105.96,107.683,108.92,109.773,110.001
"339","331","          U.S. student expenditures","DUSSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.915,69.511,70.107,70.701,69.486,65.133,60.407,60.134,59.24,59.538,59.613,59.761,60.357,59.593,55.479,52.535,52.689,53.954,56.037,58.272,60.502,62.43,63.558,63.696,60.436,59.613,59.237,59.461,62.221,63.337,64.227,64.749,63.926,64.079,64.302,64.749,65.642,66.61,67.725,69.068,70.849,68.913,69.952,71.144,73.16,73.98,76.209,74.192,74.623,75.397,74.219,75.429,76.756,75.914,78.589,79.988,76.208,80.324,80.663,79.593,79.982,80.941,82.197,82.681,81.922,82.371,81.025,79.538,76.889,78.021,77.425,79.399,79.685,79.538,79.628,80.395,80.404,79.215,78.566,76.949,77.105,76.584,77.162,77.017,76.524,78.632,80.874,81.04,82.36,84.964,84.925,87.897,90.631,92.933,94.708,96.619,97.396,101.396,102.181,99.182,100.717,102.591,104.503,105.471,106.536,110.556,113.06,116.729,119.817,124.896,122.978,107.852,105.995,107.717,108.948,109.802,110.03
"340","332","        Less: Expenditures in the United States by nonresidents (130)","DEXFRG3",14.498,14.524,14.6,14.675,14.675,14.725,14.751,14.851,14.903,14.903,14.953,14.977,15.026,15.076,15.1,15.152,15.179,15.205,15.307,15.332,15.432,15.457,15.507,15.584,15.61,15.687,15.763,15.839,15.965,16.117,16.242,16.418,16.441,16.592,16.719,16.87,17.048,17.25,17.452,17.627,17.852,18.151,18.428,18.631,18.986,19.288,19.467,19.746,19.847,20.049,20.202,20.353,20.529,20.68,20.881,21.109,21.411,21.761,22.142,22.595,23,23.602,24.186,24.74,25.193,25.495,25.878,26.329,27.015,27.369,27.847,28.299,28.732,29.313,29.768,30.299,31.031,31.714,32.491,33.144,33.743,34.669,35.583,36.759,38.078,39.059,39.956,40.873,41.98,43.146,44.51,44.967,45.885,46.882,47.818,48.096,48.529,49.167,49.881,50.632,51.381,52.148,52.722,53.138,53.692,54.526,55.287,55.933,55.869,56.244,56.929,57.689,58.616,59.281,59.867,60.079,61.189,61.829,61.991,62.225,62.898,63.654,64.236,64.787,65.713,66.447,68.235,69.394,71.334,71.369,71.935,72.381,73.154,73.322,73.836,74.064,74.288,74.561,74.603,75.083,75.176,75.429,75.325,75.469,75.64,76.531,76.828,77.098,77.802,78.329,78.866,79.143,79.648,80.258,80.623,81.325,80.956,81.246,81.652,82.198,82.241,83.411,84.146,84.963,86.281,87.473,88.136,88.788,88.851,89.089,88.453,87.433,87.653,88.448,88.686,89.529,90.46,90.25,91.726,92.665,93.619,94.738,95.697,97.17,98.044,98.792,100.868,102.296,103.299,104.864,105.919,104.888,106.29,108.293,109.632,111.399,113.081,114.688,117.063,112.048,109.726,109.488,111.712,113.064,113.8
"341","333","          Foreign travel in the United States","DFTURG3",16.108,16.137,16.221,16.305,16.305,16.361,16.389,16.5,16.557,16.557,16.613,16.641,16.697,16.753,16.78,16.837,16.865,16.893,17.005,17.033,17.145,17.173,17.229,17.313,17.341,17.425,17.51,17.593,17.733,17.902,18.042,18.238,18.265,18.434,18.575,18.742,18.938,19.162,19.387,19.583,19.836,20.17,20.479,20.704,21.097,21.431,21.628,21.937,22.048,22.271,22.441,22.609,22.804,22.972,23.197,23.45,23.786,24.175,24.599,25.102,25.551,26.22,26.869,27.484,27.987,28.323,28.747,29.247,30.007,30.398,30.928,31.43,31.909,32.555,33.058,33.647,34.459,35.217,36.083,36.813,37.486,38.518,39.53,40.827,42.277,43.366,44.38,45.438,46.727,47.876,49.253,50.062,50.954,51.993,52.888,53.256,53.592,54.213,54.883,55.695,56.465,57.263,57.82,58.187,58.745,59.674,60.51,61.156,60.904,61.24,61.975,62.779,63.794,64.454,65.071,65.208,66.427,67.03,67.076,67.224,67.865,68.616,69.175,69.693,70.667,71.405,73.373,74.626,76.792,76.673,77.151,77.492,78.279,78.317,78.774,78.864,78.971,79.16,79.087,79.534,79.528,79.695,79.442,79.517,79.593,80.532,80.767,80.996,81.705,82.201,82.714,82.931,83.402,84.007,84.331,85.064,84.512,84.739,85.12,85.669,85.567,86.821,87.598,88.479,89.933,91.17,91.801,92.402,92.256,92.313,91.32,89.829,89.877,90.582,90.584,91.31,92.097,91.455,92.666,93.378,94.148,95.178,95.985,97.394,98.138,98.707,100.91,102.338,103.204,104.708,105.605,104.073,105.395,107.427,108.72,110.457,112.153,113.753,116.259,110.206,107.183,106.55,108.771,110.077,110.639
"342","334","          Medical expenditures of foreigners","DMEFRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.167,17.674,18.307,19.059,19.684,20.31,20.978,21.534,22.151,22.731,23.287,23.799,24.331,24.777,25.205,25.707,26.103,26.521,26.788,27.071,27.537,27.978,28.459,28.994,29.382,29.952,30.466,30.982,31.708,32.536,33.399,34.28,35.259,36.187,37.224,38.258,39.075,40.057,41.236,42.452,43.448,44.316,45.228,46.166,47.333,48.38,49.328,50.318,51.448,52.551,53.357,54.177,54.821,55.538,56.324,57.064,57.703,58.268,58.974,59.668,60.331,60.978,61.623,62.138,62.626,63.131,63.399,64.029,64.489,65.011,65.685,66.209,67.013,67.602,68.413,69.255,70.278,71.474,72.923,73.813,74.945,76.254,77.482,78.887,80.716,82.799,84.389,86.467,87.748,88.634,90.542,92.027,93.224,94.361,95.611,96.777,98.247,99.379,100.292,101.858,103.747,105.814,107.298,108.426,109.981,112.062,114.322,116.938,119.009,120.5,122.09,123.506,125.812,128.105,130.043,132.061,134.874
