"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"1083","247","      Financial services","DFNLRG3",83.655,84.148,84.139,84.23,84.129,84.089,84.451,84.506,84.672,84.949,84.706,84.79,85.003,84.973,83.789,84.454,84.826,85.067,85.924,86.081,86.344,86.464,86.936,87.256,87.988,88.984,89.912,90.124,90.283,91.373,90.872,91.189,91.697,92.008,92.898,92.908,92.804,92.867,93.054,92.694,92.822,90.814,92.541,93.125,91.219,92.493,91.837,92.203,92.526,92.662,92.646,92.437,92.114,91.377,91.712,91.292,91.371,91.314,91.298,91.84,93.027,94.095,93.676,91.936,91.24,90.603,90.369,90.148,90.389,90.61,90.332,89.972,90.547,90.623,90.47,90.286,90.01,89.639,89.674,89.429,88.943,88.562,88.677,88.769,89.037,89.922,90.502,91.089,91.727,92.033,92.197,92.216,92.632,93.147,93.487,93.288,92.843,93.072,93.414,94.195,94.725,94.89,94.824,94.837,94.864,94.721,94.984,95.26,95.93,96.18,96.258,96.578,96.782,97.22,97.807,98.006,98.145,97.903,98.058,98.302,98.75,99.311,99.74,100.124,100.172,100.08,100.018,99.947,100.144,100.594,100.614,100.505,100.842,100.69,101.04,101.681,102.077,102.275,101.609,101.886,102.852,103.572,103.664,103.837,103.883,103.741,103.805,104.043,104.538,105.135,105.492,106.417,108.006,109.053,110.011,110.095,109.65,109.667,109.675,110.149,110.557,110.947,110.441,110.32,110.652,110.082,108.885,108.269,107.497,106.988,106.235,106.86,107.113,107.397,107.28,106.85,106.466,107.478,107.938,108.403,108.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","248","        Financial services furnished without payment (107)","DIMPRG3",73.051,73.125,73.014,72.578,72.372,72.276,72.455,72.464,72.48,72.374,72.397,72.436,72.84,72.763,72.576,71.976,72.089,72.591,73.644,74.364,74.905,75.276,75.774,76.423,77.21,77.969,78.658,79.233,79.585,79.711,79.371,79.667,80.399,81.825,82.548,82.839,82.729,82.86,83.326,83.867,84.493,84.92,85.198,85.206,84.953,84.743,84.829,85.625,85.943,86.407,86.441,86.38,86.28,86.445,87.029,87.309,87.413,86.989,87.237,87.866,89.226,90.097,90.731,90.858,90.899,90.791,89.882,89.623,89.613,89.738,89.84,89.944,90.427,90.547,90.462,90.796,90.431,89.934,89.01,88.46,87.952,87.863,87.732,88.066,88.483,89.417,90.543,91.638,92.59,93.246,93.401,93.67,93.956,94.357,94.855,95.342,94.961,95.195,95.486,96.067,96.375,96.472,96.409,96.297,96.028,95.388,95.335,95.705,96.425,96.481,96.412,96.657,96.846,97.307,98.07,98.489,98.69,98.56,98.738,99.204,99.848,100.368,100.789,101.066,101.02,100.641,100.077,99.582,99.292,99.32,99.077,98.92,99.576,99.765,100.173,101.029,101.367,101.306,100.778,100.82,101.289,102.387,102.704,102.342,101.464,101.103,101.47,102.633,103.689,104.705,105.822,106.88,108.092,109.421,110.129,109.878,108.826,108.675,109.228,110.397,111.239,111.317,110.452,110.123,110.332,110.384,110.547,110.74,109.36,108.399,107.398,108.095,108.682,109.186,108.859,108.312,107.697,108.864,109.48,110.33,109.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","249","          Commercial banks","DIMCRG3",72.172,71.928,71.629,70.739,70.38,70.039,70.198,69.99,69.879,69.608,69.595,69.587,70.247,70.066,69.721,68.516,68.512,69.023,70.355,71.152,71.691,72.032,72.561,73.307,74.312,75.179,76.033,76.68,77.073,77.133,76.34,76.648,77.503,79.738,80.558,80.75,80.428,80.554,81.273,81.817,82.751,83.346,83.618,83.43,82.801,82.455,82.267,83.27,83.795,84.401,84.298,83.894,83.565,83.613,84.281,84.532,84.603,83.48,83.744,84.382,86.615,87.418,87.956,88.359,88.416,88.274,86.205,86.048,86.167,86.234,86.868,87.738,88.748,89.109,89.074,90.184,89.587,88.993,87.471,86.791,85.926,86.296,85.823,86.084,87.216,88.89,90.779,92.547,94.044,94.948,95.085,95.461,95.912,96.818,97.065,97.017,96.522,96.655,97.008,97.728,98.033,98.1,97.871,97.491,96.905,95.904,95.594,95.752,96.442,96.812,96.598,96.945,96.81,97.44,98.564,99.455,99.777,99.437,99.541,100.006,100.585,101.344,102.016,102.359,102.237,101.434,100.139,99.084,98.419,98.333,97.652,96.576,97.202,96.876,97.485,99.051,99.608,99.101,97.523,97.718,99.561,103.052,104.646,104.018,100.954,99.868,100.549,102.935,105.069,106.934,108.514,109.768,110.683,111.236,111.734,112.191,112.489,113.767,115.94,119.064,120.569,120.194,117.798,116.977,117.605,119.624,121.043,121.814,119.447,117.099,114.765,116.236,117.7,119.143,117.076,114.97,112.819,114.649,116.472,118.287,115.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","250","          Other depository institutions and regulated investment companies","DIMNRG3",77.741,78.132,78.123,77.874,77.671,77.673,77.868,77.996,78.046,77.937,77.902,77.848,77.971,77.783,77.511,77.097,77.201,77.769,78.821,79.641,80.234,80.641,81.174,81.881,82.762,83.601,84.351,84.998,85.376,85.478,85.303,85.577,86.311,87.492,88.283,88.659,88.458,88.521,88.832,89.432,89.901,90.26,90.514,90.566,90.421,90.091,90.341,91.191,91.371,91.847,91.903,91.855,91.828,92.074,92.642,92.888,92.864,92.678,92.879,93.579,94.386,95.365,95.974,96.004,95.938,95.591,94.98,94.534,94.259,94.347,94.136,93.818,93.626,93.561,93.428,93.286,92.828,92.182,91.336,90.649,90.1,89.642,89.665,90.124,90.202,90.856,91.637,92.49,93.276,93.829,94.016,94.227,94.508,94.565,95.428,96.493,96.044,96.214,96.454,97.101,97.429,97.603,97.63,97.515,97.266,96.677,96.698,97.107,97.381,97.189,97.18,97.182,97.489,97.911,98.462,98.758,98.81,98.785,98.968,99.538,99.732,100.223,100.554,100.88,100.843,100.607,100.171,99.785,99.442,99.193,99.174,99.437,100.054,100.578,101.029,101.432,101.687,101.799,101.766,101.653,101.466,101.193,100.838,100.418,99.917,99.751,99.947,100.53,101.238,102.079,103.059,104.339,105.945,107.897,108.575,107.976,105.999,104.998,104.828,105.48,105.929,106.159,106.172,106.177,106.182,106.172,106.185,106.227,105.805,105.722,105.615,105.954,105.825,105.582,105.792,105.879,105.937,106.096,106.182,106.393,106.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","251","          Pension funds","DPENRG3",59.695,59.845,60.018,60.317,60.526,60.805,60.997,61.244,61.477,61.77,62.004,62.352,62.764,63.173,63.548,63.963,64.358,64.645,64.99,65.253,65.653,65.997,66.335,66.625,66.711,67.034,67.224,67.471,67.678,67.992,68.241,68.544,68.993,69.27,69.611,69.887,70.398,70.677,70.952,71.318,71.664,71.894,72.224,72.51,72.754,73.125,73.372,73.552,73.765,73.88,74.141,74.768,74.963,75.159,75.59,76.014,76.529,76.911,77.256,77.672,78.783,79.49,80.379,80.24,80.541,81.149,81.477,81.548,82.052,82.357,82.437,82.442,83.94,84.143,84.086,84.391,84.767,84.94,85.041,85.234,85.681,85.781,86.036,86.258,86.196,86.345,86.798,87.084,87.279,87.699,87.805,88.015,87.925,88.242,88.126,87.939,87.973,88.579,88.841,88.868,89.078,88.965,88.944,89.394,89.722,89.666,89.913,90.603,92.886,93.089,93.135,93.986,94.513,94.732,95.435,95.235,95.716,95.718,96.085,96.227,98.688,98.831,99.07,99.046,99.145,99.145,99.675,99.972,100.678,101.966,101.811,102.072,102.875,102.924,102.72,103.655,103.809,104.02,103.839,104.09,104.124,105.284,105.446,105.817,107.846,108.164,108.558,109.538,109.818,109.86,110.618,110.464,110.806,111.411,112.679,112.251,111.692,111.54,111.183,109.955,110.697,111.258,110.833,110.499,110.459,106.453,104.354,103.755,101.576,100.958,100.153,100.235,101.08,101.838,103.651,104.477,104.986,107.928,107.678,108.533,109.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","252","        Financial service charges, fees, and commissions (108)","DOFIRG3",99.171,100.624,100.869,102.184,102.336,102.434,103.172,103.326,103.81,104.904,104.081,104.244,104.004,104.065,100.867,104.158,105.052,104.715,105.072,103.987,103.63,103.203,103.587,103.191,103.759,105.194,106.572,106.022,105.78,108.763,107.966,108.295,108.329,106.534,107.676,107.145,107.066,106.989,106.627,104.635,103.878,97.982,102,103.514,99.105,102.65,100.86,100.575,100.931,100.603,100.525,100.11,99.483,97.486,97.483,96.114,96.161,96.599,96.231,96.662,97.634,98.924,97.269,93.34,91.736,90.458,91.03,90.855,91.379,91.694,90.98,90.1,90.771,90.79,90.551,89.765,89.587,89.355,90.561,90.695,90.235,89.485,89.91,89.698,89.78,90.606,90.524,90.501,90.773,90.678,90.858,90.603,91.171,91.816,91.985,91.037,90.531,90.765,91.17,92.172,92.942,93.182,93.117,93.265,93.604,93.986,94.59,94.767,95.385,95.843,96.083,96.491,96.718,97.137,97.525,97.477,97.552,97.189,97.326,97.336,97.579,98.191,98.633,99.138,99.289,99.501,99.964,100.335,101.041,101.935,102.23,102.163,102.157,101.652,101.941,102.367,102.818,103.266,102.463,102.967,104.418,104.768,104.64,105.34,106.304,106.383,106.145,105.467,105.41,105.597,105.205,106,107.961,108.727,109.937,110.36,110.541,110.738,110.17,109.899,109.839,110.567,110.448,110.553,111.022,109.78,107.075,105.55,105.457,105.452,104.974,105.522,105.401,105.435,105.557,105.258,105.135,105.975,106.256,106.269,106.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","253","          Financial service charges and fees","DFEERG3",69.211,71.263,71.21,71.162,71.263,70.903,70.916,71.017,72.844,73.371,73.507,73.63,74.865,75.612,75.594,75.607,75.607,75.866,75.88,75.796,75.941,76.046,76.227,76.209,76.771,78.142,79.284,79.012,79.315,79.846,80.066,80.14,79.798,80.075,80.439,80.747,80.827,80.908,81.07,81.07,80.908,81.716,82.119,82.442,82.281,82.2,82.281,82.523,82.765,83.411,83.411,83.411,83.654,83.734,83.977,83.896,84.784,85.914,85.995,86.237,86.447,87.166,87.319,87.319,87.731,87.626,88.361,88.506,88.603,89.645,89.742,89.112,90.638,90.937,91.058,91.066,91.252,91.429,91.656,91.833,92.302,92.358,93.206,93.65,93.593,93.747,93.698,93.731,94.038,94.151,94.369,94.522,94.772,95.394,95.233,95.176,94.95,95.693,95.766,95.992,96.04,96.605,96.557,96.452,96.549,96.218,96.872,96.944,97.429,98.01,98.156,98.971,98.689,98.915,99.141,99.036,99.415,99.399,99.658,99.617,99.754,100.013,100.223,100.191,100.142,99.892,100.086,99.908,99.755,99.9,100.069,100.069,100.61,100.279,101.014,101.474,101.676,101.846,98.551,98.551,101.862,103.194,102.177,102.314,102.813,102.678,102.658,102.796,102.896,103.407,100.997,101.453,104.369,104.369,104.351,104.841,104.821,104.994,105.154,106.15,106.272,106.392,105.292,104.855,106.289,105.653,101.615,98.773,99.065,99.053,98.767,98.962,99.109,99.534,99.899,99.674,99.577,100.067,100.565,100.336,100.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","254","          Securities commissions","DEQTRG3",214.975,213.421,213.705,221.148,221.742,223.04,226.228,225.26,220.388,223.638,217.294,216.297,209.627,206.671,190.623,206.616,210.998,208.204,210.854,205.011,201.441,198.706,199.59,197.097,197.57,200.29,204.29,202.103,200.428,212.937,207.13,207.783,207.777,198.281,200.747,196.869,195.206,194.289,192.237,181.633,176.95,149.386,165.579,171.401,152.995,168.302,159.559,158.354,158.327,155.685,155.376,153.748,150.364,143.418,142.383,136.562,134.716,134.545,133.022,133.639,135.417,139.025,133.202,119.763,113.393,107.925,108.27,107.821,108.527,108.037,105.525,103.502,104.146,103.887,103.23,99.52,97.964,96.502,100.714,100.339,96.803,93.143,92.841,90.772,91.808,95.54,94.36,92.321,91.823,91.308,91.559,90.637,92.883,93.987,95.718,93.542,94.573,94.215,94.251,95.159,96.448,95.484,95.629,96.322,97.031,98.643,99.109,98.678,97.911,97.412,96.966,97.091,97.592,97.829,97.95,97.643,97.781,97.051,97.295,96.828,96.633,97.485,97.804,99.048,99.392,100.487,101.228,101.384,101.465,102.175,101.669,101.229,100.776,99.801,99.512,99.496,99.758,99.587,100.132,100.535,99.892,99.259,99.495,99.703,100.276,99.198,98.576,97.747,98.374,97.601,98.491,98.981,99.401,100.105,103.093,102.402,102.27,103.144,101.042,99.827,99.209,100.297,99.496,99.91,99.873,99.726,97.369,97.64,98.311,98.348,96.581,97.037,95.961,94.767,95.289,94.587,94.476,97.29,97.65,98.038,98.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","255","            Direct commissions","DDCTRG3",288.229,280.602,278.241,293.208,292.603,293.187,296.091,292.702,282.737,286.553,276.626,278.361,275.165,272.514,242.861,272.512,281.86,277.597,285.033,274.719,268.302,262.86,264.293,259.208,258.276,258.995,266.479,266.933,262.695,281.71,273.759,272.589,278.927,252.491,246.743,255.872,249.329,248.095,241.893,220.941,211.725,166.143,193.73,203.258,174.12,195.523,181.722,179.524,175.857,176.261,174.814,168.101,165.696,157.544,153.682,143.906,141.183,141.777,137.111,138.444,140.778,139.16,128.465,116.752,111.344,103.159,102.629,102.218,102.617,102.627,101.216,98.658,101.032,100.438,101.795,100.997,101.062,96.828,100.883,97.639,94.416,91.202,92.714,90.165,90.848,94.501,92.464,89.398,89.616,90.258,90.788,90.363,94.194,95.711,98.043,94.46,96.254,96.077,96.374,98.198,100.417,99.141,99.485,99.764,100.251,100.392,99.776,99.724,100.189,99.964,99.612,99.32,99.324,99.465,98.788,98.354,99.448,98.665,98.811,98.871,98.735,99.15,98.902,99.705,99.212,100.531,100.715,100.654,100.58,100.347,100.48,100.988,101.025,100.039,99.651,99.711,99.396,98.6,98.624,99.499,100.114,100.856,102.289,102.076,102.413,102.049,100.406,102.02,105.529,106.811,107.173,106.876,108.933,110.719,108.024,109.226,108.321,107.142,105.247,101.657,102.686,103.278,100.772,101.272,100.275,97.351,96.34,97.732,97.522,97.373,96.36,98.014,98.41,99.062,98.814,99.689,100.397,100.752,101.167,101.418,101.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","256","              Exchange-listed equities","DDCERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.158,229.76,233.424,223.804,208.369,212.951,231.15,236.918,239.82,222.403,214.898,214.435,227.554,231.219,222.578,199.831,187.347,181.578,180.887,180.024,186.316,189.764,186.267,184.226,173.827,167.781,161.396,155.241,152.875,147.431,143.246,139.96,138.396,134.806,127.884,129.71,132.959,139.885,132.08,116.113,109.81,101.973,100.444,99.73,100.546,101.056,104.217,98.2,103.503,101.871,104.625,102.891,102.891,95.039,103.503,97.69,93.612,89.533,89.533,97.079,94.937,101.667,99.016,93.51,93.917,96.365,97.996,97.589,92.694,96.773,100.852,93.408,96.365,96.161,96.977,100.24,99.934,97.079,97.589,98.2,98.914,98.812,97.079,97.69,98.098,98.2,97.996,97.487,97.385,97.589,96.467,96.161,99.628,97.69,97.079,97.385,97.385,97.806,97.511,99.866,98.144,101.213,101.322,101.327,101.944,101.641,101.44,101.339,101.951,102.359,102.461,102.563,101.645,102.053,102.971,104.196,104.604,104.91,105.319,104.91,105.115,105.115,104.91,105.421,106.952,107.462,108.278,106.237,107.156,107.258,105.319,105.115,104.298,104.196,103.38,103.584,104.91,104.094,101.747,102.767,99.4,93.378,92.154,95.522,95.828,96.032,94.144,97,97.785,98.418,97.597,99.771,100.488,101.239,101.27,101.733,102.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","257","              Other direct commissions","DDCORG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.462,288.812,300.271,312.413,322.759,362.102,319.744,311.798,322.785,287.761,284.949,308.339,276.231,272.106,274.16,261.467,259.008,167.311,221.294,242.151,168.724,210.981,185.095,182.364,184.702,191.1,194.414,186.323,183.405,171.723,167.982,151.717,147.526,151.355,148.313,149.066,150.62,141.567,128.002,118.766,113.635,104.839,105.049,104.839,104.839,104.42,98.654,99.283,98.654,98.968,98.759,98.968,99.178,99.283,98.234,98.339,96.4,94.46,98.234,82.404,86.597,86.702,85.339,85.025,85.13,83.976,83.662,83.347,97.186,94.984,95.089,95.194,95.928,95.718,95.404,95.613,100.122,100.226,100.436,100.436,100.751,101.065,101.275,100.751,101.275,100.855,100.436,100.331,100.436,100.541,100.122,99.597,99.283,99.178,99.807,99.702,99.493,99.912,99.701,99.596,99.806,100.225,100.434,100.329,99.91,99.7,100.014,100.853,100.643,98.966,98.337,98.337,98.337,96.869,96.45,97.184,97.918,98.861,100.748,100.643,101.063,100.539,98.232,100.329,104.732,106.409,106.619,107.353,110.079,112.7,109.555,111.442,110.393,108.611,106.2,100.958,101.901,103.055,100.539,100.853,100.853,99.281,98.337,98.756,98.442,98.232,97.582,98.74,98.951,99.593,99.487,99.972,100.667,100.951,101.509,101.709,101.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","258","            Indirect commissions","DICTRG3",191.37,196.108,200.314,205.685,208.787,211.74,215.647,216.319,214.199,217.871,210.352,202.415,183.053,177.441,169.618,180.027,182.43,181.908,183.193,181.301,180.215,178.948,179.959,179.81,189.845,193.848,186.719,187.058,190.482,204.452,199.015,202.93,197.81,216.311,223.436,196.241,191.296,191.607,194.127,191.908,193.369,176.971,187.891,194.54,181.184,200.439,191.868,191.112,197.613,181.512,185.779,201.291,188.594,172.329,173.955,171.985,171.494,172.67,185.749,187.016,191.405,223.499,229.246,187.184,165.894,162.386,164.611,162.319,164.79,161.998,152.279,151.663,146.536,149.449,139.828,118.042,104.442,106.171,106.913,117.667,115.792,113.599,110.189,107.477,105.728,111.984,110.873,109.841,106.651,105.744,109.99,108.406,106.364,104.665,104.267,104.516,102.996,101.153,101.153,101.506,102.447,103.152,104.284,105.526,102.984,103.117,104.019,102.137,101.763,103.543,102.309,101.597,102.225,101.906,104.799,105.154,103.56,104.069,105.849,103.701,103.892,104.023,102.33,102.498,102.91,102.166,101.951,99.596,95.563,96.82,94.583,93.667,94.91,95.254,95.012,92.185,92.368,91.55,92.049,91.763,90.408,90.411,90.196,90.943,90.92,87.424,90.364,88.926,88.91,86.948,91.908,95.668,94.584,94.207,111.537,108.343,112.566,119.844,115.219,116.352,112.091,116.233,119.173,125.294,130.357,146.149,143.819,142.023,140.184,138.388,131.414,128.701,122.318,114.644,118.378,113.356,111.368,117.684,114.152,113.347,115.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","259","              Over-the-counter equity securities","DICVRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2290.745,2239.469,2322.523,2346.584,2267.457,2490.019,2180.505,2065.397,2155.205,2036.836,2116.568,2184.838,1861.999,1775.286,1759.383,1662.715,1637.765,1212.709,1385.171,1478.517,1098.832,1479.566,1240.506,1176.973,1240.126,946.289,998.638,1230.364,1037.38,796.464,822.222,793.507,778.088,784.733,934.394,942.495,980.466,1328.052,1380.297,940.216,721.097,685.813,707.357,666.35,657.388,567.045,551.022,535.089,514.178,528.753,442.664,269.582,177.156,185.484,186.209,273.112,268.586,264.06,245.955,235.544,234.82,225.134,216.806,211.284,184.127,176.522,181.32,168.194,156.336,154.253,145.201,147.283,137.597,118.858,118.134,119.492,127.187,132.709,143.119,155.611,132.709,132.709,140.403,123.656,121.574,137.597,126.644,123.928,130.717,127.096,113.427,125.286,108.81,117.953,123.475,101.93,102.836,111.644,90.679,97.186,102.266,90.858,109.291,115.335,100.17,91.91,102.032,91.934,100.217,92.389,90.114,96.121,98.852,87.383,87.838,94.21,81.831,89.204,99.762,91.479,96.576,91.934,97.942,83.196,97.032,111.231,115.874,130.528,101.583,123.247,123.702,129.618,120.88,115.418,130.528,129.618,132.44,140.632,135.626,114.508,130.073,145.274,131.894,135.171,110.776,110.321,105.278,122.658,100.647,91.448,100.638,92.367,79.964,89.589,85.914,85.459,80.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","260","              Other imputed commissions","DICORG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.731,65.411,60.761,60.603,63.256,67.19,68.69,72.633,68.56,80.843,83.436,67.967,70.6,72.427,74.331,75.27,76.84,78.374,80.088,81.77,83.724,85.517,87.69,89.602,91.268,91.807,92.493,92.973,93.22,93.45,93.954,94.405,94.931,95.112,95.476,96.005,97.14,97.71,98.145,97.442,96.93,96.767,96.767,99.09,102.477,110.992,100.638,101.122,96.961,97.735,98.122,97.832,97.735,97.832,97.832,97.832,96.206,94.58,92.955,91.329,89.703,97.832,97.832,97.638,97.638,97.638,101.702,101.606,100.928,99.38,100.154,100.154,99.574,99.864,99.864,99.961,99.864,99.864,99.864,99.864,99.864,99.864,99.864,99.864,99.864,99.864,99.864,99.38,99.38,99.38,104.122,103.251,103.251,102.96,104.412,104.412,104.412,103.624,103.706,103.272,103.354,103.614,102.011,99.129,95.757,97.531,94.434,94.055,94.833,95.708,95.611,92.11,92.11,92.012,92.499,91.721,91.137,90.553,89.581,90.845,90.456,87.052,89.873,89.483,88.511,85.593,90.456,93.666,94.152,92.693,111.368,107.867,113.216,121.678,115.648,116.912,112.146,116.134,119.83,128.584,132.766,148.815,147.648,145.216,146.189,144.438,137.202,131.853,127.322,119.738,122.801,118.168,117.756,123.472,119.844,118.934,122.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","261","            Mutual fund sales charges","DMUTRG3",98.622,99.683,100.125,98.163,98.29,99.115,101.665,103.012,104.249,105.939,106.56,106.81,106.441,105.833,104.872,103.394,101.617,99.544,96.052,94.361,93.521,94.038,93.838,93.642,89.468,93.56,100.599,92.801,90.815,91.274,89.191,89.942,84.577,80.55,90.28,85.953,92.838,91.255,91.803,91.815,90.655,89.86,87.712,86.238,85.975,85.817,87.255,87.741,91.412,90.656,89.736,88.707,88.924,90.79,94.825,96.635,96.195,93.062,90.983,89.138,87.651,87.218,87.364,87.825,88.741,90.263,92.35,92.967,93.517,92.833,91.732,90.524,89.411,87.963,86.914,86.507,88.198,93.032,99.811,101.444,95.698,89.611,85.502,85.211,88.748,91.25,92.756,93.369,92.047,87.949,84.867,82.83,82.764,84.229,85.444,86.048,86.333,86.306,85.736,84.512,83.459,82.593,81.711,83.225,86.222,92.286,95.271,94.737,90.659,88.328,88.094,89.754,91.402,92.167,92.23,91.77,91.113,89.76,89.363,88.62,88.156,90.314,92.815,95.572,97.495,99.297,101.674,103.831,106.968,109.107,108.784,106.976,104.33,102.401,102.279,104.239,105.587,107.014,108.445,108.61,106.547,103.258,102.047,102.476,103.892,103.818,101.747,97.98,95.173,92.789,91.043,89.598,88.983,88.875,88.52,87.08,84.749,83.385,82.897,83.043,82.837,82.405,81.434,77.498,75.224,69.098,64.784,64.517,68.103,69.783,70.29,70.965,71.376,72.059,71.413,71.279,71.202,75.373,78.597,80.163,80.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
