"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224"
"29","20","    Financial services and insurance","DIFSRC0",11985,12326,12620,13004,13183,13503,13714,13803,14447,14850,14686,15078,15125,15533,15353,15389,15203,15494,16107,16826,16980,17476,18145,18364,18630,18989,19499,20460,21068,21324,21420,21275,22039,22400,23321,23608,23699,25701,26545,27246,27296,28164,28763,29788,29989,30603,31378,32323,33273,33828,34463,34993,36980,37664,39008,39704,40112,41035,41869,42981,42996,44503,46903,49224,52080,53561,54239,56193,57504,57748,59902,61891,63092,65743,69469,72862,76480,80993,81595,83467,80113,89248,90939,90226,91923,91620,95911,102979,104146,102859,100229,100787,104711,109740,119035,131855,141459,139436,152576,150084,147348,154224,161789,162920,181330,185181,194414,191453,200073,199710,198149,201284,204046,204476,205408,207273,212741,216392,223595,226503,234002,238593,239560,241350,243832,245870,248520,251335,258535,263946,270193,274479,287353,291349,296022,305640,318025,328974,338347,344999,346711,346432,345001,349356,355378,363867,370204,376065,384393,389545,393829,401629,412731,422498,436850,444908,452611,463154,473569,479776,490561,500541,512050,533345,567342,561594,565945,570258,562857,556568,539002,552857,549886,558161,567808,574487,572530,584482,594304,602576,618007,625871,640228,657283,668717,685357,698306,706150,716513,720700,722063,737560,754272,762414,775366,781915,782870,781482,772883,748697,719556,714946,715878,725442,740544,764684,768137,779587,788167,792060,810775,813271,820895,821293,817855,824155,835060,841952,851082,868815,882570
"30","21","    Other services","DOTSRC0",24745,25321,25735,26271,26626,27098,27075,27427,27585,28164,28322,28946,29300,29755,30060,30290,30319,31316,32028,32784,33019,33638,33853,34530,34986,35838,37222,38370,38659,39417,40035,41392,42121,43343,43992,44832,45710,46454,47146,47699,48904,49917,50900,52123,53331,54216,55213,55620,56549,57446,58294,59917,61687,62721,64148,66154,66948,68661,70418,71291,72319,74370,74720,76029,77187,78932,81627,83628,85774,86809,89420,92479,94807,96397,98464,101316,104537,107376,110292,111070,113141,115207,118845,121652,123668,124755,127585,132559,132755,135577,138360,142014,144880,149089,152002,157743,162637,168417,171372,177015,182497,184489,189154,193720,198434,205796,212552,214662,216318,218259,223048,227035,235620,240342,244504,249257,256477,259285,265020,270259,274184,279490,283892,286881,292495,298872,301482,296999,297067,298663,301423,305039,314720,322522,331117,334565,334875,340085,347932,354598,362497,366554,375543,380085,385402,391379,391665,396347,406161,410414,425766,423273,436856,447026,457380,467931,480122,490131,504304,509595,520054,528777,536972,548500,563292,575531,588772,595393,601476,618677,626396,629490,635117,640625,647155,650934,671333,679924,689472,693310,708071,715800,727931,734187,746253,751404,757027,766640,781536,797133,806809,820185,833373,843810,842811,847751,861959,870173,874310,881320,874557,866932,873409,885585,891546,901176,911113,916585,924732,930661,936901,947044,963358,968555,972355,977508,980373,984353,988040,998653,1007395
"31","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",4661,4796,4935,5063,5122,5084,5040,4991,4958,5197,5330,5500,5574,5520,5442,5381,5447,5644,5883,6100,6387,6430,6450,6465,6528,6796,7117,7407,7536,7489,7422,7373,7528,7847,8236,8588,8722,8726,8799,8924,9061,9279,9562,9873,10117,10331,10692,10754,11086,11429,11886,12414,12412,12607,12655,13583,13226,13765,13844,14182,14790,15552,15623,16021,16262,16567,17364,17857,18838,18824,18876,19393,19977,19938,20757,21868,22168,22688,23276,23943,25333,25922,25904,27321,28324,29481,30497,31831,32508,33498,34513,36043,36834,37414,38465,39141,39543,40082,41030,42370,43134,44891,45994,47517,46831,47450,48270,49079,50782,52746,53250,53662,54322,54747,56418,57305,60342,62380,64501,65950,65672,67463,69020,69993,71425,74681,78124,79210,78596,79486,80613,81812,84516,87078,89539,90605,88831,89207,90482,91741,93786,96342,99458,101462,100453,101737,102729,104391,108067,110606,111862,109642,104486,103517,105167,109182,114995,121215,127125,131892,133225,136186,139565,143941,149378,154251,160485,168047,172516,177720,181835,184260,189461,196115,202175,205620,204759,205461,206032,205793,206098,206786,206916,205686,200910,207319,210474,222367,231622,240022,243230,241862,246074,242962,248355,257729,266752,278786,288185,294851,281005,273313,273365,276382,275879,277329,274707,273484,272234,275587,284733,279053,280213,290485,291496,299762,283754,288409,293159,292699,296187
"32","23","    Gross output of nonprofit institutions \2\","DNPERC0",13473,13779,14048,14333,14629,14953,14720,15034,15051,15806,15961,16316,16639,16843,17022,17225,17569,18075,18598,19114,19880,20171,20398,20552,21106,21775,22400,23033,23630,24206,24532,24990,25547,26496,27485,28385,29133,30071,30626,31562,32473,33540,34437,35587,36727,37409,38620,39608,40707,42139,43529,44706,45857,46719,47738,49099,49748,51420,52311,53847,55532,58426,59717,61535,63777,65922,67900,71171,73925,75037,77199,79081,81895,84371,85861,88513,91775,95571,98237,101055,104624,107755,110061,114985,119378,122297,128544,134181,138626,143449,147629,152898,156927,161278,166131,170884,174343,177649,180332,184540,188458,192743,196075,200454,202968,206400,211291,216454,221659,225905,228648,232979,237837,243621,250408,255587,263994,271623,280288,286172,291498,297716,304241,311498,319785,330110,340919,346932,350875,358814,366301,375576,384206,392791,401576,406989,411452,416024,421985,425525,429999,436114,443951,450240,451493,455900,460201,466582,471402,480545,486047,494547,493947,497673,505173,513705,527569,537874,548373,556269,563186,570602,579822,591666,601506,614673,628050,642332,656376,669617,683893,695880,713693,731810,746964,755775,763022,769970,778323,787256,797822,811653,827336,839164,844467,858749,876435,894171,910389,926707,940454,951352,968549,974449,986507,1003059,1020651,1034844,1049530,1058623,1061501,1067543,1077555,1083655,1085432,1101048,1113050,1124042,1127261,1139583,1142124,1157400,1175889,1185405,1202729,1212481,1209900,1227202,1239492,1264127,1290394
"33","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",8812,8983,9113,9270,9507,9869,9680,10043,10093,10609,10631,10816,11065,11323,11580,11844,12122,12431,12715,13014,13493,13741,13948,14087,14578,14979,15283,15626,16094,16717,17110,17617,18019,18649,19249,19797,20411,21345,21827,22638,23412,24261,24875,25714,26610,27078,27928,28854,29621,30710,31643,32292,33445,34112,35083,35516,36522,37655,38467,39665,40742,42874,44094,45514,47515,49355,50536,53314,55087,56213,58323,59688,61918,64433,65104,66645,69607,72883,74961,77112,79291,81833,84157,87664,91054,92816,98047,102350,106118,109951,113116,116855,120093,123864,127666,131743,134800,137567,139302,142170,145324,147852,150081,152937,156137,158950,163021,167375,170877,173159,175398,179317,183515,188874,193990,198282,203652,209243,215787,220222,225826,230253,235221,241505,248360,255429,262795,267722,272279,279328,285688,293764,299690,305713,312037,316384,322621,326817,331503,333784,336213,339772,344493,348778,351040,354163,357472,362191,363335,369939,374185,384905,389461,394156,400006,404523,412574,416659,421248,424377,429961,434416,440257,447725,452128,460422,467565,474285,483860,491897,502058,511620,524232,535695,544789,550155,558263,564509,572291,581463,591724,604867,620420,633478,643557,651430,665961,671804,678767,686685,697224,709490,722475,731487,738152,745330,753899,756058,761345,763772,780496,794230,804190,807273,809553,823719,838343,850558,855027,863996,857391,878347,895676,894920,911233,912719,926146,938793,946333,971428,994207
"34",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","25","  PCE excluding food and energy \4\","DPCCRC0",225984,231853,236327,237598,241259,245444,245745,246920,246995,251286,254633,261603,265678,271099,274253,279587,282303,287103,292598,297069,305017,311411,318111,319808,329681,334119,341207,351302,360138,363276,371146,376542,379956,388099,394823,400015,415290,426968,440000,447294,456742,466442,474329,483021,490274,498881,508635,512931,530901,543000,555022,569165,584641,598265,613387,632203,653523,664792,676007,685840,696046,715282,735099,739543,763201,785213,810913,838750,867399,883534,906830,931190,961783,986602,1012605,1044215,1067775,1118703,1144412,1174531,1195081,1224608,1263388,1292000,1320026,1315181,1367087,1425898,1468609,1489760,1526867,1535073,1567872,1597163,1639974,1697345,1741230,1793437,1852209,1901665,1947333,1994976,2033761,2079785,2146178,2193278,2261969,2279321,2326771,2371831,2440713,2474381,2498533,2558559,2619942,2652506,2724696,2776961,2835024,2903349,2947361,2995558,3049566,3079987,3161529,3196840,3241090,3246470,3263333,3309701,3358728,3392797,3492889,3541022,3607325,3678057,3719885,3787816,3848098,3906551,3970867,4027227,4089500,4162525,4195485,4259084,4321313,4379134,4434177,4510107,4569548,4632174,4706042,4753889,4856237,4930689,5007404,5112423,5202189,5310570,5381029,5482322,5569746,5682935,5827423,5889831,5981037,6057314,6122041,6174040,6213807,6351209,6394262,6461935,6543783,6586840,6639123,6750289,6882545,6960035,7072412,7164326,7275943,7384595,7486028,7616759,7707948,7783216,7937522,8023756,8113915,8232171,8339054,8407776,8488203,8570522,8599560,8665835,8661708,8552713,8522546,8521105,8605074,8644665,8707782,8817185,8898020,9009868,9099656,9197655,9296459,9410470,9549228,9615484,9691850,9788369,9853300,9924857,10020882,10135325,10225125
"36","26","  Energy goods and services \5\","DNRGRC0",22643,22771,22990,23477,23703,24208,24276,24525,24282,24719,24605,24757,25405,25550,25628,26600,27172,26402,26893,26893,27456,27782,28476,28743,28949,29903,30427,30965,31106,31990,32615,33129,33247,34127,34115,35026,35864,35704,36568,36796,38004,38614,39230,40091,40665,41053,41787,42517,43620,44004,44500,45251,45763,46515,47961,51109,51788,53220,54800,57723,60086,67366,70201,72198,72414,75800,78908,79546,81564,82597,85972,92414,93748,93053,96821,98783,101351,102798,103355,107321,114981,121240,132520,140682,153700,157772,159307,162830,171494,178180,177679,181004,184264,178057,180665,181736,178417,185353,192311,193310,189981,195634,192434,194313,199895,197383,199002,201879,193444,177088,172744,171003,177827,186248,188348,188990,191317,192124,196221,196646,200944,211966,208166,216164,209975,213319,226554,242026,226322,227694,225841,224387,222051,230088,233235,240099,240310,238222,243499,245722,246048,245506,248373,245597,247049,253414,255330,250906,266239,273917,264456,274143,277183,269400,270830,279503,259596,260962,260692,248532,249109,269646,283974,286706,298583,316904,328991,344097,347372,340520,327038,295431,287590,313061,318905,334596,365090,343067,356264,362694,383899,391515,397874,430042,432273,439546,503234,519495,501764,527843,553989,497844,523868,557127,561443,580467,609697,648003,667721,525228,471777,476367,514392,535996,549154,535522,549617,584790,611824,633716,642245,623206,615505,623767,635816,625339,646978,624629,630544,633638,668187
"37","27","  Market-based PCE \6\","DPCMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695477,2761334,2822925,2853215,2924359,2979370,3038585,3106654,3155701,3214512,3268642,3311480,3389390,3430065,3487729,3508180,3507484,3559035,3599045,3622779,3711928,3756551,3818415,3888946,3921222,3977289,4032288,4086540,4143210,4200012,4263310,4328333,4357480,4420453,4485690,4535706,4595135,4680708,4716410,4798602,4865058,4893099,4990061,5058471,5101322,5196938,5273934,5366230,5437018,5551021,5640876,5750964,5874266,5955516,6046617,6136991,6204890,6242918,6281860,6376658,6405626,6485068,6565065,6618633,6697183,6781634,6926058,7007849,7129317,7215795,7321679,7461054,7556824,7686153,7835803,7912508,8028958,8136210,8249803,8309818,8433066,8534702,8616567,8722287,8777977,8893384,8921349,8668898,8619107,8638016,8757294,8807593,8879417,8948404,9035830,9188226,9313312,9443146,9540992,9636850,9761942,9837264,9927496,10009836,10109115,10147434,10242527,10351944,10472796
"38","28","  Market-based PCE excluding food and energy \6\","DPCXRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2196540,2251840,2310066,2338816,2400786,2448098,2496014,2559466,2597679,2641229,2693313,2722011,2797101,2827392,2866045,2870808,2881205,2925656,2968743,2999109,3087741,3124793,3180899,3241375,3273178,3328196,3374894,3421601,3473743,3524871,3580204,3644129,3670105,3725060,3787017,3837371,3875980,3947135,3988114,4055144,4114802,4152326,4243245,4301948,4363193,4451916,4523688,4621627,4683742,4770614,4839596,4935771,5049229,5100406,5173312,5240824,5301965,5339229,5388618,5511284,5546968,5599379,5671649,5703158,5743462,5846952,5964269,6033701,6125255,6196852,6288620,6384734,6469752,6582716,6662103,6710840,6838792,6913223,6994550,7097602,7184081,7246198,7314973,7390749,7410849,7469258,7470305,7370690,7378789,7394628,7475340,7496467,7545307,7631304,7699990,7802173,7886195,7978592,8059210,8168856,8292605,8353115,8426291,8513249,8583717,8645586,8726159,8825489,8907543
"39",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.5):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","29","      Personal consumption expenditures","DPCERC0",309867,315885,321086,323194,326727,332591,332534,334454,334981,339939,342839,350109,355384,361016,364878,371149,374718,378851,385841,390504,400121,408085,416985,419574,430289,437240,446422,460373,470785,475855,484978,490763,495072,504197,511436,518941,536864,550592,566726,575628,587812,599170,609487,621488,632576,642533,654479,661178,680203,694251,706654,722854,740119,758615,777120,801878,826451,842043,860476,875580,893757,922287,951062,960868,987077,1015822,1049589,1078524,1112300,1131964,1161344,1195080,1230568,1258543,1289707,1327873,1357760,1415292,1446246,1485397,1520983,1561548,1615985,1659463,1706520,1708916,1767679,1835354,1890711,1921924,1961244,1976139,2014394,2041093,2089226,2150927,2190562,2254512,2324306,2376696,2422755,2481222,2519712,2568936,2643896,2691201,2764744,2790877,2834731,2863039,2929733,2966130,2998253,3068803,3133528,3167620,3248998,3308970,3378332,3451266,3506077,3569519,3625560,3670109,3754497,3800161,3863399,3884449,3890218,3943691,3989638,4017069,4117664,4173359,4245410,4326188,4368484,4437456,4506030,4572021,4640857,4702884,4773113,4847226,4883349,4954959,5020462,5077937,5153790,5244132,5298287,5376067,5456730,5495080,5603459,5687614,5745924,5857832,5952816,6055545,6134668,6263083,6371370,6498466,6652789,6745261,6854655,6953788,7025271,7078015,7107325,7216857,7253199,7347905,7437481,7502595,7593114,7685237,7844606,7934470,8076784,8183603,8309354,8461281,8573471,8720573,8882034,8985286,9128127,9247207,9369647,9444864,9588461,9696671,9790184,9902473,9967119,10090386,10113168,9851330,9763255,9764885,9887425,9956190,10042296,10134691,10234256,10396295,10527118,10662551,10778612,10878897,11019081,11100201,11193631,11285502,11379178,11427133,11537652,11662176,11790795
"41","30","Household consumption expenditures \7\","DPHCRC0",305206,311087,316148,318130,321606,327507,327493,329465,330021,334743,337505,344610,349812,355494,359439,365768,369269,373207,379958,384403,393733,401654,410538,413109,423760,430444,439307,452965,463250,468367,477558,483389,487542,496353,503202,510356,528145,541863,557928,566703,578752,589891,599921,611617,622461,632199,643791,650424,669118,682820,694768,710438,727705,746007,764467,788295,813226,828276,846632,861398,878968,906734,935438,944848,970817,999254,1032222,1060667,1093460,1113142,1142472,1175689,1210591,1238605,1268951,1306008,1335591,1392604,1422967,1461455,1495651,1535625,1590080,1632142,1678196,1679437,1737180,1803523,1858203,1888428,1926732,1940097,1977561,2003676,2050760,2111789,2151016,2214429,2283275,2334328,2379618,2436328,2473716,2521420,2597064,2643750,2716474,2741797,2783946,2810291,2876482,2912468,2943928,3014057,3077106,3110315,3188655,3246589,3313830,3385315,3440406,3502055,3556541,3600117,3683074,3725481,3785274,3805238,3811622,3864205,3909024,3935258,4033150,4086279,4155872,4235582,4279657,4348249,4415546,4480281,4547072,4606545,4673655,4745763,4782898,4853221,4917735,4973546,5045724,5133524,5186425,5266424,5352243,5391561,5498296,5578433,5630928,5736613,5825690,5923653,6001439,6126896,6231805,6354524,6503406,6591012,6694171,6785741,6852756,6900295,6925489,7032597,7063737,7151791,7235306,7296977,7388356,7479774,7638576,7728674,7870687,7976818,8102440,8255594,8372562,8513255,8671558,8762916,8896502,9007186,9126416,9203000,9342385,9453710,9541829,9644746,9700369,9811600,9824982,9556476,9482253,9491573,9614057,9679810,9766415,9857361,9959547,10122811,10254881,10386963,10493877,10599846,10738865,10809715,10902134,10985738,11095421,11138728,11244496,11369481,11494608
"42","31","  Food and beverages purchased for off-premises consumption","DFXARC0",61240,61261,61769,62119,61765,62939,62513,63009,63704,63934,63601,63749,64301,64367,64997,64962,65243,65346,66350,66542,67648,68892,70398,71023,71659,73218,74788,78106,79541,80589,81217,81092,81869,81971,82498,83900,85710,87920,90158,91538,93066,94114,95928,98376,101637,102599,104057,105730,105682,107247,107132,108438,109715,113835,115772,118566,121140,124031,129669,132017,137625,139639,145762,149127,151462,154809,159768,160228,163337,165833,168542,171476,175037,178888,180281,184875,188634,193791,198479,203545,210921,215700,220077,226781,232794,235963,241285,246626,250608,253984,256698,260062,262258,265873,268587,271846,270915,275722,279786,281721,285441,290612,293517,294838,297823,300540,303773,309677,314516,314120,316276,320746,321893,323996,325238,326124,332985,339885,347087,351271,357772,361995,367828,373958,382993,390002,395755,395953,400563,406296,405069,399885,402724,402249,404850,408032,408289,411418,414433,419748,423942,430151,435240,439104,440815,442461,443819,447897,453374,460108,464283,469750,473505,471791,476392,477422,478924,484447,489935,496443,504530,511115,517650,528825,526783,538526,544627,552377,555858,563455,566480,570217,571347,572909,574793,581159,588901,591881,605797,611741,620473,627762,635537,646644,655170,664268,670852,682575,688841,695608,701743,714849,725539,731768,740538,751484,757862,776548,783739,773389,768932,767413,767959,775529,785360,781984,786619,801637,815638,831180,839908,845221,854348,860950,865965,871794,878900,877647,886226,893213,897478
"43","32","  Clothing, footwear, and related services","DCAFRC0",27968,28698,28696,29070,29201,29480,29199,29171,29471,29613,29989,30584,30730,31548,31381,31425,31336,31869,32504,32634,33748,34539,35088,35519,35473,35624,36669,38166,39142,39446,40224,40394,40777,41429,42155,42347,43992,45086,46482,46771,47830,48577,49332,49500,49416,49518,49761,51083,51780,53354,53768,54643,55446,56923,58634,60885,63028,63413,63696,64528,65900,67187,68094,66323,68666,71073,72655,73340,74875,75665,77824,79289,80678,82341,84824,89341,89835,94393,95905,98421,98679,100163,103733,105184,105961,106442,109794,113141,116791,118450,120669,120658,121989,120750,123078,124862,126654,131647,134479,138859,141312,145198,144401,147873,150373,153067,155524,158272,161153,164792,166842,167652,172454,175157,178207,179663,182214,184720,189286,196092,196717,200306,202353,205370,206818,207027,207305,204986,207275,211247,212321,209622,217180,220587,225432,228899,227375,229923,232292,234896,237177,237971,240421,244717,241776,243094,246937,247014,248758,253643,254451,257151,258009,258840,264488,266710,269572,272857,272833,277065,283324,287464,288340,289634,292513,296801,299291,301557,297452,295170,292081,293868,295801,295140,291783,297949,294047,298595,306353,306859,312750,310652,312595,317999,322082,327140,324299,332769,333648,334659,336981,340095,342181,339187,338590,338951,335603,343285,338517,323999,322149,317945,321959,324382,331157,334133,334810,343092,346501,352867,355183,361276,368225,368428,373316,373291,375544,378019,378050,379707,376205
"44","33","  Housing, utilities, and fuels","DHUFRC0",55494,56236,57357,58340,59377,59952,60767,62005,62520,63841,64290,65411,66573,67543,68553,70110,71264,71302,72625,73518,74469,75445,76862,78166,78897,80319,81773,83007,83834,85187,86465,87911,88845,90437,91561,93637,95344,96174,98039,100063,102331,103995,106614,109022,110706,112226,114838,117376,120404,123267,125767,128473,131303,134293,137281,141811,144228,147886,151574,155028,158619,164121,168810,173644,177665,183156,187584,190969,196099,200322,206561,215539,220997,223681,232000,238076,246589,252999,257371,265560,274827,281733,291202,302429,312307,321265,332745,344332,349429,363816,373239,383896,393532,396294,403578,413488,418372,429573,440390,450073,454790,467179,476556,486045,500269,504997,518603,531877,535278,544187,552786,560208,566345,578001,587417,598527,611432,618554,631720,641866,650566,658177,669123,689697,687175,704431,720003,725585,732422,745309,752456,759911,766129,779741,786289,800863,810203,818913,834981,845117,860917,872585,881045,889780,901859,921023,937214,946604,964928,973035,976961,991837,1001561,1014505,1027580,1048577,1052922,1073818,1088209,1093211,1110823,1128282,1147387,1155460,1173763,1199561,1224523,1260003,1288460,1296970,1310685,1315860,1324782,1341413,1352458,1372835,1391717,1405384,1415193,1433923,1453163,1475422,1497880,1527289,1556316,1588678,1622982,1655866,1665281,1698400,1727774,1732938,1761212,1776948,1792014,1805066,1834647,1867700,1882180,1895049,1899567,1900999,1903662,1916828,1925223,1925183,1937558,1952604,1966370,1981598,2004793,2008383,2008688,2040719,2056786,2056016,2093517,2106727,2102760,2129592,2187158
"45","34","  Furnishings, household equipment, and routine household maintenance","DFHHRC0",24844,25636,25922,26161,26002,26459,26078,26176,26381,26446,26790,27549,27873,27963,28594,28844,29237,29473,30195,30409,31482,32844,33093,33393,33355,33949,34974,36544,37006,37090,38456,38797,39010,39524,39772,40462,41505,42895,44179,44187,44848,45542,45388,45747,46053,46333,46527,47556,47765,48122,49049,50118,51552,52692,54232,55601,58343,59295,60433,61705,63524,64749,65714,64432,65275,66863,68631,70449,72596,73867,75639,78062,81542,82836,84617,87083,87824,93072,95158,98324,100026,102563,106626,108085,108881,108199,110702,115165,117146,118235,119268,118487,118271,120157,121420,124309,126807,129662,134368,138511,142212,146840,148276,151083,152310,154201,156760,160700,164161,166703,170914,172854,174699,176080,178203,178586,181572,185229,187245,192196,194707,196907,198513,199780,203179,200957,200049,198050,197822,200323,199593,198699,205524,207349,210933,213789,216239,220484,223918,226921,230064,236370,241677,246356,247107,249144,253995,256522,256237,263351,265525,269781,272113,274614,279639,282712,289223,294548,299090,305608,312133,316186,322852,329800,337627,342936,346199,346936,349799,350626,351870,357307,363353,365691,364196,367940,367286,376503,386267,391417,398998,403774,409706,416045,421754,428961,432658,441236,451097,447863,449880,450845,455272,453346,453612,452759,447246,451676,443314,425904,414569,408916,407081,408682,413599,418066,416528,421077,424569,431988,437194,444274,453798,455395,460301,463866,468890,473879,480577,480080,477419
"46","35","  Health","DHLTRC0",18296,18710,19014,19323,19770,20379,20330,20972,21125,21669,21978,22537,23182,23973,24687,25437,25863,26165,26550,27040,28223,29412,30468,31101,31850,32005,31796,32257,32962,34347,35603,36954,37602,38150,38600,39280,40991,43109,44669,46376,47889,49417,50626,52138,54216,55615,57678,59888,60866,62400,64304,65967,67813,69568,71346,72963,75586,77877,79649,81608,84066,87155,90133,93255,97735,101332,103431,108369,111684,115164,118427,121760,125313,130483,133862,136648,142081,147182,151428,156785,161631,166837,172451,178585,184953,188911,198788,209241,217515,225594,233412,238915,243857,250419,258439,266972,275863,283337,291229,298104,306003,311970,317622,325019,332509,340123,349792,358871,366502,373233,381638,392133,402722,414587,426462,435738,450429,464177,478311,489970,501928,511063,523213,539729,558274,575739,593752,607131,617565,630314,644322,661295,679109,694914,708687,719062,729961,736705,746157,753902,763650,774025,785017,796891,811342,820527,830344,841816,847907,862837,872506,889998,899694,911841,927316,940668,959234,974436,987145,997789,1010708,1022183,1036087,1064359,1070873,1100399,1121416,1145686,1168583,1192122,1223073,1253833,1282082,1305984,1329767,1350489,1373484,1396364,1424837,1450546,1471546,1503516,1533013,1556660,1578166,1598731,1628418,1650748,1674140,1704635,1731104,1759479,1792533,1812545,1839794,1862434,1890857,1905762,1921724,1938351,1966356,1993635,2015683,2027997,2034624,2065488,2097133,2124510,2146063,2172166,2182388,2218482,2253121,2265144,2289537,2310970,2329946,2351163,2385102,2429762,2483828
