"","Table 2#5#4 Price Indexes for Personal Consumption Expenditures ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"76","69","      First-class postal service by U.S. Postal Service (USPS)","DPSTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.656,12.057,12.17,12.281,14.113,14.572,14.685,14.798,15.198,17.255,17.766
"77","70","      Other delivery services (by non-USPS facilities)","DODSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.994,12.221,12.355,12.593,12.81,13.087,13.373,13.783,14.162,14.877,15.526
"78","71","    Telecommunication services","DTCSRG3",36.84,37.104,37.242,37.311,37.131,36.606,36.39,36.189,35.701,35.7,35.652,35.719,35.901,37.878,39.098,40.241,40.911,40.909,41.541,43.667,45.54,49.008,50.032,51.893,53.711,52.871,52.288,52.945,53.968,55.573,56.872,57.77,57.967,57.962,57.979,58.058,57.236,55.976,56.716,56.719,57.467
"79","72","    Internet access","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","73","  Recreation","DRRLRG3",27.451,25.474,22.745,20.587,19.625,20.339,20.634,20.714,21.741,21.573,21.136,21.5,21.936,24.145,25.706,28.309,29.346,30.615,33.8,35.94,36.718,36.812,38.17,38.684,39.139,39.099,39.435,40.144,41.66,42.98,42.817,43.682,44.24,44.689,45.42,46.226,46.531,47.025,48.082,49.967,51.74
"81","74","    Video and audio equipment, computers, and related services","DVPIRG3",425.924,329.741,237.724,179.38,164.73,176.557,174.521,173.317,177.482,172.353,166.032,167.621,173.006,204.044,207.56,222.244,223.561,227.124,275.75,290.683,304.912,305.578,307.001,290.951,287.256,278.894,269.928,272.908,283.278,290.923,276.609,277.793,274.562,268.21,265.357,262.472,255.329,246.452,244.54,245.288,245.351
"82","75","      Video and audio equipment","DVAARG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.107,302.089,296.269,286.313,281.542,277.191,267.86,256.277,252.42,251.578,251.151
"83","76","      Information processing equipment","DIPERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5388.605,5414.165,5411.034,5300.448,5294.566,5295.735,5559.305,5828.3,6021.459,6333.626,6683.66
"84","77","      Services related to video and audio goods and computers","DSVCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.038,25.421,25.565,25.606,25.681,25.677,25.248,24.861,25.233,25.768,25.765
"85","78","    Sports and recreational goods and related services","DODRRG3",28.158,27.168,23.937,19.73,19.67,22.405,23.559,22.716,25.794,23.558,21.791,22.888,22.771,27.248,28.683,33.211,34.61,35.34,38.635,41.685,41.25,40.41,42.802,43.698,43.008,41.909,42.247,42.439,43.336,43.999,43.638,44.43,44.963,45.606,46.12,45.817,45.791,46.341,47.586,49.928,52.476
"86","79","      Sports and recreational vehicles","DWHLRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.538,28.169,28.067,28.347,28.718,28.915,29.015,29.465,30.204,31.264,32.539
"87","80","      Other sporting and recreational goods","DORIRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.242,54.144,54.965,55.793,56.398,55.857,55.765,56.379,57.92,61.029,64.374
"88","81","      Maintenance and repair of recreational vehicles and sports equipment","DRRERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.144,29.054,28.82,29.16,29.7,30.205,30.548,31.264,32.132,33.353,34.972
"89","82","    Membership clubs, sports centers, parks, theaters, and museums","DRLSRG3",6.259,6.179,5.914,5.635,5.277,5.298,5.367,5.488,5.684,5.788,5.743,5.813,6.017,6.315,6.823,7.768,8.189,8.62,9.149,9.352,9.514,9.592,9.889,10.117,10.543,11.045,11.489,11.804,12.247,12.712,13.032,13.725,14.278,14.756,15.227,15.863,16.377,17.019,17.777,18.862,19.957
"90","83","      Membership clubs and participant sports centers","DMDFRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.809,14.71,15.443,16.108,16.724,17.29,17.288,17.563,18.129,18.796,19.359
"91","84","      Amusements parks, campgrounds, and related recreational services","DORSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.675,16.121,16.461,16.696,17.032,17.318,17.725,18.342,18.963,19.931,21.242
"92","85","      Admissions to specified spectator amusements","DADMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.078,11.718,12.231,12.689,13.124,13.944,14.769,15.589,16.488,17.819,19.01
"93","86","        Motion picture theaters","DMOVRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.595,10.221,10.745,11.214,11.627,12.569,13.561,14.602,15.697,17.213,18.619
"94","87","        Live entertainment, excluding sports","DLIGRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.601,10.222,10.74,11.219,11.635,12.597,13.54,14.612,15.692,17.214,18.632
"95","88","        Spectator sports","DSPERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.543,16.002,16.301,16.6,17.055,17.357,17.654,17.809,18.205,19.108,19.862
"96","89","      Museums and libraries","DMUSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.608,10.226,10.755,11.216,11.656,12.581,13.562,14.593,15.726,17.225,18.66
"97","90","    Magazines, newspapers, books, and stationery","DNBSRG3",7.57,7.419,7.096,6.921,6.601,6.641,6.622,6.686,6.88,7.051,7.111,7.189,7.207,7.588,8.173,8.55,8.715,8.981,9.774,10.685,11.202,11.468,11.985,12.583,12.996,13.08,13.442,13.792,14.647,15.376,15.608,15.837,16.05,16.282,16.882,17.497,17.993,18.612,19.298,20.329,21.241
"98","91","    Gambling","DGAMRG3",5.358,5.33,5.046,4.807,4.896,5.059,5.154,5.057,5.36,5.723,5.528,5.37,5.959,6.436,6.673,7.195,7.54,9.333,10.95,12.744,13.035,12.507,12.253,13.383,14.086,14.345,14.435,14.797,15.456,16.015,16.456,16.699,16.879,17.078,17.292,17.521,17.794,18.332,18.838,19.642,20.706
"99","92","    Pets, pet products, and related services","DPETRG3",10.047,9.573,8.202,7.105,7.098,7.801,8.285,8.319,8.622,8.186,8.13,8.147,8.698,10.021,11.238,11.467,11.817,13.075,15.107,16.037,15.624,15.832,17.324,17.734,17.654,17.724,17.567,17.84,18.328,19.019,18.947,19.215,19.431,19.733,19.956,20.557,21.244,22.145,23.108,24.82,26.077
"100","93","    Photographic goods and services","DPHORG3",25.151,25.017,24.239,23.067,22.484,22.948,23.45,23.646,24.642,25.127,24.791,25.279,25.261,27.566,28.085,31.102,32.453,33.874,36.67,38.83,39.063,38.928,41.503,42.161,42.835,42.766,42.981,44.357,45.124,46.057,46.113,46.609,47.22,47.967,48.712,52.123,51.361,50.509,50.415,50.872,50.683
"101","94","    Package tours \14\","DXHLRG3",14.15,13.837,13.91,13.829,13.73,14.017,13.803,14.053,14.053,13.385,13.605,13.49,13.962,14.269,14.676,15.263,15.254,15.258,15.231,16.097,15.53,15.367,15.367,15.367,15.029,15.144,15.029,15.15,15.15,15.15,15.674,16.117,16.463,16.695,17.028,17.32,17.729,18.361,18.977,19.927,21.246
"102","95","  Education","DEDURG3",2.866,2.862,2.735,2.661,2.422,2.461,2.444,2.465,2.52,2.537,2.545,2.541,2.651,2.781,3.036,3.232,3.35,3.575,3.888,4.177,4.27,4.36,4.594,4.672,4.762,4.856,4.963,5.19,5.395,5.554,5.746,5.868,5.976,6.104,6.239,6.379,6.605,6.904,7.186,7.517,7.974
"103","96","    Educational books","DEBKRG3",4.707,4.544,4.33,4.157,3.944,3.905,3.906,3.943,4.006,4.068,4.106,4.092,4.144,4.157,4.469,4.595,4.77,4.945,5.344,5.845,6.232,6.321,6.471,6.884,7.186,7.261,7.399,7.498,8.038,8.55,8.689,8.731,8.725,8.547,8.537,8.54,8.959,9.401,9.707,10.208,10.776
"104","97","    Higher education","DHEDRG3",2.57,2.569,2.469,2.345,2.171,2.22,2.196,2.221,2.27,2.295,2.295,2.27,2.345,2.47,2.67,2.844,2.994,3.194,3.393,3.567,3.617,3.692,3.868,3.892,3.916,4.016,4.116,4.267,4.367,4.416,4.639,4.759,4.878,5.063,5.248,5.445,5.682,5.968,6.272,6.652,7.1
"105","98","    Nursery, elementary, and secondary schools","DNEHRG3",2.107,2.055,1.951,2.08,1.769,1.795,1.795,1.795,1.847,1.847,1.847,1.873,2.003,2.106,2.287,2.493,2.621,2.825,3.157,3.512,3.587,3.714,3.991,4.091,4.242,4.342,4.467,4.667,4.866,5.041,5.157,5.29,5.419,5.486,5.549,5.581,5.711,5.932,6.093,6.254,6.642
"106","99","    Commercial and vocational schools \15\","DVEDRG3",5.641,5.798,5.528,5.155,4.778,4.843,4.812,4.858,4.949,4.955,5.018,5.013,5.256,5.574,6.247,6.603,6.51,7.02,7.84,8.41,8.568,8.642,9.151,9.18,9.285,9.343,9.423,10.226,10.782,11.281,11.552,11.67,11.667,11.827,11.982,12.247,12.559,13.042,13.501,13.92,14.497
"107","100","  Food services and accommodations","DFSARG3",7.205,6.762,5.834,4.925,4.763,5.126,5.512,5.521,5.717,5.449,5.339,5.401,5.889,6.883,7.722,8.053,8.322,9.257,10.333,10.803,10.513,10.698,11.502,11.76,11.658,11.789,11.762,11.896,12.288,12.6,13.05,13.403,13.672,14.012,14.315,14.537,14.823,15.396,16.25,17.098,18.121
"108","101","    Food services","DFSERG3",7.362,6.886,5.897,4.948,4.813,5.231,5.652,5.655,5.852,5.554,5.431,5.502,6.023,7.073,7.959,8.309,8.592,9.585,10.725,11.207,10.871,11.055,11.89,12.145,12.011,12.135,12.09,12.215,12.615,12.933,13.404,13.775,14.058,14.422,14.751,14.984,15.281,15.895,16.789,17.665,18.715
"109","102","      Purchased meals and beverages \16\","DPMBRG3",7.276,6.795,5.831,4.893,4.761,5.168,5.581,5.578,5.772,5.485,5.364,5.435,5.877,6.8,7.631,7.957,8.197,9.441,10.587,11.021,10.682,10.805,11.505,11.765,11.719,11.948,12.017,12.217,12.631,12.93,13.408,13.78,14.062,14.425,14.754,14.987,15.281,15.888,16.788,17.665,18.712
"110","103","      Food furnished to employees (including military)","DFOORG3",7.682,7.309,6.102,5.115,4.955,5.471,5.954,6.04,6.245,5.824,5.697,5.761,7.284,9.562,10.914,11.443,11.983,11.372,12.472,13.556,13.269,14.274,16.793,17.017,15.877,14.751,13.299,12.473,12.675,13.263,13.647,14.01,14.313,14.692,15.037,15.29,15.634,16.363,17.194,18.084,19.197
"111","104","    Accommodations \17\","DACCRG3",7.073,6.934,6.563,5.992,5.381,5.071,5.066,5.165,5.412,5.556,5.607,5.537,5.621,5.933,6.181,6.274,6.353,6.497,6.839,7.246,7.56,7.808,8.323,8.685,9.077,9.36,9.61,9.907,10.282,10.561,10.811,10.999,11.14,11.234,11.266,11.395,11.6,11.803,12.336,12.973,13.826
"112","105","  Financial services and insurance","DIFSRG3",5.774,5.64,5.129,4.565,4.354,4.509,4.704,4.916,5.131,5.009,4.972,5.113,5.248,5.605,5.86,6.103,6.335,7.005,7.303,7.685,7.824,7.976,8.074,8.566,9.539,9.882,10.176,10.499,10.85,11.019,11.65,12.159,12.57,13.088,13.103,13.651,13.998,14.842,15.183,16.307,17.765
"113","106","    Financial services","DFNLRG3",6.075,5.917,5.339,4.756,4.498,4.469,4.905,5.172,5.393,5.268,5.207,5.453,5.59,5.868,6.17,6.561,6.711,7.665,8.291,8.696,9.078,9.476,9.835,10.134,11.712,12.163,13.141,14.311,14.636,14.351,15.36,16.239,16.724,17.743,17.652,18.62,18.742,20.176,20.504,21.795,24.756
"114","107","      Financial services furnished without payment","DIMPRG3",4.878,4.525,3.742,3.002,2.735,2.695,3.106,3.368,3.556,3.33,3.276,3.493,3.62,3.868,4.189,4.603,4.806,5.776,6.246,6.517,6.841,7.408,7.804,8.095,9.928,10.346,11.533,12.738,12.918,12.351,13.446,14.104,14.495,14.875,13.713,15.002,15.656,16.968,17.803,17.869,21.319
"115","108","      Financial service charges, fees, and commissions","DOFIRG3",9.224,9.488,9.628,9.959,9.823,9.846,10.163,10.346,10.613,11.012,10.964,11.141,11.187,11.317,11.251,11.326,11.231,11.853,12.826,13.594,14.041,13.725,13.895,14.141,14.396,14.838,15.077,15.945,16.608,17.096,17.779,19.05,19.688,22.011,24.643,24.595,23.433,24.982,24.293,27.87,29.344
"116","109","    Insurance","DINSRG3",4.39,4.304,3.942,3.506,3.365,3.585,3.623,3.765,3.932,3.836,3.818,3.885,3.991,4.304,4.484,4.61,4.831,5.217,5.291,5.58,5.586,5.603,5.577,6.025,6.553,6.777,6.732,6.659,6.937,7.233,7.573,7.822,8.111,8.313,8.364,8.627,8.984,9.403,9.678,10.495,10.988
"117","110","      Life insurance \18\","DLIFRG3",4.196,4.07,3.776,3.315,3.105,3.273,3.315,3.441,3.608,3.483,3.44,3.524,3.65,3.944,4.196,4.447,4.574,4.909,5.119,5.497,5.748,6.042,6.462,6.672,7.007,7.175,7.343,7.678,7.972,8.266,8.661,9.029,9.296,9.611,9.834,10.205,10.465,10.84,11.218,11.867,12.456
"118","111","      Net household insurance \19\","DFINRG3",1.844,1.769,1.675,1.653,1.692,1.753,1.802,1.776,1.849,1.799,1.783,1.818,1.937,2.056,2.213,2.361,2.421,2.522,2.81,2.993,3.083,3.157,3.362,3.568,3.672,3.811,3.886,3.975,4.063,4.183,4.374,4.338,4.396,4.479,4.764,5.246,6.056,6.795,7.571,8.099,8.559
"119","112","      Net health insurance","DHINRG3",4.836,4.89,3.863,3.315,3.667,4.452,4.623,5.074,5.422,5.501,5.543,5.538,5.515,6.091,6.375,6.207,6.906,7.406,7.047,6.841,5.795,5.389,4.44,4.971,5.75,6.272,5.945,5.366,5.645,5.713,5.969,6.115,6.591,6.801,6.581,6.722,7.072,7.456,7.535,9.03,9.274
"120","113","        Medical care and hospitalization \20\","DMINRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.612,3.99,4.506,4.757,4.721,4.843,5.113,5.278,5.037,7.306,6.722
"121","114","        Income loss \21\","DIINRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.723,68.104,72.016,71.315,65.33,65.547,68.523,77.127,85.237,82.055,95.479
"122","115","        Workers' compensation \22\","DPWCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.259,9.958,10.063,10.427,10.207,10.531,11.084,11.342,11.504,12.2,13.611
"123","116","      Net motor vehicle and other transportation insurance \23\","DTINRG3",4.253,4.327,4.387,4.417,4.398,4.446,4.282,4.218,4.16,4.12,4.213,4.238,4.349,4.469,4.094,4.02,4.014,4.567,4.645,5.384,6.163,5.979,6.157,7.012,7.68,7.675,7.579,7.379,7.676,8.316,8.714,8.95,9.092,9.12,9.2,9.415,9.909,10.442,10.764,11.015,11.724
"124","117","  Other goods and services","DOISRG3",7.581,7.327,7.072,6.687,6.274,6.386,6.387,6.46,6.694,6.668,6.721,6.838,7.181,7.77,8.284,8.94,9.356,9.655,10.564,10.939,11.018,11.108,11.773,12.065,12.435,12.534,12.707,13.084,13.487,13.793,14.122,14.426,14.522,14.66,14.952,15.318,15.668,16.074,16.617,17.337,18.309
"125","118","    Personal care \24\","DPCRRG3",10.106,9.974,9.629,9.056,8.773,8.525,8.484,8.537,9.003,9.149,9.131,9.117,9.506,10.491,11.422,12.364,12.766,13.495,15.247,15.828,15.579,15.441,16.819,16.872,17.138,17.265,17.644,18.293,18.985,19.642,19.97,20.352,20.38,20.617,20.933,21.266,21.577,22.009,22.76,23.727,24.944
"126","119","    Personal items \25\","DPEORG3",27.461,26.949,25.522,22.47,22.983,24.328,23.657,24.391,24.619,23.415,23.598,24.542,27.518,33.281,35.054,40.231,42.088,41.764,44.189,44.151,43.356,42.369,45.28,44.754,44.989,43.786,42.816,43.18,42.859,42.533,42.59,42.565,42.302,42.117,42.437,43.897,43.226,42.784,43.733,44.587,46.992
"127","120","    Social services and religious activities \26\","DSOCRG3",6.833,6.554,6.038,5.654,5.532,5.819,5.913,6.071,6.393,6.272,6.272,6.281,6.487,6.989,7.394,7.666,7.903,8.658,9.993,10.702,10.763,11.153,12.002,12.075,12.318,12.579,12.849,13.338,13.816,14.096,14.47,14.685,14.813,14.964,15.214,15.402,15.749,16.151,16.56,17.25,18.312
"128","121","    Professional and other services","DPRSRG3",3.388,3.28,3.017,2.75,2.584,2.614,2.689,2.77,2.889,2.859,2.88,2.914,3.091,3.273,3.464,3.823,4.105,4.2,4.646,4.896,5.062,5.209,5.542,5.852,6.107,6.33,6.588,6.924,7.266,7.53,7.723,7.919,8.075,8.217,8.391,8.692,9.01,9.242,9.62,10.001,10.658
"129","122","      Legal services","DGALRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.093,6.272,6.4,6.493,6.627,6.975,7.376,7.597,7.992,8.3,9.008
"130","123","      Accounting and other business services \27\","DPRORG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.765,7.966,8.032,8.137,8.24,8.348,8.513,8.746,9.057,9.474,9.954
"131","124","      Labor organization dues","DUNSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.541,14.618,14.687,14.834,15.048,15.342,15.703,15.999,16.43,17.088,17.961
"132","125","      Professional association dues","DAXSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.093,6.274,6.398,6.495,6.623,6.992,7.376,7.599,7.999,8.302,9.009
"133","126","      Funeral and burial services","DFUNRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.485,9.759,10.032,10.3,10.574,10.8,10.935,11.162,11.482,11.936,12.437
"134","127","    Tobacco","DTOBRG3",4.028,3.798,3.867,3.867,3.43,3.544,3.51,3.487,3.579,3.602,3.66,3.763,3.855,3.97,4.223,4.362,4.557,4.707,5.064,5.259,5.374,5.478,5.651,5.904,6.191,6.238,6.295,6.422,6.629,6.756,7.023,7.257,7.315,7.373,7.597,7.777,8.107,8.545,8.865,9.423,9.926
"135","128","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","129","    Foreign travel by U.S. residents","DFTRRG3",13.826,12.793,10.669,8.812,9.032,9.469,9.899,10.286,10.582,10.8,11.586,11.582,11.369,11.271,11.439,12.116,15.072,15.804,15.435,16.497,16.934,16.776,16.398,16.174,17.319,17.954,17.809,18.275,18.333,18.471,19.13,18.747,18.892,19.414,19.893,20.295,21.11,21.887,21.729,22.685,23.192
"137","130","    Less: Expenditures in the United States by nonresidents","DEXFRG3",7.17,7.162,6.589,6.091,5.716,6.261,6.756,7.088,7.203,6.651,6.409,6.76,6.779,7.381,6.782,6.945,7.452,8.937,10.302,11.042,11.025,11.169,12.018,12.329,12.492,12.552,12.588,12.788,13.239,13.634,14.574,14.751,14.934,15.089,15.256,15.495,15.725,16.185,16.656,17.344,18.265
"138","131","    Net expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","132","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \28\","DNPIRG3",22.11,21.266,19.443,18.068,17.389,18.346,18.484,18.984,19.977,19.449,19.481,19.456,20.397,22.132,23.742,24.826,25.684,28.332,32.957,35.502,35.806,37.233,40.352,40.438,41.166,42.206,43.294,45.3,47.346,48.578,49.452,46.284,46.749,47.411,48.173,48.393,49.743,51.569,53.242,55.28,58.721
"140","133","  Gross output of nonprofit institutions \29\","DNPERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.811,11.082,11.288,11.501,11.778,12.063,12.413,12.845,13.433,14.14,15.062
"141","134","  Less: Receipts from sales of goods and services by nonprofit institutions \30\","DNPSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.494,6.995,7.157,7.309,7.514,7.768,7.998,8.268,8.697,9.211,9.823
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","1. Consists of household purchases of goods and services from business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","government, nonprofit institutions, and the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2. Consists of shoes and other footwear, and of repair and hire of footwear.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","3. Consists of space rent (see footnote 4) and rent for appliances,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","furnishings, and furniture.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","4. Consists of rent for space and for heating and plumbing facilities, water heaters,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","lighting fixtures, kitchen cabinets, linoleum, storm windows and doors, window screens,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","and screen doors, but excludes rent for appliances and furniture and purchases of fuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","and electricity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","5. Includes clocks, lamps, lighting fixtures, and other household decorative items;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","also includes repair of furniture, furnishings, and floor coverings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","6. Consists of major household appliances, small electric household appliances, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","repair of household appliances.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
