"","Table 2#5#4 Price Indexes for Personal Consumption Expenditures ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"76","69","      First-class postal service by U.S. Postal Service (USPS)","DPSTRG3",17.766,17.882,20.969,22.279,22.569,26.167,26.905,34.16,34.641,37.505,39.565,39.611,46.509,52.108,52.17,52.231,56.88,57.698,57.726,63.459,65.53,65.53,75.187,76.117,76.117,76.117,83.979,83.979,83.979,83.979,86.494,86.499,89.847,95.001,100,100,100,105.359,107.978,111.586,117.098
"77","70","      Other delivery services (by non-USPS facilities)","DODSRG3",15.526,16.1,16.931,17.587,18.333,19.545,21.173,22.607,24.2,25.915,27.725,29.974,32.564,34.872,37.387,39.198,40.89,42.746,44.436,46.437,48.46,50.515,52.538,54.491,56.179,57.744,59.279,60.707,61.973,64.702,67.903,71.531,76.763,79.835,84.184,93.66,100,107.851,115.213,132.08,123.991
"78","71","    Telecommunication services","DTCSRG3",57.467,58.137,60.991,64.425,66.073,68.864,71.089,73.617,74.454,75.291,75.034,76.301,83.573,92.074,97.879,105.009,108.095,111.573,108.883,107.589,107.414,107.083,107.948,108.016,108.541,110.801,110.361,110.555,111.084,109.735,107.213,103.892,102.171,102.715,102.258,100.703,100,100.634,102.445,104.146,105.677
"79","72","    Internet access","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.155,160.259,151.609,144.439,133.543,123.17,112.228,98.457,93.707,96.432,100.196,107.213,103.926,100.656,102.532,103.407,104.282,101.717,100,95.632,76.535,77.251,79.991
"80","73","  Recreation","DRRLRG3",51.74,53.273,55.538,56.658,58.028,61.976,66.636,69.304,71.933,75.133,79.368,85.33,90.793,94.875,96.874,98.44,99.955,100.649,102.321,104.434,107.302,110.061,112.96,114.067,114.518,115.211,115.236,114.516,112.698,110.27,107.667,106.539,105.147,103.522,101.917,101.135,100,99.131,97.808,97.758,96.535
"81","74","    Video and audio equipment, computers, and related services","DVPIRG3",245.351,244.911,247.477,248.901,249.514,254.475,262.579,266.517,269.136,274.584,283.05,290.955,299.008,300.803,292.079,285.426,277.577,266.074,261.942,257.766,256.245,253.483,251.052,242.999,235.63,226.842,214.304,196.731,179.122,162.253,147.174,137.578,127.112,118.908,111.294,106.048,100,93.915,87.555,82.738,77.142
"82","75","      Video and audio equipment","DVAARG3",251.151,251.349,252.698,253.384,252.393,256.447,263.661,266.171,266.171,268.89,274.918,279.604,284.457,283.437,275.411,263.742,248.442,236.193,228.513,219.683,214.076,208.544,203.699,199.444,195.145,189.552,183.116,175.524,168.329,160.347,149.869,140.5,132.256,123.653,115.402,107.837,100,91.117,81.052,73.917,65.47
"83","76","      Information processing equipment","DIPERG3",6683.66,6932.196,7402.748,7890.048,8141.897,8433.258,8979.95,9587.889,10172.08,10940.405,11498.637,11049.195,11037.475,10027.156,7644.292,6886.206,6485.958,5099.475,4673.963,4328.09,4055.9,3467.684,2942.108,2272.879,1778.633,1563.557,1254.88,880.76,605.28,422.449,310.563,254.179,195.733,157.106,129.494,114.923,100,87.238,79.023,71.239,63.919
"84","77","      Services related to video and audio goods and computers","DSVCRG3",25.765,25.33,25.838,26.018,26.569,27.399,28.5,29.272,30.173,31.594,33.408,35.85,38.101,40.117,41.54,43.489,45.68,47.214,49.417,52.133,54.966,58.727,63.138,66.063,69.517,69.311,70.214,73.312,77.341,80.63,82.834,85.494,87.974,91.964,94.799,97.705,100,103.548,105.166,107.691,109.731
"85","78","    Sports and recreational goods and related services","DODRRG3",52.476,53.03,56.216,57.171,58.597,62.712,67.897,70.496,73.12,76.534,81.025,87.959,94.041,97.92,99.017,100.192,101.057,101.003,102.693,106.356,109.26,112.21,114.834,116.692,116.389,117.863,118.429,118.051,116.546,114.396,110.84,109.063,107.98,105.206,102.731,101.682,100,99.274,97.653,97.917,97.328
"86","79","      Sports and recreational vehicles","DWHLRG3",32.539,31.4,35.285,36.554,38.196,42.514,46.888,49.22,52.305,55.52,59.286,64.879,68.961,71.7,72.608,75.118,77.255,77.23,77.612,80.088,82.5,84.524,86.238,88.052,88.982,91.061,93.608,94.397,93.745,93.933,96.106,97.905,99.298,98.823,98.046,98.412,100,102.351,101.822,102.873,103.904
"87","80","      Other sporting and recreational goods","DORIRG3",64.374,66.367,68.406,68.862,69.748,72.943,78.155,80.637,82.44,85.578,90.157,97.479,104.479,108.854,110.01,110.261,110.239,110.191,112.62,116.796,119.869,123.167,126.123,128.011,127.236,128.459,128.216,127.363,125.493,122.343,116.439,113.285,111.281,107.671,104.54,102.944,100,98.137,96.125,96.105,95.027
"88","81","      Maintenance and repair of recreational vehicles and sports equipment","DRRERG3",34.972,32.594,38.745,40.619,43.07,49.222,55.185,58.176,62.47,66.017,70.251,76.632,81.758,85.078,86.108,88.722,90.568,89.998,90.384,93.675,96.23,99.522,102.632,104.099,104.063,105.871,107.002,106.91,106.145,105.522,104.186,103.044,102.621,100.841,99.852,99.616,100,101.456,100.836,102.512,103.812
"89","82","    Membership clubs, sports centers, parks, theaters, and museums","DRLSRG3",19.957,21.344,22.435,23.164,24.069,25.867,27.91,29.579,31.277,33.386,35.536,37.944,40.094,42.344,44.474,46.53,48.677,51.016,53.184,55.144,58.136,61.202,64.296,66.019,67.81,70.105,71.747,74.283,76.634,78.54,82.167,86.016,89.303,91.738,95.119,97.41,100,103.61,106.929,109.806,111.063
"90","83","      Membership clubs and participant sports centers","DMDFRG3",19.359,20.147,21.093,21.645,22.494,23.778,25.232,26.631,28.07,30.336,32.528,35.492,38.781,42.119,44.782,47.179,49.788,52.59,55.687,58.726,62.036,65.335,69.081,71.945,75.354,79.154,79.046,81.556,84.948,87.226,90.076,92.749,95.097,96.188,98.891,99.372,100,103.772,105.353,107.159,107.025
"91","84","      Amusements parks, campgrounds, and related recreational services","DORSRG3",21.242,23.014,24.245,25.211,26.221,28.654,31.22,33.708,36.194,38.592,40.586,43.423,45.642,47.583,49.167,50.658,52.554,55.231,56.652,57.49,59.738,62.471,65.063,66.96,68.728,70.277,72.437,74.334,76.37,78.412,81.86,85.563,88.943,91.653,95.394,97.711,100,103.501,106.779,109.441,110.812
"92","85","      Admissions to specified spectator amusements","DADMRG3",19.01,20.388,21.424,22.051,22.885,24.394,26.278,27.36,28.504,30.235,32.449,34.121,35.537,37.479,39.837,42.238,44.33,46.004,48.15,50.358,53.902,57.172,60.333,60.994,61.634,63.734,65.98,69.25,71.177,72.686,77.029,81.802,85.732,88.863,92.27,95.743,100,103.594,108.187,112.167,114.336
"93","86","        Motion picture theaters","DMOVRG3",18.619,20.441,21.64,22.22,23.1,24.72,26.75,27.847,29.012,30.711,32.965,34.653,36.098,38.065,40.462,42.912,45.039,46.745,48.975,51.17,54.756,58.132,61.232,61.957,62.617,64.782,67.067,70.355,72.31,73.854,78.444,83.43,86.502,89.223,93.883,96.853,100,103.504,107.582,110.022,111.72
"94","87","        Live entertainment, excluding sports","DLIGRG3",18.632,20.427,21.629,22.233,23.134,24.651,26.765,27.884,29.009,30.737,32.978,34.691,36.123,38.086,40.497,42.925,45.059,46.754,48.898,51.168,54.801,58.064,61.365,61.998,62.639,64.769,67.023,70.357,72.341,73.866,78.394,83.417,86.491,89.313,93.839,96.865,100,103.529,107.571,110.018,111.7
"95","88","        Spectator sports","DSPERG3",19.862,20.414,21.164,21.871,22.619,23.974,25.535,26.585,27.717,29.511,31.67,33.305,34.684,36.594,38.885,41.226,43.26,44.895,46.978,49.154,52.601,55.788,58.907,59.539,60.164,62.192,64.41,67.616,69.479,70.951,74.969,79.386,84.679,88.379,89.986,94.153,100,103.697,109.002,114.941,117.722
"96","89","      Museums and libraries","DMUSRG3",18.66,20.444,21.637,22.237,23.147,24.655,26.764,27.885,29.017,30.724,32.974,34.692,36.127,38.087,40.487,42.901,45.056,46.739,48.963,51.172,54.743,58.081,61.322,61.991,62.639,64.772,67.021,70.354,72.341,73.878,78.379,83.417,86.522,89.297,93.85,96.868,100,103.531,107.563,110.03,111.687
"97","90","    Magazines, newspapers, books, and stationery","DNBSRG3",21.241,22.539,23.942,24.546,25.367,28.709,32.525,34.517,36.715,38.553,41.057,45.027,49.236,53.25,56.427,58.081,60.551,62.461,64.113,66.19,68.726,71.457,75.48,78.928,81.248,83.613,87.368,91.081,92.801,95.023,95.278,95.543,96.699,98.412,98.474,98.943,100,100.792,101.966,104.004,107.352
"98","91","    Gambling","DGAMRG3",20.706,21.921,22.853,23.602,25.088,27.834,30.379,32.155,34.231,36.572,39.998,44.345,48.468,51.304,53.414,55.597,57.475,58.531,60.473,62.709,65.378,68.669,71.186,73.052,74.943,76.554,78.423,80.542,82.258,83.479,85.331,88.179,90.659,92.118,94.223,96.739,100,103.225,106.297,110.335,109.975
"99","92","    Pets, pet products, and related services","DPETRG3",26.077,27.52,28.951,29.693,30.59,32.388,34.462,35.911,37.42,38.748,41.579,45.92,50.259,53.044,55.019,57.004,58.918,60.544,62.105,64.18,67.654,70.132,72.915,73.007,73.855,75.365,76.422,79.754,81.782,82.872,84.391,86.494,89.283,92.084,93.988,97.495,100,103.88,108.119,116.756,124.157
"100","93","    Photographic goods and services","DPHORG3",50.683,50.397,50.497,51.756,52.233,54.078,56.489,57.629,58.003,60.048,62.691,68.182,71.196,73.689,75.305,76.915,78.819,82.234,85.702,88.032,91.583,94.819,97.765,100.078,102.055,102.888,105.142,106.99,109.016,108.827,107.969,107.997,107.579,107.425,106.102,102.809,100,96.766,92.698,91.139,91.536
"101","94","    Package tours \14\","DXHLRG3",21.246,23.014,24.249,25.213,26.229,28.65,31.226,33.725,36.202,38.595,40.6,43.392,45.644,47.602,49.167,50.663,52.575,55.24,56.654,57.501,59.758,62.491,65.052,66.963,68.738,70.269,72.448,74.356,76.368,78.433,81.881,85.551,88.935,91.641,95.394,97.712,100,103.521,106.768,109.437,110.825
"102","95","  Education","DEDURG3",7.974,8.507,8.969,9.44,10.132,11.402,12.387,13.286,14.15,14.918,16.201,17.974,20.087,22.376,24.316,26.406,28.419,30.408,32.565,34.979,37.449,40.08,43.315,46.889,50.231,53.174,56.082,59.069,61.92,64.748,67.938,71.356,75.191,80.077,86.178,93.319,100,106.339,112.494,119.083,125.724
"103","96","    Educational books","DEBKRG3",10.776,11.185,11.933,12.719,13.134,13.591,14.482,15.459,16.439,17.743,18.875,20.456,22.953,25.926,28.562,30.878,33.483,36.225,38.935,41.663,44.351,47.963,50.451,53.228,55.087,57.078,59.265,62.632,65.68,68.767,71.565,76.548,80.936,86.817,91.743,95.991,100,106.342,115.095,123.117,131.918
"104","97","    Higher education","DHEDRG3",7.1,7.598,8.073,8.52,8.987,9.762,10.486,11.209,11.947,12.605,13.613,14.909,16.756,19.013,20.992,23.141,25.248,27.287,29.345,31.576,34.075,36.827,40.566,44.929,49.144,52.586,55.745,58.913,61.907,64.524,67.076,69.852,73.406,78.415,84.983,93.034,100,106.7,113.405,120.479,127.711
"105","98","    Nursery, elementary, and secondary schools","DNEHRG3",6.642,7.217,7.572,7.959,9.054,10.911,12.151,13.216,14.003,14.466,15.755,17.663,19.672,21.855,23.673,25.697,27.665,29.726,32.131,34.853,37.546,40.447,43.576,46.731,49.841,52.732,55.994,58.753,61.771,65.726,69.68,74.241,78.781,83.882,89.009,94.327,100,105.722,111.217,117.283,122.932
"106","99","    Commercial and vocational schools \15\","DVEDRG3",14.497,15.069,15.487,16.072,16.895,19.885,21.649,22.977,24.613,26.478,29.321,33.58,36.994,38.562,39.461,40.659,41.448,42.278,43.924,46.393,48.25,49.444,51.067,52.33,53.17,54.705,56.544,59.044,61.146,63.362,68.017,71.854,75.752,79.679,85.54,92.346,100,105.685,109.784,114.813,119.816
"107","100","  Food services and accommodations","DFSARG3",18.121,19.461,20.499,21.257,22.71,25.337,27.619,29.447,31.579,34.34,38.047,41.732,45.46,48.059,50.135,52.396,54.648,56.888,59.203,61.748,64.544,67.499,70.194,71.684,73.09,74.373,76.128,78.179,80.497,82.654,84.79,87.16,89.644,91.818,93.773,96.889,100,103.35,107.394,111.644,114.375
"108","101","    Food services","DFSERG3",18.715,20.096,21.183,21.989,23.543,26.361,28.773,30.651,32.848,35.618,39.378,43.067,46.83,49.288,51.38,53.541,55.683,57.959,60.163,62.637,65.464,68.469,71.112,72.553,73.873,75.07,76.719,78.605,80.785,82.778,84.833,86.973,89.647,92.103,94.138,96.989,100,103.188,106.995,111.686,115.599
"109","102","      Purchased meals and beverages \16\","DPMBRG3",18.712,20.092,21.182,21.986,23.531,26.339,28.746,30.62,32.81,35.573,39.32,42.997,46.752,49.207,51.298,53.458,55.602,57.882,60.083,62.558,65.382,68.384,71.036,72.48,73.802,74.999,76.647,78.534,80.714,82.716,84.776,86.945,89.664,92.125,94.122,96.978,100,103.182,106.999,111.701,115.594
"110","103","      Food furnished to employees (including military)","DFOORG3",19.197,20.623,21.683,22.553,24.331,27.44,29.993,32.022,34.407,37.373,41.487,45.538,49.54,52.108,54.289,56.5,58.638,60.834,63.153,65.622,68.56,71.678,73.988,75.351,76.608,77.783,79.455,81.316,83.515,85.174,87.025,88.07,88.972,91.248,94.78,97.397,100,103.407,106.879,111.146,115.782
"111","104","    Accommodations \17\","DACCRG3",13.826,14.868,15.512,15.883,16.552,17.695,18.996,20.45,22.104,24.84,28.189,31.915,35.429,39.202,41.187,44.272,47.372,49.359,52.495,55.575,58.164,60.762,63.872,65.728,67.775,69.704,72.231,75.459,78.699,81.939,84.611,88.494,89.698,89.899,91.304,96.227,100,104.402,109.986,111.432,106.666
"112","105","  Financial services and insurance","DIFSRG3",17.765,18.677,19.797,21.01,21.506,23.229,24.948,25.955,27.949,31.638,33.361,35.942,38.658,40.89,44.831,47.666,49.7,52.479,53.873,57.147,59.147,62.102,64.836,69.726,70.503,71.664,74.514,77.523,82.117,84.071,84.91,85.66,85.177,87.519,91.48,96.488,100,102.303,106.85,110.015,109.533
"113","106","    Financial services","DFNLRG3",24.756,25.863,26.534,27.828,28.466,32.509,35.815,35.85,36.968,43.013,46.394,51.058,54.301,55.182,59.793,61.272,63.673,69.51,72.838,75.442,73.96,75.462,79.343,85.971,82.894,82.284,84.372,85.593,90.853,92.373,91.882,91.366,89.636,91.773,94.386,97.264,100,102.169,106.245,109.836,107.49
"114","107","      Financial services furnished without payment","DIMPRG3",21.319,22.728,22.367,23.25,24.431,29.007,31.606,31.061,32.093,37.477,40.592,43.659,45.252,44.326,49.014,50.64,52.511,58.021,62.381,64.979,61.876,63.042,67.304,74.953,70.015,71.108,72.585,73.768,79.918,84.396,86.812,90.103,89.307,92.625,95.81,97.657,100,101.128,105.505,110.65,111.087
"115","108","      Financial service charges, fees, and commissions","DOFIRG3",29.344,29.375,33.247,35.574,33.955,34.147,39.246,42.068,43.07,49.437,52.499,62.168,70.813,78.405,80.961,81.258,84.898,90.088,88.975,91.002,94.835,97.031,99.098,101.993,103.98,99.31,102.596,103.794,106.836,102.99,98.199,92.95,90.117,90.861,92.841,96.838,100,103.233,107.014,108.981,103.608
"116","109","    Insurance","DINSRG3",10.988,11.624,12.724,13.664,13.996,14.289,14.901,16.252,18.395,20.185,20.734,21.786,23.74,26.269,29.283,32.805,34.367,34.428,34.089,37.671,42.208,46.016,47.612,50.702,54.594,57.275,60.704,65.521,69.178,71.652,74.352,77.034,78.479,81.14,87.147,95.327,100,102.509,107.811,110.257,112.972
"117","110","      Life insurance \18\","DLIFRG3",12.456,13.204,13.786,14.506,15.299,16.418,17.604,18.986,20.732,22.481,24.132,26.128,27.815,29.499,31.731,33.725,36.872,40.065,42.964,45.543,47.556,50.321,52.295,55.275,57.319,59.014,61.218,65.065,68.57,72.38,75.946,81.485,81.779,88.044,91.641,96.098,100,102.862,105.996,105.929,107.487
"118","111","      Net household insurance \19\","DFINRG3",8.559,9.041,10.008,10.409,10.388,9.373,9.525,11.256,12.61,12.888,13.762,15.421,16.942,18.841,20.601,21.516,22.815,25.143,26.554,28.276,29.785,30.449,31.485,32.587,35.068,37.767,42.253,45.79,50.697,51.432,54.602,58.583,64.258,71.583,89.131,95.115,100,101.266,106.257,112.86,120.748
"119","112","      Net health insurance","DHINRG3",9.274,9.508,11.015,12.626,12.673,12.476,12.524,13.04,16.206,18.734,17.441,17.377,20.189,24.697,29.186,35.003,34.729,30.12,25.808,30.425,37.885,43.802,44.498,46.744,51.393,54.457,59.24,65.478,70.858,72.163,73.522,75.845,77.987,78.492,85.262,96.196,100,103.684,108.879,112.112,115.305
"120","113","        Medical care and hospitalization \20\","DMINRG3",6.722,7.177,8.375,10.653,10.347,9.625,7.792,8.221,12.104,13.815,14.544,14.42,16.408,20.822,25.335,32.448,33.338,25.89,20.856,26.824,36.406,43.572,45.293,48.352,53.334,57.001,60.88,63.898,66.858,68.338,70.251,72.336,74.923,77.123,84.542,96.816,100,103.284,107.181,110.033,113.591
"121","114","        Income loss \21\","DIINRG3",95.479,83.503,102.093,113.661,124.929,124.327,164.25,164.936,185.31,253.148,150.244,123.333,150.802,231.07,251.235,245.418,222.167,293.045,263.634,306.992,286.899,318.554,237.184,233.148,131.106,166.872,126.5,93.45,82.346,83.486,85.314,88.188,90.662,92.113,94.216,96.743,100,103.199,106.259,110.309,109.951
"122","115","        Workers' compensation \22\","DPWCRG3",13.611,15.323,16.573,15.34,15.039,16.737,18.781,19.88,20.096,20.247,21.382,23.858,28.223,28.559,32.43,34.303,31.147,32.185,31.079,30.406,32.539,33.921,34.179,34.212,41.82,41.575,51.555,72.406,89.124,89.696,88.325,91.778,91.651,83.797,87.876,93.155,100,105.631,117.363,122.532,123.89
"123","116","      Net motor vehicle and other transportation insurance \23\","DTINRG3",11.724,12.794,14.171,14.56,14.671,14.659,15.347,17.935,19.138,20.021,21.831,23.159,24.078,24.733,26.819,29.48,31.632,34.669,36.693,39.857,43.088,45.013,47.77,53.1,59.23,63.002,65.743,69.625,70.291,73.215,77.263,76.615,77.713,80.107,85.969,92.212,100,99.198,107.791,111.184,113.583
"124","117","  Other goods and services","DOISRG3",18.309,19.306,20.106,21.004,21.944,23.875,25.87,27.244,28.731,30.476,32.938,37.226,40.491,43.292,46.891,49.099,50.836,52.907,55.713,58.779,62.253,65.97,69.472,72.257,74.108,75.189,76.991,78.437,80.038,82.261,86.361,89.143,91.747,93.791,95.33,97.325,100,103.26,107.381,111.532,116.685
"125","118","    Personal care \24\","DPCRRG3",24.944,25.873,26.696,27.325,28.374,31.301,34.608,36.664,38.85,41.233,44.425,48.43,52.798,56.612,59.431,61.68,63.828,65.911,67.601,70.044,72.985,75.692,78.267,80.21,81.935,83.474,84.766,85.817,87.216,88.593,90.406,92.547,94.818,95.761,96.442,97.909,100,102.316,104.979,108.028,110.773
"126","119","    Personal items \25\","DPEORG3",46.992,47.951,48.867,50.392,52.149,56.617,60.887,63.601,66.079,69.588,75.88,94.881,98.742,96.436,98,98.657,97.671,98.576,105.871,113.63,118.828,126.905,131.077,133.114,132.334,133.761,134.642,130.935,125.745,120.27,114.969,111.061,110.772,106.86,103.957,103.08,100,102.371,108.275,114.402,116.144
"127","120","    Social services and religious activities \26\","DSOCRG3",18.312,18.999,19.974,20.913,22.085,25.191,27.449,29.042,30.919,32.988,36.218,40.907,44.765,46.753,47.968,49.56,50.678,52.076,53.967,57.013,59.742,62.308,64.989,67.146,69.065,71.002,73.276,75.418,77.463,79.901,82.311,86.034,88.456,91.163,93.751,96.179,100,103.329,106.672,109.517,111.185
"128","121","    Professional and other services","DPRSRG3",10.658,11.497,12.251,13.107,14.073,15.344,16.462,17.473,18.594,19.874,21.63,24.545,27.655,30.891,34.557,37.371,39.554,41.96,44.87,46.748,49.239,52.417,55.291,57.904,60.206,62.474,64.835,67.423,70.246,73.517,76.951,80.656,84.57,88.665,92.393,95.981,100,104.655,109.011,113.441,116.519
"129","122","      Legal services","DGALRG3",9.008,9.978,10.82,11.877,12.981,14.043,15.013,16.029,17.145,18.335,19.897,22.546,25.566,28.976,32.989,36.044,38.407,40.951,44.205,45.921,48.572,52.058,54.904,57.678,59.966,61.812,63.775,66.011,68.694,72.116,75.83,79.979,84.013,88.308,92.304,95.802,100,104.447,108.778,113.162,116.254
"130","123","      Accounting and other business services \27\","DPRORG3",9.954,10.532,10.974,11.276,11.989,13.294,14.454,15.369,16.441,17.599,19.128,21.573,24.241,27.023,30.125,32.532,34.515,36.544,38.602,41.015,43.408,46.495,50.226,53.089,56.111,60.649,63.913,67.182,70.317,73.923,77.31,81.151,84.719,88.837,92.357,96.072,100,105.764,110.023,115.213,117.922
"131","124","      Labor organization dues","DUNSRG3",17.961,18.975,19.995,20.944,22.038,25.309,27.707,29.39,31.35,33.527,37.104,42.453,46.548,48.422,49.88,51.188,52.213,53.951,55.698,58.389,60.636,62.238,63.983,65.578,66.741,67.983,69.792,72.7,74.905,77.386,80.153,82.714,87.99,90.358,92.641,96.063,100,103.257,106.457,107.769,109.422
"132","125","      Professional association dues","DAXSRG3",9.009,9.979,10.828,11.874,12.977,14.055,15.042,16.018,17.156,18.349,19.875,22.539,25.559,28.976,32.987,36.032,38.403,40.931,44.215,45.909,48.572,52.069,54.894,57.682,59.965,61.815,63.777,65.998,68.695,72.119,75.849,79.988,84.017,88.31,92.303,95.777,100,104.424,108.773,113.122,116.254
"133","126","      Funeral and burial services","DFUNRG3",12.437,12.932,13.433,13.887,14.474,15.476,16.431,17.153,17.904,19.08,20.682,23.476,26.573,30.166,34.25,37.414,39.844,42.464,45.368,47.096,49.147,52.164,55.383,57.894,60.562,63.534,67.286,70.613,74.298,77.149,79.824,82.112,85.056,89.21,92.755,96.724,100,105.097,110.446,116.032,120.559
"134","127","    Tobacco","DTOBRG3",9.926,10.756,11.211,11.824,12.151,12.743,13.651,14.23,14.915,15.739,16.651,17.92,19.326,21.45,25.6,27.239,28.801,30.73,32.856,35.78,40.299,44.39,49.499,53.681,55.606,53.37,54.689,56.353,58.85,63.968,79.644,85.268,88.387,92.202,93.282,95.065,100,103.414,110.235,117.115,144.846
"135","128","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","129","    Foreign travel by U.S. residents","DFTRRG3",23.192,23.536,25.749,27.344,29.917,36.212,39.825,40.612,43.067,44.893,49.986,56.259,59.667,57.246,55.277,53.196,51.593,56.778,55.578,58.979,59.604,63.247,67.255,70.418,70.809,72.936,75.103,77.055,77.982,76.183,78.319,78.897,79.81,82.524,87.678,93.655,100,104.246,111.366,120.387,110.538
"137","130","    Less: Expenditures in the United States by nonresidents","DEXFRG3",18.265,19.372,20.113,20.8,21.977,23.882,25.724,27.632,29.528,32.095,35.188,39.492,43.651,47.17,49.553,52.347,54.859,56.683,59.461,61.808,63.894,67.447,71.755,73.594,74.634,75.35,76.524,78.535,80.464,81.513,83.69,87.67,88.457,88.579,91.275,95.306,100,104.743,108.989,114.248,111.32
"138","131","    Net expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","132","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \28\","DNPIRG3",58.721,61.268,64.628,67.272,71.595,81.93,89.516,94.258,100.718,107.37,117.927,129.131,135.99,129.701,120.696,115.921,113.63,110.239,108.437,107.544,101.09,93.192,86.681,79.268,75.32,75.252,75.316,76.668,79.859,85.104,88.129,92.985,97.282,98.066,96.567,96.198,100,102.104,103.606,104.298,101.105
"140","133","  Gross output of nonprofit institutions \29\","DNPERG3",15.062,16.044,16.815,17.608,18.735,20.988,23.099,24.893,26.751,28.785,31.674,35.46,39.333,42.394,44.678,46.836,48.715,50.416,52.626,55.727,58.789,61.571,64.43,66.767,68.823,70.801,72.809,74.808,76.723,79.019,81.179,84.377,87.611,90.203,93.108,96.179,100,103.617,106.832,109.594,111.137
"141","134","  Less: Receipts from sales of goods and services by nonprofit institutions \30\","DNPSRG3",9.823,10.552,11.03,11.577,12.317,13.686,15.104,16.411,17.671,19.074,21.002,23.686,26.724,29.952,32.815,35.354,37.465,39.567,42.072,45.462,49.701,54.117,58.676,63.096,66.607,69.112,71.652,73.828,75.372,76.845,78.744,81.427,84.316,87.498,91.913,96.172,100,104.129,107.955,111.494,114.836
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","1. Consists of household purchases of goods and services from business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","government, nonprofit institutions, and the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2. Consists of shoes and other footwear, and of repair and hire of footwear.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","3. Consists of space rent (see footnote 4) and rent for appliances,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","furnishings, and furniture.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","4. Consists of rent for space and for heating and plumbing facilities, water heaters,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","lighting fixtures, kitchen cabinets, linoleum, storm windows and doors, window screens,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","and screen doors, but excludes rent for appliances and furniture and purchases of fuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","and electricity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
