"","Table 2#5#3 Real Personal Consumption Expenditures by Function, ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45"
"74","67","    Telephone and facsimile equipment","DTCERA3",0.621,0.618,0.609,0.631,0.705,0.753,0.773,0.82,0.873,2.785,6.537,10.434,13.974,15.162,14.07,13.218,11.958,11.38,11.001,11.303,12.011,12.187,12.18,12.623,13.7,15.369,16.651,17.736,18.652,21.478,27.883,35.423,41.786,49.028,66.915,85.634,100,136.155,174.253,185.897,185.797,200.327
"75","68","    Postal and delivery services","DPSSRA3",98.252,102.123,99.236,104.015,106.167,99.424,99.713,92.669,96.132,98.471,104.014,111.123,108.728,111.855,117.677,127.189,128.214,135.399,144.781,141.731,140.479,140.654,128.739,126.713,130.301,136.956,135.261,139.64,141.612,142.723,139.255,138.316,129.256,120.051,108.866,104.342,100,97.418,97.705,91.896,85.18,77.819
"76","69","      First-class postal service by U.S. Postal Service (USPS)","DPSTRA3",118.681,122.739,118.38,123.583,126.154,117.657,118.199,109.4,114.001,116.676,123.875,133.283,131.091,135.363,140.392,149.486,148.552,155.372,164.766,158.97,155.334,153.693,137.275,133.37,136.794,143.674,140.536,145.548,148.372,147.844,143.554,141.248,132.159,123.203,109.22,104.534,100,96.041,96.685,93.57,85.487,79.94
"77","70","      Other delivery services (by non-USPS facilities)","DODSRA3",9.862,12.548,15.635,18.445,18.766,19.627,18.826,19.541,17.784,18.686,16.739,13.617,10.244,8.117,18.146,29.758,39.606,48.633,57.999,67.003,76.423,84.537,92.653,99.335,103.75,109.513,114.295,115.856,114.018,122.322,122.308,126.964,118.009,107.829,107.612,103.686,100,101.91,101.073,87.419,84.616,71.979
"78","71","    Telecommunication services","DTCSRA3",11.098,11.927,12.442,13.268,14.713,15.506,17.141,18.501,19.895,21.78,23.541,24.822,25.387,26.214,27.115,27.333,29.152,30.26,32.655,34.647,37.093,38.851,40.635,45.049,47.362,50.283,52.89,57.511,63.64,69.376,76.711,85.908,92.289,93.308,93.946,97.407,100,105.09,106.722,108.311,103.332,105.239
"79","72","    Internet access","DINTRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.052,0.11,0.232,0.501,0.828,1.228,2.737,5.75,9.281,11.937,17.316,32.372,54.636,59.53,70.954,83.829,93.586,100,112.147,168.001,186.006,200.987,223.813
"80","73","  Recreation","DRRLRA3",10.344,10.808,11.051,12.148,13.3,13.623,14.161,15.231,16.127,17.288,18.304,18.253,19.066,19.461,21.311,23.528,25.269,27.303,29.433,31.915,33.603,34.866,35.215,37.072,40.288,43.81,47.586,51.267,55.12,60.364,67.218,73.223,76.03,80.194,85.635,93.047,100,107.837,115.562,116.593,112.913,121.158
"81","74","    Video and audio equipment, computers, and related services","DVPIRA3",1.609,1.721,1.795,2.005,2.24,2.373,2.577,2.79,2.963,3.149,3.404,3.553,3.832,4.079,5.197,6.106,7.212,8.708,9.825,11.19,11.948,12.613,13.279,14.454,16.507,18.869,21.939,25.658,29.915,36.607,44.982,52.83,58.854,65.683,74.351,87.116,100,115.377,133.103,143.166,149.818,167.895
"82","75","      Video and audio equipment","DVAARA3",2.677,2.862,2.975,3.348,3.773,3.987,4.329,4.723,4.977,5.391,5.917,6.146,6.465,6.479,7.935,9.493,11.612,13.64,15.445,17.194,18.25,18.701,18.839,19.948,22.017,25.18,27.707,29.745,31.155,36.789,44.522,52.774,59.159,66.893,73.171,85.147,100,117.222,135.916,152.302,164.314,191.658
"83","76","      Information processing equipment","DIPERA3",0.007,0.008,0.008,0.009,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.009,0.011,0.026,0.066,0.077,0.079,0.171,0.22,0.31,0.337,0.423,0.651,0.858,1.38,2.01,3.052,5.144,8.653,13.602,20.048,26.542,32.948,43.334,59.322,78.363,100,126.849,158.051,169.527,179.65,212.576
"84","77","      Services related to video and audio goods and computers","DSVCRA3",11.199,11.967,12.616,13.84,15.171,16.348,18.026,19.296,21.174,21.419,22.322,23.499,26.953,29.574,34.679,39.163,44.425,48.281,51.619,56.805,60.891,63.572,61.739,64.539,66.554,66.899,71.437,73.09,74.483,78.235,85.003,89.762,91.434,88.914,91.791,98.671,100,103.275,109.731,111.933,111.3,112.802
"85","78","    Sports and recreational goods and related services","DODRRA3",11.973,12.181,12.452,14.657,16.039,15.845,16.842,18.729,19.988,21.421,22.356,20.488,20.874,20.74,21.703,25.006,26.313,28.469,31.203,32.774,34.745,35.411,35.69,37.012,40.189,43.389,46.109,48.901,52.132,57.715,65.329,72.628,76.058,81.226,86.502,92.557,100,106.359,111.371,108.476,99.248,106.208
"86","79","      Sports and recreational vehicles","DWHLRA3",21.894,24.185,25.896,32.783,36.694,31.889,34.752,38.114,41.741,42.718,43.18,33.121,33.056,31.555,32.373,40.057,41.393,44.497,46.307,46.487,45.887,42.994,40.481,39.402,44.188,48.943,52.545,55.779,60.733,66.716,72.416,77.995,77.915,80.879,89.248,96.991,100,100.181,101.304,90.503,70.46,70.554
"87","80","      Other sporting and recreational goods","DORIRA3",9.527,9.374,9.399,10.624,11.508,12.265,12.868,14.42,15.155,16.653,17.56,17.576,18.014,18.16,19.154,21.335,22.688,24.549,27.408,29.25,31.711,33.199,34.18,36.193,38.982,41.905,44.313,47.066,49.837,55.162,63.173,70.795,75.117,80.85,85.287,90.991,100,108.574,114.915,115.056,109.947,119.722
"88","81","      Maintenance and repair of recreational vehicles and sports equipment","DRRERA3",8.446,8.774,8.39,11.36,11.093,8.475,8.916,9.902,10.925,12.547,17.296,14.449,16.213,16.935,17.5,23.717,23.043,26.998,31.988,34.763,39.54,40.144,38.542,35.258,37.941,37.48,42.597,42.625,46.059,55.346,65.515,77.115,84.551,92.545,94.223,95.209,100,104.329,110.573,103.392,91.238,92.557
"89","82","    Membership clubs, sports centers, parks, theaters, and museums","DRLSRA3",30.132,30.816,31.31,32.34,33.777,36.164,37.656,38.776,41.531,43.227,44.667,46.103,48.962,50.524,53.125,54.825,57.063,57.728,58.441,63.004,67.659,70.551,70.36,75.519,78.398,79.514,84.142,87.197,89.493,92.103,92.229,92.787,91.692,92.284,93.752,96.746,100,103.186,106.993,106.801,102.915,106.116
"90","83","      Membership clubs and participant sports centers","DMDFRA3",26.312,25.67,24.531,24.886,27.151,30.106,33.624,37.163,40.391,39.39,40.005,40.359,40.645,41.67,45.572,48.727,55.816,60.333,63.493,66.445,69.338,70.281,69.654,72.729,71.816,70.942,75.612,79.879,92.038,91.941,92.365,91.437,89.953,91.79,92.013,96.314,100,101.773,106.895,106.411,102.75,105.665
"91","84","      Amusements parks, campgrounds, and related recreational services","DORSRA3",27.991,30.211,32.061,35.416,39.452,41.205,42.61,43.619,45.639,46.66,49.669,53.763,59.917,60.939,64.134,64.059,67.179,63.527,63.65,71.405,79.669,84.448,84.696,95.783,98.377,100.637,107.588,108.507,102.084,102.924,100.617,99.98,96.841,90.671,92.685,95.042,100,103.604,109.271,112.186,106.585,111.646
"92","85","      Admissions to specified spectator amusements","DADMRA3",37.864,37.979,38.267,37.419,35.59,38.135,38.424,37.769,41.074,45.497,45.875,45.04,46.212,49.12,50.37,52.956,50.243,52.107,51.338,54.409,57.448,60.587,60.513,62.062,68.344,70.295,73.213,77.947,79.948,86.227,87.82,90.015,90.639,94.775,96.713,99.285,100,104.909,107.756,105.185,102.519,104.774
"93","86","        Motion picture theaters","DMOVRA3",82.119,80.852,81.25,79.629,72.338,82.988,83.326,75.564,82.811,90.915,86.884,75.478,76.475,83.531,79.937,80.881,73.076,72.448,71.325,77.008,84.714,89.636,86.673,80.877,81.916,83.123,84.902,87.947,92.72,99.262,102.794,104.714,105.481,109.123,106.79,105.738,100,102.614,103.4,101.78,104.928,106.516
"94","87","        Live entertainment, excluding sports","DLIGRA3",15.217,14.57,13.738,14.402,15.079,15.862,16.353,18.782,20.723,23.986,25.747,28.694,31.66,31.444,33.854,36.731,39.794,46.873,46.48,48.26,45.405,50.291,49.696,54.588,63.798,66.037,68.792,69.76,71.077,77.515,79.402,81.372,84.083,87.121,90.467,94.919,100,105.101,106.081,104.033,99.667,99.746
"95","88","        Spectator sports","DSPERA3",32.261,33.863,35.136,33.332,32.472,31.703,31.767,32.572,34.733,37.982,39.774,41.877,41.423,44.765,47.918,51.249,46.124,44.499,43.588,46.276,52.105,52.444,54.677,57.572,64.297,66.437,70.224,79.656,80.589,86.553,86.647,89.236,87.762,93.236,96.458,99.473,100,106.107,111.904,108.303,103.813,108.363
"96","89","      Museums and libraries","DMUSRA3",16.215,17.38,18.442,20.043,22.111,25.432,26.083,28.425,31.308,33.682,35.164,38.063,41.997,41.893,42.295,42.758,44.99,46.008,46.721,49.409,51.63,52.023,50.752,54.576,59.462,59.869,60.875,59.13,59.647,65.085,68.869,74.387,76.461,87.534,89.27,91.999,100,96.191,88.903,88.166,84.849,85.071
"97","90","    Magazines, newspapers, books, and stationery","DNBSRA3",44.763,46.987,45.197,46.856,49.19,46.963,44.911,45.296,47.226,53.523,58.45,59.16,59.638,58.889,59.704,63.401,63.016,64.121,68.316,72.644,74.853,77.274,75.452,74.298,77.024,81.482,83.388,84.907,87.844,89.318,94.257,98.863,96.235,95.642,96.779,98.771,100,101.74,100.374,99.441,95.944,103.556
"98","91","    Gambling","DGAMRA3",7.888,8.182,8.799,9.924,11.382,11.74,12.208,13.15,13.864,15.245,15.777,16.261,18.707,20.296,22.264,24.314,26.682,28.522,30.136,33.776,34.979,37.071,37.278,41.357,47.775,55.667,62.312,67.182,71.303,72.022,78.605,82.43,83.063,86.498,92.113,99.042,100,105.327,107.004,101.244,95.856,95.83
"99","92","    Pets, pet products, and related services","DPETRA3",16.266,17.695,18.338,18.936,21.942,24.215,24.875,27.542,29.436,30.09,31.107,32.833,34.641,34.911,37.001,38.312,41.108,40.59,42.77,44.669,45.779,48.185,48.342,50.673,54.678,59.43,64.244,67.624,71.358,74.85,78.808,82.343,84.199,87.075,90.655,94.408,100,104.812,110.588,108.453,102.575,108.85
"100","93","    Photographic goods and services","DPHORA3",30.628,33.054,36.463,40.557,47.193,49.95,51.146,58.036,59.11,62.805,66.972,66.85,67.345,67.802,74.481,79.603,82.305,85.539,88.982,91.851,91.56,88.535,85.445,84.584,86.366,87.909,89.152,88.495,85.608,88.506,91.004,91.786,89.978,88.898,92.349,97.687,100,104.258,118.442,118.429,82.737,83.325
"101","94","    Package tours \14\","DXHLRA3",6.246,6.684,7.041,8.146,9.603,10.503,10.476,11.729,13.145,13.841,16.114,17.726,18.87,20.828,22.607,23.424,27.685,28.277,30.734,39.329,45.871,53.851,53.979,60.854,64.708,71.352,74.55,79.607,78.014,84.958,93.046,94.981,87.272,84.13,87.038,94.724,100,105.112,117.987,120.409,105.138,125.457
"102","95","  Education","DEDURA3",59.641,64.056,66.519,68.412,70.545,68.469,70.496,72.125,73.068,76.926,77.592,77.813,77.331,76.077,77.65,78.477,79.636,80.417,82.355,85.544,88.909,90.461,89.546,89.614,88.735,89.279,90.471,92.711,95.095,97.839,100.273,103.451,104.991,102.643,101.986,100.053,100,100.631,101.935,102.606,102.486,104.11
"103","96","    Educational books","DEBKRA3",46.87,57.148,54.556,50.633,51.332,52.722,56.273,53.665,57.998,65.773,71.012,73.968,75.003,72.714,76.11,81.764,83.746,87.249,94.525,96.629,96.216,95.739,92.839,91.85,95.256,98.455,99.483,96.966,96.794,99.002,103.715,102.395,98.845,96.858,97.907,98.823,100,99.807,97.383,91.387,83.574,83.492
"104","97","    Higher education","DHEDRA3",57.723,62.791,67.08,70.023,72.717,71.937,71.644,72.696,74.196,74.833,77.064,79.328,81.038,82.254,82.382,81.595,81.074,81.319,81.777,82.897,85.051,86.749,87.047,86.645,85.041,85.035,85.632,87.972,90.996,94.098,97.025,101.071,103.87,102.006,102.091,100.003,100,100.451,101.337,102.527,103.947,106.06
"105","98","    Nursery, elementary, and secondary schools","DNEHRA3",104.018,106.486,110.54,115.95,115.764,111.705,112.947,110.581,108.188,122.399,120.268,118.663,112.453,103.543,105.801,106.735,107.629,105.671,106.93,107.257,113.879,115.676,112.945,112.462,109.349,108.222,107.87,107.721,105.619,103.005,102.963,102.383,102.736,100.879,100.311,100.016,100,100.575,102.063,102.173,102.345,102.278
"106","99","    Commercial and vocational schools \15\","DVEDRA3",32.793,34.432,33.679,33.124,35.521,31.505,37.441,43.39,44.38,46.211,44.553,41.732,40.601,39.99,43.17,45.701,50.316,53.395,57.512,68.308,73.317,74.98,73.047,75.45,77.4,80.453,85.418,91.743,97.603,105.068,107.467,113.495,113.992,109.227,105.089,100.758,100,101.672,105.812,107.85,104.709,106.996
"107","100","  Food services and accommodations","DFSARA3",38.718,40.06,40.017,43.073,45.221,44.807,46.67,49.485,50.808,52.961,54.603,54.628,55.173,55.538,57.363,58.951,59.737,61.463,64.657,68.504,70.396,72.903,72.948,74.807,76.518,77.732,77.92,78.434,80.169,82.258,84.288,88.13,88.007,89.382,92.709,96.474,100,103.321,104.713,103.743,100.067,103.207
"108","101","    Food services","DFSERA3",40.239,41.63,41.682,44.38,46.512,45.976,47.869,50.653,51.996,54.317,55.974,56.111,56.49,57.105,58.945,60.242,60.817,62.635,65.709,69.791,71.754,74.446,74.445,75.939,78.036,79.062,79.171,79.294,80.419,82.684,84.742,88.46,89.164,90.465,93.58,97.091,100,103.031,104.316,102.718,98.786,101.301
"109","102","      Purchased meals and beverages \16\","DPMBRA3",38.86,40.443,40.689,43.516,45.701,44.922,46.718,49.413,50.88,53.14,54.737,54.812,55.131,55.738,57.801,59.26,60.011,62.065,65.395,69.552,71.532,74.29,74.308,75.834,77.957,78.981,79.065,79.184,80.337,82.65,84.738,88.525,89.218,90.529,93.659,97.204,100,102.843,104.121,102.542,98.513,101.278
"110","103","      Food furnished to employees (including military)","DFOORA3",90.738,84.956,77.792,75.618,75.741,84.166,89.617,95.624,92.448,96.961,100.782,103.163,105.688,106.601,100.422,95.853,90.112,83.373,77.143,78.525,79.891,80.137,79.463,79.789,80.955,82.019,83.067,83.327,83.416,83.908,84.872,86.007,87.117,88.042,90.597,92.814,100,110.203,111.767,109.415,109.216,102.258
"111","104","    Accommodations \17\","DACCRA3",27.117,28.084,27.219,33.535,35.932,36.612,38.314,41.618,42.832,43.566,45.162,44.208,46.184,44.508,46.267,50.158,52.549,53.62,57.739,59.924,61.328,62.536,62.914,67.342,66.375,68.888,69.617,72.742,78.484,79.424,81.275,85.893,80.565,82.413,87.132,92.536,100,105.147,107.211,110.181,108.217,115.644
"112","105","  Financial services and insurance","DIFSRA3",23.481,24.349,25.239,26.707,28.241,28.923,31.688,33.415,35.498,37.3,38.442,38.93,38.616,41.637,47.625,48.072,53.168,54.849,55.098,55.022,57.119,58.434,62.326,64.077,69.317,69.796,70.139,72.767,75.27,80.057,86.791,95.355,94.689,94.345,94.377,96.713,100,102.576,105.926,104.851,96.802,95.619
"113","106","    Financial services","DFNLRA3",13.898,14.448,15.665,16.575,17.384,17.725,20.487,21.882,23.558,24.424,24.773,24.681,24.281,27.39,35.503,35.784,41.118,43.403,43.71,41.881,43.349,44.202,46.99,48.951,54.939,57.466,59.372,65.531,69.297,75.352,84.995,95.478,94.186,94.139,92.83,97.16,100,104.664,111.42,112.514,104.159,104.018
"114","107","      Financial services furnished without payment","DIMPRA3",19.435,21.853,24.013,25.765,28.156,29.173,34.63,36.671,39.905,41.453,41.422,39.837,38.845,43.781,58.199,57.702,66.461,66.919,67.346,65.162,65.93,67.081,70.016,70.507,78.404,81.066,81.804,88.687,90.862,91.733,95.498,98.607,99.297,97.347,91.929,98.934,100,100.986,108.113,111.812,101.22,104.059
"115","108","      Financial service charges, fees, and commissions","DOFIRA3",9.312,8.197,8.612,8.829,8.328,8.057,8.408,9.274,9.606,9.885,10.601,11.824,11.91,13.467,16.441,17.275,19.732,23.276,23.473,22.007,23.892,24.466,26.934,29.901,34.116,36.387,39.085,44.362,49.202,59.419,74.264,91.992,88.607,90.621,93.85,95.241,100,108.587,114.951,113.23,107.437,103.641
"116","109","    Insurance","DINSRA3",47.878,49.526,49.102,51.962,55.385,56.977,58.674,60.914,63.725,67.984,71.375,73.682,73.787,75.608,73.387,74.231,77.792,77.39,77.397,82.965,86.503,88.872,95.196,96.198,99.119,94.871,91.775,86.987,86.903,89.093,90.076,94.999,95.466,94.601,96.937,96.016,100,99.355,97.489,93.093,85.52,82.764
"117","110","      Life insurance \18\","DLIFRA3",65.572,68.055,65.634,67.489,71.64,71.979,74.414,81.683,83.74,88.894,91.466,95.175,96.049,100.913,96.651,96.847,100.185,93.657,85.333,95.952,105.874,109.741,129.228,126.581,134.776,120.776,115.85,104.365,105.01,100.944,97.844,104.07,98.865,87.157,85.821,96.118,100,102.931,103.17,101.482,93.903,92.933
"118","111","      Net household insurance \19\","DFINRA3",56.872,61.117,62.962,69.21,78.213,98.668,105.026,100.305,108.54,128.436,138.273,135.055,128.048,122.296,118.734,122.328,121.258,120.003,129.708,138.818,138.966,131.973,125.74,114.274,106.797,107.407,101.047,102.532,92.85,105.889,106.559,106.155,105.681,96.655,89.655,98.123,100,97.188,112.256,117.575,103.453,107.166
"119","112","      Net health insurance","DHINRA3",33.378,35.142,35.468,37.761,39.835,41.764,43.995,46.654,49.075,51.747,56.41,58.89,57.938,57.594,55.604,57.061,61.588,64.163,68.87,72.081,72.801,74.778,76.574,80.741,82.122,81.142,77.325,73.814,72.764,78.053,81.261,87.562,91.017,96.994,103.073,93.877,100,97.276,92.785,85.92,78.004,73.681
"120","113","        Medical care and hospitalization \20\","DMINRA3",27.021,28.317,29.176,31.088,32.97,34.989,39.379,41.404,42.368,43.847,46.609,49.947,52.531,53.72,54.027,55.209,58.411,60.427,64.244,66.653,67.54,69.173,71.343,75.263,77.097,76.893,74.471,73.007,72.23,79.454,83.656,90.626,93.264,99.377,105.912,94.212,100,96.243,91.699,85.855,77.947,76.432
"121","114","        Income loss \21\","DIINRA3",52.493,57.175,55.909,58.06,57.783,59.189,56.559,56.426,55.124,56.278,64.26,64.277,52.766,45.217,35.439,36.366,39.427,35.336,35.27,34.422,34.85,34.864,32.654,38.261,48.554,45.777,46.968,50.182,60.401,69.895,76.606,81.761,86.551,92.098,96.683,98.613,100,103.955,107.504,107.661,106.972,103.4
"122","115","        Workers' compensation \22\","DPWCRA3",29.959,30.684,30.72,33.579,37.509,39.232,40.529,46.497,54.954,62.113,68.508,69.612,65.137,65.142,62.12,64.607,74.685,83.995,94.317,102.831,102.846,107.48,109.589,112.824,107.125,102.541,90.209,76.872,73.722,72.245,71.749,75.746,81.809,87.236,91.594,91.941,100,101.063,96.061,84.509,75.904,59.068
"123","116","      Net motor vehicle and other transportation insurance \23\","DTINRA3",54.939,55.252,55.953,61.164,66.08,67.6,67.031,61.95,66.533,71.996,73.942,74.578,75.985,78.422,78.875,78.882,80.504,82.883,86.567,88.87,88.821,90.653,88.763,89.25,89.02,90.226,91.071,91.493,93.356,95.732,97.123,97.572,99.24,99.015,99.072,100.73,100,99.689,99.458,96.381,90.366,88.468
"124","117","  Other goods and services","DOISRA3",38.097,39.005,39.736,41.295,44.135,44.325,44.591,47.628,49.599,52.013,51.861,50.578,50.934,50.21,52.038,54.626,57.984,61.1,63.564,65.235,67.131,67.641,65.63,68.291,69.91,71.696,73.52,76.092,78.304,81.647,85.027,88.227,89.648,91.466,94.803,97.73,100,101.959,103.095,101.84,97.608,98.361
"125","118","    Personal care \24\","DPCRRA3",29.934,30.461,30.05,31.203,33.241,32.799,32.365,33.445,35.96,37.712,38.298,37.895,37.38,36.256,40.023,41.827,44.309,46.878,49.934,53.119,54.997,56.967,54.567,57.189,59.305,62.307,65.909,69.198,72.485,76.415,80.722,85.057,86.332,89.105,92.679,96.895,100,102.535,103.69,103.693,99.523,102.463
"126","119","    Personal items \25\","DPEORA3",17.398,17.756,19.107,20.217,23.462,24.589,26.117,29.627,31.528,32.853,31.135,26.947,26.921,26.706,29.5,33.137,35.756,40.581,41.154,41.258,41.469,39.959,38.848,40.226,42.884,44.516,45.917,49.355,51.439,57.273,65.822,72.7,70.368,75.248,82.35,90.186,100,106.965,108.208,101.186,93.231,97.445
"127","120","    Social services and religious activities \26\","DSOCRA3",16.259,16.839,18.142,19.97,20.43,19.208,19.57,21.327,22.985,25.106,27.115,28.274,29.797,31.723,33.804,36.413,40.873,44.495,48.146,49.108,53.377,54.624,55.384,58.483,61.184,63.307,65.568,66.975,68.959,72.758,77.019,81.617,87.771,91.41,94.569,97.862,100,102.804,106.768,108.752,109.922,112.699
"128","121","    Professional and other services","DPRSRA3",54.429,56.504,57.175,58.476,60.95,61.566,60.895,63.727,66.245,70.237,68.907,68.126,68.535,67.002,65.366,67.501,72.091,74.426,76.717,82.537,85.023,86.975,85.434,87.51,87.61,87.124,85.977,87.474,88.876,91.593,93.745,94.3,96.223,96.11,99.527,99.597,100,99.721,101.102,99.885,94.091,91.306
"129","122","      Legal services","DGALRA3",53.397,56.949,58.077,58.238,61.389,62.742,60.985,62.843,64.865,69.534,67.633,67.027,69.7,68.196,65.811,68.338,73.431,76.562,80.208,86.704,88.965,90.258,87.181,89.225,88.334,87.239,85.246,87.894,89.889,92.045,93.973,93.715,95.626,95.912,99.781,100.148,100,100.666,102.048,100.037,94.661,92.018
"130","123","      Accounting and other business services \27\","DPRORA3",32.93,32.413,31.856,34.831,36.095,35.553,35.947,38.129,41.006,43.711,42.533,39.661,38.339,35.213,37.739,37.834,39.787,40.368,40.736,46.742,52.348,55.581,55.837,57.546,60.943,64.545,62.858,64.749,67.288,73.834,79.24,83.635,86.715,89.288,92.212,96.89,100,99.567,105.155,106.631,95.478,90.702
"131","124","      Labor organization dues","DUNSRA3",61.292,63.148,62.844,66.014,70.894,72.058,74.05,78.448,82.286,86.278,88.486,88.301,88.101,93.83,94.492,99.664,107.581,113.75,116.277,118.178,119.813,124.427,127.743,130.31,130.366,130.239,130.701,130.302,131.761,125.063,120.477,115.724,108.37,103.588,104.65,102.984,100,100.252,100.435,104.524,102.901,98.805
"132","125","      Professional association dues","DAXSRA3",30.228,32.12,34.718,37.937,39.453,41.761,48.221,52.908,56.788,62.862,65.087,64.447,62.84,62.652,59.563,58.929,60.834,62.585,63.6,67.96,70.437,71.131,69.611,68.324,70.246,70.828,74.949,73.781,75.59,78.24,82.219,85.617,90.021,93.316,96.492,96.914,100,104.132,107.208,101.442,101.505,99.808
"133","126","      Funeral and burial services","DFUNRA3",95.558,96.085,96.882,98.906,98.777,96.737,94.5,100.758,103.786,106.452,102.462,102.672,96.512,89.123,84.08,85.671,90.065,88.557,87.502,93.915,94.605,96.843,96.846,100.481,100.464,96.991,97.549,95.54,92.801,98.466,100.636,101.856,106.82,102.837,106.268,99.69,100,93.751,89.556,87.064,82.34,81.84
"134","127","    Tobacco","DTOBRA3",138.868,141.207,142.335,145.13,153.354,155.714,155.339,166.019,160.217,163.465,162.151,163.822,166.255,159.454,151.267,151.086,150.557,147.268,147.975,136.663,134.841,129.96,120.576,125.862,123.26,124.803,126.624,128.414,128.774,124.12,115.806,113.047,110.989,107.062,105.168,104.292,100,98.366,94.093,90.985,85.434,82.705
"135","128","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","129","    Foreign travel by U.S. residents","DFTRRA3",20.808,23.534,23.256,25.561,25.046,22.961,22.501,23.629,24.432,25.312,24.689,24.193,25.202,28.931,33.356,49.199,54.215,49.072,61.2,63.457,64.637,67.679,62.119,65.467,69.109,73.306,73.023,76.032,83.01,93.385,96.516,107.051,101.269,94.863,91.989,98.805,100,104.358,102.516,99.352,94.77,97.369
"137","130","    Less: Expenditures in the United States by nonresidents","DEXFRA3",14.404,15.542,16.532,17.911,20.341,21.905,23.611,26.628,26.734,28.517,30.209,33.09,36.389,33.754,30.181,40.792,40.59,46.281,49.685,57.237,66.987,74.977,78.831,86.791,90.309,91.446,96.974,102.921,105.652,103.018,105.337,109.778,98.695,94.072,89.686,96.887,100,100.314,107.87,119.075,108.859,114.58
"138","131","    Net expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","132","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \28\","DNPIRA3",8.108,8.546,9.008,9.557,9.648,9.471,9.521,10.054,10.216,10.763,11.131,11.661,12.592,14.595,16.787,19.386,20.921,23.716,25.488,29.313,33.498,40.339,45.892,55.008,59.319,64.235,67.19,71.267,66.37,72.682,77.908,83.975,90.38,98.71,103.311,102.804,100,111.066,115.829,128.888,130.876,132.264
"140","133","  Gross output of nonprofit institutions \29\","DNPERA3",26.311,27.593,29.518,31.28,32.176,32.556,33.785,35.563,36.905,38.986,40.095,41.272,42.971,44.767,46.43,48.021,49.709,52.192,54.269,57.26,59.323,62.823,65.152,68.659,70.349,71.837,72.794,74.736,75.923,79.689,82.462,85.667,89.82,95.059,96.546,98.417,100,103.223,105.918,109.222,111.024,113.146
"141","134","  Less: Receipts from sales of goods and services by nonprofit institutions \30\","DNPSRA3",37.746,39.503,42.51,45.027,46.657,47.756,50.144,52.722,55.109,58.27,59.817,61.215,62.976,63.411,63.683,63.63,65.008,66.635,68.579,70.456,70.816,72.114,72.733,73.783,74.477,74.755,75.033,76.272,79.504,82.402,84.309,86.488,89.825,93.954,94.364,97.015,100,100.744,102.797,103.147,104.889,107.201
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","1. Consists of household purchases of goods and services from business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","government, nonprofit institutions, and the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2. Consists of shoes and other footwear, and of repair and hire of footwear.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","3. Consists of space rent (see footnote 4) and rent for appliances,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","furnishings, and furniture.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
