"","Table 2#8#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"58","4","  Nondurable goods","DNDGRC1","784,392.0","776,671.0","776,691.0","761,378.0","768,636.0","772,341.0","771,570.0","768,461.0","773,095.0","778,306.0","775,201.0","783,514.0","782,879.0","805,797.0","803,470.0","809,022.0","812,374.0","815,448.0","817,295.0","822,481.0","822,192.0","824,159.0","826,227.0","829,959.0","832,221.0","832,669.0","850,272.0","849,158.0","854,381.0","857,081.0","864,678.0","871,629.0","876,026.0","883,871.0","888,035.0","887,056.0","902,578.0","900,478.0","904,520.0","920,572.0","930,187.0","932,487.0","932,591.0","935,045.0","941,227.0","942,962.0","948,608.0","962,443.0","965,306.0","975,739.0","981,473.0","976,505.0","977,443.0","988,611.0","991,082.0","1,004,169.0","1,014,067.0","1,016,331.0","1,023,452.0","1,016,483.0","1,012,961.0","1,010,869.0","1,018,620.0","1,017,234.0","1,026,746.0","1,021,315.0","1,025,183.0","1,026,385.0","1,021,608.0","1,018,449.0","1,022,624.0","1,021,024.0","1,039,980.0","1,038,618.0","1,034,405.0","1,043,306.0","1,048,416.0","1,049,932.0","1,056,215.0","1,061,291.0","1,065,641.0","1,073,908.0","1,071,499.0","1,079,021.0","1,078,499.0","1,081,422.0","1,077,465.0","1,082,446.0","1,091,661.0","1,084,873.0","1,091,868.0","1,090,423.0","1,095,292.0","1,100,173.0","1,107,186.0","1,108,467.0","1,109,926.0","1,117,796.0","1,122,812.0","1,126,108.0","1,123,958.0","1,134,216.0","1,139,276.0","1,154,960.0","1,154,507.0","1,161,097.0","1,159,092.0","1,168,841.0","1,172,952.0","1,161,027.0","1,166,583.0","1,168,354.0","1,178,468.0","1,184,130.0","1,182,923.0","1,178,600.0","1,189,549.0","1,181,537.0","1,191,512.0","1,201,905.0","1,200,129.0","1,209,330.0","1,224,059.0","1,237,514.0","1,238,011.0","1,243,096.0","1,244,333.0","1,246,227.0","1,248,954.0","1,263,169.0","1,266,485.0","1,275,200.0","1,272,153.0","1,283,183.0","1,287,972.0","1,278,736.0","1,273,238.0","1,281,847.0","1,291,427.0","1,298,082.0","1,303,562.0","1,304,308.0","1,313,102.0","1,307,213.0","1,309,965.0","1,307,110.0","1,304,814.0","1,314,381.0","1,318,578.0","1,329,373.0","1,335,107.0","1,334,183.0","1,338,202.0","1,345,899.0","1,355,017.0","1,367,553.0","1,380,878.0","1,385,583.0","1,390,889.0","1,415,250.0","1,421,644.0","1,420,676.0","1,422,978.0","1,440,547.0","1,460,455.0","1,463,709.0","1,469,251.0","1,519,787.0","1,465,494.0","1,487,445.0","1,530,046.0","1,530,660.0","1,534,549.0","1,547,984.0","1,550,750.0","1,551,655.0","1,579,067.0","1,575,833.0","1,575,669.0","1,591,096.0","1,585,532.0","1,578,383.0","1,563,656.0","1,585,663.0","1,607,071.0","1,590,687.0","1,595,762.0","1,593,644.0","1,596,024.0","1,595,678.0","1,583,856.0","1,575,965.0","1,581,196.0","1,587,009.0","1,596,567.0","1,610,202.0","1,605,797.0","1,622,403.0","1,621,572.0","1,621,089.0","1,622,120.0","1,640,543.0","1,651,789.0","1,653,967.0"
"59","5","Services","DSERRC1","1,644,727.0","1,657,478.0","1,666,873.0","1,675,584.0","1,682,334.0","1,695,397.0","1,705,581.0","1,709,343.0","1,726,736.0","1,735,368.0","1,750,180.0","1,763,770.0","1,773,885.0","1,790,699.0","1,802,030.0","1,811,135.0","1,820,222.0","1,830,120.0","1,845,037.0","1,860,497.0","1,865,662.0","1,889,277.0","1,892,702.0","1,906,689.0","1,932,920.0","1,941,640.0","1,959,470.0","1,967,896.0","1,986,098.0","2,004,787.0","2,024,794.0","2,044,490.0","2,048,394.0","2,070,660.0","2,079,296.0","2,092,541.0","2,103,118.0","2,123,825.0","2,129,297.0","2,138,456.0","2,150,022.0","2,158,215.0","2,172,308.0","2,184,155.0","2,197,999.0","2,216,111.0","2,224,589.0","2,250,149.0","2,248,662.0","2,266,882.0","2,291,906.0","2,314,102.0","2,332,005.0","2,351,668.0","2,363,503.0","2,383,323.0","2,388,773.0","2,395,032.0","2,393,310.0","2,400,619.0","2,409,365.0","2,425,545.0","2,436,795.0","2,452,379.0","2,469,296.0","2,477,162.0","2,490,615.0","2,498,143.0","2,511,148.0","2,520,913.0","2,542,280.0","2,558,070.0","2,589,163.0","2,599,575.0","2,630,178.0","2,636,035.0","2,645,574.0","2,654,317.0","2,681,442.0","2,688,638.0","2,713,451.0","2,728,208.0","2,753,988.0","2,762,924.0","2,760,351.0","2,784,986.0","2,788,453.0","2,802,604.0","2,812,459.0","2,838,770.0","2,848,681.0","2,868,036.0","2,884,616.0","2,891,814.0","2,900,972.0","2,913,168.0","2,925,368.0","2,951,096.0","2,957,725.0","2,964,134.0","2,982,700.0","3,002,253.0","3,011,378.0","3,029,971.0","3,040,919.0","3,053,822.0","3,061,132.0","3,070,516.0","3,081,858.0","3,102,964.0","3,116,829.0","3,132,968.0","3,153,534.0","3,174,301.0","3,180,291.0","3,205,669.0","3,203,994.0","3,218,477.0","3,237,785.0","3,252,271.0","3,265,199.0","3,286,173.0","3,305,227.0","3,318,572.0","3,333,731.0","3,346,394.0","3,364,179.0","3,377,223.0","3,394,221.0","3,407,195.0","3,424,938.0","3,448,161.0","3,469,709.0","3,483,094.0","3,488,244.0","3,515,743.0","3,529,542.0","3,543,116.0","3,575,350.0","3,591,051.0","3,612,178.0","3,642,537.0","3,641,853.0","3,673,883.0","3,682,553.0","3,713,292.0","3,741,050.0","3,752,110.0","3,778,242.0","3,808,579.0","3,823,608.0","3,845,871.0","3,869,157.0","3,880,468.0","3,891,893.0","3,914,744.0","3,935,036.0","3,944,499.0","3,971,491.0","3,999,898.0","4,012,212.0","4,030,915.0","4,061,728.0","4,082,500.0","4,109,092.0","4,133,920.0","4,161,049.0","4,191,180.0","4,226,136.0","4,268,417.0","4,300,776.0","4,305,885.0","4,331,008.0","4,361,844.0","4,380,843.0","4,403,226.0","4,434,510.0","4,455,422.0","4,477,971.0","4,508,820.0","4,541,708.0","4,545,114.0","4,567,228.0","4,581,666.0","4,603,356.0","4,615,905.0","4,630,884.0","4,654,663.0","4,596,223.0","4,662,346.0","4,673,161.0","4,705,357.0","4,718,092.0","4,742,512.0","4,757,642.0","4,785,213.0","4,806,887.0","4,820,345.0","4,849,691.0","4,854,470.0","4,873,531.0","4,901,186.0","4,910,095.0","4,931,133.0"
"60",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","6","  PCE excluding food and energy","DPCCRC1","2,317,539.0","2,314,118.0","2,326,173.0","2,354,746.0","2,374,869.0","2,374,308.0","2,398,388.0","2,430,145.0","2,496,312.0","2,458,055.0","2,452,412.0","2,524,020.0","2,463,562.0","2,521,296.0","2,530,235.0","2,550,977.0","2,555,366.0","2,578,553.0","2,601,603.0","2,635,949.0","2,636,480.0","2,638,280.0","2,654,048.0","2,681,189.0","2,711,466.0","2,723,058.0","2,753,081.0","2,757,265.0","2,783,675.0","2,802,103.0","2,819,718.0","2,837,769.0","2,853,768.0","2,882,047.0","2,901,441.0","2,932,712.0","2,957,026.0","2,936,311.0","2,953,689.0","2,988,872.0","2,990,449.0","3,008,767.0","3,028,517.0","3,061,666.0","3,062,078.0","3,072,998.0","3,080,089.0","3,097,068.0","3,169,050.0","3,151,270.0","3,176,925.0","3,194,576.0","3,203,636.0","3,227,380.0","3,244,639.0","3,252,419.0","3,261,644.0","3,259,777.0","3,260,965.0","3,253,388.0","3,239,939.0","3,284,289.0","3,324,341.0","3,319,279.0","3,326,354.0","3,342,270.0","3,367,237.0","3,375,091.0","3,391,030.0","3,390,473.0","3,411,104.0","3,441,335.0","3,498,604.0","3,522,395.0","3,525,129.0","3,534,482.0","3,564,189.0","3,584,865.0","3,608,383.0","3,628,309.0","3,652,006.0","3,681,057.0","3,686,884.0","3,726,406.0","3,743,754.0","3,732,015.0","3,733,169.0","3,780,387.0","3,807,625.0","3,819,408.0","3,845,903.0","3,852,272.0","3,876,857.0","3,895,569.0","3,920,908.0","3,930,283.0","3,944,308.0","3,988,952.0","4,007,966.0","4,028,681.0","4,024,094.0","4,049,787.0","4,075,318.0","4,108,581.0","4,124,203.0","4,158,406.0","4,174,377.0","4,183,104.0","4,189,259.0","4,184,637.0","4,228,463.0","4,223,770.0","4,258,911.0","4,302,165.0","4,293,600.0","4,324,976.0","4,352,636.0","4,348,018.0","4,380,306.0","4,415,526.0","4,397,692.0","4,440,779.0","4,472,321.0","4,501,797.0","4,515,979.0","4,526,499.0","4,554,275.0","4,571,953.0","4,600,777.0","4,619,802.0","4,638,281.0","4,664,303.0","4,692,801.0","4,714,731.0","4,741,574.0","4,741,547.0","4,755,337.0","4,791,487.0","4,837,359.0","4,877,382.0","4,883,615.0","4,908,533.0","4,941,464.0","4,973,570.0","4,990,120.0","5,021,298.0","5,045,436.0","5,090,228.0","5,129,803.0","5,154,154.0","5,177,583.0","5,215,820.0","5,258,395.0","5,302,527.0","5,324,024.0","5,372,955.0","5,372,522.0","5,407,379.0","5,431,506.0","5,478,293.0","5,510,580.0","5,538,020.0","5,556,711.0","5,596,385.0","5,637,427.0","5,657,107.0","5,704,997.0","5,764,183.0","5,792,525.0","5,863,043.0","5,914,618.0","5,895,407.0","5,925,590.0","5,936,247.0","5,961,686.0","5,995,930.0","6,062,672.0","6,070,338.0","6,081,990.0","6,097,362.0","6,138,848.0","6,162,499.0","6,159,156.0","6,182,287.0","6,214,575.0","6,242,194.0","6,259,817.0","6,309,945.0","6,199,087.0","6,412,541.0","6,403,348.0","6,386,667.0","6,424,646.0","6,461,718.0","6,462,498.0","6,522,539.0","6,488,312.0","6,537,805.0","6,589,395.0","6,612,048.0","6,586,659.0","6,602,749.0","6,624,547.0","6,679,667.0"
"62","7","  Food \1\","DFXARC1","314,534.0","313,505.0","315,510.0","312,330.0","314,328.0","315,699.0","316,993.0","314,162.0","317,673.0","320,468.0","320,321.0","321,452.0","320,224.0","323,323.0","322,131.0","323,921.0","323,300.0","324,766.0","323,873.0","326,479.0","325,361.0","325,827.0","325,587.0","326,959.0","329,083.0","331,341.0","338,530.0","337,834.0","340,981.0","340,837.0","344,793.0","348,840.0","347,627.0","349,824.0","352,322.0","351,664.0","356,902.0","357,786.0","358,628.0","359,130.0","363,305.0","363,551.0","365,517.0","367,050.0","370,915.0","370,266.0","373,509.0","378,098.0","378,323.0","382,686.0","387,970.0","387,660.0","388,585.0","393,762.0","392,527.0","394,865.0","399,873.0","394,162.0","398,679.0","395,018.0","398,126.0","397,861.0","405,704.0","402,920.0","408,986.0","406,983.0","406,233.0","405,834.0","403,140.0","401,428.0","402,479.0","395,746.0","405,225.0","402,571.0","400,380.0","403,001.0","402,169.0","401,578.0","404,164.0","405,515.0","404,871.0","408,835.0","407,705.0","407,558.0","405,741.0","410,302.0","408,823.0","409,474.0","413,203.0","411,576.0","413,823.0","412,602.0","416,877.0","417,638.0","419,869.0","421,738.0","421,278.0","424,414.0","426,134.0","428,760.0","428,646.0","433,047.0","431,396.0","436,039.0","438,287.0","438,384.0","438,845.0","440,084.0","443,278.0","439,065.0","440,100.0","440,237.0","443,528.0","443,618.0","442,790.0","443,625.0","445,041.0","445,291.0","446,255.0","452,144.0","451,812.0","452,557.0","455,754.0","459,443.0","458,783.0","462,097.0","463,603.0","464,203.0","465,043.0","468,604.0","469,618.0","471,029.0","471,751.0","473,426.0","475,339.0","472,913.0","470,716.0","471,741.0","476,067.0","475,996.0","477,114.0","477,337.0","479,134.0","475,794.0","477,513.0","478,132.0","480,080.0","481,479.0","483,271.0","486,204.0","487,550.0","488,344.0","490,450.0","491,718.0","494,209.0","499,127.0","500,731.0","503,683.0","504,342.0","508,230.0","510,604.0","509,048.0","511,674.0","514,839.0","520,276.0","516,815.0","521,011.0","541,574.0","516,185.0","523,913.0","532,323.0","533,176.0","533,668.0","539,820.0","539,709.0","540,974.0","543,344.0","547,371.0","547,019.0","551,976.0","553,022.0","552,092.0","550,940.0","557,960.0","560,735.0","559,216.0","559,784.0","561,863.0","564,486.0","564,911.0","563,840.0","567,634.0","564,199.0","566,002.0","568,497.0","566,062.0","567,959.0","568,494.0","571,091.0","568,648.0","567,941.0","571,486.0","577,369.0","577,538.0"
"63","8","  Energy goods and services \2\","DNRGRC1","198,463.0","195,889.0","185,979.0","173,906.0","175,947.0","181,409.0","177,697.0","167,880.0","172,657.0","170,052.0","172,650.0","170,307.0","172,723.0","178,832.0","181,926.0","182,842.0","187,926.0","187,973.0","189,256.0","189,441.0","186,344.0","192,397.0","186,653.0","187,919.0","194,843.0","188,580.0","190,526.0","189,708.0","190,485.0","196,180.0","197,313.0","199,653.0","191,697.0","200,519.0","195,344.0","194,072.0","187,952.0","211,481.0","203,396.0","211,454.0","214,085.0","210,359.0","208,262.0","209,168.0","207,068.0","209,738.0","209,696.0","229,057.0","203,007.0","214,587.0","212,333.0","214,044.0","212,508.0","213,407.0","213,741.0","229,521.0","236,399.0","243,547.0","239,854.0","242,678.0","236,963.0","221,239.0","220,766.0","221,830.0","234,243.0","227,011.0","227,683.0","223,367.0","226,474.0","221,596.0","228,656.0","222,909.0","220,896.0","214,489.0","230,772.0","231,865.0","229,572.0","228,827.0","232,359.0","227,994.0","239,354.0","234,920.0","244,988.0","240,391.0","227,491.0","248,288.0","245,151.0","238,167.0","235,280.0","241,218.0","239,412.0","245,092.0","245,993.0","247,632.0","241,570.0","247,964.0","249,350.0","248,792.0","240,001.0","239,789.0","242,780.0","253,947.0","246,026.0","252,319.0","246,772.0","247,768.0","242,148.0","246,877.0","245,830.0","253,292.0","242,026.0","250,478.0","254,367.0","255,397.0","257,791.0","261,001.0","247,195.0","244,784.0","253,369.0","254,566.0","261,641.0","265,408.0","271,666.0","274,348.0","277,118.0","270,284.0","263,491.0","268,904.0","260,974.0","270,776.0","275,726.0","275,926.0","280,652.0","280,117.0","270,778.0","277,467.0","266,969.0","263,768.0","269,105.0","268,365.0","275,022.0","285,622.0","275,072.0","277,814.0","258,007.0","260,601.0","261,364.0","253,347.0","262,584.0","269,572.0","263,737.0","261,696.0","260,409.0","252,618.0","247,688.0","249,771.0","252,290.0","244,528.0","255,364.0","271,487.0","269,655.0","273,977.0","283,378.0","285,684.0","290,239.0","293,818.0","277,723.0","297,353.0","294,058.0","302,256.0","310,026.0","311,555.0","316,356.0","335,144.0","330,787.0","327,803.0","342,284.0","337,741.0","341,725.0","367,835.0","355,849.0","351,951.0","350,052.0","339,649.0","355,499.0","343,914.0","336,869.0","324,025.0","337,876.0","321,162.0","292,684.0","288,719.0","286,179.0","288,992.0","304,190.0","314,313.0","324,297.0","320,392.0","323,926.0","326,579.0","327,328.0","343,334.0","341,958.0","340,921.0"
"64","9","  Market-based PCE \3\","DPCMRC1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","2,648,568.0","2,712,257.0","2,724,710.0","2,746,854.0","2,756,234.0","2,781,676.0","2,802,142.0","2,836,018.0","2,832,207.0","2,838,201.0","2,846,312.0","2,876,671.0","2,907,937.0","2,912,825.0","2,952,932.0","2,953,366.0","2,980,657.0","3,004,118.0","3,021,343.0","3,045,140.0","3,049,273.0","3,086,836.0","3,103,166.0","3,130,501.0","3,149,248.0","3,154,542.0","3,164,814.0","3,204,063.0","3,214,232.0","3,227,354.0","3,246,028.0","3,280,891.0","3,281,222.0","3,292,274.0","3,302,760.0","3,341,158.0","3,383,398.0","3,380,074.0","3,405,778.0","3,418,889.0","3,423,196.0","3,448,706.0","3,465,228.0","3,489,248.0","3,509,187.0","3,510,503.0","3,512,350.0","3,502,432.0","3,479,924.0","3,499,085.0","3,544,750.0","3,539,979.0","3,567,118.0","3,571,825.0","3,594,733.0","3,594,647.0","3,609,837.0","3,602,118.0","3,627,814.0","3,640,545.0","3,702,065.0","3,711,512.0","3,723,860.0","3,738,124.0","3,758,490.0","3,773,979.0","3,798,257.0","3,813,958.0","3,842,894.0","3,870,478.0","3,882,017.0","3,912,791.0","3,912,540.0","3,928,265.0","3,919,979.0","3,954,975.0","3,980,688.0","3,993,254.0","4,018,053.0","4,024,804.0","4,052,728.0","4,072,884.0","4,084,296.0","4,104,666.0","4,109,816.0","4,154,161.0","4,172,698.0","4,191,685.0","4,188,725.0","4,229,838.0","4,238,250.0","4,276,001.0","4,286,633.0","4,318,107.0","4,331,187.0","4,344,789.0","4,353,575.0","4,347,738.0","4,376,239.0","4,383,732.0","4,423,360.0","4,455,577.0","4,458,429.0","4,490,287.0","4,506,807.0","4,495,131.0","4,533,417.0","4,575,147.0","4,554,283.0","4,592,333.0","4,634,362.0","4,667,102.0","4,685,653.0","4,684,943.0","4,694,907.0","4,717,490.0","4,733,329.0","4,775,082.0","4,798,547.0","4,820,828.0","4,847,068.0","4,864,768.0","4,884,967.0","4,884,746.0","4,882,756.0","4,915,467.0","4,965,518.0","4,998,791.0","5,010,654.0","5,040,111.0","5,056,447.0","5,083,393.0","5,077,343.0","5,106,593.0","5,124,863.0","5,159,726.0","5,205,047.0","5,232,679.0","5,242,805.0","5,276,103.0","5,312,633.0","5,342,714.0","5,357,059.0","5,412,709.0","5,414,689.0","5,442,581.0","5,472,518.0","5,530,476.0","5,560,162.0","5,585,959.0","5,608,182.0","5,646,909.0","5,693,889.0","5,711,279.0","5,740,034.0","5,829,067.0","5,816,867.0","5,890,257.0","5,943,719.0","5,937,345.0","5,963,369.0","5,994,730.0","6,011,481.0","6,040,214.0","6,118,760.0","6,122,562.0","6,136,688.0","6,185,025.0","6,207,236.0","6,226,751.0","6,217,834.0","6,221,248.0","6,266,055.0","6,283,513.0","6,290,891.0","6,327,993.0","6,272,910.0","6,427,560.0","6,386,906.0","6,365,877.0","6,394,008.0","6,430,805.0","6,448,068.0","6,507,664.0","6,483,574.0","6,527,276.0","6,580,607.0","6,607,446.0","6,573,765.0","6,608,412.0","6,635,312.0","6,680,807.0"
"65","10","  Market-based PCE excluding food and energy \3\","DPCXRC1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","2,156,422.0","2,210,883.0","2,221,419.0","2,240,849.0","2,245,755.0","2,269,676.0","2,289,745.0","2,320,824.0","2,321,222.0","2,320,691.0","2,334,787.0","2,362,511.0","2,384,738.0","2,393,633.0","2,424,607.0","2,426,559.0","2,449,927.0","2,467,837.0","2,479,974.0","2,497,383.0","2,510,683.0","2,537,227.0","2,556,228.0","2,585,485.0","2,605,097.0","2,585,967.0","2,603,475.0","2,634,162.0","2,637,520.0","2,654,116.0","2,672,918.0","2,705,338.0","2,703,899.0","2,712,924.0","2,720,206.0","2,734,654.0","2,802,760.0","2,783,480.0","2,806,142.0","2,817,843.0","2,822,751.0","2,842,177.0","2,859,592.0","2,865,487.0","2,873,534.0","2,873,406.0","2,874,424.0","2,865,339.0","2,845,440.0","2,880,593.0","2,918,890.0","2,915,841.0","2,924,501.0","2,938,442.0","2,961,426.0","2,966,055.0","2,980,830.0","2,979,698.0","2,997,282.0","3,022,488.0","3,076,539.0","3,095,043.0","3,093,294.0","3,103,841.0","3,127,329.0","3,144,150.0","3,162,307.0","3,181,019.0","3,199,236.0","3,227,287.0","3,229,885.0","3,265,400.0","3,279,864.0","3,270,230.0","3,266,557.0","3,307,883.0","3,332,752.0","3,341,003.0","3,365,360.0","3,367,650.0","3,390,395.0","3,408,149.0","3,423,389.0","3,435,493.0","3,439,714.0","3,481,477.0","3,507,084.0","3,523,654.0","3,517,814.0","3,543,357.0","3,561,337.0","3,588,149.0","3,602,078.0","3,632,456.0","3,650,693.0","3,658,324.0","3,664,959.0","3,655,870.0","3,694,599.0","3,693,501.0","3,725,947.0","3,757,041.0","3,758,324.0","3,786,134.0","3,815,043.0","3,805,526.0","3,834,261.0","3,868,903.0","3,841,290.0","3,874,825.0","3,907,398.0","3,933,764.0","3,950,203.0","3,953,011.0","3,968,260.0","3,984,827.0","4,007,753.0","4,036,139.0","4,053,637.0","4,074,305.0","4,095,099.0","4,111,658.0","4,139,279.0","4,134,788.0","4,145,489.0","4,180,371.0","4,220,756.0","4,254,837.0","4,258,922.0","4,277,556.0","4,302,642.0","4,330,183.0","4,342,215.0","4,368,249.0","4,383,807.0","4,425,287.0","4,459,578.0","4,477,287.0","4,491,901.0","4,526,444.0","4,562,151.0","4,598,752.0","4,615,534.0","4,664,181.0","4,662,035.0","4,694,734.0","4,713,173.0","4,751,116.0","4,780,257.0","4,803,284.0","4,813,478.0","4,846,731.0","4,883,716.0","4,900,986.0","4,941,636.0","4,990,474.0","5,006,958.0","5,064,417.0","5,101,697.0","5,092,938.0","5,113,666.0","5,120,083.0","5,141,300.0","5,171,749.0","5,233,442.0","5,237,759.0","5,248,251.0","5,265,518.0","5,298,676.0","5,323,012.0","5,317,138.0","5,323,930.0","5,350,107.0","5,380,664.0","5,394,516.0","5,442,382.0","5,370,824.0","5,541,762.0","5,530,657.0","5,509,800.0","5,543,908.0","5,576,090.0","5,575,662.0","5,627,571.0","5,591,599.0","5,638,672.0","5,685,873.0","5,712,501.0","5,678,779.0","5,693,874.0","5,716,267.0","5,762,630.0"
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","1. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
