"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"42","31","  Food and beverages purchased for off-premises consumption","DFXARG3",19.905,19.791,19.837,19.819,19.774,20.025,20.009,20.208,20.262,20.113,20.047,19.996,20.186,20.232,20.262,20.348,20.436,20.354,20.538,20.55,20.767,20.787,20.935,21.045,21.003,21.3,21.461,21.457,21.951,22.191,22.3,22.373,22.148,22.056,22.319,22.405,22.62,22.794,22.968,23.24,23.335,23.698,24.175,24.52,25,25.21,25.372,25.486,25.349,25.808,26.02,26.195,26.755,26.841,27.162,27.542,28.584,29.902,31.25,32.271,33.804,34.599,35.334,36.821,37.348,37.128,38.035,38.616,38.381,38.109,38.545,38.902,39.606,40.734,41.142,41.523,42.596,44.485,45.418,46.102,47.842,48.836,49.288,50.175,50.953,52.015,53.948,55.717,56.447,56.586,57.332,57.417,57.999,58.528,58.761,58.487,58.502,59.166,59.284,59.508,60.699,60.683,61.061,61.122,61.509,61.404,61.392,61.911,62.286,62.466,63.423,63.835,64.446,64.958,65.189,65.369,65.75,66.292,67.571,68.101,69.08,70.319,70.951,71.483,73.116,73.315,74.349,74.82,75.867,76.623,76.229,76.163,76.433,76.587,77.065,77.137,77.274,77.789,77.927,78.529,78.584,78.822,79.624,79.705,80.163,80.856,81.095,81.485,82.111,82.941,83.852,84.569,84.647,84.783,85.105,85.289,85.575,85.789,86.117,86.615,86.973,87.206,87.532,88.022,88.518,89.127,89.972,90.327,91.182,91.779,92.55,92.954,93.469,93.528,93.445,93.669,94.186,94.782,95.549,96.666,97.095,98.123,98.564,99.287,99.012,100.055,100.166,100.767,101.227,101.201,101.927,102.482,103.842,105.299,106.347,107.425,108.887,111.096,113.558,114.817,114.594,113.643,112.967,112.95,113.466,113.916,113.989
"43","32","  Clothing, footwear, and related services","DCAFRG3",48.352,48.536,48.925,49.097,49.225,49.48,49.646,49.75,49.794,49.718,49.926,49.92,49.788,49.984,50.183,50.27,50.347,50.448,50.597,50.809,50.971,51.087,51.075,51.064,51.27,51.398,51.709,51.875,52.299,52.753,53.3,53.891,54.448,54.99,55.585,56.078,56.881,57.905,58.825,59.577,60.34,61.043,61.795,62.44,62.949,63.375,63.941,64.726,65.321,65.95,66.262,66.479,66.845,67.019,67.09,67.808,68.367,69.347,69.754,70.411,71.734,73.881,76.215,77.396,77.765,78.05,78.652,79.035,79.759,80.488,81.65,82.435,83.625,83.943,85.264,85.821,85.554,86.773,86.955,87.413,87.753,88.703,89.057,89.958,91.225,92.157,92.9,94.072,94.864,95.78,96.613,96.842,97.111,97.829,98.093,97.798,98.386,99.052,99.92,99.526,99.751,99.267,100.122,100.689,101.596,102.038,102.367,102.884,102.229,101.337,102.058,102.395,103.679,104.836,105.009,106.53,106.475,108.464,108.686,110.163,110.145,110.729,109.469,110.644,112.331,114.08,114.546,114.71,114.995,115.723,116.686,117.485,117.003,116.947,117.191,117.602,117.3,116.533,116.617,116.579,115.127,115.687,115.15,114.224,113.124,112.561,112.379,112.254,112.309,111.864,110.441,110.952,111.265,112.543,111.46,111.015,109.918,109.462,110.155,109.414,108.163,108.816,108.426,108.607,107.99,107.371,107.182,107.185,107.424,106.015,105.091,104.11,103.759,103.56,103.069,102.344,101.316,100.372,100.907,100.917,100.517,101.028,100.731,100.566,100.617,100.286,99.664,99.433,99.187,100.158,99.912,99.822,99.86,98.962,98.296,98.833,98.612,97.968,99.034,98.246,98.878,99.172,100.049,99.688,99.428,98.466,99.338
"44","33","  Housing, utilities, and fuels","DHUFRG3",14.904,14.989,15.04,15.128,15.18,15.224,15.297,15.356,15.414,15.488,15.526,15.531,15.594,15.611,15.68,15.706,15.762,15.814,15.828,15.883,15.889,15.917,15.957,15.99,16.026,16.059,16.09,16.167,16.235,16.296,16.325,16.419,16.511,16.562,16.64,16.733,16.829,16.946,17.05,17.169,17.288,17.433,17.621,17.799,17.979,18.162,18.381,18.657,18.909,19.147,19.382,19.523,19.695,19.841,20.038,20.214,20.509,20.764,21.002,21.396,21.919,22.271,22.654,23.077,23.636,24.011,24.42,24.951,25.366,25.715,26.17,26.792,27.539,28.087,28.657,29.188,29.599,30.107,30.532,31.173,31.748,32.53,33.679,34.776,35.607,36.576,37.571,38.59,39.75,40.819,41.935,42.921,43.795,44.48,45.332,46.32,46.891,47.445,47.888,48.435,49.009,49.733,50.49,50.963,51.524,52.261,52.879,53.549,54.116,54.537,54.883,55.205,55.77,56.383,56.904,57.504,58.051,58.512,59.111,59.685,60.251,60.863,61.517,62.292,62.995,63.573,64.486,65.163,65.636,65.803,66.125,66.782,67.211,67.641,68.017,68.555,69.023,69.654,70.035,70.406,70.945,71.366,71.724,72.107,72.667,73.158,73.669,74.235,74.897,75.483,75.94,76.515,77.125,77.428,77.947,78.479,78.704,79.233,79.696,80.135,80.537,80.994,81.575,82.198,83.177,83.81,84.814,85.904,87.349,88.043,88.63,89.071,89.674,90.374,90.967,91.757,92.931,93.535,93.943,94.428,95.143,95.91,96.787,97.524,98.3,99.209,100.349,102.142,103.055,103.818,104.956,105.792,106.94,107.764,108.366,109.514,110.669,112.398,113.641,113.28,113.325,113.158,113.173,113.42,113.641,113.641,113.737
"45","34","  Furnishings, household equipment, and routine household maintenance","DFHHRG3",32.621,32.751,33.095,33.226,33.345,33.475,33.529,33.597,33.605,33.653,33.609,33.596,33.658,33.692,33.721,33.775,33.789,33.846,33.858,33.935,33.988,34.044,34.049,34.07,34.096,34.14,34.179,34.227,34.345,34.516,34.834,35.174,35.321,35.459,35.68,35.979,36.563,37.023,37.325,37.706,38.018,38.383,38.722,39.05,39.438,39.738,39.945,40.285,40.603,40.922,41.164,41.273,41.462,41.663,41.883,42.142,42.455,42.776,43.13,43.604,44.52,46.123,48.463,50.707,52.063,52.901,53.49,54.324,55.283,56.041,56.502,57.197,58.181,58.817,59.469,60.017,60.66,61.841,62.9,64.15,65.278,66.174,66.96,68.21,69.963,71.693,73.143,74.428,75.842,77.298,78.65,79.896,81.146,82.196,82.673,83.338,84.014,84.515,84.841,85.25,85.502,86,86.259,86.778,87.295,87.861,87.597,88.37,88.536,88.728,89.282,89.581,90.243,90.7,91.04,91.012,91.415,92.425,92.756,93.31,93.396,93.465,94.17,94.356,94.907,95.23,95.577,95.743,96.358,96.821,97.181,97.135,97.819,98.058,98.201,98.168,98.012,98.659,98.733,99.451,99.575,99.948,100.262,99.77,100.324,100.287,101.112,101.218,101.529,101.509,101.778,101.633,101.783,102.134,101.969,101.64,102.004,102.578,102.558,102.308,102.338,102.337,102.343,101.999,102.403,102.993,103.423,103.342,103.275,103.005,103.063,102.921,102.458,102.563,102.055,101.408,100.726,100.149,99.568,99.022,99.325,99.243,98.898,99.485,99.913,100.327,99.806,99.954,100.236,100.471,100.483,100.52,100.464,100.406,99.892,99.636,100.173,100.482,101.067,101.248,101.606,102.008,101.19,100.26,99.748,98.905,98.099
"46","35","  Health","DHLTRG3",8.184,8.257,8.332,8.464,8.526,8.711,8.844,8.911,8.885,8.854,8.855,8.881,8.927,8.983,9.019,9.071,9.103,9.139,9.203,9.248,9.326,9.385,9.442,9.518,9.567,9.633,9.68,9.739,9.821,9.938,10.075,10.225,10.349,10.458,10.6,10.745,10.892,11.021,11.154,11.315,11.488,11.694,11.859,12.062,12.269,12.502,12.678,12.824,12.939,13.088,13.224,13.35,13.471,13.556,13.704,13.805,13.926,14.091,14.265,14.489,14.771,15.153,15.641,16.106,16.499,16.85,17.254,17.712,18.098,18.461,18.825,19.178,19.559,20.003,20.344,20.677,21.141,21.522,21.998,22.567,23.131,23.516,24.046,24.692,25.534,26.233,26.984,27.788,28.63,29.268,30.22,31.188,32.007,32.667,33.54,34.304,35.127,35.703,36.45,37.178,37.878,38.511,39.061,39.678,40.284,40.91,41.444,41.964,42.627,43.281,43.875,44.568,45.222,45.991,46.737,47.434,48.326,49.346,50.318,51.286,52.379,53.467,54.57,55.681,56.694,57.896,59.143,60.336,61.425,62.422,63.485,64.557,65.748,66.807,67.744,68.753,69.593,70.316,71.079,71.627,72.361,73.007,73.723,74.359,75.17,75.556,75.962,76.536,76.924,77.361,77.773,78.238,78.56,79.039,79.29,79.441,79.888,80.456,80.842,81.318,81.808,82.289,82.835,83.41,84.062,84.494,85.413,86.042,86.939,87.708,88.345,88.973,89.346,90.003,90.868,91.667,92.343,93.306,94.122,94.984,95.9,96.728,97.345,97.969,98.845,99.553,100.27,101.332,101.907,102.826,103.747,104.223,105.485,106.031,106.836,107.884,108.517,109.026,109.595,110.184,111.08,111.908,112.699,113.639,114.32,115.037,115.638
"47","36","  Transportation","DTRNRG3",20.37,20.571,20.641,20.844,20.689,20.631,20.725,20.727,20.72,20.645,20.985,20.954,20.963,21.136,21.176,21.239,21.175,21.127,21.265,21.301,21.354,21.297,21.306,21.36,21.527,21.554,21.519,21.514,21.476,21.557,21.737,21.904,21.847,22.039,22.337,22.563,22.676,22.768,22.966,23.168,23.348,23.653,23.728,23.875,24.038,24.316,24.516,25.112,25.459,25.517,25.608,25.559,25.72,25.772,26.023,26.056,26.254,26.667,26.87,27.582,29.044,30.47,31.432,31.943,32.395,33.013,34.047,34.683,35,35.27,35.901,36.751,37.299,37.683,37.945,38.709,39.308,39.635,40.465,41.532,42.602,45.046,47.746,49.874,53.555,55.242,55.978,57.127,59.948,60.903,61.38,62.203,61.868,60.916,62.337,61.993,61.039,62.249,63.114,63.207,63.439,63.728,63.206,63.606,64.096,64.696,64.768,64.994,64.031,61.374,60.982,61.215,63.074,64.034,65.363,65.83,65.296,65.611,66.51,66.725,67.919,70.286,69.367,69.098,70.557,70.54,72.201,75.657,73.671,72.985,73.401,73.874,73.874,74.226,74.729,75.751,76.375,76.254,76.308,77.337,77.363,77.648,79.274,80.056,80.38,81.071,80.993,80.97,81.866,83.145,82.939,84.014,84.447,83.238,83.451,83.796,82.171,81.2,81.516,81.335,80.907,82.807,84.364,85.447,87.305,88.467,89.081,89.612,89.276,90.078,88.339,85.93,85.145,87.273,87.808,88.61,90.91,87.89,89.538,89.452,91.407,92.024,92.877,96.15,96.432,96.942,102.679,103.947,103.882,105.849,107.606,102.735,104.628,108.287,109.142,112.884,115.965,119.106,123.682,105.399,99.664,101.924,108.076,111.418,114.132,111.469,112.635
"48","37","  Communication","DCMCRG3",47.186,47.533,47.671,47.732,48.106,48.277,48.559,48.635,48.544,48.54,48.617,48.687,48.66,48.616,48.643,48.68,49.302,49.592,49.692,49.739,49.785,49.84,49.92,49.898,49.632,49.255,49.192,49.165,47.272,48.156,49.132,49.16,49.186,49.179,49.262,49.015,49.475,49.951,50.149,50.46,50.593,50.757,50.861,50.923,50.671,51.257,51.435,52.033,52.915,53.993,55.738,55.906,57.08,57.479,58.009,58.445,58.466,58.82,59.249,60.054,61.552,62.534,62.66,62.923,63.162,64.038,64.749,65.739,67.396,67.793,68.609,69.042,68.694,68.925,69.092,69.392,69.512,70.051,70.922,70.908,70.5,70.466,70.559,70.873,70.981,69.617,72.715,73.713,75.366,77.456,80.379,83.78,85.245,87.1,88.3,89.463,91.742,92.307,92.904,93.134,97.41,98.103,98.91,99.737,100.103,101.513,103.272,103.823,104.479,105.876,105.806,105.418,103.719,103.484,103.263,103.107,102.673,104.151,103.499,103.897,103.686,104.114,104.164,103.821,104.152,104.314,103.4,103.79,105.467,106.099,106.354,106.768,107.004,106.73,106.217,106.094,106.648,106.669,107.172,107.756,108.806,109.135,109.223,109.054,109.813,109.629,109.573,109.434,109.543,109.593,110.374,110.747,111.156,111.35,110.606,110.179,109.897,110.261,109.94,109.473,108.764,107.707,106.72,106.448,105.894,104.418,103.241,102.885,102.483,102.495,103.154,103.088,102.942,102.216,104.076,103.992,104.094,103.039,102.486,102.053,101.914,101.068,100.855,100.356,100.366,100.147,99.685,99.802,100.05,100.239,100.278,98.169,96.757,97.29,97.417,97.359,97.496,98.308,99.264,99.475,100.018,100.284,100.475,100.304,100.24,100.279,100.22
"49","38","  Recreation","DRRLRG3",42.409,42.647,42.968,43.244,43.441,43.605,43.784,43.899,44.083,44.177,44.284,44.415,44.548,44.649,44.726,44.833,44.912,45.23,45.578,45.962,46.087,46.163,46.294,46.359,46.446,46.547,46.605,46.527,46.701,46.939,47.084,47.377,47.645,47.81,48.165,48.708,49.246,49.705,50.232,50.685,51.095,51.612,51.972,52.282,52.616,52.907,53.418,54.153,54.808,55.446,55.863,56.037,56.377,56.509,56.73,57.016,57.302,57.817,58.169,58.822,59.695,61.124,62.854,64.231,65.48,66.401,66.91,67.751,68.424,68.992,69.539,70.26,70.957,71.541,72.31,72.924,73.801,74.773,75.464,76.496,77.653,78.895,79.898,81.027,82.748,84.784,86.265,87.523,89.139,90.414,91.21,92.408,93.51,94.455,95.439,96.094,96.461,96.815,96.779,97.44,97.781,98.246,98.641,99.092,99.704,99.912,99.955,100.25,100.477,100.551,100.629,100.939,101.841,102.27,102.26,102.912,103.419,104.104,104.591,105.619,106.664,106.973,107.466,108.103,109.071,109.678,110.505,110.992,112.143,113.008,113.136,113.553,113.591,114.29,114.226,114.16,114.305,114.37,114.419,114.977,115.151,115.164,115.238,115.292,115.399,115.452,115.117,114.976,114.97,114.639,114.307,114.146,113.716,112.956,112.343,111.777,111.456,110.818,109.813,108.994,108.488,108.186,107.29,106.702,106.576,106.76,106.624,106.195,105.681,105.397,104.95,104.562,104.119,103.827,103.23,102.912,102.654,102.029,101.618,101.368,101.429,101.461,100.953,100.695,100.171,100.033,99.961,99.836,99.541,99.384,99.028,98.57,98.211,98.026,97.479,97.515,97.69,97.67,97.997,97.674,97.236,96.773,96.397,95.733,95.16,94.763,94.294
"50","39","  Education","DEDURG3",5.888,5.704,5.671,5.723,5.788,5.842,5.894,5.949,5.949,5.941,5.996,6.02,6.042,6.109,6.114,6.15,6.181,6.21,6.255,6.311,6.327,6.357,6.397,6.434,6.493,6.572,6.647,6.709,6.769,6.873,6.951,7.023,7.081,7.165,7.211,7.285,7.374,7.45,7.564,7.678,7.779,7.905,8.045,8.165,8.308,8.426,8.571,8.723,8.814,8.91,9.034,9.117,9.26,9.333,9.523,9.644,9.536,9.842,10.645,10.504,10.857,11.421,11.695,11.633,11.783,12.098,12.934,12.732,12.822,13.107,13.654,13.562,13.804,14.072,14.408,14.317,14.483,14.839,15.089,15.261,15.604,16.028,16.424,16.749,17.233,17.681,18.214,18.767,19.272,19.726,20.342,21.007,21.58,22.1,22.636,23.186,23.625,24.121,24.48,25.038,25.608,26.159,26.67,27.187,27.673,28.165,28.652,29.186,29.689,30.139,30.629,31.176,31.732,32.327,32.828,33.375,34.039,34.695,35.312,35.872,36.511,37.157,37.738,38.391,39.032,39.669,40.494,41.124,41.963,42.742,43.737,44.818,45.551,46.462,47.287,48.257,49.205,49.85,50.565,51.303,52.016,52.788,53.541,54.351,55.083,55.764,56.433,57.049,57.922,58.663,59.314,60.377,60.943,61.523,62.263,62.951,63.618,64.368,65.074,65.93,66.78,67.636,68.305,69.031,70.009,71.055,71.834,72.525,73.48,74.542,75.822,76.919,78.115,79.451,80.754,81.989,83.495,84.943,87.199,89.075,90.802,92.332,94.142,96.002,97.689,99.369,100.787,102.155,103.909,105.581,107.198,108.669,110.213,111.741,113.006,115.014,116.628,118.299,119.916,121.487,123.193,124.954,126.771,127.979,129.54,131.374,132.508
"51","40","  Food services and accommodations","DFSARG3",12.829,13.006,13.142,13.223,13.345,13.381,13.428,13.457,13.537,13.624,13.713,13.814,13.874,13.965,14.066,14.143,14.229,14.301,14.318,14.41,14.46,14.542,14.556,14.589,14.685,14.733,14.865,15.01,15.105,15.282,15.5,15.696,15.946,16.176,16.339,16.538,16.746,16.965,17.224,17.454,17.677,17.933,18.245,18.628,18.951,19.384,19.635,19.872,20.195,20.386,20.627,20.786,20.928,21.16,21.361,21.579,21.808,22.333,22.905,23.793,24.289,24.942,25.723,26.392,26.995,27.376,27.776,28.329,28.761,29.213,29.704,30.108,30.604,31.367,31.925,32.419,33.007,33.879,34.828,35.646,36.591,37.644,38.504,39.447,40.43,41.311,42.119,43.07,44.25,45.128,45.918,46.542,47.128,47.728,48.434,48.946,49.417,49.913,50.273,50.934,51.589,52.187,52.685,53.122,53.679,54.408,54.959,55.549,55.982,56.617,57.181,57.773,58.409,58.9,59.513,59.989,60.734,61.463,62.1,62.695,63.424,64.183,64.938,65.632,66.433,67.191,67.898,68.473,69.352,69.991,70.55,70.881,71.083,71.492,71.943,72.218,72.431,73.011,73.313,73.607,73.8,74.273,74.498,74.922,75.269,75.983,76.436,76.823,77.181,77.888,78.475,79.173,79.703,80.209,80.681,81.394,81.835,82.358,82.834,83.589,83.956,84.51,85.09,85.602,86.28,86.813,87.513,88.033,88.702,89.385,90.042,90.447,91.115,91.513,92.055,92.589,92.91,93.381,94.026,94.776,95.5,96.511,97.403,98.14,99.058,99.7,100.128,101.114,102.058,103.021,103.763,104.557,105.657,106.831,108.154,108.933,109.961,110.915,112.392,113.308,113.846,114.282,114.436,114.935,115.001,115.794,116.327
"52","41","  Financial services and insurance","DIFSRG3",11.628,11.58,11.629,11.762,11.937,12.072,12.239,12.389,12.392,12.438,12.628,12.821,13.05,13.137,13.094,13.071,13.103,13.028,13.086,13.193,13.392,13.576,13.743,13.893,13.876,13.909,14.023,14.186,14.499,14.76,14.982,15.129,15.073,15.06,15.176,15.423,15.716,16.118,16.526,16.87,17.309,17.637,17.906,18.208,18.39,18.555,18.739,19.025,19.265,19.611,20.008,20.303,20.725,20.932,21.142,21.241,21.038,21.343,21.647,21.996,22.521,22.974,23.469,23.953,24.379,24.83,25.049,25.534,25.722,25.546,26.102,26.45,26.613,27.445,28.487,29.25,30.497,31.547,31.881,32.626,31.412,33.705,34.153,34.174,34.493,35.211,36.146,37.918,38.996,38.868,38.465,38.304,39.116,39.917,41.523,43.003,44.224,43.055,46.243,45.804,45.75,47.48,48.723,48.711,50.344,49.574,49.639,49.243,51.392,52.119,52.833,53.574,53.698,53.143,54.065,54.585,55.881,56.63,58.001,58.075,59.031,59.367,58.926,59.262,60.3,62.311,62.729,63.068,63.532,63.82,65.546,66.448,68.676,69.626,70.12,70.479,70.215,70.551,70.724,70.523,70.668,71.091,72.163,72.735,73.524,74.112,74.851,75.569,76.122,76.752,78.101,79.118,80.583,81.814,82.518,83.552,84.005,83.797,84.094,84.388,84.899,84.815,84.843,85.083,86.689,85.47,85.141,85.339,85.932,85.849,83.749,85.178,85.833,87.179,87.992,89.072,89.482,91.222,92.154,93.063,94.644,95.969,97.398,97.941,99.095,99.956,100.181,100.768,101.027,101.882,102.378,103.927,105.275,106.001,107.328,108.795,109.477,110.904,110.051,109.626,108.29,108.98,109.436,111.427,113.396,113.758,113.577
"53","42","  Other goods and services","DOISRG3",13.913,14.037,14.211,14.325,14.384,14.424,14.438,14.46,14.489,14.503,14.529,14.565,14.632,14.617,14.662,14.729,14.785,14.9,15.014,15.109,15.227,15.286,15.34,15.418,15.528,15.685,15.721,15.74,15.843,16.018,16.157,16.277,16.41,16.522,16.678,16.86,17.065,17.243,17.404,17.636,17.879,18.156,18.47,18.73,18.961,19.199,19.415,19.648,19.825,19.965,20.202,20.432,20.666,20.974,21.107,21.269,21.455,21.79,22.084,22.448,22.883,23.501,24.234,24.881,25.399,25.718,26.02,26.342,26.755,27.062,27.377,27.781,28.26,28.52,28.852,29.294,29.697,30.064,30.825,31.321,31.933,32.485,33.235,34.098,35.669,36.96,37.774,38.502,39.306,40.197,40.886,41.577,42.118,42.798,43.5,44.753,45.864,46.454,47.38,47.866,48.492,48.891,49.377,49.637,50.14,50.626,51.126,51.451,52.031,52.497,53.288,53.813,54.763,55.266,56.112,56.711,57.674,58.235,59.144,60.061,61.148,61.882,62.799,63.184,64.481,65.734,66.522,67.141,68.292,69.086,69.915,70.594,71.388,71.917,72.587,73.137,73.761,74.364,74.262,74.046,74.472,75.075,75.465,75.743,76.271,76.741,77.266,77.685,77.904,78.27,78.706,78.869,79.325,79.89,80.217,80.719,81.273,81.888,82.424,83.46,85.411,85.893,86.676,87.467,88.246,88.928,89.361,90.038,90.757,91.471,92.289,92.471,92.821,93.588,94.331,94.426,94.728,95.097,95.644,95.851,96.534,97.205,97.728,97.835,98.861,99.261,100.512,101.366,101.929,102.638,103.665,104.807,106.358,107.003,107.679,108.483,109.821,111.184,112.27,112.853,113.919,116.62,117.506,118.695,118.977,119.604,120.61
"54","43","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",48.437,49.287,50.182,49.903,47.897,46.327,45.493,45.419,45.992,46.551,47.166,47.286,47.298,47.428,47.421,47.499,47.907,48.118,48.288,48.378,48.286,48.249,48.477,48.558,49.203,49.633,49.83,50.306,50.764,51.31,51.814,52.39,52.498,53.123,53.454,53.895,54.457,54.912,55.494,56.258,57.313,58.35,59.248,59.973,60.463,60.881,61.331,62.395,63.523,64.216,65.151,65.62,66.28,66.664,67.575,68.571,68.195,70.397,73.221,74.567,77.746,81.834,83.258,84.882,87.181,88.206,91.097,91.579,93.793,93.536,93.793,95.907,98.963,98.814,101.928,103.167,104.545,105.952,109.08,109.902,112.539,115.428,120.364,123.377,125.909,130.428,129.019,131.167,133.384,138.088,136.852,135.636,132.685,130.2,129.27,126.647,122.535,122.522,120.091,117.637,117.162,117.103,115.547,113.872,113.605,112.761,113.212,114.943,112.915,110.173,109.199,108.669,108.604,107.985,108.58,108.578,108.502,107.999,107.248,106.426,104.944,102.582,99.883,96.951,96.454,94.085,91.722,90.508,88.274,87.941,86.103,84.406,81.752,79.853,78.709,76.758,75.657,75.754,74.878,74.99,74.764,74.874,75.325,76.044,74.971,75.221,75.631,75.44,75.604,76.527,76.943,77.599,78.631,78.708,80.118,81.978,83.474,85.091,85.901,85.949,86.152,87.314,88.735,90.315,90.699,93.124,93.32,94.797,96.66,97.428,97.91,97.13,97.964,98.922,98.087,97.289,97.32,96.239,96.474,96.235,95.225,96.181,96.94,96.446,98.14,98.633,100.936,102.291,101.99,102.217,102.057,102.152,103.463,103.416,104.146,103.397,103.946,104.608,105.004,103.634,101.654,100.788,101.003,100.977,100.254,100.713,101.531
"56","45","  Gross output of nonprofit institutions \2\","DNPERG3",10.323,10.693,11.018,11.211,11.017,11.05,11.089,11.172,11.23,11.253,11.319,11.352,11.398,11.484,11.529,11.593,11.662,11.722,11.827,11.899,11.969,12.018,12.089,12.175,12.284,12.39,12.446,12.533,12.625,12.766,12.908,13.079,13.197,13.358,13.51,13.668,13.86,14.035,14.225,14.441,14.669,14.939,15.19,15.45,15.714,15.945,16.145,16.374,16.538,16.714,16.921,17.086,17.297,17.436,17.742,17.956,18.028,18.442,19.07,19.402,20.022,20.791,21.317,21.82,22.326,22.729,23.484,23.855,24.327,24.647,25.094,25.502,26.129,26.518,27.024,27.335,27.901,28.404,29.118,29.717,30.515,31.141,32.048,32.993,34.081,35.051,35.809,36.898,37.97,38.853,39.744,40.765,41.475,41.909,42.793,43.4,43.887,44.418,44.941,45.466,46.075,46.676,47.086,47.508,47.975,48.469,48.918,49.496,49.897,50.107,50.536,51.122,51.65,52.249,52.969,53.636,54.452,55.33,56.151,56.975,57.803,58.494,59.138,59.721,60.487,61.135,61.888,62.774,63.383,64.179,64.764,65.392,65.909,66.469,67.091,67.601,68.072,68.642,69.048,69.528,69.951,70.424,71.112,71.717,72.116,72.573,73.013,73.536,74.003,74.617,75.038,75.572,76.037,76.436,76.93,77.488,78.133,78.889,79.363,79.692,80.159,80.789,81.483,82.287,82.96,83.977,84.864,85.709,86.605,87.42,88.075,88.344,89.061,89.914,90.624,91.212,92.085,92.645,93.45,94.25,94.874,95.906,96.754,97.18,98.462,99.2,100.502,101.837,102.403,103.301,104.074,104.693,105.79,106.395,107.162,107.979,108.646,109.462,110.147,110.12,110.247,110.641,111.438,112.221,112.553,113.322,113.974
