"","Table 1#6#4# Price Indexes for Gross Domestic Purchases         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252","F253","F254","F255"
"48","40","Government consumption expenditures and gross investment","B822RG3",8.905,8.923,8.784,8.887,9.037,9.117,9.325,9.394,9.571,9.501,9.383,9.474,9.417,9.37,9.515,9.65,10.11,10.029,10.103,10.23,10.121,10.269,10.39,10.504,10.428,10.447,10.397,10.446,10.512,10.609,10.696,10.782,10.849,11.038,11.176,11.311,11.506,11.688,11.807,11.865,12.091,12.202,12.284,12.358,12.443,12.569,12.67,12.725,12.707,12.669,12.605,12.63,12.68,12.727,12.862,12.969,12.978,13.048,13.074,13.162,13.301,13.35,13.41,13.531,13.612,13.654,13.639,13.857,13.946,14.007,14.148,14.178,14.272,14.336,14.48,14.688,14.791,14.916,15.181,15.285,15.387,15.559,15.743,15.993,16.189,16.388,16.617,16.886,17.025,17.32,17.727,17.998,18.491,18.797,19.111,19.382,19.927,20.296,20.578,20.882,21.582,21.798,22.067,22.511,22.965,23.384,23.78,24.249,24.793,25.499,26.372,27.246,27.814,28.318,28.797,29.414,29.825,30.236,30.609,31.207,31.83,32.325,32.7,33.478,33.902,34.377,34.874,35.525,36.231,36.954,38.002,39.111,40.044,41.085,42.012,43.536,44.625,45.43,45.971,47.046,47.787,48.472,49.06,49.781,50.103,50.534,50.968,51.263,52.645,53.157,53.585,53.889,54.577,54.814,54.995,55.512,55.591,55.741,56.046,56.532,57.007,57.351,57.805,58.001,58.502,58.984,59.242,59.568,60.326,60.753,61.13,61.488,62.384,62.979,63.622,64.636,65.131,65.332,65.802,66.161,66.621,67.149,67.563,67.773,68.312,68.773,69.175,69.536,70.069,70.624,71.014,71.57,72.158,72.53,72.817,73.508,74.323,74.132,74.505,74.993,75.509,75.663,75.875,76.371,76.444,76.634,77.013,77.427,78.185,78.993,79.722,80.448,81.576,81.986,82.864,83.625,84.268,84.656,84.98,85.15,86.064,86.647,87.153,88.147,90.122,90.361,90.844,91.272,92.767,93.889,95.041,96.425,98.167,99.248,100.686,101.898,103.232,104.644,105.437,106.055,107.888,109.129,109.854,111.336,113.038,114.772,115.963,114.233,113.924,114.051,114.312,114.837
"49","41","  Federal","B823RG3",10.413,10.347,9.963,9.949,9.991,10.002,10.142,10.163,10.561,10.547,10.34,10.565,10.528,10.378,10.421,10.442,11.036,10.79,10.814,10.952,10.785,10.957,11.05,11.226,11.065,11.106,11.034,11.117,11.234,11.265,11.373,11.477,11.633,11.925,12.044,12.188,12.359,12.571,12.649,12.671,12.981,13.056,13.162,13.299,13.472,13.62,13.749,13.811,13.677,13.594,13.478,13.506,13.505,13.543,13.75,13.91,13.874,13.908,13.885,13.964,14.084,14.129,14.218,14.377,14.439,14.458,14.405,14.724,14.842,14.9,15.117,15.12,15.177,15.228,15.401,15.709,15.73,15.746,16.077,16.104,16.081,16.271,16.437,16.757,16.91,17.12,17.437,17.681,17.71,17.971,18.498,18.724,19.326,19.551,19.859,20.06,20.792,21.212,21.528,22.001,23.098,23.284,23.458,24.044,24.43,24.804,25.287,25.799,26.181,26.743,27.624,28.71,29.35,29.765,30.333,31.184,31.546,31.913,32.411,33.338,34.06,34.491,34.637,35.78,36.127,36.497,36.992,37.935,38.482,39.067,39.856,41.502,42.259,43.238,43.94,46.164,46.952,47.671,48.194,49.845,50.531,51.156,51.587,52.464,52.758,53.089,53.458,53.566,55.719,56.241,56.657,56.814,57.553,57.532,57.446,58.01,57.867,57.856,57.953,58.077,58.473,58.574,58.755,58.765,59.46,59.917,59.997,60.161,61.184,61.38,61.753,61.699,62.619,63.198,63.638,64.738,65.599,65.718,66.254,66.709,67.526,68.009,68.469,68.4,69.047,69.52,70.191,70.561,70.978,71.814,71.798,72.309,73.157,73.252,73.521,74.938,75.968,75.335,75.63,76.118,76.846,76.924,77.012,77.407,77.683,77.822,78.042,78.177,79.179,79.636,80.089,80.642,82.08,81.833,82.901,83.283,83.661,83.895,84.378,84.871,86.909,87.094,87.129,88.14,90.63,90.869,91.144,91.454,93.996,95.18,95.755,96.408,99.173,99.68,100.42,100.728,103.101,104.187,104.502,104.637,106.808,107.737,107.896,108.577,110.077,111.265,111.784,110.628,111.084,111.214,111.601,112.151
"50","42","    National defense","B824RG3",10.464,10.462,9.604,9.619,9.8,9.898,10.091,10.154,10.392,10.334,10.223,10.341,10.302,10.165,10.316,10.471,10.85,10.629,10.658,10.811,10.565,10.736,10.821,10.995,10.811,10.852,10.779,10.857,11.015,11.024,11.156,11.262,11.382,11.683,11.852,12.012,12.203,12.41,12.466,12.51,12.838,12.886,12.994,13.11,13.27,13.387,13.54,13.602,13.433,13.361,13.266,13.301,13.285,13.326,13.49,13.661,13.59,13.642,13.608,13.692,13.779,13.833,13.934,14.041,14.154,14.161,14.082,14.439,14.509,14.516,14.726,14.73,14.788,14.866,15.059,15.381,15.349,15.351,15.724,15.715,15.673,15.867,16.042,16.393,16.476,16.674,16.98,17.205,17.233,17.518,18.032,18.246,18.757,18.937,19.27,19.499,20.215,20.611,20.937,21.476,22.821,23.007,23.182,23.826,24.174,24.614,25.199,25.66,26.12,26.597,27.578,28.597,29.153,29.486,30.03,30.852,31.277,31.676,32.187,33.09,33.793,34.209,34.33,35.61,36.088,36.502,37.061,37.982,38.547,39.164,40.027,41.673,42.47,43.57,44.206,46.47,47.193,48.034,48.607,50.333,51.024,51.713,52.153,52.921,53.204,53.613,54.026,54.256,56.976,57.514,57.907,58.016,58.709,58.549,58.49,59.037,58.744,58.558,58.591,58.673,59.126,59.195,59.346,59.279,59.91,60.316,60.395,60.682,61.663,61.784,62.156,61.923,63.028,63.477,64.057,65.106,65.668,65.732,66.408,67.081,68.037,68.552,69.021,68.477,68.956,69.453,70.046,70.392,70.698,71.489,71.566,71.998,72.657,72.851,73.165,73.972,75.388,75.1,75.398,75.84,76.462,76.445,76.443,76.716,77.098,77.217,77.365,77.63,78.645,79.043,79.397,79.815,81.421,81.361,82.141,82.361,83.037,83.175,83.677,84.046,85.848,86.244,86.471,87.932,90.201,90.473,90.796,91.165,93.453,94.651,95.316,96.159,99.135,99.669,100.397,100.799,103.336,104.499,104.883,104.965,107.089,108.172,108.493,109.389,110.857,112.402,113.059,111.334,111.584,111.664,112.195,112.901
"51","43","      Consumption expenditures","B977RG3",9.107,9.106,8.308,8.305,8.47,8.547,8.69,8.748,8.955,8.936,8.834,8.948,8.891,8.756,8.893,8.967,9.313,9.048,9.061,9.184,8.918,9.119,9.192,9.378,9.236,9.301,9.235,9.345,9.51,9.516,9.609,9.681,9.857,10.16,10.306,10.424,10.53,10.713,10.728,10.753,11.042,11.083,11.163,11.264,11.465,11.585,11.715,11.76,11.575,11.493,11.373,11.408,11.417,11.463,11.619,11.811,11.73,11.77,11.732,11.78,11.916,11.965,12.029,12.105,12.269,12.257,12.19,12.575,12.66,12.659,12.882,12.884,12.966,13.019,13.23,13.557,13.538,13.495,13.891,13.859,13.833,14.012,14.173,14.516,14.607,14.791,15.091,15.28,15.291,15.513,16.035,16.217,16.676,16.812,17.117,17.311,17.997,18.345,18.648,19.15,20.013,20.197,20.324,20.895,21.255,21.641,22.174,22.644,23.057,23.527,24.431,25.436,25.938,26.219,26.721,27.484,27.828,28.169,28.604,29.477,30.051,30.404,30.562,31.767,32.105,32.46,32.957,33.896,34.419,34.956,35.762,37.432,38.218,39.184,39.809,42.036,42.641,43.395,43.852,45.57,46.16,46.714,47.089,47.912,48.157,48.573,48.903,49.142,52.089,52.637,53.052,53.069,53.986,54.016,53.939,54.751,54.67,54.5,54.665,54.989,55.506,55.764,56.047,56.04,56.69,57.151,57.239,57.455,58.523,58.607,58.928,58.793,59.921,60.374,60.906,62.014,62.594,62.649,63.377,64.12,65.237,65.757,66.287,65.538,65.976,66.481,67.059,67.377,67.698,68.325,68.421,68.812,69.538,69.63,69.964,70.692,71.936,72.184,72.562,73.066,73.776,73.753,73.812,74.13,74.615,74.715,74.915,75.148,76.149,76.579,76.993,77.423,79.209,79.2,80.05,80.299,81.157,81.3,81.913,82.495,84.529,84.973,85.209,86.819,89.384,89.679,90.052,90.477,92.997,94.222,94.918,95.758,99.024,99.645,100.482,100.849,103.685,104.904,105.213,105.314,107.716,108.925,109.208,110.195,111.809,113.491,114.144,112.12,112.502,112.653,113.288,114.062
"52","44","      Gross investment","B788RG3",18.815,18.643,19.182,19.559,19.585,19.865,20.671,20.713,21.174,20.611,20.451,20.509,20.752,20.776,20.945,22.221,22.701,23.011,23.14,23.516,23.383,23.335,23.52,23.615,23.112,22.998,22.864,22.716,22.828,22.86,23.296,23.684,23.344,23.626,23.976,24.487,25.399,25.784,26.186,26.381,27.029,27.143,27.504,27.741,27.44,27.495,27.857,28.089,28.086,28.103,28.191,28.235,28.026,28.032,28.254,28.259,28.269,28.425,28.415,28.774,28.493,28.584,28.971,29.327,29.021,29.203,29.035,29.077,28.982,29.071,29.093,29.121,28.919,29.244,29.153,29.283,29.117,29.632,29.594,29.835,29.644,29.923,30.179,30.476,30.417,30.662,30.858,31.431,31.676,32.613,32.611,33.124,33.958,34.627,35.131,35.724,36.291,37.093,37.334,37.622,49.017,48.571,49.438,50.574,50.248,51.206,52.032,51.511,52.347,52.438,53.817,54.21,55.14,56.031,56.725,57.904,59.2,60.171,61.439,62.26,64.262,65.255,64.825,66.292,68.403,69.353,70.414,70.645,71.474,72.811,74.022,74.827,75.426,77.602,78.087,79.873,81.728,83.298,84.967,86.251,87.801,89.737,90.735,90.759,91.393,91.655,92.784,92.886,93.276,93.658,93.789,94.669,93.527,91.949,92.052,90.74,88.927,88.652,87.814,86.347,86.363,85.162,84.478,84.005,84.526,84.545,84.568,85.362,85.761,86.152,86.89,85.962,86.953,87.398,88.339,89.043,89.48,89.602,89.936,90.127,89.953,90.458,90.532,91.435,92.233,92.672,93.383,93.942,94.113,96.213,96.142,96.897,97.031,98.026,98.174,99.583,102.312,97.852,97.493,97.383,97.184,97.235,96.701,96.586,96.071,96.344,96.049,96.552,97.665,97.785,97.665,97.981,98.101,97.617,97.81,97.801,96.992,97.101,96.747,95.473,95.446,95.472,95.649,96.012,96.069,96.151,96.103,96.069,96.657,97.66,98.115,98.98,99.896,99.83,99.809,100.464,100.987,101.789,102.663,102.618,102.942,103.229,103.792,104.131,104.723,105.485,106.17,106.14,105.65,105.338,105.3,105.623
"53","45","    Nondefense","B825RG3",9.69,9.343,10.635,10.54,10.023,9.774,9.774,9.689,10.488,10.594,10.161,10.658,10.647,10.491,10.199,9.709,11.179,10.736,10.669,10.645,11.125,11.305,11.455,11.614,11.648,11.685,11.621,11.73,11.562,11.737,11.667,11.751,12.119,12.323,12.125,12.155,12.184,12.4,12.613,12.488,12.653,12.903,12.976,13.238,13.475,13.827,13.787,13.867,13.975,13.845,13.645,13.635,13.701,13.718,14.133,14.233,14.376,14.312,14.351,14.397,14.679,14.672,14.705,15.074,14.916,14.985,15.042,15.203,15.502,15.743,15.976,15.973,16.019,15.98,16.083,16.334,16.535,16.6,16.764,16.934,16.992,17.153,17.27,17.444,17.888,18.136,18.486,18.798,18.83,18.981,19.534,19.792,20.728,21.115,21.32,21.41,22.171,22.663,22.943,23.207,23.566,23.745,23.915,24.342,24.823,25.016,25.226,25.859,26.04,26.821,27.442,28.677,29.512,30.119,30.738,31.651,31.859,32.148,32.607,33.584,34.34,34.8,35,35.831,35.891,36.16,36.512,37.493,37.998,38.507,39.128,40.765,41.424,42.139,42.97,45.09,46.014,46.46,46.865,48.329,48.997,49.454,49.851,50.999,51.311,51.447,51.721,51.526,52.065,52.584,53.085,53.383,54.237,54.595,54.426,55.039,55.332,55.835,56.124,56.37,56.605,56.803,57.078,57.327,58.225,58.852,58.933,58.705,59.869,60.293,60.675,61.151,61.54,62.47,62.518,63.745,65.421,65.682,65.843,65.744,66.239,66.657,67.097,68.142,69.166,69.579,70.42,70.843,71.507,72.438,72.219,72.902,74.149,74.042,74.217,76.913,77.13,75.773,76.067,76.654,77.601,77.87,78.136,78.771,78.838,79.013,79.378,79.252,80.236,80.807,81.449,82.26,83.379,82.785,84.387,85.075,84.897,85.311,85.758,86.481,88.956,88.754,88.435,88.611,91.508,91.68,91.858,92.05,95.108,96.264,96.651,96.915,99.255,99.702,100.466,100.577,102.622,103.551,103.728,103.972,106.243,106.858,106.678,106.908,108.469,108.922,109.149,109.198,110.085,110.32,110.401,110.625
"54","46","      Consumption expenditures","B542RG3",8.552,8.095,9.103,9.123,8.624,8.344,8.269,8.205,8.954,9.025,8.874,9.209,9.276,9.155,8.813,8.085,9.683,9.171,9.004,9.099,9.557,9.641,9.744,9.934,9.948,10.06,9.958,10.106,9.936,10.154,10.055,10.165,10.54,10.729,10.518,10.542,10.55,10.721,10.908,10.771,10.929,11.12,11.141,11.399,11.761,12.094,12.039,12.114,12.194,12.048,11.843,11.839,11.891,11.893,12.32,12.426,12.61,12.53,12.554,12.583,12.869,12.841,12.87,13.252,13.063,13.114,13.201,13.279,13.574,13.735,14.048,14.076,14.163,14.18,14.295,14.565,14.767,14.78,14.967,15.084,15.102,15.232,15.327,15.514,15.92,16.14,16.497,16.799,16.821,16.931,17.452,17.664,18.54,18.883,19.026,19.073,19.804,20.292,20.541,20.751,21.103,21.259,21.409,21.813,22.269,22.419,22.589,23.178,23.292,23.988,24.478,25.582,26.313,26.845,27.437,28.33,28.497,28.768,29.214,30.191,30.897,31.324,31.485,32.32,32.35,32.587,32.889,33.857,34.279,34.697,35.226,36.766,37.387,38.001,38.733,40.86,41.684,41.995,42.282,43.706,44.309,44.707,45.094,46.28,46.632,46.802,47.11,46.893,47.468,47.999,48.524,48.839,49.74,50.12,49.913,50.568,50.875,51.402,51.677,51.88,52.154,52.361,52.628,52.831,53.764,54.4,54.44,54.089,55.324,55.74,56.119,56.604,56.962,57.942,57.926,59.206,61.003,61.3,61.504,61.418,62.039,62.513,63.029,64.194,65.282,65.721,66.663,67.113,67.843,68.819,68.563,69.285,70.619,70.409,70.577,73.592,73.912,72.472,72.856,73.591,74.733,75.049,75.382,76.126,76.316,76.527,76.952,76.862,77.961,78.607,79.339,80.235,81.47,80.732,82.485,83.252,83.114,83.552,84.097,84.925,87.784,87.612,87.278,87.487,90.754,90.951,91.171,91.425,94.839,96.077,96.449,96.665,99.204,99.674,100.508,100.614,102.878,103.858,103.999,104.254,106.854,107.558,107.345,107.574,109.367,109.858,110.057,110.109,111.136,111.432,111.656,111.899
"55","47","      Gross investment","B798RG3",19.022,19.349,23.532,21.784,21.44,21.718,22.945,22.663,23.476,24.093,20.431,22.403,21.944,21.773,21.768,22.627,23.395,23.518,24.295,23.449,24.087,24.959,25.466,25.332,25.663,24.81,25.337,24.891,24.825,24.34,24.614,24.203,24.035,24.226,24.606,24.663,24.971,25.626,26.076,26.168,26.363,27.2,27.719,27.858,26.841,27.247,27.326,27.444,27.856,28.003,28.056,27.933,28.076,28.221,28.396,28.415,28.201,28.3,28.473,28.655,28.883,29.048,29.107,29.33,29.456,29.677,29.489,30.309,30.633,31.502,31.108,30.877,30.645,30.21,30.24,30.393,30.622,31.04,31.076,31.624,31.985,32.403,32.693,32.741,33.491,33.967,34.175,34.504,34.62,35.161,35.863,36.554,37.801,38.547,39.407,39.979,40.75,41.07,41.597,42.401,42.668,43.041,43.386,43.901,44.472,45.09,45.682,46.539,47.45,48.958,50.847,53.099,54.832,56.078,56.741,57.452,58.063,58.455,58.899,59.503,60.53,61.195,61.758,62.258,62.652,63.19,63.956,64.849,66.053,67.355,68.749,70.939,71.808,73.372,74.994,76.507,78.205,79.91,81.425,82.881,84.036,84.98,85.389,85.808,85.662,85.456,85.309,85.312,85.473,85.822,86.022,86.122,86.475,86.587,86.778,86.943,87.074,87.296,87.679,88.286,88.175,88.3,88.613,89.194,89.761,90.281,90.695,91.456,91.958,92.431,92.814,93.166,93.743,94.23,94.81,95.53,96.16,96.173,96.019,95.829,95.396,95.374,95.236,95.402,95.998,96.242,96.404,96.63,96.769,97.28,97.369,97.694,98.225,98.877,99.113,99.436,98.987,98.2,97.921,97.515,97.105,97.047,96.851,96.73,95.975,95.95,95.978,95.648,95.939,96.084,96.201,96.528,96.952,97.27,97.859,98.017,97.581,97.832,97.573,97.529,97.302,96.887,96.684,96.635,96.886,96.898,96.787,96.535,97.003,97.566,98.073,98.706,99.606,99.905,100.177,100.312,100.918,101.489,101.886,102.055,102.188,102.23,102.266,102.52,102.573,102.785,103.207,103.237,103.258,103.093,102.267,102.367
"56","48","  State and local","B829RG3",7.233,7.357,7.515,7.759,8.039,8.206,8.503,8.635,8.541,8.404,8.39,8.336,8.261,8.322,8.569,8.823,9.13,9.289,9.46,9.582,9.589,9.703,9.898,9.884,9.987,9.956,9.954,9.936,9.909,10.137,10.194,10.251,10.173,10.212,10.384,10.511,10.75,10.898,11.083,11.194,11.308,11.475,11.525,11.514,11.487,11.588,11.656,11.702,11.832,11.85,11.851,11.872,11.985,12.042,12.096,12.141,12.203,12.318,12.402,12.504,12.669,12.726,12.75,12.828,12.934,13.006,13.035,13.139,13.198,13.264,13.325,13.383,13.517,13.596,13.711,13.821,14.009,14.247,14.447,14.633,14.874,15.029,15.235,15.412,15.657,15.847,15.987,16.286,16.537,16.869,17.164,17.483,17.88,18.263,18.585,18.916,19.304,19.632,19.886,20.06,20.461,20.702,21.041,21.382,21.881,22.33,22.665,23.103,23.755,24.556,25.42,26.149,26.666,27.226,27.643,28.105,28.546,28.983,29.274,29.655,30.209,30.744,31.268,31.801,32.275,32.815,33.311,33.768,34.574,35.384,36.598,37.349,38.393,39.473,40.555,41.587,42.887,43.752,44.309,44.953,45.735,46.465,47.172,47.773,48.117,48.63,49.117,49.563,50.332,50.836,51.273,51.695,52.346,52.793,53.193,53.674,53.933,54.213,54.689,55.474,56.014,56.558,57.238,57.588,57.933,58.435,58.831,59.284,59.841,60.447,60.827,61.501,62.381,62.989,63.786,64.74,64.961,65.225,65.647,65.938,66.145,66.705,67.085,67.491,67.953,68.406,68.63,68.986,69.597,69.977,70.623,71.207,71.633,72.171,72.469,72.735,73.425,73.493,73.911,74.397,74.795,74.99,75.269,75.821,75.785,76.003,76.466,77.025,77.659,78.644,79.514,80.328,81.299,82.038,82.821,83.771,84.548,85.013,85.256,85.259,85.602,86.385,87.133,88.12,89.822,90.061,90.661,91.155,92.053,93.139,94.624,96.432,97.578,98.993,100.842,102.588,103.307,104.916,105.99,106.892,108.527,109.949,111.009,112.975,114.803,116.877,118.493,116.396,115.587,115.713,115.889,116.397
"57","49","      Consumption expenditures","B991RG3",6.188,6.294,6.408,6.616,6.86,6.994,7.263,7.405,7.327,7.224,7.252,7.22,7.24,7.324,7.523,7.693,7.892,7.99,8.136,8.264,8.317,8.406,8.559,8.621,8.709,8.722,8.717,8.793,8.854,9.026,9.149,9.193,9.209,9.248,9.304,9.408,9.596,9.673,9.813,9.921,10.048,10.187,10.257,10.308,10.387,10.468,10.511,10.576,10.723,10.799,10.834,10.891,11.052,11.127,11.195,11.256,11.336,11.48,11.587,11.709,11.888,11.934,11.954,12.03,12.161,12.234,12.263,12.375,12.447,12.523,12.594,12.655,12.784,12.842,12.962,13.072,13.289,13.495,13.719,13.906,14.2,14.407,14.614,14.8,15.007,15.213,15.401,15.664,15.886,16.19,16.511,16.798,17.203,17.547,17.846,18.121,18.512,18.829,19.085,19.208,19.632,19.886,20.221,20.534,21.033,21.459,21.755,22.138,22.656,23.239,23.88,24.484,24.96,25.588,26.056,26.558,27.043,27.503,27.829,28.232,28.795,29.359,29.882,30.432,30.901,31.399,31.841,32.244,33.038,33.783,34.984,35.633,36.638,37.666,38.648,39.594,40.863,41.652,42.109,42.695,43.472,44.16,44.865,45.535,45.923,46.529,47.084,47.606,48.493,49.045,49.527,50.006,50.71,51.205,51.633,52.13,52.366,52.576,53.032,53.83,54.395,54.944,55.646,56.003,56.315,56.844,57.233,57.712,58.32,58.94,59.301,60.038,61,61.612,62.439,63.558,63.802,64.05,64.521,64.913,65.201,65.809,66.234,66.655,67.1,67.554,67.798,68.147,68.764,69.149,69.791,70.369,70.735,71.273,71.547,71.775,72.547,72.611,73.031,73.555,74.058,74.152,74.415,74.938,74.936,75.203,75.669,76.257,76.965,78.037,79.023,79.858,80.915,81.597,82.406,83.428,84.306,84.827,85.059,84.95,85.274,86.123,86.98,88.161,90.103,90.381,91.097,91.645,92.604,93.534,94.772,96.461,97.669,98.983,100.76,102.588,103.331,104.782,105.762,106.315,107.739,109.266,110.324,112.435,114.379,116.655,118.193,115.003,113.738,114.145,114.702,115.407
"58","50","      Gross investment","B799RG3",11.499,11.698,12.104,12.488,12.893,13.212,13.593,13.647,13.482,13.187,12.982,12.835,12.348,12.308,12.753,13.354,14.11,14.524,14.793,14.89,14.703,14.923,15.286,14.957,15.123,14.914,14.925,14.548,14.206,14.645,14.48,14.582,14.182,14.224,14.801,15.015,15.447,15.842,16.196,16.326,16.404,16.675,16.663,16.441,16.062,16.241,16.395,16.382,16.465,16.296,16.186,16.087,16.045,16.043,16.05,16.047,16.054,16.074,16.083,16.125,16.258,16.36,16.395,16.487,16.519,16.592,16.623,16.713,16.735,16.774,16.809,16.863,17.022,17.177,17.285,17.406,17.516,17.876,18.015,18.212,18.303,18.312,18.533,18.697,19.087,19.239,19.239,19.678,20.049,20.498,20.722,21.179,21.569,22.126,22.557,23.127,23.526,23.915,24.172,24.582,24.894,25.086,25.45,25.926,26.438,27.006,27.539,28.256,29.564,31.433,33.413,34.807,35.565,35.776,35.913,36.161,36.367,36.685,36.764,37.004,37.494,37.861,38.377,38.794,39.284,40.065,40.849,41.581,42.44,43.597,44.876,46.147,47.394,48.745,50.341,51.82,53.269,54.53,55.648,56.622,57.409,58.366,59.055,59.201,59.25,59.149,59.199,59.17,59.22,59.441,59.625,59.725,60.064,60.25,60.494,60.882,61.258,61.901,62.475,63.176,63.575,64.083,64.636,64.948,65.461,65.814,66.237,66.558,66.848,67.377,67.85,68.2,68.672,69.254,69.9,70.055,70.167,70.51,70.686,70.493,70.312,70.639,70.792,71.118,71.669,72.112,72.233,72.619,73.197,73.55,74.212,74.819,75.537,76.071,76.485,76.937,77.226,77.312,77.719,78.027,77.958,78.591,78.948,79.634,79.448,79.436,79.887,80.313,80.614,81.207,81.563,82.281,82.892,83.872,84.544,85.19,85.532,85.768,86.057,86.538,86.954,87.46,87.749,87.922,88.63,88.711,88.83,89.104,89.75,91.475,93.979,96.294,97.176,99.032,101.197,102.594,103.213,105.493,106.965,109.355,111.887,112.856,113.92,115.266,116.598,117.808,119.75,122.372,123.579,122.481,121.054,120.726
"59",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","51","  Final sales of computers to domestic purchasers \2\","W489RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12803.199,11513.709,10574.305,9928.676,9945.23,9692.728,9149.607,8506.596,8079.348,7476.212,6949.272,6613.711,6592.061,6560.277,6394.714,6080.154,5899.812,5767.616,5636.392,5582.223,5139.752,4822.575,4540.313,4363.304,4096.85,3899.113,3739.556,3634.508,3484.987,3345.995,3225.572,3077.694,2855.017,2770.527,2795.539,2773.269,2565.002,2418.357,2314.437,2319.778,2295.989,2235.94,2201.039,2181.508,2166.767,2093.874,2064.794,1994.83,1902.663,1872.347,1867.347,1830.984,1775.957,1711.934,1597.665,1537.269,1493.442,1415.101,1341.56,1291.394,1245.708,1183.313,1132.112,1084.29,1063.224,1043.861,1011.791,960.742,915.698,875.493,820.301,765.635,705.952,643.612,606.241,568.171,521.194,488.96,456.018,427.343,387.843,356.159,324.225,299.58,279.246,263.629,249.925,239.733,232.017,222.699,215.38,208.004,190.073,180.55,170.31,160.958,154.123,150.113,144.71,138.341,132.925,128.581,124.055,121.481,119.624,117.612,114.226,109.982,105.844,102.143,97.894,94.119,91.016,87.261,84.423,82.432,80.735,78.395,75.455,73.051,70.997,69.241,67.363,65.536,64.021,62.093,59.98,59.015
