"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"75","68","    Transportation services","DTRSRG3",20.265,21.831,23.364,24.254,25.326,27.497,30.537,32.815,35.092,37.414,40.741,47.289,53.041,55.979,58.104,60.397,61.589,62.206,64.842,67.873,70.857,73.565,75.584,77.732,80.436,81.417,83.214,84.263,86.13,87.648,88.956,91.625,92.643,93.072,95.07,96.459,100,104.215,106.631,112.406,115.633
"76","69","      Motor vehicle services","DMVSRG3",19.065,20.34,21.668,22.533,23.736,26.004,29.153,31.188,33.443,36.037,39.536,43.607,47.6,51.142,53.366,55.206,56.793,58.929,61.361,63.756,66.347,68.905,71.577,73.79,76.041,78.296,80.285,81.843,82.991,84.574,86.318,88.732,91.656,94.094,95.792,97.155,100,103.515,106.306,111.106,116.827
"77","70","        Motor vehicle maintenance and repair (60)","DVMRRG3",17.447,18.741,20.092,20.974,22.145,24.378,27.493,29.488,31.706,34.28,37.595,41.443,45.217,48.526,50.564,52.168,53.535,55.155,57.191,59.482,61.861,64.262,66.968,69.417,71.442,73.334,75.013,76.938,78.919,80.844,83.066,85.705,88.685,91.933,94.53,96.733,100,104.211,107.752,112.977,117.598
"78","71","        Other motor vehicle services (61)","DOVSRG3",27.114,27.513,27.938,28.231,29.225,30.859,33.022,34.596,36.277,37.993,41.825,46.345,50.766,55.009,58.034,61.166,63.915,69.216,73.89,76.324,79.721,82.672,84.504,85.161,88.164,91.659,94.625,95.01,93.933,94.676,95.268,97.188,100.015,100.375,99.517,98.38,100,101.633,102.515,106.264,114.697
"79","72","      Public transportation","DPUBRG3",24.024,26.336,28.428,29.415,30.238,32.33,35.322,38.26,40.717,42.572,45.707,58.199,68.484,69.985,71.929,75.463,75.554,71.88,75.108,79.963,84.09,87.241,87.511,89.516,93.528,90.8,92.032,91.529,95.633,96.941,96.921,100.351,95.723,90.302,93.137,94.598,100,106.13,107.52,115.96,112.444
"80","73","        Ground transportation (63)","DGRDRG3",15.636,17.383,18.835,19.662,19.966,21.072,23.101,24.989,26.731,28.163,30.262,35.03,41.047,45.151,47.354,50.233,52.13,55.795,57.368,59.606,61.413,64.382,67.485,70.226,71.109,71.761,72.565,77.961,79.211,79.863,79.862,81.862,84.416,86.596,91.57,95.997,100,104.699,106.311,111.358,116.099
"81","74","        Air transportation (64)","DAITRG3",30.046,32.348,34.755,35.591,37.06,40.121,43.693,47.385,50.218,52.2,56.014,75.778,89.413,87.36,88.693,92.489,90.802,81.016,85.364,92.04,97.771,100.91,98.856,100.133,106.512,101.125,102.578,97.795,103.714,105.227,105.359,110.346,101.631,91.409,93.59,93.606,100,107.334,108.696,119.825,111.581
"82","75","        Water transportation (65)","DWATRG3",38.274,41.373,43.574,45.519,47.518,51.444,56.24,60.579,65.029,69.949,73.495,78.644,82.807,86.253,89.251,91.99,95.343,100.206,102.748,104.245,108.251,113.109,117.718,121.444,124.831,127.591,131.494,134.908,138.513,145.453,140.867,125.979,114.001,109.477,100.4,98.818,100,99.627,99.377,97.746,88.703
"83","76","    Recreation services","DRCARG3",22.476,23.514,24.548,25.177,26.071,27.879,29.934,31.416,32.919,34.887,37.191,40.004,42.553,44.873,46.821,48.845,50.953,52.922,54.974,57.083,59.921,63.192,66.478,68.541,70.736,72.246,73.839,76.299,78.766,80.716,83.311,86.536,89.372,91.943,94.761,97.27,100,103.37,106.237,109.542,110.815
"84","77","      Membership clubs, sports centers, parks, theaters, and museums (82)","DRLSRG3",19.957,21.344,22.435,23.164,24.069,25.867,27.91,29.579,31.277,33.386,35.536,37.944,40.094,42.344,44.474,46.53,48.677,51.016,53.184,55.144,58.136,61.202,64.296,66.019,67.81,70.105,71.747,74.283,76.634,78.54,82.167,86.016,89.303,91.738,95.119,97.41,100,103.61,106.929,109.806,111.063
"85","78","      Audio-video, photographic, and information processing equipment services (parts of 77 and 93)","DAVPRG3",28.042,27.985,28.644,28.851,29.273,30.333,31.957,32.794,33.466,34.871,36.769,39.393,41.694,43.728,45.236,47.097,49.273,51.195,53.253,55.536,58.309,61.936,66.036,68.798,71.945,72.19,73.454,76.371,80.064,82.835,84.677,87.073,89.335,93.041,95.619,98.058,100,103.166,104.702,107.129,109.194
"86","79","      Gambling (91)","DGAMRG3",20.706,21.921,22.853,23.602,25.088,27.834,30.379,32.155,34.231,36.572,39.998,44.345,48.468,51.304,53.414,55.597,57.475,58.531,60.473,62.709,65.378,68.669,71.186,73.052,74.943,76.554,78.423,80.542,82.258,83.479,85.331,88.179,90.659,92.118,94.223,96.739,100,103.225,106.297,110.335,109.975
"87","80","      Other recreational services (81, 94, and part of 92)","DOTRRG3",22.395,23.28,24.972,25.769,26.694,28.799,31.055,32.629,34.379,36.273,38.463,41.251,43.831,46.228,48.055,49.937,51.849,53.751,55.244,57.028,59.52,62.23,64.898,66.455,67.914,69.633,71.291,72.944,74.418,76.166,78.711,82.817,86.488,89.421,92.827,96.248,100,103.532,107.801,112.754,116.664
"88","81","    Food services and accommodations","DFSARG3",18.121,19.461,20.499,21.257,22.71,25.337,27.619,29.447,31.579,34.34,38.047,41.732,45.46,48.059,50.135,52.396,54.648,56.888,59.203,61.748,64.544,67.499,70.194,71.684,73.09,74.373,76.128,78.179,80.497,82.654,84.79,87.16,89.644,91.818,93.773,96.889,100,103.35,107.394,111.644,114.375
"89","82","      Food services","DFSERG3",18.715,20.096,21.183,21.989,23.543,26.361,28.773,30.651,32.848,35.618,39.378,43.067,46.83,49.288,51.38,53.541,55.683,57.959,60.163,62.637,65.464,68.469,71.112,72.553,73.873,75.07,76.719,78.605,80.785,82.778,84.833,86.973,89.647,92.103,94.138,96.989,100,103.188,106.995,111.686,115.599
"90","83","        Purchased meals and beverages (102)","DPMBRG3",18.712,20.092,21.182,21.986,23.531,26.339,28.746,30.62,32.81,35.573,39.32,42.997,46.752,49.207,51.298,53.458,55.602,57.882,60.083,62.558,65.382,68.384,71.036,72.48,73.802,74.999,76.647,78.534,80.714,82.716,84.776,86.945,89.664,92.125,94.122,96.978,100,103.182,106.999,111.701,115.594
"91","84","        Food furnished to employees (including military) (103)","DFOORG3",19.197,20.623,21.683,22.553,24.331,27.44,29.993,32.022,34.407,37.373,41.487,45.538,49.54,52.108,54.289,56.5,58.638,60.834,63.153,65.622,68.56,71.678,73.988,75.351,76.608,77.783,79.455,81.316,83.515,85.174,87.025,88.07,88.972,91.248,94.78,97.397,100,103.407,106.879,111.146,115.782
"92","85","      Accommodations (104)","DACCRG3",13.826,14.868,15.512,15.883,16.552,17.695,18.996,20.45,22.104,24.84,28.189,31.915,35.429,39.202,41.187,44.272,47.372,49.359,52.495,55.575,58.164,60.762,63.872,65.728,67.775,69.704,72.231,75.459,78.699,81.939,84.611,88.494,89.698,89.899,91.304,96.227,100,104.402,109.986,111.432,106.666
"93","86","    Financial services and insurance","DIFSRG3",17.765,18.677,19.797,21.01,21.506,23.229,24.948,25.955,27.949,31.638,33.361,35.942,38.658,40.89,44.831,47.666,49.7,52.479,53.873,57.147,59.147,62.102,64.836,69.726,70.503,71.664,74.514,77.523,82.117,84.071,84.91,85.66,85.177,87.519,91.48,96.488,100,102.303,106.85,110.015,109.533
"94","87","      Financial services","DFNLRG3",24.756,25.863,26.534,27.828,28.466,32.509,35.815,35.85,36.968,43.013,46.394,51.058,54.301,55.182,59.793,61.272,63.673,69.51,72.838,75.442,73.96,75.462,79.343,85.971,82.894,82.284,84.372,85.593,90.853,92.373,91.882,91.366,89.636,91.773,94.386,97.264,100,102.169,106.245,109.836,107.49
"95","88","        Financial services furnished without payment (107)","DIMPRG3",21.319,22.728,22.367,23.25,24.431,29.007,31.606,31.061,32.093,37.477,40.592,43.659,45.252,44.326,49.014,50.64,52.511,58.021,62.381,64.979,61.876,63.042,67.304,74.953,70.015,71.108,72.585,73.768,79.918,84.396,86.812,90.103,89.307,92.625,95.81,97.657,100,101.128,105.505,110.65,111.087
"96","89","        Financial service charges, fees, and commissions (108)","DOFIRG3",29.344,29.375,33.247,35.574,33.955,34.147,39.246,42.068,43.07,49.437,52.499,62.168,70.813,78.405,80.961,81.258,84.898,90.088,88.975,91.002,94.835,97.031,99.098,101.993,103.98,99.31,102.596,103.794,106.836,102.99,98.199,92.95,90.117,90.861,92.841,96.838,100,103.233,107.014,108.981,103.608
"97","90","      Insurance","DINSRG3",10.988,11.624,12.724,13.664,13.996,14.289,14.901,16.252,18.395,20.185,20.734,21.786,23.74,26.269,29.283,32.805,34.367,34.428,34.089,37.671,42.208,46.016,47.612,50.702,54.594,57.275,60.704,65.521,69.178,71.652,74.352,77.034,78.479,81.14,87.147,95.327,100,102.509,107.811,110.257,112.972
"98","91","        Life insurance (110)","DLIFRG3",12.456,13.204,13.786,14.506,15.299,16.418,17.604,18.986,20.732,22.481,24.132,26.128,27.815,29.499,31.731,33.725,36.872,40.065,42.964,45.543,47.556,50.321,52.295,55.275,57.319,59.014,61.218,65.065,68.57,72.38,75.946,81.485,81.779,88.044,91.641,96.098,100,102.862,105.996,105.929,107.487
"99","92","        Net household insurance (111)","DFINRG3",8.559,9.041,10.008,10.409,10.388,9.373,9.525,11.256,12.61,12.888,13.762,15.421,16.942,18.841,20.601,21.516,22.815,25.143,26.554,28.276,29.785,30.449,31.485,32.587,35.068,37.767,42.253,45.79,50.697,51.432,54.602,58.583,64.258,71.583,89.131,95.115,100,101.266,106.257,112.86,120.748
"100","93","        Net health insurance (112)","DHINRG3",9.274,9.508,11.015,12.626,12.673,12.476,12.524,13.04,16.206,18.734,17.441,17.377,20.189,24.697,29.186,35.003,34.729,30.12,25.808,30.425,37.885,43.802,44.498,46.744,51.393,54.457,59.24,65.478,70.858,72.163,73.522,75.845,77.987,78.492,85.262,96.196,100,103.684,108.879,112.112,115.305
"101","94","        Net motor vehicle and other transportation insurance (116)","DTINRG3",11.724,12.794,14.171,14.56,14.671,14.659,15.347,17.935,19.138,20.021,21.831,23.159,24.078,24.733,26.819,29.48,31.632,34.669,36.693,39.857,43.088,45.013,47.77,53.1,59.23,63.002,65.743,69.625,70.291,73.215,77.263,76.615,77.713,80.107,85.969,92.212,100,99.198,107.791,111.184,113.583
"102","95","    Other services","DOTSRG3",18.373,19.258,20.395,21.439,22.699,25.154,26.957,28.642,30.113,31.693,33.994,37.082,40.878,44.06,46.547,48.916,50.698,53.357,54.646,56.933,59.081,61.488,64.426,67.158,69.489,72.092,74.479,76.639,78.786,80.394,82.357,83.942,86.539,89.912,93.234,96.358,100,103.422,106.436,110.819,113.329
"103","96","      Communication","DCOMRG3",50.648,51.21,54.49,57.596,58.985,62.248,64.244,68.021,68.828,70.13,70.344,71.42,78.846,87.032,91.891,97.828,101.327,104.403,102.209,102.214,102.456,102.221,104.362,104.559,105.016,106.92,107.359,107.627,108.227,107.393,105.313,102.328,101.386,102.24,102.273,100.759,100,100.058,97.767,99.438,101.349
"104","97","        Telecommunication services (71)","DTCSRG3",57.467,58.137,60.991,64.425,66.073,68.864,71.089,73.617,74.454,75.291,75.034,76.301,83.573,92.074,97.879,105.009,108.095,111.573,108.883,107.589,107.414,107.083,107.948,108.016,108.541,110.801,110.361,110.555,111.084,109.735,107.213,103.892,102.171,102.715,102.258,100.703,100,100.634,102.445,104.146,105.677
"105","98","        Postal and delivery services (68)","DPSSRG3",16.875,16.997,19.868,21.094,21.389,24.725,25.471,32.14,32.651,35.338,37.295,37.412,43.86,49.109,49.232,49.37,53.651,54.521,54.695,59.882,61.896,62.171,70.498,71.599,71.91,72.201,78.81,79.089,79.33,79.858,82.505,83.269,87.017,91.728,96.587,98.649,100,105.902,109.554,115.91,118.665
"106","99","        Internet access (72)","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.155,160.259,151.609,144.439,133.543,123.17,112.228,98.457,93.707,96.432,100.196,107.213,103.926,100.656,102.532,103.407,104.282,101.717,100,95.632,76.535,77.251,79.991
"107","100","      Education services","DTEDRG3",7.809,8.349,8.794,9.248,9.95,11.256,12.244,13.137,13.992,14.729,16.019,17.802,19.889,22.132,24.026,26.101,28.072,30.008,32.126,34.52,36.977,39.538,42.828,46.459,49.908,52.924,55.889,58.85,61.689,64.499,67.718,71.031,74.83,79.654,85.83,93.155,100,106.339,112.353,118.87,125.412
"108","101","        Higher education (97)","DHEDRG3",7.1,7.598,8.073,8.52,8.987,9.762,10.486,11.209,11.947,12.605,13.613,14.909,16.756,19.013,20.992,23.141,25.248,27.287,29.345,31.576,34.075,36.827,40.566,44.929,49.144,52.586,55.745,58.913,61.907,64.524,67.076,69.852,73.406,78.415,84.983,93.034,100,106.7,113.405,120.479,127.711
"109","102","        Nursery, elementary, and secondary schools (98)","DNEHRG3",6.642,7.217,7.572,7.959,9.054,10.911,12.151,13.216,14.003,14.466,15.755,17.663,19.672,21.855,23.673,25.697,27.665,29.726,32.131,34.853,37.546,40.447,43.576,46.731,49.841,52.732,55.994,58.753,61.771,65.726,69.68,74.241,78.781,83.882,89.009,94.327,100,105.722,111.217,117.283,122.932
"110","103","        Commercial and vocational schools (99)","DVEDRG3",14.497,15.069,15.487,16.072,16.895,19.885,21.649,22.977,24.613,26.478,29.321,33.58,36.994,38.562,39.461,40.659,41.448,42.278,43.924,46.393,48.25,49.444,51.067,52.33,53.17,54.705,56.544,59.044,61.146,63.362,68.017,71.854,75.752,79.679,85.54,92.346,100,105.685,109.784,114.813,119.816
"111","104","      Professional and other services (121)","DPRSRG3",10.658,11.497,12.251,13.107,14.073,15.344,16.462,17.473,18.594,19.874,21.63,24.545,27.655,30.891,34.557,37.371,39.554,41.96,44.87,46.748,49.239,52.417,55.291,57.904,60.206,62.474,64.835,67.423,70.246,73.517,76.951,80.656,84.57,88.665,92.393,95.981,100,104.655,109.011,113.441,116.519
"112","105","      Personal care and clothing services (14 and parts of 17 and 118)","DPERRG3",19.19,20.149,20.794,21.174,22.228,24.478,26.487,28.232,30.085,32.719,36.219,40.302,44.216,47.123,49.222,51.636,53.929,55.927,57.978,60.437,63.372,65.893,68.325,70.128,72.146,73.932,75.585,77.232,79.618,80.896,83.029,85.784,89.289,91.376,93.59,96.313,100,103.609,107.321,112.631,116.287
"113","106","      Social services and religious activities (120)","DSOCRG3",18.312,18.999,19.974,20.913,22.085,25.191,27.449,29.042,30.919,32.988,36.218,40.907,44.765,46.753,47.968,49.56,50.678,52.076,53.967,57.013,59.742,62.308,64.989,67.146,69.065,71.002,73.276,75.418,77.463,79.901,82.311,86.034,88.456,91.163,93.751,96.179,100,103.329,106.672,109.517,111.185
"114","107","      Household maintenance (parts of 31, 33, and 36)","DHHMRG3",18.51,19.926,21.083,22.065,23.419,25.701,27.78,30.719,32.928,35.385,38.742,42.013,45.713,48.64,50.124,51.883,53.819,55.272,56.472,58.314,59.81,61.384,64.71,67.018,68.987,70.285,72.607,74.756,76.67,78.799,81.201,84.71,88.391,91.334,93.754,96.101,100,103.593,106.321,109.683,110.216
"115","108","      Net foreign travel","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","109","        Foreign travel by U.S. residents (129)","DFTRRG3",23.192,23.536,25.749,27.344,29.917,36.212,39.825,40.612,43.067,44.893,49.986,56.259,59.667,57.246,55.277,53.196,51.593,56.778,55.578,58.979,59.604,63.247,67.255,70.418,70.809,72.936,75.103,77.055,77.982,76.183,78.319,78.897,79.81,82.524,87.678,93.655,100,104.246,111.366,120.387,110.538
"117","110","        Less: Expenditures in the United States by nonresidents (130)","DEXFRG3",18.265,19.372,20.113,20.8,21.977,23.882,25.724,27.632,29.528,32.095,35.188,39.492,43.651,47.17,49.553,52.347,54.859,56.683,59.461,61.808,63.894,67.447,71.755,73.594,74.634,75.35,76.524,78.535,80.464,81.513,83.69,87.67,88.457,88.579,91.275,95.306,100,104.743,108.989,114.248,111.32
"118","111","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",58.721,61.268,64.628,67.272,71.595,81.93,89.516,94.258,100.718,107.37,117.927,129.131,135.99,129.701,120.696,115.921,113.63,110.239,108.437,107.544,101.09,93.192,86.681,79.268,75.32,75.252,75.316,76.668,79.859,85.104,88.129,92.985,97.282,98.066,96.567,96.198,100,102.104,103.606,104.298,101.105
"119","112","    Gross output of nonprofit institutions (133) \2\","DNPERG3",15.062,16.044,16.815,17.608,18.735,20.988,23.099,24.893,26.751,28.785,31.674,35.46,39.333,42.394,44.678,46.836,48.715,50.416,52.626,55.727,58.789,61.571,64.43,66.767,68.823,70.801,72.809,74.808,76.723,79.019,81.179,84.377,87.611,90.203,93.108,96.179,100,103.617,106.832,109.594,111.137
"120","113","    Less: Receipts from sales of goods and services by nonprofit institutions (134) \3\","DNPSRG3",9.823,10.552,11.03,11.577,12.317,13.686,15.104,16.411,17.671,19.074,21.002,23.686,26.724,29.952,32.815,35.354,37.465,39.567,42.072,45.462,49.701,54.117,58.676,63.096,66.607,69.112,71.652,73.828,75.372,76.845,78.744,81.427,84.316,87.498,91.913,96.172,100,104.129,107.955,111.494,114.836
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","government, and the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","3. Excludes unrelated sales, secondary sales, and sales to business, government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","and the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Note.  The figures in parentheses are the line numbers of the corresponding items in table 2.5.4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
