"","Table 2#5#3 Real Personal Consumption Expenditures by Function, ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"76","69","      First-class postal service by U.S. Postal Service (USPS)","DPSTRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.668,76.748,80.324,86.875,85.926,90.671,95.032,100.068,105.487,103.188,107.805
"77","70","      Other delivery services (by non-USPS facilities)","DODSRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.685,2.977,2.969,3.416,3.939,4.167,4.835,5.264,5.301,7.085,9.931
"78","71","    Telecommunication services","DTCSRA3",1.06,1.067,1.021,0.887,0.806,0.831,0.89,0.969,1.042,1.042,1.109,1.182,1.329,1.495,1.708,1.837,1.995,2.161,2.274,2.467,2.609,2.72,2.977,3.202,3.429,3.621,4.018,4.331,4.64,4.807,5.05,5.363,5.716,6.05,6.538,7.035,7.784,8.596,9.284,10.093,11.086
"79","72","    Internet access","DINTRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","73","  Recreation","DRRLRA3",2.035,2.012,1.845,1.506,1.432,1.548,1.653,1.894,2.018,1.95,2.126,2.277,2.542,2.533,2.542,2.529,2.767,3.663,3.619,3.558,3.578,3.967,4.022,4.188,4.393,4.562,4.87,5.084,5.015,4.995,5.452,5.614,5.756,6.148,6.534,7.077,7.725,8.827,9.269,9.943,10.508
"81","74","    Video and audio equipment, computers, and related services","DVPIRA3",0.103,0.121,0.092,0.072,0.059,0.064,0.071,0.093,0.104,0.097,0.121,0.139,0.165,0.147,0.104,0.085,0.097,0.241,0.247,0.246,0.267,0.376,0.366,0.411,0.461,0.507,0.555,0.573,0.548,0.541,0.617,0.629,0.674,0.73,0.797,0.909,1.065,1.313,1.475,1.602,1.704
"82","75","      Video and audio equipment","DVAARA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,0.875,0.938,1.026,1.139,1.348,1.655,2.134,2.432,2.642,2.783
"83","76","      Information processing equipment","DIPERA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.008
"84","77","      Services related to video and audio goods and computers","DSVCRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.818,6.358,6.802,7.155,7.519,7.778,8.068,8.631,9.283,10.075,11.024
"85","78","    Sports and recreational goods and related services","DODRRA3",1.427,1.24,1.156,0.998,0.898,0.948,1.003,1.245,1.272,1.35,1.586,1.634,1.956,1.683,1.564,1.577,1.806,2.778,2.876,2.864,2.882,3.302,3.464,3.573,3.776,3.908,4.317,4.659,4.831,4.881,5.462,5.558,5.698,6.102,6.573,7.397,8.329,9.755,10.299,11.33,11.863
"86","79","      Sports and recreational vehicles","DWHLRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.402,5.692,5.2,5.785,6.612,8.328,9.9,12.233,13.491,17.63,20.969
"87","80","      Other sporting and recreational goods","DORIRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.994,5.24,5.497,5.848,6.228,6.843,7.613,8.793,9.164,9.568,9.549
"88","81","      Maintenance and repair of recreational vehicles and sports equipment","DRRERA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,3.173,2.786,2.984,3.349,3.996,4.373,5.387,6.297,7.105,8.306
"89","82","    Membership clubs, sports centers, parks, theaters, and museums","DRLSRA3",18.989,18.836,18.496,14.806,14.334,15.447,16.274,17.899,18.914,17.979,18.462,19.821,20.86,23.103,24.934,23.661,24.844,28.7,26.983,26.039,25.284,24.526,24.037,23.793,23.35,23.635,24.572,25.57,23.559,22.763,24.125,25.039,25.803,26.562,27.122,27.411,27.882,28.926,29.057,30.435,31.394
"90","83","      Membership clubs and participant sports centers","DMDFRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.476,25.192,26.771,27.31,27.455,27.128,27.269,27.854,27.932,27.463,26.817
"91","84","      Amusements parks, campgrounds, and related recreational services","DORSRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.525,15.838,17.242,18.796,20.232,21.658,21.582,23.133,24.23,26.382,29.161
"92","85","      Admissions to specified spectator amusements","DADMRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.548,37.157,36.293,36.304,36.233,35.817,37.338,38.324,37.51,39.769,40.147
"93","86","        Motion picture theaters","DMOVRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.679,112.566,106.971,101.424,97.444,90.922,94.423,91.913,86.063,89.547,89.116
"94","87","        Live entertainment, excluding sports","DLIGRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.934,21.178,19.232,19.684,19.247,19.204,18.187,18.849,19.33,17.696,16.853
"95","88","        Spectator sports","DSPERA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.241,13.916,15.463,17.285,18.905,20.69,22.872,25.559,26.213,30.704,32.435
"96","89","      Museums and libraries","DMUSRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.579,11.439,12.449,13.281,13.977,14.434,13.845,14.479,14.566,15.313,16.864
"97","90","    Magazines, newspapers, books, and stationery","DNBSRA3",13.669,12.819,12.167,9.855,10.084,10.873,11.661,12.65,13.478,12.779,13.644,14.364,15.963,16.751,18.777,20.068,22.323,24.757,24.372,24.117,24.146,24.646,25.644,25.972,26.714,27.069,27.662,28.093,27.832,27.706,28.959,29.559,28.617,31.178,32.423,33.299,34.296,38.744,38.154,38.879,41.237
"98","91","    Gambling","DGAMRA3",0.705,0.679,0.618,0.476,0.478,0.773,0.918,1.062,1.255,1.213,1.246,1.594,1.641,1.593,1.696,2.381,2.657,3.277,2.96,2.583,2.448,2.508,2.73,3.088,3.302,3.235,3.366,3.586,3.677,3.753,4.086,4.381,4.645,5.253,5.623,6.236,6.473,6.709,7.038,7.341,7.666
"99","92","    Pets, pet products, and related services","DPETRA3",3.106,3.001,2.883,2.573,2.581,2.62,2.725,3.087,3.277,3.266,3.337,3.506,3.715,3.723,3.647,3.829,4.026,4.551,4.567,4.599,4.636,4.748,4.84,5.032,5.312,5.548,5.931,6.209,6.495,6.625,7.18,8.206,8.773,9.155,9.853,12.064,13.355,14.654,15.035,16.168,17.044
"100","93","    Photographic goods and services","DPHORA3",3.719,3.303,3.085,2.531,2.342,2.666,2.936,3.431,3.879,3.59,3.837,4.033,4.678,4.604,4.559,4.665,5.085,6.934,7.194,7.289,7.174,7.879,8.212,8.657,9.156,9.533,10.736,11.469,12.165,12.639,13.891,14.212,14.353,14.965,16.617,17.33,19.647,22.749,25.135,28.858,32.551
"101","94","    Package tours \14\","DXHLRA3",4.539,3.048,2.481,2.703,2.025,2.325,2.292,2.592,2.592,2.292,2.325,2.203,2.403,1.747,2.025,1.947,2.325,2.136,2.203,2.025,1.914,1.747,1.747,1.747,1.914,1.836,1.914,2.025,2.025,2.025,2.141,2.067,2.271,2.526,2.477,2.657,2.906,3.811,5.405,6.157,7.084
"102","95","  Education","DEDURA3",11.927,12.192,12.592,10.813,10.21,10.168,10.666,11.336,12.212,12.379,12.491,12.809,13.319,14.428,15.268,14.943,14.828,15.243,16.428,17.234,18.24,19.026,19.669,20.48,21.413,22.195,23.825,25.263,26.865,28.532,29.937,31.698,33.417,35.834,38.562,41.888,45.802,49.804,52.98,56.854,60.058
"103","96","    Educational books","DEBKRA3",16.185,14.326,14.406,9.074,9.504,10.418,11.553,13.007,14.958,13.394,13.572,14.099,15.173,17.259,20.192,24.149,26.88,29.371,24.499,24.634,24.806,26.291,29.567,28.26,28.548,27.438,28.96,31.371,30.248,29.561,30.96,32.225,34.28,37.157,40.81,46.599,45.467,48.417,47.119,48.697,52.831
"104","97","    Higher education","DHEDRA3",8.398,9.259,9.899,9.315,9.007,9.096,9.561,9.857,9.993,10.108,10.369,10.873,10.852,11.041,11.358,11.445,11.099,12.035,14.551,15.425,16.556,16.892,16.931,17.611,18.478,19.206,20.518,21.955,24.031,26.261,27.223,28.859,30.871,32.865,35.09,38.761,44.099,48.101,50.769,54.3,57.676
"105","98","    Nursery, elementary, and secondary schools","DNEHRA3",18.622,20.275,23.639,18.941,17.234,16.793,16.9,19.22,23.012,25.598,26.018,26.302,25.994,26.385,26.286,26.816,28.692,24.448,26.408,27.871,29.159,30.643,32.033,34.074,35.76,37.904,40.465,43.127,46.362,49.582,54.075,58.813,64.91,71.219,76.655,81.684,86.229,89.791,93.999,100.274,103.874
"106","99","    Commercial and vocational schools \15\","DVEDRA3",10.709,9.976,8.842,7.701,6.925,6.567,6.964,7.207,7.634,7.367,7.061,6.941,8.366,10.723,12.028,9.762,8.526,9.457,9.311,9.695,10.364,11.189,11.64,12.439,13.104,13.662,15.064,15.384,15.878,16.291,16.61,16.932,15.674,16.275,17.744,18.462,20.203,23.899,27.912,31.021,32.851
"107","100","  Food services and accommodations","DFSARA3",9.04,9.214,9.64,9.429,8.503,9.662,10.382,11.801,13.387,13.499,14.695,15.549,17.284,19.023,22.539,25.736,28.952,26.089,22.965,22.212,22.447,22.666,24.76,25.944,26.903,26.824,27.497,28.303,28.63,28.204,28.793,29.095,29.189,30.238,30.993,32.578,34.906,36.642,36.265,38.517,39.353
"108","101","    Food services","DFSERA3",9.45,9.674,10.202,10.041,8.994,10.215,10.973,12.509,14.258,14.391,15.719,16.629,18.527,20.503,24.324,27.827,31.33,28.056,24.335,23.615,23.936,24.175,26.47,27.754,28.786,28.657,29.361,30.189,30.458,30.013,30.574,30.788,30.84,31.837,32.479,34.116,36.479,38.255,37.632,39.944,40.765
"109","102","      Purchased meals and beverages \16\","DPMBRA3",9.02,9.251,9.825,9.686,8.6,9.807,10.544,12.066,13.781,13.943,15.271,16.129,17.691,18.799,21.091,23.035,26.138,26.02,23.131,22.562,22.896,23.145,24.884,26.024,27.115,27.088,27.898,28.778,29.053,28.649,29.349,29.617,29.597,30.582,31.273,32.951,35.258,36.778,36.024,38.489,39.381
"110","103","      Food furnished to employees (including military)","DFOORA3",28.38,28.433,27.524,26.537,26.536,28.683,30.487,33.147,36.808,35.979,37.823,40.931,54.737,82.77,130.341,177.766,194.879,100.63,69.579,63.889,63.929,63.943,82.439,88.183,88.156,84.995,82.412,81.476,81.515,79.566,74.965,73.203,75.919,77.309,76.158,76.228,80.576,91.707,95.91,92.549,90.72
"111","104","    Accommodations \17\","DACCRA3",5.126,4.944,4.685,4.23,4.15,4.753,5.126,5.571,5.835,5.796,5.966,6.341,6.763,6.618,7.579,8.213,9.01,9.737,12.136,10.953,10.375,10.43,10.822,11.172,11.525,11.875,12.302,12.918,13.709,13.437,14.247,15.26,15.698,17.182,18.905,20.075,22.155,23.593,25.368,27.16,28.161
"112","105","  Financial services and insurance","DIFSRA3",7.213,6.591,6.157,5.894,6.322,5.802,6.3,6.544,6.649,6.439,6.614,6.636,6.774,6.558,6.946,6.981,7.209,7.725,8.33,8.737,8.972,10.032,11.208,11.235,11.678,12.487,13.501,14.191,14.601,15.053,15.358,15.972,16.835,16.809,17.4,18.626,19.856,20.54,21.561,22.672,22.993
"113","106","    Financial services","DFNLRA3",6.878,5.662,4.722,4.018,4.524,3.728,3.954,4.371,4.367,3.919,3.907,3.838,3.83,3.772,4.273,4.213,4.668,5.294,5.094,5.297,5.215,5.946,6.058,6.108,6.396,7.168,7.719,7.727,7.817,8.39,8.899,9.016,9.847,9.451,9.7,10.452,11.332,11.892,13.077,13.717,13.799
"114","107","      Financial services furnished without payment","DIMPRA3",7.962,7.784,7.455,7.045,6.617,6.385,6.644,6.939,7.142,7.008,7.113,7.246,7.332,7.411,7.405,7.039,7.119,8.373,8.611,8.691,8.617,8.881,9.066,9.445,9.996,10.473,10.976,11.173,11.301,11.704,11.818,12.562,12.949,13.143,13.991,14.862,15.229,15.547,16.28,17.846,19.424
"115","108","      Financial service charges, fees, and commissions","DOFIRA3",5.085,3.456,2.392,1.752,2.423,1.693,1.839,2.185,2.1,1.66,1.61,1.488,1.446,1.351,1.947,2.04,2.595,2.783,2.358,2.602,2.526,3.453,3.507,3.332,3.411,4.421,5.02,4.855,4.914,5.65,6.514,6.079,7.312,6.425,6.232,6.862,8.106,8.853,10.416,10.303,9.18
"116","109","    Insurance","DINSRA3",9.4,9.839,10.315,10.866,11.239,11.107,12.236,12.19,12.533,12.755,13.335,13.546,14.005,13.429,13.672,13.904,13.713,14.09,16.545,17.455,18.444,20.346,24.19,24.16,24.996,25.873,28.061,30.64,31.935,31.946,31.605,33.58,34.367,35.472,36.976,39.367,41.383,42.287,42.554,44.849,45.834
"117","110","      Life insurance \18\","DLIFRA3",27.114,28.809,30.435,33.468,35.479,34.761,38.208,37.072,36.921,37.365,38.31,37.946,37.025,33.778,33.317,32.36,31.072,31.259,36.019,36.426,36.289,37.915,38.583,38.354,39.166,40.224,43.252,47.472,49.713,50.954,47.588,51.446,52.198,52.863,54.862,59.321,64.267,64.126,62.478,64.826,65.673
"118","111","      Net household insurance \19\","DFINRA3",17.446,17.612,17.575,15.603,14.413,14.893,15.621,17.169,18.091,19.105,19.852,20.083,21.632,23.734,26.372,29.738,32.569,32.839,32.698,33.612,32.907,34.904,36.49,37.347,39.474,39.878,42.206,44.413,45.904,46.908,52.604,62.091,68.385,72.823,72.244,68.775,60.762,54.055,53.96,54.925,56.871
"119","112","      Net health insurance","DHINRA3",2.489,2.49,2.621,2.331,2.01,2.045,2.236,2.411,2.718,2.82,3.091,3.34,4.074,4.481,5.014,5.517,5.459,5.589,6.909,7.836,9.31,10.824,13.519,13.641,14.367,14.417,15.827,17.306,18.628,18.388,19.099,19.871,20.523,21.71,22.726,24.318,25.53,26.77,26.881,29.16,30.5
"120","113","        Medical care and hospitalization \20\","DMINRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.421,16.864,17.407,18.406,19.216,20.57,21.676,22.236,21.835,22.684,24.213
"121","114","        Income loss \21\","DIINRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.463,30.296,31.255,33.02,34.498,36.934,38.961,39.92,39.234,46.714,48.085
"122","115","        Workers' compensation \22\","DPWCRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.542,17.859,18.493,19.611,20.686,22.108,22.911,25.745,27.542,29.265,29.905
"123","116","      Net motor vehicle and other transportation insurance \23\","DTINRA3",4.614,4.638,4.599,4.341,4.526,4.601,5.235,5.66,6.379,6.519,7.179,7.696,8.351,7.93,7.649,8.129,8.991,10.342,12.131,13.155,14.056,17.022,28.09,27.994,29.088,31.445,34.246,37.114,37.295,36.041,37.481,39.046,39.992,41.583,43.708,45.479,45.871,48.335,51.609,54.408,54.939
"124","117","  Other goods and services","DOISRA3",12.373,11.572,11.008,9.777,9.232,10.166,10.774,11.495,12.316,12.3,12.791,13.28,14.299,15.113,16.52,16.366,17.068,18.426,18.107,18.377,18.386,18.932,19.385,20.346,20.789,21.192,22.095,22.987,23.973,24.808,26.079,26.768,28.119,29.189,30.125,31.279,33.132,35.677,37.052,38.336,38.549
"125","118","    Personal care \24\","DPCRRA3",7.641,7.177,6.835,5.997,5.007,5.961,6.313,6.757,7.149,6.926,7.348,7.661,8.321,8.838,9.757,10.174,10.698,10.324,9.841,9.756,9.949,10.625,10.654,11.462,12.192,13.021,13.944,15.092,16.027,16.598,17.341,18.342,20.062,21.541,22.298,23.619,25.159,27.502,28.964,30.039,29.719
"126","119","    Personal items \25\","DPEORA3",4.647,4.231,3.166,2.662,1.987,2.196,2.575,2.822,3.273,3.379,3.613,3.851,4.395,4.662,5.673,5.384,5.982,7.205,6.786,6.898,6.642,6.914,7.01,7.657,7.833,8.278,8.995,9.284,9.402,9.592,9.996,10.024,10.184,10.856,11.335,12.206,13.717,16.12,16.909,18.53,18.896
"127","120","    Social services and religious activities \26\","DSOCRA3",4.39,4.573,4.555,4.141,3.811,3.735,3.751,3.935,3.938,3.976,4.064,4.367,4.521,4.744,5.18,5.744,5.839,6.002,5.474,5.504,5.48,5.584,5.598,6.283,6.601,6.959,7.195,7.778,7.99,8.435,9.139,9.275,9.571,9.434,9.945,11.483,12.57,14.004,15.504,16.079,16.571
"128","121","    Professional and other services","DPRSRA3",23.02,22.063,22.339,20.579,20.898,23.014,23.698,24.635,26.501,26.351,27.202,27.851,28.612,28.553,29.995,28.727,28.055,29.071,28.871,29.343,29.701,29.876,31.252,30.733,31.327,31.842,32.514,32.381,34.124,35.561,37.454,38.319,40.229,41.786,43.731,44.533,46.263,49.643,50.604,52.472,54.121
"129","122","      Legal services","DGALRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.065,35.964,39.92,41.534,44.448,44.695,45.928,50.324,50.414,51.092,51.921
"130","123","      Accounting and other business services \27\","DPRORA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.446,14.296,14.362,15.678,16.049,18.475,21.594,24.178,26.425,29.339,34.265
"131","124","      Labor organization dues","DUNSRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.808,44.503,45.239,46.352,47.049,49.349,50.752,53.348,56.29,58.189,61.293
"132","125","      Professional association dues","DAXSRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.513,11.85,11.931,13.085,13.889,15.577,19.485,22.454,26.966,31.51,34.334
"133","126","      Funeral and burial services","DFUNRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.325,80.719,80.2,82.711,85.15,84.877,87.11,89.723,90.153,94.798,94.878
"134","127","    Tobacco","DTOBRA3",59.225,53.734,54.189,48.111,50.596,54.278,57.496,61.954,65.784,66.298,67.951,69.934,75.931,82.84,87.138,85.054,88.66,100.255,104.059,107.277,107.598,109.209,113.001,117.143,115.953,111.592,113.013,116.375,120.913,124.785,131.342,133.257,137.388,137.831,138.936,136.886,140.479,140.479,141.742,140.735,138.868
"135","128","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","129","    Foreign travel by U.S. residents","DFTRRA3",4.677,4.886,4.267,3.878,2.922,2.982,3.131,3.66,4.186,3.59,2.94,1.519,1.701,1.162,1.279,1.478,1.812,2.913,3.957,4.508,5.135,5.611,5.765,6.604,6.935,7.197,8.364,9.091,9.699,10.524,11.29,12.622,12.672,13.611,14.605,15.062,16.216,16.855,20.005,18.941,20.807
"137","130","    Less: Expenditures in the United States by nonresidents","DEXFRA3",2.236,2.081,1.68,1.279,1.383,1.533,1.772,1.943,2.195,2.292,2.537,1.754,1.566,1.866,2.331,2.748,3.076,4.549,4.581,4.08,4.619,4.863,5.337,5.834,6.354,6.612,7.445,8.123,8.504,8.663,8.143,8.497,8.688,8.576,8.912,10.224,11.202,12.313,12.474,13.099,14.386
"138","131","    Net expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","132","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \28\","DNPIRA3",2.712,2.84,2.904,2.68,2.447,2.304,2.272,2.306,2.233,2.349,2.377,2.536,2.554,2.666,2.913,3.14,3.159,3.261,3.01,3.051,3.072,3.105,3.062,3.404,3.508,3.66,3.738,4.018,4.1,4.32,4.779,5.325,5.46,5.623,5.818,6.462,6.754,7.021,7.389,7.897,8.021
"140","133","  Gross output of nonprofit institutions \29\","DNPERA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.915,15.528,16.207,17.06,18.027,19.441,20.548,21.929,23.278,24.986,26.301
"141","134","  Less: Receipts from sales of goods and services by nonprofit institutions \30\","DNPSRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.085,21.155,22.288,23.722,25.327,26.929,28.615,30.915,32.947,35.429,37.861
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","1. Consists of household purchases of goods and services from business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","government, nonprofit institutions, and the rest of the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2. Consists of shoes and other footwear, and of repair and hire of footwear.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","3. Consists of space rent (see footnote 4) and rent for appliances,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","furnishings, and furniture.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","4. Consists of rent for space and for heating and plumbing facilities, water heaters,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","lighting fixtures, kitchen cabinets, linoleum, storm windows and doors, window screens,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","and screen doors, but excludes rent for appliances and furniture and purchases of fuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","and electricity.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","5. Includes clocks, lamps, lighting fixtures, and other household decorative items;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","also includes repair of furniture, furnishings, and floor coverings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","6. Consists of major household appliances, small electric household appliances, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","repair of household appliances.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
