"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220"
"29","20","    Financial services and insurance","DIFSRC0",11985,12326,12620,13004,13183,13503,13714,13803,14447,14850,14686,15078,15125,15533,15353,15389,15203,15494,16106,16826,16979,17476,18145,18363,18630,18988,19499,20460,21067,21323,21420,21274,22039,22399,23321,23607,23698,25700,26544,27245,27295,28163,28762,29787,29988,30602,31376,32321,33271,33826,34461,34991,36978,37661,39006,39701,40110,41032,41866,42978,42993,44499,46899,49220,52076,53557,54234,56188,57499,57743,59897,61885,63086,65737,69462,72856,76473,80986,81588,83459,80105,89239,90931,90217,91914,91610,95901,102968,104135,102848,100218,100775,104699,109728,119023,131842,141446,139423,152561,150069,147333,154208,161773,162903,178021,178778,183119,182242,191012,194564,197726,203359,208123,204554,206732,209097,213854,217007,222085,224687,231501,234640,236332,240499,243936,253638,256417,258879,273706,278897,284367,290947,304841,306701,313798,321698,330789,340005,344487,348779,349407,345498,350024,351178,354401,361361,368483,374508,383537,390365,395595,405028,416676,423939,438353,446228,453859,463401,474727,486608,494832,507132,517898,537077,574232,567700,567480,570442,566392,565603,549843,569323,568531,573598,580230,582312,581859,597858,610186,619963,634629,644263,656270,671580,680946,695051,705227,712492,719706,727399,731047,752349,768182,783193,797900,811884,816959,819737,807667,783555,746777,733857,735248,751180,779821,804507,800373,800388,800106,800590,815007,812509,827465,830858,825278,832667,845185
"30","21","    Other services","DOTSRC0",24745,25321,25735,26271,26626,27098,27075,27427,27585,28164,28322,28946,29300,29755,30060,30290,30319,31316,32028,32784,33019,33638,33853,34530,34986,35838,37222,38370,38659,39417,40035,41392,42121,43343,43992,44832,45710,46454,47146,47699,48904,49917,50900,52123,53331,54216,55213,55620,56549,57446,58294,59917,61687,62721,64148,66154,66948,68661,70418,71291,72319,74370,74720,76029,77187,78932,81627,83628,85774,86809,89420,92479,94807,96397,98464,101316,104537,107376,110292,111070,113141,115207,118845,121652,123668,124755,127585,132559,132755,135577,138360,142014,144881,149090,152002,157741,162630,168405,171354,176995,182474,184465,189132,193702,198418,205783,212545,214661,216323,218268,223059,227043,235614,240327,244499,249282,256512,259350,265120,270394,274344,279671,284103,287122,292849,299301,301947,297452,297462,299013,301717,305280,314886,322643,331175,334550,334821,339963,347742,354335,362141,366123,375041,379513,384809,390707,390903,395457,405115,409305,424663,422277,436058,446602,457523,468908,482177,493467,508700,514776,526521,535726,544478,556737,572096,585306,599519,607383,615036,633607,642086,645249,652957,659609,666785,671357,691165,698906,708805,712506,726746,734535,747103,753412,766287,772792,779568,789728,804277,821030,830509,842957,856630,870032,869047,873920,886491,891367,892628,899723,896699,888852,891978,901307,907851,918712,927754,936960,948377,952556,955262,968428,978706,985160,985100,992862,1006455
"31","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC0",4852,4989,5131,5264,5330,5299,5261,5216,5183,5416,5546,5713,5793,5745,5675,5617,5679,5872,6112,6335,6639,6695,6717,6725,6772,7025,7339,7634,7788,7772,7734,7710,7872,8201,8612,9000,9202,9263,9380,9538,9693,9920,10205,10514,10746,10945,11298,11365,11694,12042,12513,13064,13170,13401,13471,14419,14080,14634,14724,15077,15696,16473,16567,16995,17267,17594,18410,18929,19918,19907,19964,20489,21076,21068,21924,23098,23493,24109,24776,25516,26942,27579,27607,29066,30109,31304,32367,33774,34549,35611,36682,38214,38967,39560,40583,41246,41657,42171,43244,44561,45314,47055,48218,49780,49090,49769,50766,51758,53527,55529,56020,56393,57042,57489,59299,60299,63532,65805,68073,69636,69319,71181,72703,73659,75181,78404,81876,82993,82513,83531,84802,86137,88907,91482,93951,95034,93396,93794,95016,96281,98335,100903,104077,106166,105164,106507,107568,109440,113370,116149,117675,115666,110769,110081,111943,116195,122146,128455,134360,139021,140355,143308,146767,151196,156668,161560,167838,175404,179826,184916,188865,191207,196299,202810,208741,212168,211366,211578,211600,210500,209405,209616,209748,208734,200143,205314,214039,227333,229608,236515,246255,247530,248737,245455,256741,264730,271215,281810,290539,294778,282354,276357,277811,281508,278428,280254,279013,280931,282752,290137,299564,295320,294965,306316,301319,302995,298288
"32","23","    Gross output of nonprofit institutions \2\","DNPERC0",13664,13972,14244,14534,14837,15168,14941,15259,15276,16025,16177,16529,16858,17068,17255,17461,17801,18303,18827,19349,20132,20436,20665,20812,21350,22004,22622,23260,23882,24489,24844,25327,25891,26850,27861,28797,29613,30608,31207,32176,33105,34181,35080,36228,37356,38023,39226,40219,41315,42752,44156,45356,46615,47513,48554,49935,50602,52289,53191,54742,56438,59347,60661,62509,64782,66949,68946,72243,75005,76120,78287,80177,82994,85501,87028,89743,93100,96992,99737,102628,106233,109412,111764,116730,121163,124120,130414,136124,140667,145562,149798,155069,159060,163424,168249,172989,176457,179738,182546,186731,190638,194907,198299,202717,205227,208719,213787,219133,224404,228688,231418,235710,240557,246363,253289,258581,267184,275048,283860,289858,295145,301434,307924,315164,323541,333833,344671,350715,354792,362859,370490,379901,388597,397195,405988,411417,416016,420611,426519,430065,434549,440676,448570,454942,456199,460666,465040,471639,476722,486104,491860,500538,500158,504170,511946,520860,535117,545815,556606,564652,571754,579360,588908,601085,611287,624817,638587,653224,667568,681057,695551,707871,726016,744373,759689,768658,775305,781431,789239,797743,807660,820994,835853,845816,853371,864430,880101,899290,914601,929283,941570,955178,975603,981555,991563,1008743,1025939,1041335,1055402,1063387,1066363,1073149,1084174,1091192,1090714,1105752,1121009,1135925,1146726,1162805,1167812,1180534,1198442,1206830,1225602,1231272,1237804
"33","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC0",8812,8983,9113,9270,9507,9869,9680,10043,10093,10609,10631,10816,11065,11323,11580,11844,12122,12431,12715,13014,13493,13741,13948,14087,14578,14979,15283,15626,16094,16717,17110,17617,18019,18649,19249,19797,20411,21345,21827,22638,23412,24261,24875,25714,26610,27078,27928,28854,29621,30710,31643,32292,33445,34112,35083,35516,36522,37655,38467,39665,40742,42874,44094,45514,47515,49355,50536,53314,55087,56213,58323,59688,61918,64433,65104,66645,69607,72883,74961,77112,79291,81833,84157,87664,91054,92816,98047,102350,106118,109951,113116,116855,120093,123864,127666,131743,134800,137567,139302,142170,145324,147852,150081,152937,156137,158950,163021,167375,170877,173159,175398,179317,183515,188874,193990,198282,203652,209243,215787,220222,225826,230253,235221,241505,248360,255429,262795,267722,272279,279328,285688,293764,299690,305713,312037,316383,322620,326817,331503,333784,336214,339773,344493,348776,351035,354159,357472,362199,363352,369955,374185,384872,389389,394089,400003,404665,412971,417360,422246,425631,431399,436052,442141,449889,454619,463257,470749,477820,487742,496141,506686,516664,529717,541563,550948,556490,563939,569853,577639,587243,598255,611378,626105,637082,653228,659116,666062,671957,684993,692768,695315,707648,726866,736100,734822,744013,754724,759525,764863,768609,784009,796792,806363,809684,812286,825498,841996,854994,863974,872668,868248,885214,903477,900514,924283,928277,939516
"34",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","25","  PCE excluding food and energy \4\","DPCCRC0",226175,232046,236523,237799,241467,245659,245966,247145,247220,251505,254849,261816,265897,271324,274486,279823,282535,287331,292826,297304,305268,311676,318378,320067,329925,334347,341429,351529,360389,363558,371458,376878,380300,388452,395199,400426,415769,427504,440580,447907,457373,467082,474971,483661,490902,499494,509239,513540,531507,543611,555647,569813,585397,599056,614201,633036,654375,665658,676884,686732,696949,716199,736039,740513,764202,786236,811954,839817,868474,884612,907913,932280,962876,987726,1013765,1045439,1069093,1120117,1145905,1176096,1196682,1226256,1265083,1293736,1321461,1316303,1368130,1427135,1470297,1491787,1529047,1537153,1569647,1598749,1641444,1698845,1742909,1795302,1854431,1904130,1950064,1997881,2036807,2082819,2145724,2189497,2253076,2272179,2319277,2367979,2441615,2478165,2505030,2561633,2624678,2657838,2729205,2781011,2837086,2905400,2949008,2996028,3050759,3083386,3165750,3208528,3252898,3258045,3282857,3329302,3377785,3414303,3515372,3561178,3629567,3698115,3736310,3802475,3858345,3915586,3980414,4034191,4102703,4171963,4200786,4261619,4323736,4381284,4436930,4514755,4575672,4640796,4716374,4762790,4866119,4941189,5018951,5124728,5217266,5333170,5403801,5508966,5596845,5708763,5856733,5919079,6006764,6083231,6153503,6213020,6256281,6400850,6449623,6516214,6596033,6635656,6687189,6791809,6919329,6988534,7094423,7179035,7287809,7398852,7507993,7632505,7722331,7798335,7945782,8036710,8126000,8254320,8365613,8440808,8521507,8615764,8649728,8706977,8688194,8574929,8542400,8535892,8617003,8660248,8733601,8839543,8916503,9034458,9139013,9223782,9310254,9411417,9544204,9592952,9659902,9765429,9864967
"36","26","  Energy goods and services \5\","DNRGRC0",22643,22771,22990,23477,23703,24208,24276,24525,24282,24719,24605,24757,25405,25550,25628,26600,27172,26402,26893,26893,27456,27782,28476,28743,28949,29903,30427,30965,31106,31990,32615,33129,33247,34127,34115,35026,35864,35704,36568,36796,38004,38614,39230,40091,40665,41053,41787,42517,43620,44004,44500,45251,45763,46515,47961,51109,51788,53220,54800,57723,60086,67366,70201,72198,72414,75800,78908,79546,81564,82597,85972,92414,93748,93053,96821,98783,101351,102798,103355,107321,114981,121240,132520,140682,153700,157772,159307,162830,171494,178180,177679,181004,184264,178057,180665,181736,178417,185353,192311,193310,189981,195634,192434,194313,199895,197383,199002,201879,193444,177088,172744,171003,177827,186248,188348,188990,191317,192124,196221,196646,200944,211966,208166,216164,209975,213319,226554,242026,226322,227694,225841,224387,222051,230088,233235,240099,240310,238222,243499,245722,246048,245506,248373,245597,247049,253414,255330,250906,266239,273917,264456,274143,277183,269400,270830,279503,259991,261836,261947,250025,250726,271707,286434,289632,302113,321018,333624,349100,352618,346354,332923,300855,293120,319667,325944,342070,376131,354762,370775,377816,399865,407496,414185,448773,451081,458389,525883,539618,517631,542645,570205,513930,537375,575539,581761,605890,636266,670263,690464,539688,486312,488218,530720,553546,577466,555399,569365,594009,635494,653810,663661,638001,635999,646759,665344,651599,669663
"37","27","  Market-based PCE \6\","DPCMRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2695179,2761588,2823456,2853728,2924565,2979380,3038585,3106835,3156201,3215216,3269380,3312064,3389750,3430264,3487888,3508428,3507920,3559641,3599739,3623492,3712479,3756864,3818370,3888428,3920261,3976306,4031862,4087282,4145558,4203416,4266961,4331361,4359184,4420890,4485174,4534565,4593659,4679233,4715242,4798152,4865601,4894323,4991654,5059984,5102933,5199150,5277180,5370828,5443262,5558866,5649660,5760127,5883614,5965148,6056818,6148091,6217274,6256938,6297264,6393448,6424294,6506171,6587273,6641510,6722868,6794704,6931786,7001106,7118007,7190527,7294703,7442117,7550136,7674252,7824142,7895588,8008486,8115777,8219443,8280863,8411332,8517892,8597322,8713803,8775158,8872874,8893374,8629836,8581388,8600376,8718799,8766670,8846645,8901785,8988545,9142763,9302979,9417361,9509297,9589514,9705667,9755813,9851018,9939786,10052713
"38","28","  Market-based PCE excluding food and energy \6\","DPCXRC0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2196241,2252093,2310597,2339329,2400993,2448108,2496013,2559647,2598180,2641933,2694051,2722595,2797461,2827590,2866204,2871056,2881641,2926261,2969437,2999823,3088292,3125107,3180854,3240857,3272217,3327212,3374468,3422344,3476092,3528275,3583855,3647158,3671810,3725496,3786500,3836230,3874504,3945660,3986947,4054694,4115345,4153549,4244838,4303461,4364757,4454051,4526832,4626156,4689980,4778219,4847975,4944365,5057691,5108896,5182164,5250510,5312942,5351567,5402574,5527406,5565220,5619280,5692384,5724257,5764446,5859415,5969423,6028684,6114653,6175932,6266338,6367466,6466524,6576749,6651052,6698221,6828496,6903633,6974153,7078769,7175623,7238096,7301446,7381206,7406757,7453744,7446157,7343816,7355694,7372736,7447357,7464769,7511494,7593427,7661822,7775625,7876040,7956599,8028721,8127453,8242975,8281935,8356824,8455926,8545270
"39",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.5):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","29","      Personal consumption expenditures","DPCERC0",310058,316078,321282,323395,326935,332806,332755,334679,335206,340158,343055,350322,355603,361241,365111,371385,374950,379079,386069,390739,400372,408350,417252,419833,430533,437468,446644,460600,471036,476137,485290,491099,495416,504550,511812,519352,537343,551128,567306,576241,588443,599810,610129,622128,633204,643146,655083,661787,680809,694862,707279,723502,740875,759406,777934,802711,827303,842909,861353,876472,894660,923204,952002,961838,988078,1016845,1050630,1079591,1113375,1133042,1162427,1196170,1231661,1259667,1290867,1329097,1359078,1416706,1447739,1486962,1522584,1563196,1617680,1661199,1707955,1710038,1768722,1836591,1892399,1923951,1963424,1978219,2016169,2042679,2090696,2152427,2192241,2256377,2326528,2379161,2425486,2484127,2522758,2571970,2643442,2687420,2755851,2783735,2827237,2859187,2930635,2969914,3004750,3071877,3138264,3172952,3253507,3313020,3380394,3453317,3507724,3569989,3626753,3673508,3758718,3811849,3875207,3896024,3909742,3963292,4008695,4038575,4140147,4193515,4267652,4346246,4384909,4452115,4516277,4581056,4650404,4709848,4786316,4856664,4888650,4957494,5022885,5080087,5156543,5248780,5304411,5384689,5467062,5503981,5613341,5698114,5757518,5870215,5967995,6078213,6157445,6289967,6398875,6524861,6682986,6775651,6881730,6981120,7058139,7118678,7151248,7267166,7308976,7403386,7491203,7553191,7645887,7727369,7881966,7961235,8098063,8193925,8316480,8473822,8591931,8730343,8895769,8996064,9126165,9249269,9371716,9456838,9601691,9720947,9817723,9948725,10018512,10126485,10135780,9861309,9768438,9763875,9888791,9962499,10069105,10148257,10243583,10401949,10566304,10684890,10791172,10873817,11007233,11067166,11154429,11249618,11372737
"41","30","Household consumption expenditures \7\","DPHCRC0",305203,311086,316147,318135,321607,327507,327492,329465,330019,334743,337507,344612,349812,355496,359435,365770,369273,373205,379957,384406,393730,401654,410538,413107,423760,430442,439303,452963,463249,468367,477556,483386,487540,496350,503199,510352,528142,541863,557927,566702,578749,589888,599919,611613,622458,632197,643789,650417,669114,682818,694767,710437,727708,746004,764460,788291,813223,828276,846630,861393,878969,906735,935438,944844,970812,999252,1032219,1060659,1093458,1113136,1142463,1175682,1210587,1238598,1268947,1306002,1335581,1392598,1422958,1461448,1495640,1535621,1590070,1632133,1677846,1678738,1736352,1802817,1857853,1888342,1926743,1940010,1977204,2003118,2050117,2111181,2150582,2214205,2283289,2334601,2380167,2437073,2474537,2522191,2594349,2637651,2705084,2731975,2773709,2803651,2874616,2913520,2947708,3014386,3078964,3112654,3189971,3247217,3312319,3383679,3438405,3498810,3554044,3599846,3683537,3733447,3793333,3813030,3827230,3879761,3923895,3952438,4051246,4102033,4173700,4251214,4291515,4358320,4421261,4484776,4552063,4608941,4682237,4750498,4783487,4850984,4915318,4970646,5043173,5132633,5186734,5269022,5356288,5393900,5501398,5581918,5635372,5741759,5833634,5939192,6017093,6146658,6252105,6373665,6526315,6614094,6713891,6805716,6878310,6933760,6962385,7075962,7112674,7200581,7282465,7341021,7434520,7515796,7670370,7750736,7888655,7984309,8106733,8265093,8391786,8525029,8681729,8768726,8896556,9012757,9125456,9209305,9352957,9475493,9560978,9683994,9747299,9844676,9845240,9566530,9486081,9487524,9610978,9680991,9790676,9868002,9964566,10121020,10283548,10394749,10491607,10578498,10712266,10760853,10853110,10946623,11074450
"42","31","  Food and beverages purchased for off-premises consumption","DFXARC0",61240,61261,61769,62119,61765,62939,62513,63009,63704,63934,63601,63749,64301,64367,64997,64962,65243,65346,66350,66542,67648,68892,70398,71023,71659,73218,74788,78106,79541,80589,81217,81092,81869,81971,82498,83900,85710,87920,90158,91538,93066,94114,95928,98376,101637,102599,104057,105730,105682,107247,107132,108438,109715,113835,115772,118566,121140,124031,129669,132017,137625,139639,145762,149127,151462,154809,159768,160228,163337,165833,168542,171476,175037,178888,180281,184875,188634,193791,198479,203545,210921,215700,220077,226781,232794,235963,241285,246626,250608,253984,256698,260062,262258,265873,268587,271846,270915,275722,279786,281721,285441,290612,293517,294838,297823,300540,303773,309677,314516,314120,316276,320746,321893,323996,325238,326124,332985,339885,347087,351271,357772,361995,367828,373958,382993,390002,395755,395953,400563,406296,405069,399885,402724,402249,404850,408032,408289,411418,414433,419748,423942,430151,435240,439104,440815,442461,443819,447897,453374,460108,464283,469750,473505,471791,476392,477422,478576,483651,488782,495018,502918,509294,515596,526466,524140,535554,541342,548789,552018,559304,562044,565461,566233,567505,569226,575465,582567,580798,591862,594885,603775,607394,614486,626197,632857,639449,647555,658111,662752,669914,675511,688588,698703,704600,714455,727071,732518,749245,757122,746692,739726,739765,741068,748705,758038,753315,757715,773482,791797,807298,817257,824399,827030,827455,829183,832590,838106
"43","32","  Clothing, footwear, and related services","DCAFRC0",27968,28698,28696,29070,29201,29480,29199,29171,29471,29613,29989,30584,30730,31548,31381,31425,31336,31869,32504,32634,33748,34539,35088,35519,35473,35624,36669,38166,39142,39446,40224,40394,40777,41429,42155,42347,43992,45086,46482,46771,47830,48577,49332,49500,49416,49518,49761,51083,51780,53354,53768,54643,55446,56923,58634,60885,63028,63413,63696,64528,65900,67187,68094,66323,68666,71073,72655,73340,74875,75665,77824,79289,80678,82341,84824,89341,89835,94393,95905,98421,98679,100163,103733,105184,105961,106442,109794,113141,116791,118450,120669,120658,121991,120751,123078,124860,126648,131635,134462,138838,141288,145174,144379,147854,150357,153054,155517,158271,161158,164802,166852,167660,172449,175142,178202,179687,182250,184785,189387,196227,196877,200487,202564,205611,207172,207456,207770,205439,207670,211597,212616,209863,217292,220620,225390,228795,227266,229777,232104,234660,236867,237607,240009,244264,241325,242591,246353,246316,247910,252756,253637,256545,257750,258828,264615,266854,269604,272806,272726,276925,283194,287327,288199,289479,292336,296601,299053,301284,297133,294826,291765,293625,295675,295101,291821,298076,294774,298817,306573,306762,313780,311014,313463,319986,324327,330138,328729,337595,339624,342098,345122,349758,354038,351448,351878,353419,349594,356142,350330,335827,334141,329444,333339,335961,343207,345664,347406,355499,358860,364239,368118,373062,380594,380378,386288,385436,388388
"44","33","  Housing, utilities, and fuels","DHUFRC0",55494,56236,57357,58340,59377,59952,60767,62005,62520,63841,64290,65411,66573,67543,68553,70110,71264,71302,72625,73518,74469,75445,76862,78166,78897,80319,81773,83007,83834,85187,86465,87911,88845,90437,91561,93637,95344,96174,98039,100063,102331,103995,106614,109022,110706,112226,114838,117376,120404,123267,125767,128473,131303,134293,137281,141811,144228,147886,151574,155028,158619,164121,168810,173644,177665,183156,187584,190969,196099,200322,206561,215539,220997,223681,232000,238076,246589,252999,257371,265560,274827,281733,291202,302429,311966,320575,331928,343638,349087,363742,373261,383817,393185,395745,402943,412899,417957,429375,440431,450383,455378,467961,477417,486851,500882,505314,518516,531268,534095,542689,551330,559178,566052,578269,587952,599016,611602,618499,631619,641911,650907,658699,669650,690040,687182,704201,719697,725380,732463,745565,752856,760383,766583,780044,786290,800406,809236,817897,834510,845820,863263,876009,884720,892825,903524,921426,936677,945470,963540,971629,975755,991063,1001377,1014705,1027862,1048621,1052501,1073228,1087883,1093611,1112286,1130427,1149647,1157238,1174579,1199599,1224128,1259541,1288261,1297081,1311091,1316540,1325711,1342545,1353741,1374217,1392879,1405918,1413794,1429682,1445815,1466337,1488849,1519986,1551325,1585870,1620850,1652217,1662074,1698220,1729743,1736999,1757163,1771062,1784646,1798903,1827189,1852955,1866164,1881616,1890738,1888529,1889981,1899470,1905181,1907382,1918247,1925961,1935348,1950597,1969325,1962587,1956486,1990252,2005864,1998180,2034717
"45","34","  Furnishings, household equipment, and routine household maintenance","DFHHRC0",24844,25636,25922,26161,26002,26459,26078,26176,26381,26446,26790,27549,27873,27963,28594,28844,29237,29473,30195,30409,31482,32844,33093,33393,33355,33949,34974,36544,37006,37090,38456,38797,39010,39524,39772,40462,41505,42895,44179,44187,44848,45542,45388,45747,46053,46333,46527,47556,47765,48122,49049,50118,51552,52692,54232,55601,58343,59295,60433,61705,63524,64749,65714,64432,65275,66863,68631,70449,72596,73867,75639,78062,81542,82836,84617,87083,87824,93072,95158,98324,100026,102563,106626,108085,108881,108199,110702,115165,117146,118235,119268,118487,118271,120157,121420,124309,126807,129662,134368,138511,142212,146840,148276,151083,152310,154201,156760,160700,164161,166703,170914,172854,174699,176080,178203,178586,181572,185229,187245,192196,194707,196907,198513,199780,203179,200957,200049,198050,197822,200323,199593,198699,205524,207349,210933,213789,216240,220484,223918,226921,230063,236370,241677,246357,247109,249146,253995,256519,256229,263344,265525,269795,272144,274642,279638,282655,289082,294319,298775,305211,311660,315635,322222,329089,336823,342042,345221,345881,348653,349392,350517,355823,361719,363949,362382,366104,364874,371315,379419,383056,390107,393422,398828,405689,409845,416126,420514,428365,437002,434499,436270,438192,442717,441298,442610,443572,438619,441960,433795,417334,406768,402024,400311,401664,406509,410147,409336,414612,420120,426761,432613,438848,448621,448218,452446,455161,460631
"46","35","  Health","DHLTRC0",18296,18710,19014,19323,19770,20379,20330,20972,21125,21669,21978,22537,23182,23973,24687,25437,25863,26165,26550,27040,28223,29412,30468,31101,31850,32005,31796,32257,32962,34347,35603,36954,37602,38150,38600,39280,40991,43109,44669,46376,47889,49417,50626,52138,54216,55615,57678,59888,60866,62400,64304,65967,67813,69568,71346,72963,75586,77877,79649,81608,84066,87155,90133,93255,97735,101332,103431,108369,111684,115164,118427,121760,125313,130483,133862,136648,142081,147182,151428,156785,161631,166837,172451,178585,184953,188911,198788,209241,217515,225594,233412,238915,243857,250419,258439,266972,275863,283337,291229,298104,306003,311970,317622,325019,332509,340123,349792,358871,366502,373233,381638,392133,402722,414587,426462,435738,450429,464177,478311,489970,501928,511063,523213,539729,558274,575739,593752,607131,617565,630314,644322,661295,679109,694914,708687,719062,729961,736705,746157,753902,763650,774025,785017,796891,811342,820527,830344,841816,847907,862837,872506,889998,899694,911841,927316,940668,959234,974437,987145,997789,1010708,1022183,1036088,1064359,1070874,1100399,1121417,1145686,1168583,1192123,1223074,1253834,1282082,1305984,1329767,1350488,1370520,1390944,1418097,1443343,1463686,1495475,1524314,1546439,1578557,1594631,1613677,1633697,1661203,1686560,1701400,1729013,1769313,1787386,1805731,1831124,1861409,1877702,1892206,1908384,1933445,1958787,1980502,1994232,1998763,2026307,2059816,2091598,2123253,2149147,2158945,2188570,2218266,2221821,2248901,2270420,2293350
