"","Table 2#3#5U# Personal Consumption Expenditures by Major Type of","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"155","2","Goods","DGDSRC0",1796513,1774037,1793769,1781527,1803279,1826889,1813899,1823930,1840873,1819607,1842121,1869952,1845969,1872548,1894477,1917020,1918106,1912492,1917190,1927880,1932590,1952011,1958719,1963047,1975438,1985169,1999473,1976221,1963463,1983899,2007151,2030692,2023565,2028965,2053859,2053281,2042856,2046282,2045170,2072065,2096362,2100093,2103814,2118319,2138256,2164464,2172006,2204916,2188322,2208793,2217276,2255309,2275746,2287067,2286745,2310882,2335150,2329814,2338630,2407477,2371900,2415741,2450517,2428542,2438728,2443072,2444798,2454909,2506762,2492873,2485556,2500836,2498195,2513479,2484975,2490017,2518555,2520487,2516636,2532338,2495701,2626773,2577290,2528409,2547255,2564265,2567123,2606628,2562206,2594655,2623087,2640948,2596427,2604163,2621468,2654736,2655862,2642232,2671455,2676633,2655946,2696353,2723618,2793431,2778375,2765340,2802563,2796861,2822295,2828513,2873675,2852461,2903377,2863900,2896351,2895612,2938616,2959309,2970805,2998129,2989710,3013395,3016069,3081882,3014945,3075325,3135096,3112134,3129109,3137216,3120853,3137611,3200268,3188210,3187291,3222554,3215308,3229094,3275776,3267486,3259278,3244487,3240992,3298832,3291034,3292989,3322284,3330621,3367620,3354998,3369935,3361458,3392092,3392367,3432419,3431069,3418973,3381357,3418470,3429737,3455836,3490702,3478006,3473987,3398781,3300193,3174017,3088351,3140409,3151000,3119463,3115313,3144224,3185624,3206832,3310319,3217619,3237751,3266849,3285927,3284995,3290975,3338605,3325198,3321608,3330073,3332362,3370492,3384362,3436407,3458940,3479750,3511374,3528250,3562295,3589652,3583699,3590514,3606666,3602363,3630041,3659614,3652730,3640342,3683334,3717371,3728062,3735441,3716130,3700070,3711192,3750707,3793760,3787378,3786813,3792322
"156","3","  Durable goods","DDURRC0",623560,613010,627186,613173,624811,642759,630976,645330,651324,638070,650609,668047,645840,663218,670418,679506,680094,669396,672857,681653,683636,688842,692234,687847,703285,701986,711501,697484,690225,702052,715724,732611,720003,724657,740758,746068,733022,739406,740680,758094,778296,771324,769397,784874,800861,819438,817882,838247,808365,824121,827357,841321,855368,867725,865238,871930,876406,867977,871201,889811,908629,930674,923323,900602,906968,898224,897288,906436,931250,920566,913394,913508,916450,938897,925087,908345,915982,934110,924998,942543,904124,1035051,996981,955613,969471,980839,974519,1000844,961059,977082,1006329,1024883,979394,968886,975026,1006084,985528,957423,979095,1002286,1004963,1016282,1029094,1061519,1036163,1035241,1055350,1047387,1047287,1062707,1076857,1066426,1094443,1054101,1081618,1071324,1099789,1092324,1092217,1118760,1102384,1108678,1120475,1154863,1107724,1159192,1197828,1133369,1105032,1094138,1113507,1129587,1163410,1146050,1150525,1152431,1138686,1149927,1165641,1146425,1161848,1161992,1161912,1174532,1175278,1172673,1172094,1176095,1196227,1182504,1179351,1189239,1201972,1199406,1192647,1178103,1167064,1146730,1143156,1140319,1144872,1134351,1106573,1122636,1076337,1028015,1018981,998357,1028831,1010448,996781,988831,1008748,1016699,1030476,1103315,1003684,1014713,1037812,1039482,1025644,1024999,1069939,1063522,1064542,1066006,1069815,1076519,1078942,1104937,1102302,1101153,1109185,1111062,1125603,1120805,1109764,1106463,1122517,1116087,1132929,1151734,1145799,1151992,1168861,1180241,1182869,1179974,1178759,1179478,1183914,1191955,1210327,1194427,1219868,1233960
"157","4","    Motor vehicles and parts","DMOTRC0",248553,245395,256385,242423,248196,264298,249199,261238,262301,252332,262024,276158,260525,272936,273828,279049,275603,265619,269467,275522,276312,278223,280890,273848,293646,286152,293246,280612,276654,281178,291415,307890,291342,296317,307366,311173,292652,294658,295361,306594,324543,313977,306216,320407,335406,348473,344666,359505,330166,334825,335913,349552,357119,365354,360236,362568,360286,346955,350006,355783,373268,389330,375152,352523,357508,350632,348680,355999,371744,364766,358908,360220,358318,384815,374297,353344,362935,380797,365563,381041,360289,475753,425058,377264,388878,398142,394202,414984,376319,394382,426298,441585,396294,384167,386476,414430,398058,379998,387456,405410,400835,402083,407051,428810,402632,396383,408892,400609,400292,404635,408316,402077,427402,386937,405648,398497,424640,413048,412936,427302,411803,404628,416141,438430,399868,439843,482075,410721,382768,359116,379038,395020,399054,387709,393164,396190,384417,395878,411136,390133,393682,396667,393823,397537,395658,403015,394583,399646,411594,400121,391369,399056,413256,409025,397720,391834,385694,375923,368027,360008,356691,347997,323047,350305,330624,293811,293386,290050,306721,294527,300790,290519,309580,315579,332097,398437,296811,312221,323138,324274,312389,305717,345842,334743,338823,338522,344679,345631,347034,367897,358369,363813,367990,363700,368433,360680,352298,347038,357660,348146,365931,375804,372828,380989,382574,389199,386768,392074,385518,389130,387244,395133,409068,396593,413192,414573
"158","5","    Furnishings and durable household equipment","DFDHRC0",145799,143384,143359,143674,145277,146054,147830,147535,148954,148320,150469,150249,145573,149376,151391,153504,154103,153973,154005,153563,155588,156538,157216,157590,155815,158918,158830,158300,158536,159843,161212,161558,162372,162556,163763,164181,167181,168370,168859,170636,171228,172963,174414,174686,175688,177659,179955,181310,181840,185055,186865,185887,188066,190437,190221,193540,196975,197100,197718,200515,201493,203999,207016,207133,208677,207314,208690,209976,211701,212220,211163,207886,214929,212193,210853,212855,212999,213756,215378,216568,211355,215788,219886,222721,223811,225010,225517,226782,226990,225745,224779,225123,224621,226237,228114,227690,226834,220469,228174,228998,233164,235522,237689,239906,240997,241851,244532,243794,245286,246944,253547,251385,251276,253434,257322,255561,255778,258547,258993,263653,263465,265202,264765,269860,267276,272022,270220,272632,274798,278578,278560,277904,286742,285237,285641,283519,280729,282240,282543,283817,283992,283498,281663,283550,287247,284304,286130,284057,285232,282584,284026,283679,281790,280894,282331,279218,278155,273258,272920,276088,276688,276629,274944,269630,261418,259187,254997,250643,249885,249521,242764,243121,244064,243138,242571,242517,242662,243072,243340,245074,245026,247117,251293,253975,252237,249345,248121,250595,250476,250838,253228,252758,251635,254113,258421,259607,258593,259998,261018,262166,264003,265123,266209,267177,272364,272228,272136,269176,270328,268119,270364,270096,270263,268233,272180,277212
"159","6","    Recreational goods and vehicles","DREQRC0",150255,147020,149264,148631,151731,153418,154396,156699,159423,157472,156622,159737,159130,159162,160704,163143,165285,165641,164738,167684,166565,168084,168658,170363,168584,170696,172437,172389,171131,173727,175272,175991,177631,177202,179832,180692,182193,184656,184806,187068,189274,189643,193852,194267,195842,198114,197029,199573,198386,205011,204663,206344,209279,210033,211500,213419,215703,217658,216593,222469,226987,227596,231652,230361,229272,229562,229438,230668,235610,232752,232868,233538,233694,230688,229911,233718,232757,233197,236862,236471,228617,236241,242998,244043,245064,246315,242632,245657,244369,243766,242928,244106,245009,243914,246085,247436,246377,243013,248244,250391,252241,256479,260165,267131,267336,270637,273758,274547,272017,279357,282337,281132,284292,282966,287120,285862,286972,287856,286848,292308,291330,299644,301994,307004,302213,307116,306563,308287,306199,310845,310379,308692,327592,320948,320413,322273,320793,319478,320044,319494,328273,327095,329290,333527,333585,325662,330021,330195,335337,333845,337529,340022,338226,341673,343144,340112,335534,333715,334174,337291,343084,340953,338743,334094,322604,314578,312468,304731,315138,308474,299527,298912,297645,298934,299004,303060,304549,300513,310687,308861,307737,310515,309149,311630,310952,315216,312031,313973,314893,315270,317750,313710,315588,318532,320811,319849,319435,319327,322669,321587,319913,327141,324145,322782,328415,329923,336917,331906,333287,332447,335100,335586,336572,336388,338820,342102
"160","7","    Other durable goods","DODGRC0",78954,77211,78178,78445,79606,78988,79551,79858,80647,79946,81493,81903,80612,81744,84497,83811,85104,84164,84647,84883,85171,85997,85470,86046,85240,86220,86988,86184,83904,87304,87825,87171,88658,88583,89797,90023,90996,91722,91653,93795,93251,94742,94916,95515,93926,95192,96232,97858,97973,99230,99916,99538,100904,101901,103282,102403,103442,106263,106884,111044,106881,109750,109503,110585,111511,110716,110480,109793,112195,110828,110454,111864,109509,111201,110026,108428,107290,106361,107195,108463,103863,107269,109039,111585,111717,111372,112168,113421,113382,113189,112324,114069,113470,114568,114351,116528,114260,113943,115221,117487,118722,122197,124188,125672,125198,126370,128167,128437,129692,131771,132658,131832,131473,130764,131527,131404,132398,132873,133440,135497,135786,139204,137575,139569,138367,140211,138971,141728,141267,145598,145531,147971,150022,152156,151307,150449,152748,152330,151917,152981,155901,154733,157136,159918,158789,159692,161360,162197,164064,165953,166428,166483,168701,167814,169453,166939,167682,163834,168035,166932,168409,168772,169839,168607,161692,160439,158131,152933,157088,157927,153700,156278,157459,159048,156804,159303,159662,158907,160646,161274,160492,161650,163655,163174,162531,162922,164984,166321,166538,170932,172955,170872,173972,174717,177938,180669,179439,180100,181169,184188,183081,183666,182617,181044,185508,188890,187048,186818,189625,189781,191207,191140,194424,193212,195677,200073
"161","8","  Nondurable goods","DNDGRC0",1172952,1161027,1166583,1168354,1178468,1184130,1182923,1178600,1189549,1181537,1191512,1201905,1200129,1209330,1224059,1237514,1238011,1243096,1244333,1246227,1248954,1263169,1266485,1275200,1272153,1283183,1287972,1278736,1273238,1281847,1291427,1298082,1303562,1304308,1313101,1307213,1309834,1306876,1304490,1313972,1318066,1328769,1334417,1333444,1337395,1345026,1354124,1366669,1379957,1384672,1389919,1413987,1420378,1419342,1421507,1438952,1458744,1461838,1467429,1517666,1463271,1485067,1527195,1527939,1531760,1544847,1547510,1548473,1575511,1572307,1572162,1587328,1581745,1574582,1559888,1581671,1602573,1586377,1591638,1589794,1591577,1591722,1580309,1572796,1577784,1583426,1592604,1605785,1601147,1617573,1616758,1616065,1617032,1635277,1646442,1648652,1670333,1684809,1692360,1674346,1650984,1680072,1694525,1731912,1742212,1730099,1747213,1749474,1775007,1765806,1796817,1786035,1808934,1809799,1814733,1824288,1838827,1866985,1878589,1879369,1887327,1904716,1895594,1927018,1907221,1916133,1937267,1978765,2024077,2043079,2007346,2008024,2036858,2042160,2036766,2070123,2076622,2079167,2110135,2121061,2097430,2082495,2079080,2124300,2115756,2120316,2150190,2154527,2171393,2172495,2190583,2172218,2190120,2192961,2239771,2252966,2251909,2234627,2275314,2289418,2310964,2356351,2371433,2351350,2322444,2272178,2155035,2089995,2111578,2140552,2122682,2126483,2135477,2168925,2176356,2207004,2213935,2223038,2229037,2246445,2259351,2265976,2268666,2261676,2257066,2264067,2262547,2293972,2305420,2331471,2356638,2378596,2402189,2417189,2436692,2468846,2473935,2484051,2484149,2486275,2497112,2507879,2506930,2488350,2514473,2537130,2545193,2555466,2537371,2520592,2527278,2558752,2583433,2592951,2566945,2558362
"162","9","    Food and beverages purchased for off-premises consumption","DFXARC0",443278,439065,440100,440237,443528,443618,442790,443625,445041,445291,446255,452144,451812,452557,455754,459443,458783,462097,463603,464203,465043,468604,469618,471029,471751,473426,475339,472913,470716,471741,476067,475996,477114,477337,479134,475794,477694,478485,480590,482140,484072,487129,488597,489503,491705,493059,495635,500634,502284,505295,506013,509988,512428,510930,513638,516887,522427,519047,523337,544090,518693,526549,535107,536031,536633,542913,542897,544258,546726,550874,550617,555641,556803,555929,554841,561994,564908,563463,564113,566296,569032,569561,568595,572498,569189,571125,573726,571386,573368,573975,576641,574204,573535,577113,583064,583300,586785,589388,590530,591759,588220,595665,600958,607596,608836,609890,613084,612253,620909,617078,623435,625413,628642,629233,631523,634725,640365,643069,646605,650258,653299,655408,656803,664153,661961,666686,666327,670770,675462,680981,682274,684469,684928,691877,689719,692835,697154,696835,699727,703380,702119,712468,712369,719713,722591,725581,728443,727435,731646,736220,741172,738246,742196,745163,752068,757222,755498,755689,762401,770671,774549,784423,784746,784040,782433,777646,774511,768009,770226,768751,767820,765794,768059,768388,766547,767005,770322,771950,772952,781685,779485,790806,785792,781618,783102,781232,777664,790191,792002,794649,803162,807098,811046,817530,817510,826806,826411,830208,831912,837255,835127,841093,842275,832588,845143,848444,849102,853137,854168,852365,856063,855839,858405,864535,860538,861168
"163","10","    Clothing and footwear","DCLORC0",231571,224899,229023,228121,229854,231065,233868,229532,236890,230008,234728,235385,231366,237017,236588,239707,239266,240351,238821,240031,242418,243502,241895,243537,243011,243945,244109,242669,243709,246834,249017,250750,249882,250623,252661,252743,253444,255414,255006,258716,257142,257147,259091,257579,255674,260392,262087,261972,265498,267118,269901,269635,271710,273019,271164,272294,273041,272947,272302,274534,271548,275408,280861,278826,282061,279363,278435,281861,287271,284137,285667,284539,285368,282005,274549,280939,278525,275730,277835,279984,268050,275960,277138,278338,278525,279217,279812,280829,276012,279166,276826,277233,272460,283003,280118,282817,280674,274121,279258,278821,282703,285961,289695,290063,290821,287902,291143,293010,293422,295494,301056,293128,296896,293810,295823,296263,297745,301485,301476,303206,303787,310230,304528,311692,308889,313117,308436,311079,305644,317373,317013,316115,318558,317202,316996,320725,316253,318651,319137,317686,325642,324926,318961,327819,327468,321478,329367,320898,325672,322776,324046,322399,321331,321447,324501,322933,322502,319011,317623,324845,327239,330111,329112,325819,313055,308016,311334,305407,308418,311440,300662,302335,304719,301591,304784,309042,307173,310665,307562,309592,312914,315006,320364,319975,318362,318411,316398,321628,320440,323875,330743,328571,329137,333051,333606,335543,337427,341030,339735,337704,343633,342973,347055,346448,347041,355431,355568,349952,351239,351887,353981,355773,356846,354225,357141,355744
"164","11","    Gasoline and other energy goods","DGOERC0",133839,136054,133692,133800,135913,137554,134539,132631,130675,130087,130273,131797,137485,135494,144308,148121,148926,146458,145081,143991,141309,146438,148561,150771,150412,153855,152219,147662,141925,143390,143161,146867,149410,147764,148992,146278,140870,135432,132184,130205,131498,133585,133613,131833,130722,131253,129816,127245,125931,125023,128007,144582,143906,143978,149634,153082,157491,162065,154843,169997,164788,172637,187245,180173,179631,190955,190402,183267,194393,190548,186953,193195,190304,186229,181036,185296,197473,188221,180519,171689,187244,168594,154663,144562,144277,146246,155065,164877,168718,170709,170466,174889,174633,179423,182142,183351,197082,214122,212434,192370,172588,175057,178517,201111,210859,199418,200237,203145,217490,217475,220909,214330,227149,232321,228029,231612,233836,253158,261761,254719,255227,257644,259308,267485,252947,248899,274438,303117,347684,341937,301758,294794,311362,306806,299584,323171,327610,326851,353129,358093,326073,294469,294556,314095,303953,313829,325646,342561,346664,342961,351518,336789,355766,351192,380244,395436,391731,381519,413196,404341,413520,444558,454067,442449,430664,391768,276379,225582,239410,259820,249113,243514,252823,290803,289239,313321,311941,313993,324493,325528,336038,326858,322491,319617,317780,315440,319744,327320,333700,349754,354959,377281,384574,389876,403659,417824,422254,414697,419005,411965,419789,418338,410752,401964,406300,413493,419071,427294,409897,398048,390083,421583,439585,445702,412417,402302
"165","12","    Other nondurable goods","DONGRC0",364265,361009,363768,366195,369174,371893,371726,372813,376943,376151,380256,382579,379466,384262,387409,390243,391037,394190,396829,398002,400184,404626,406412,409863,406979,411959,416305,415492,416888,419882,423182,424469,427155,428585,432315,432398,437826,437546,436710,442910,445354,450907,453116,454529,459293,460322,466586,476818,486244,487236,485998,489782,492334,491415,487071,496689,505786,507778,516947,529045,508243,510472,523981,532909,533435,531616,535776,539087,547121,546748,548925,553953,549270,550419,549462,553442,561667,558963,569170,571825,567251,577608,579913,577398,585793,586838,584000,588692,583048,593724,592824,589739,596404,595739,601119,599184,605792,607179,610139,611396,607473,623388,625355,633142,631695,632889,642750,641067,643187,635759,651417,653164,656247,654435,659359,661688,666881,669272,668746,671185,675013,681434,674956,683689,683424,687431,688066,693800,695287,702787,706300,712645,722011,726275,730466,733391,735604,736831,738143,741903,743596,750632,753195,762673,761743,759427,766734,763633,767411,770538,773847,774785,770826,775160,782958,777374,782179,778407,782094,789560,795655,797259,803509,799042,796292,794747,792811,790998,793523,800542,805087,814840,809876,808143,815786,817635,824500,826430,824031,829639,830914,833306,840019,840466,837822,848984,848741,854832,859279,863192,867775,865647,877433,876731,881918,888673,887844,898117,893498,899351,898564,905476,906849,907350,915990,919761,921452,925084,922067,918292,927151,925557,928597,928489,936849,939147
"166","13","Services","DSERRC0",3075376,3097674,3112684,3129942,3151125,3172108,3177916,3203188,3201583,3216251,3235702,3250175,3262902,3283510,3301965,3314535,3329052,3341200,3358643,3371147,3387406,3399461,3416313,3438650,3459424,3472580,3478096,3506577,3520810,3534260,3565869,3581111,3601991,3632214,3631378,3663142,3671501,3702101,3729867,3740860,3766955,3797156,3811821,3832694,3853539,3861294,3870716,3893241,3910787,3919381,3942452,3968309,3977661,3994840,4022713,4043917,4072256,4101376,4128613,4160755,4192811,4232965,4264299,4272500,4298490,4330489,4348891,4373755,4406306,4426753,4448977,4478215,4511624,4515792,4537081,4546152,4564521,4576564,4592539,4613788,4559074,4623428,4632295,4661586,4670463,4695421,4709539,4739013,4759556,4771434,4801144,4808037,4829711,4865100,4878363,4897879,4923672,4931330,4956044,4985025,5013276,5026501,5060146,5085427,5095636,5125304,5147848,5177463,5215032,5243566,5247315,5289104,5309474,5340713,5374301,5398777,5434369,5458552,5487582,5518365,5531447,5562297,5606443,5633986,5665688,5699954,5732807,5760506,5794502,5822339,5866836,5889155,5899838,5946443,5980798,6000724,6038805,6054747,6084627,6101160,6134625,6168792,6190177,6217627,6262035,6297859,6309351,6339958,6341248,6368311,6389662,6439111,6445433,6461544,6496161,6516512,6544200,6574391,6585724,6614905,6637447,6658684,6673089,6666340,6684375,6683104,6677225,6655885,6651651,6624720,6623426,6626593,6615494,6622012,6628328,6651577,6657752,6686814,6679250,6714686,6718395,6743706,6756894,6781708,6818582,6835780,6851944,6876565,6884543,6907309,6940816,6956334,6963315,6984169,7021225,7034992,7069364,7085849,7120429,7143276,7160592,7167937,7175971,7186951,7222129,7261808,7266249,7294797,7312860,7332383,7363634,7354142,7385866,7412476,7435939,7452835
"167","14","  Household consumption expenditures (for services)","DHCERC0",2974901,2997464,3012010,3028649,3049380,3069933,3075597,3100490,3098414,3112521,3131337,3145097,3156221,3175356,3192598,3204801,3218540,3229627,3246255,3259290,3276065,3288462,3306208,3330828,3353757,3368351,3374535,3403180,3417455,3430462,3461675,3476022,3495772,3524622,3522222,3552343,3558505,3587103,3612875,3621693,3645621,3674014,3686656,3705412,3724612,3730748,3738607,3760219,3777796,3786478,3808670,3833062,3841489,3857703,3884527,3904426,3931239,3958765,3984781,4015375,4045565,4083758,4112617,4120001,4144523,4174201,4190673,4213615,4243209,4261049,4280466,4308289,4340014,4343581,4363352,4370520,4386557,4397002,4411755,4431983,4376160,4439937,4448190,4476402,4483327,4506069,4517646,4544922,4563573,4573164,4600819,4605526,4626020,4660482,4672207,4691795,4718235,4727220,4751313,4780322,4807719,4820376,4853726,4879504,4889881,4919222,4941932,4972083,5009151,5037611,5040854,5082778,5102700,5133457,5166914,5191805,5227980,5251850,5281328,5314265,5330235,5362648,5404572,5428222,5457916,5491531,5524439,5550596,5581359,5603575,5644233,5663424,5670930,5714928,5746353,5763033,5798557,5812618,5841341,5857589,5891793,5927784,5948631,5974594,6016165,6051679,6063180,6096525,6098893,6125211,6144160,6191035,6193945,6206211,6237895,6256925,6281619,6308156,6314282,6340292,6358536,6375848,6387874,6378344,6393030,6387881,6380938,6362840,6366037,6344460,6346282,6351901,6342419,6349840,6355744,6378454,6383362,6410055,6402565,6438983,6442853,6468039,6480465,6504350,6540864,6558871,6576501,6601566,6610864,6633708,6667182,6683117,6690495,6712931,6749772,6763839,6796631,6810638,6841558,6862851,6880712,6890990,6900430,6913228,6946793,6984222,6984314,7008653,7024646,7043944,7078394,7068679,7096235,7114325,7132679,7150823
"168","15","    Housing and utilities","DHUTRC0",885214,894184,889719,902406,908724,912173,921055,929769,921498,924014,936139,939273,943958,952491,954183,956087,961233,959884,957517,967153,964823,973079,979021,979847,989103,989458,985826,1001640,1001121,1000673,1011292,1011663,1020295,1036748,1030059,1039988,1030186,1042438,1051419,1049923,1062717,1072689,1071878,1076592,1081382,1078410,1079502,1088531,1097260,1094445,1106911,1110861,1114275,1122775,1130929,1134165,1138924,1141806,1138516,1146731,1156044,1161295,1159080,1172678,1183542,1196833,1198467,1208760,1218261,1224257,1238346,1265106,1262966,1270109,1280970,1272869,1283059,1287710,1293293,1295214,1297494,1304935,1295399,1305901,1306658,1310151,1319424,1322556,1331042,1328300,1335616,1336441,1341710,1356457,1356396,1358245,1371911,1374463,1375441,1394041,1390424,1381802,1394204,1399554,1399869,1408491,1416088,1423144,1431645,1441349,1431025,1450467,1456215,1464355,1470844,1475048,1488714,1494649,1507624,1517047,1522767,1528018,1552613,1552434,1568428,1579599,1590321,1599227,1611512,1622220,1633184,1643123,1619155,1650659,1661566,1660724,1680093,1680796,1705072,1698233,1704126,1714526,1709126,1704410,1730534,1745708,1733698,1761598,1742532,1752315,1754871,1774311,1771237,1764676,1784613,1782096,1791856,1809110,1814312,1825407,1833799,1844703,1852522,1843781,1851691,1860049,1871984,1869662,1877340,1862928,1885283,1881317,1875325,1876562,1872139,1884144,1884844,1894362,1874778,1902891,1899439,1903777,1892132,1886854,1904400,1908093,1911151,1914172,1911894,1911403,1926128,1938457,1932809,1926653,1945085,1941832,1953851,1956199,1975066,1973665,1976957,1983720,1978602,1973835,1969351,1983391,1979991,2001155,2004324,2008211,2026737,2018944,2025985,2028387,2034387,2027102
"169","16","    Health care","DHLCRC0",703014,707401,713005,712106,716547,718083,719227,725189,726288,730713,731375,735679,736799,731589,740629,745494,746118,752419,751156,754124,759073,764375,767731,775286,774632,776111,778292,781591,785436,789122,793376,796611,799482,801214,805214,810293,816160,820231,824104,826374,829615,831948,834230,836477,839531,840670,841806,843395,845915,849347,851372,853307,855956,859134,863937,867549,871932,877100,881699,885826,889325,893647,898533,904299,910152,915616,921343,926664,932063,937052,943167,949234,959627,966260,972710,978959,984140,991991,998713,1006427,1013217,1019874,1028502,1038348,1044763,1052645,1059811,1067962,1075132,1081597,1088127,1094583,1099911,1105457,1109637,1114840,1119738,1125227,1133525,1138683,1145844,1150565,1157433,1164372,1169965,1176737,1183312,1190355,1198083,1204993,1210041,1219479,1228018,1237436,1245457,1253262,1262222,1268968,1273995,1279418,1285970,1293454,1299232,1303757,1310412,1317435,1328666,1335396,1342799,1345373,1350322,1354597,1358573,1364772,1370871,1377239,1382788,1391116,1397153,1404418,1410263,1417778,1424401,1431340,1447330,1453464,1459515,1462748,1467391,1474369,1482398,1492410,1500948,1507993,1510363,1522503,1530902,1538462,1543775,1545830,1549927,1552765,1558654,1562615,1567303,1570102,1575119,1582387,1591794,1599892,1605661,1614318,1622118,1629521,1634984,1639530,1643716,1648953,1649870,1648206,1648772,1653478,1661106,1671108,1677827,1687589,1694534,1703611,1711093,1719549,1726767,1732988,1733353,1739786,1745840,1754204,1761260,1763376,1763261,1764842,1771722,1780832,1792660,1805399,1819336,1828558,1835415,1836890,1842307,1850052,1862202,1869841,1874402,1876174,1878176,1882876
"170","17","    Transportation services","DTRSRC0",169352,170287,172244,173531,175560,177413,178302,181514,182471,184665,185269,184742,184529,188041,189966,191180,193369,192057,194512,196160,200317,203167,200452,205719,206282,207781,211039,212455,211903,213739,215505,215221,219068,220268,218605,219830,221433,222779,223519,224942,224743,226427,228679,229031,231161,231927,232600,234336,235283,236698,238150,239466,241199,243459,245886,246513,248459,250227,252151,251611,252982,257017,259695,259258,262596,263914,262891,266503,268748,269247,271128,268596,271082,269927,269199,269765,268002,267447,267112,269827,250729,257019,258954,257387,258129,258381,258178,258204,258854,257645,256640,258268,257549,258993,255543,261540,262496,261374,260734,260572,263206,263879,266323,267447,268439,269959,267981,273159,272092,274497,273536,275195,273758,275814,277194,277803,276559,278879,281380,282028,283074,282582,286160,285675,287402,289092,289970,290342,293665,292807,295930,295929,296582,297343,298004,300108,301891,302705,302853,302158,303707,305252,306894,307178,309129,310019,311104,309962,312035,311407,312457,314474,312453,315255,315648,312661,314659,315659,314121,312988,315989,316465,315607,313078,310374,307708,301165,302765,299713,295986,290538,291876,288162,286783,288380,286669,286470,286756,286614,288391,288856,287785,290253,291138,290976,292839,293130,293812,294909,296295,297250,297816,299024,300523,303415,304274,307853,308161,308898,310006,313531,312707,314662,314422,315113,317231,316534,317421,319569,320314,320948,322341,320567,321982,322741,323908
"171","18","    Recreation services","DRCARC0",171560,173236,176260,176590,180438,181758,181241,183912,184729,186003,188600,188775,187848,189602,191968,191878,193149,195819,200075,197100,197876,199468,200060,202153,202041,205439,204992,206589,208002,207390,208754,210064,209696,212088,211491,213259,216575,215670,216742,217461,217252,218392,220139,222159,222450,224178,225067,226366,226967,228882,231135,234057,233970,236276,238640,241122,245305,245374,247376,247560,246052,249103,252564,252812,252812,253832,258232,256093,256724,257506,259192,257759,263733,261147,261768,261630,262965,261272,262741,264041,258323,260791,264097,264974,266167,266271,267082,270634,270301,267903,270236,271867,274229,275871,276160,280115,279559,278902,281361,282414,286851,288202,289970,293344,294356,296902,297884,300404,302118,306140,308080,309806,309703,312281,312864,315288,316204,317655,318028,317082,319081,323276,326740,324957,327245,327580,329463,330042,330104,335267,337289,335739,343187,341559,343946,347496,348219,348200,351730,353731,354999,358535,365284,366462,365988,367652,372768,371569,375789,374123,379467,377434,378240,381597,379726,385792,383296,386184,384462,384484,387125,389890,388820,386899,382833,382451,380350,377105,380250,377789,373768,373235,373446,373581,373786,376260,375944,375500,379606,378835,381070,380776,379685,381236,379749,381654,385000,389725,388850,392060,391623,389199,390005,390615,394196,397480,399851,403429,403536,402697,405569,405633,405640,408057,414545,414358,411270,413112,414903,421572,422098,417461,421399,421266,421227,428087
