"","Table 2#3#6U# Real Personal Consumption Expenditures by Major Ty","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"30","21","Q1OSR1 B   Other","Q1OSR10",617368,615750,617746,620574,623611,624595,626543,628643,625181,623346,619799,619364,617169,628804,631481,637091,631850,629627,631169,634253,630753,632039,634470,636580,644724,643996,645812,644072,648357,651393,655319,654468,659490,659472,663000,668411,666973,669688,672488,673036,672639,679280,679951,685419,687292,692721,698747,692598,704943,701244,691255,694386,696070,690915,690773,698501,698047,697101,694188,696808,691719,700346,704744,700137,701869,713958,703354,704669,704725,707062,708623,712463,719132,727702,726463,726520,724477,727598,737133,736802,742535,728837,732347,738353,743698,750632,749591,748494,759911,758691,770118,773788,773032,779956,782387,785527,786842,798184,805440,807190,812146,826666,829325,833364,840458,836324,843277,843883,853172,853891,859462,869451,872090,871249,879762,883924,882827,887244,905019,913305,920362,936462,945325,934248,933009,937370,948314,953564,957622,961359,959420,964225,959126,952353,952410,967347,965947,959316,956279,956771,960394,962920,965701,965256,962049,963866,962134,963222,965332,967990,979474,966684,965284,967309,969257,966155,968463,963440,967725,964329,971216,975784,979218,978811,982642,979284,984090,988810,1001779,999310,1000464,1005534,1009441,1008826,1011531,1014237,1014587,1020035,1024150,1030157,1025853,1024784,1023611,1021284,1022835,1029769,1033600,1039248,1042312,1043022,1049511,1048518,1048906,1057362,1062016,1065337,1069423,1070899,1068212,1070747,1075751,1079119,1084208,1087036
"31",NA,"         Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","22","Q1NRG1 B   Energy goods and services","Q1NRG10",259701,276568,275322,277652,277980,277642,278600,285543,280508,277247,272108,275443,275419,267244,274010,276812,289691,283190,285443,278663,281589,275218,282015,272637,274268,267187,287465,288436,283916,279584,282855,278067,291891,284438,294857,288462,273263,300528,295476,287117,286122,295218,293715,301144,303216,298255,293688,303454,307247,303106,292677,293866,301174,314515,299343,300438,295242,297046,288918,294863,294010,303337,291050,301646,305610,305808,310150,314334,301338,296778,310471,308650,311301,315104,318657,313123,314833,314000,304964,312055,302868,310903,313357,308295,310659,310006,304355,317096,312309,309045,315982,308908,312881,325801,315071,322875,308141,318941,328620,320648,327250,331783,326303,329517,325998,318569,316976,324251,329353,321318,332413,332781,329621,332332,338245,332968,326316,333795,320950,335613,327498,327177,321107,328884,334398,332831,329309,336825,332520,335094,342747,368998,343082,344646,347615,334863,326594,320320,336266,327977,325640,335888,329811,336906,329925,338489,337511,337548,347080,345971,344087,343112,340491,346510,347883,348245,349108,352744,335935,342948,346577,341003,342982,351743,340628,346628,351736,351027,362379,352925,336922,349701,358144,343497,344843,348981,351392,350280,353528,351515,359848,348964,351874,340863,352560,356919,355660,356929,349590,348663,346075,358328,330394,353076,345396,341422,349467,348198,360220,347056,345017,362091,347552,337595
"33","23","Q1XEF1 B   Personal consumption expenditures excluding food and energy","Q1XEF10",3742836,3695986,3704754,3710671,3709028,3720315,3730343,3724753,3725247,3713521,3710891,3695219,3653192,3690507,3731767,3718836,3709411,3717849,3736699,3735658,3740096,3729630,3741685,3761301,3807657,3822397,3813904,3818397,3844315,3869739,3875000,3887767,3907438,3918835,3912205,3951383,3962725,3943273,3937958,3974068,3990670,4000040,4024040,4020314,4038725,4058451,4075437,4083711,4103930,4131766,4136259,4155492,4138725,4151546,4163985,4194889,4202834,4231327,4241519,4247601,4242724,4234779,4269354,4250998,4281573,4324203,4305135,4326450,4351546,4336094,4367272,4397463,4372039,4408641,4429737,4454011,4458011,4467490,4487600,4503545,4518888,4526175,4536531,4562175,4577737,4601298,4618613,4607380,4619545,4646230,4691216,4725736,4719216,4736695,4773188,4792804,4803544,4833023,4847380,4871927,4910448,4935215,4943270,4970119,5000639,5028584,5048310,5080091,5076529,5109242,5133296,5161899,5195104,5213077,5224858,5255214,5271323,5274227,5311761,5357515,5372583,5427049,5459596,5434281,5452364,5450939,5477788,5499980,5544747,5540911,5539541,5553295,5559925,5580199,5570993,5579267,5612801,5623486,5626336,5661623,5602610,5767157,5735048,5713239,5741458,5769458,5759376,5801075,5759705,5796855,5837622,5839595,5801951,5815979,5830390,5877622,5873951,5848910,5886061,5906992,5930937,5969019,5993951,6045950,6027978,6026882,6072033,6077841,6104306,6113347,6153895,6150772,6193950,6156964,6212416,6218333,6258224,6270004,6277676,6319977,6305128,6333347,6334771,6385237,6351210,6418223,6476469,6438113,6420634,6429949,6467922,6488963,6538332,6542277,6559702,6584140,6580579,6594935,6624414,6616798,6644852,6659263,6687811,6723756
"34",NA,"Real PCE by Major Type of Expenditure (From NIPA table 2.5.6):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","24","Q1PCE1 A     Personal consumption expenditures","Q1PCE10",4768784,4743579,4758944,4769660,4766829,4782532,4791496,4793720,4792641,4767032,4763325,4744522,4699705,4728752,4785700,4771614,4783274,4783408,4804772,4796820,4798841,4780510,4801807,4805513,4871222,4873783,4879849,4883623,4907009,4918533,4933427,4945423,4976694,4993205,5001158,5033776,5026296,5034787,5020769,5054062,5071180,5090387,5114447,5119097,5148278,5157848,5171731,5189321,5203137,5243977,5243843,5264600,5254154,5285088,5281246,5314808,5321143,5353290,5355514,5367443,5365556,5354368,5381798,5372228,5410440,5452292,5436521,5463749,5476284,5455122,5498793,5534445,5507757,5549271,5576701,5598064,5604534,5612217,5624752,5644903,5652384,5670176,5686081,5706636,5728673,5751857,5766818,5764190,5768503,5794922,5852948,5880983,5878085,5905245,5931057,5957947,5959093,6001281,6030261,6048794,6096037,6131419,6133238,6166733,6196993,6220109,6242888,6283324,6276315,6311091,6346540,6379697,6416292,6432938,6451202,6482136,6496895,6508554,6539892,6621911,6606814,6668143,6708781,6688496,6708579,6712960,6735132,6761753,6807041,6810815,6813309,6850713,6844310,6862978,6851858,6851049,6879422,6880298,6901325,6933539,6866752,7045076,7003629,7003966,7022634,7057342,7046694,7092252,7060038,7098115,7138147,7136260,7095082,7117524,7138821,7188355,7192197,7168474,7194219,7218143,7245236,7284459,7319099,7387976,7351448,7357986,7413518,7411361,7467905,7462446,7494997,7500591,7557202,7503556,7561986,7570006,7624461,7639287,7654383,7699200,7693270,7716453,7718407,7762955,7741591,7821183,7877187,7849017,7832236,7845647,7874896,7910075,7938044,7971808,7975919,7998563,8009212,8020129,8070607,8051804,8068922,8115087,8134227,8174394
"36","25","Q1FTB1 C Food and tobacco","Q1FTB10",855319,859765,867825,870495,868648,873165,870716,871469,875062,864152,868417,860408,855650,855470,864443,860237,868548,866490,866811,866621,861522,859956,863098,856473,875714,870666,866400,864613,866300,855801,862566,866189,864413,877250,881054,879659,875845,877712,873958,878786,880070,881305,882590,884055,893149,887237,888411,888672,878324,895979,901409,901630,901379,907612,905073,906608,910061,911978,911597,911918,915943,903507,907722,906889,910874,909549,909108,911185,910232,908796,908646,915863,912350,913544,916585,918864,919707,918703,919556,916937,917639,920680,923973,923671,927897,928058,931209,927686,923993,926612,933187,932926,932875,930266,929232,929081,932614,935545,941678,942210,944820,951283,949356,952819,954947,955870,959745,961642,953221,960939,962635,966339,971829,967744,968708,973546,977992,979839,985098,1007953,985550,992616,1006748,1004088,1000666,1008003,1006758,1003546,1008344,1013363,1009187,1005604,1019445,1016103,1011054,1015069,1018732,1015641,1017076,1022085,1016404,1019947,1016133,1031520,1027816,1026742,1026802,1030406,1030295,1031971,1032694,1029502,1028308,1030677,1035806,1037281,1043394,1040663,1047147,1042490,1041657,1048121,1055548,1063307,1056281,1057405,1062414,1055157,1072812,1068296,1077469,1072351,1076536,1075914,1077660,1075050,1086764,1091050,1094432,1099511,1098377,1105684,1102773,1110762,1108594,1116534,1116494,1124072,1134169,1139278,1135082,1133617,1150931,1150318,1147849,1151864,1154283,1152858,1156702,1164380,1156792,1165766,1174869,1192033
"37","26","Q1FXA1 C   Food excluding alcoholic beverages","Q1FXA10",672476,677024,683474,684756,683923,687303,685360,685319,687597,677546,680796,674640,675383,678795,687124,684348,691916,689222,690292,690259,686552,684976,686675,682764,698481,692904,688830,688071,689459,681033,686960,689532,687785,699110,702857,703184,700343,702041,698914,703535,704694,705462,706507,708116,716819,711349,712631,713586,703519,718787,722878,723621,722918,728911,726217,727809,730406,732545,732284,732324,735941,725409,729303,727581,731451,730014,728944,731165,729303,728438,728503,734431,730642,732520,734725,736758,738097,736342,737027,734545,735835,738701,741216,741020,744980,744906,746572,744564,741404,742906,748532,748303,748336,745821,744841,745029,747960,749895,756386,757129,759538,765653,764216,767099,769842,770805,774235,776390,770561,777509,778897,781542,787617,784531,785878,790393,794386,795545,800656,821256,800411,806045,818309,817158,813108,820358,818995,816268,820701,825118,821583,819795,830793,828262,824081,827478,830221,827633,830034,834410,829756,833455,830181,844289,840534,839733,839154,842730,843195,844918,845841,844608,843538,846625,851401,851254,858227,855108,860178,856806,856684,862758,869119,875047,869486,870744,875430,868449,884265,880019,888453,884379,886510,886273,888045,886167,897435,899435,903395,909217,908939,914589,911691,918647,916753,923783,923097,929294,937189,941819,939606,937802,952776,952286,950653,952237,954630,953119,956067,963962,959226,968575,976609,991363
"38","27","Q1ALC1 C   Alcoholic beverages","Q1ALC10",99535,99437,100739,102190,101512,102837,102810,103833,105128,104690,105863,105121,101134,98039,98542,97263,97962,98675,98029,97717,96159,96084,97037,94181,96214,96242,95638,94715,94999,93506,94163,95362,95365,96450,97292,96415,95009,95039,94304,94786,94961,95464,95729,95585,95720,95479,95275,94472,94258,95973,97035,96475,96857,96828,96985,96804,97487,97119,96940,97169,97426,95852,95978,96824,96742,96819,97391,97102,97978,97385,97089,98086,98391,97599,98284,98394,97816,98550,98646,98543,97895,97942,98609,98485,98587,98811,100213,98831,98431,99534,100342,100381,100388,100477,100550,100318,100893,101954,101581,101561,101911,102333,102141,102905,102528,102742,103450,103592,101754,102934,103618,104917,104578,103870,103720,104208,104822,105712,105913,108061,106343,107719,109587,108200,108887,109037,109224,108811,109259,109918,109389,107738,110313,109441,108516,109286,110290,109859,108986,109739,108811,108790,108372,109899,110141,110037,110861,111082,110702,110860,110885,109106,109187,108706,109342,111192,110601,111152,112801,111694,111174,111807,113131,115206,113865,113924,114448,114287,116343,116180,117130,116239,118491,118278,118443,117878,118596,121042,120708,120266,119798,121751,121895,123081,122900,123961,124674,126178,128517,129165,127063,127247,129254,128998,128131,130845,131036,131288,132445,132540,129880,129895,131383,134331
"39","28","Q1TOB1 C   Tobacco products","Q1TOB10",89535,89121,89153,88983,88456,87898,87249,86911,86824,86904,86409,85005,82364,81435,81135,81132,80732,80715,80525,80774,81308,81518,82127,82694,84122,85127,85961,85880,85822,85415,85397,84994,85009,85111,83790,82633,83429,83578,83855,83289,83164,83064,82983,82937,82922,82876,82965,83128,83517,83714,83870,83932,84049,84166,84288,84404,84519,84649,84748,84832,84865,84948,85044,85170,85280,85392,85506,85619,85732,85844,85957,86072,86198,86306,86408,86501,86588,86668,86745,86810,86865,86908,86949,86985,87038,87047,87034,86993,86940,86870,86782,86675,86549,86384,86236,86084,85979,85782,85543,85239,84936,84609,84252,83883,83496,83155,82684,82148,81347,80825,80386,80093,79769,79477,79215,78991,78801,78583,78511,78522,78792,78837,78833,78719,78662,78602,78542,78472,78395,78340,78229,78090,78354,78410,78451,78310,78245,78168,78082,77984,77874,77761,77622,77464,77275,77108,76941,76776,76602,76423,76238,76051,75861,75676,75475,75264,75090,74910,74735,74546,74368,74193,74020,73852,73687,73524,73368,73217,73147,73023,72885,72716,72560,72401,72239,72075,71912,71782,71585,71359,71000,70791,70630,70558,70463,70385,70330,70285,70255,70161,70220,70353,70799,70905,70907,70700,70571,70413,70229,70018,69780,69517,69227,68910
"40","29","Q1CAJ1 C Clothing, accessories, and jewelry","Q1CAJ10",254046,249338,249564,245646,247786,250199,250561,247282,245603,244293,244896,243495,240311,244809,247770,249529,247687,245587,246972,246349,240974,240240,240089,239220,248274,253764,250390,253780,254931,257583,256896,261711,263712,263946,263196,264970,269063,261267,259798,265049,269225,271345,273866,270404,272989,274422,274497,274636,276299,280221,283016,281837,277788,280038,281864,286874,285461,292320,292495,294563,294063,289379,293301,292265,296635,297806,300922,296222,304391,297461,304261,304713,300593,308409,308464,311684,312394,314260,313438,319015,319504,320555,317638,320008,317987,320091,320297,316784,316070,320980,324346,328494,328375,330058,333103,332940,336120,341872,344226,347203,346512,349307,349446,346989,347695,354296,356686,359548,365868,369678,373497,370774,375267,376458,376597,378816,380186,379991,380547,384219,384286,387779,394512,392150,398501,395869,399216,400240,405992,400855,401859,402177,403892,400014,392201,399478,399513,397100,399894,406031,392106,404773,405678,411152,414264,418138,414419,420020,414161,420341,419055,419226,413097,427717,425081,429348,428384,423982,429714,431448,438339,440824,445469,448164,449402,445072,450224,453999,457603,459902,465249,456262,459803,455122,460057,462208,466535,471013,469984,474696,475752,483521,475204,487542,484437,492948,488435,490265,483568,500077,500621,501872,508405,510339,507080,510450,509267,511006,516734,513741,520195,519893,519508,523057
"41","30","Q1PCR1 C Personal care","Q1PCR10",68670,69081,68885,68259,68160,68150,68524,68863,68584,68314,68625,68133,67852,67976,68825,68010,68286,68247,68100,68163,68175,68256,68487,68698,70184,70135,69729,69976,70659,70756,70573,71271,71383,71994,71653,71534,71745,72143,71488,71933,72123,71931,72040,72050,72841,72820,72966,73537,73192,73264,74134,74070,74282,74946,75199,75893,76134,76376,76518,77160,78136,77637,78532,78797,78919,79421,79584,79514,80331,79716,79996,80600,79686,80644,81497,81924,82235,82840,83056,82760,83304,84615,85129,85914,85687,86983,87629,86840,86901,88114,89043,89087,89129,88801,88843,88888,89148,88880,88918,89265,89248,89785,90190,90928,90379,90537,91429,91573,91110,91435,91355,91114,91476,90999,90792,90916,91461,91461,91980,94904,92592,92731,93259,92960,93635,93417,93438,93076,94013,94184,93873,93286,93055,92539,91870,92347,93546,92578,92557,92768,91378,92882,92837,93554,93775,94337,94243,95239,94205,93586,93674,93807,94082,94255,93534,93570,94504,95208,95710,95228,95599,96638,97500,98576,98315,98422,99357,99795,99843,99742,101062,100742,101426,101847,102511,103100,103041,103302,103601,104255,104983,105178,104807,105620,104980,105302,105121,105040,105736,106467,106281,105735,106264,106172,106367,106533,106950,107069,107105,107635,107387,107604,108306,107916
"42","31","Q1HOS1 B Housing","Q1HOS10",794567,796338,797214,798170,800193,801803,802608,804239,806252,807097,808406,809181,809664,811888,813186,816830,817625,819185,822144,823623,825223,825777,828223,827337,829259,828967,830880,830538,830930,832712,833758,833597,833617,835469,836305,836808,837764,836989,836184,837311,837251,839223,841055,843390,844869,846550,848392,852196,855447,860771,863268,864274,864797,867313,869860,872839,876835,877791,879270,879492,881786,882430,884131,884715,885772,887090,887704,888721,890492,891327,893129,893169,893803,894468,897215,897628,898262,899842,901322,902912,904140,906374,907823,909484,912111,914124,915482,917324,919237,921451,923121,926040,927117,928727,931123,933840,937423,939839,940845,943029,945495,948766,950890,952651,953728,955892,957784,959777,966248,969459,972398,973042,975427,977027,979976,981697,983690,985834,988159,989668,992778,995174,999280,1000840,1003749,1005329,1007342,1009526,1012817,1014498,1017306,1018835,1022167,1024401,1026756,1028950,1031396,1033349,1035925,1038300,1035200,1039760,1042618,1046000,1044721,1044711,1043755,1044611,1043514,1042950,1042467,1041330,1039136,1039719,1038270,1039870,1040122,1042286,1043695,1044782,1045859,1048315,1051887,1055682,1056406,1060503,1064730,1068564,1070547,1073033,1076234,1077311,1079676,1082021,1084678,1087516,1089207,1092226,1094823,1098124,1102009,1104696,1106498,1110483,1114167,1117086,1119582,1122581,1127865,1127392,1132776,1134548,1137708,1139338,1141965,1144149,1146001,1147934,1149081,1151013,1153026,1154486,1157495,1157897
"43","32","Q1HHO1 C Household operation","Q1HHO10",475572,481772,486254,487325,487397,486771,486663,492468,490195,483894,478910,482297,481147,472292,482672,485728,496546,489037,491720,487850,488009,482578,491101,479931,486930,485110,497374,500380,497884,499165,500589,499344,510968,508738,516125,513219,506365,525109,518643,517168,515391,528166,530338,533381,537243,536207,531021,542336,541091,544911,544580,543285,549233,564274,551161,558390,558512,561699,558440,561814,559131,562137,553190,564640,571776,572668,580781,583975,576070,571315,588190,589319,581148,593469,594613,595152,600345,598051,592189,597957,596317,604122,608588,607840,610149,608581,604618,616522,613868,612170,622291,622190,627642,642445,632742,642020,629706,640366,646358,638474,649026,659758,655572,657363,660556,654090,654075,660736,664649,663886,679085,675949,681732,688795,693132,696275,699066,698023,691248,704331,702584,704835,702634,707137,718566,725946,718163,724112,725974,725816,729571,746006,729319,726787,732916,719149,723788,720896,724291,725047,716854,727837,714056,724838,725694,734217,736253,739655,746093,740727,738763,739842,737735,749020,748279,749603,755112,754235,743712,751696,764003,760788,768426,777036,769275,776784,783294,786394,799276,792198,778496,795450,802743,789947,801096,803139,808353,804340,811569,816474,815676,813093,817963,806548,817668,835664,830155,838038,840095,832586,829529,844296,813942,846763,838592,831162,844468,847971,857142,847381,842498,867787,858199,848482
"44","33","Q1MED1 C Medical care","Q1MED10",886453,888621,891728,896407,901109,906762,912769,914377,914401,917910,920371,919847,918641,923941,922589,927340,923442,928644,931410,934736,936539,941278,944714,951427,956507,957117,963549,966254,969434,971627,973601,976841,980204,980277,979181,983079,983689,988172,984432,985041,984822,986332,989573,988915,988233,990816,993228,993070,994507,996664,997639,998881,1003304,1000185,1003377,1004461,1007312,1007970,1010626,1012551,1017802,1018972,1023090,1023175,1027244,1027817,1028243,1032410,1033909,1036625,1036199,1040695,1040110,1035809,1045044,1048748,1048870,1054949,1053305,1055705,1058958,1063916,1065451,1072981,1065062,1072055,1073480,1077281,1077257,1082935,1089855,1090756,1095983,1095691,1102501,1105973,1117072,1120216,1120252,1121739,1124102,1129414,1131254,1134678,1134470,1136395,1143730,1143559,1147994,1148579,1148420,1154013,1158496,1158167,1158204,1167841,1171240,1178745,1188492,1196374,1185409,1186749,1199164,1211567,1215015,1215819,1221436,1225907,1231621,1237201,1238992,1251212,1245120,1253222,1255586,1256646,1270632,1270998,1283498,1291234,1294694,1306354,1308242,1319220,1323947,1327870,1333925,1339213,1340455,1353613,1356464,1358889,1368148,1373143,1380003,1383183,1391443,1394026,1400117,1401153,1397376,1412764,1411631,1419477,1419209,1421548,1432830,1430491,1432087,1428883,1439226,1446025,1450825,1453798,1461485,1465372,1471695,1476471,1476507,1481600,1483281,1490031,1484683,1493503,1496342,1500277,1506308,1510341,1515616,1520965,1522853,1530919,1535049,1539983,1545587,1550887,1551947,1556016,1556029,1559038,1560756,1565885,1572964,1578470
"45","34","Q1PBU1 C Personal business","Q1PBU10",328753,326149,326607,327874,329637,329917,330311,331658,330359,332004,332467,334349,333340,342705,345788,352381,349573,348856,350069,353142,350279,352144,354241,355594,360538,357999,355422,355718,355966,356117,358053,358187,359384,360285,362252,366894,369056,375460,375094,376619,377153,381390,380991,384409,383293,391358,388161,389029,393132,389811,388215,383698,383304,379811,377805,380641,379617,377972,377951,379584,378059,379439,382269,384539,385978,387094,388733,388426,391245,389466,391838,396447,396755,398733,402906,399062,402237,402464,399898,400065,405612,403844,406873,409504,413299,417849,417089,416000,424788,421240,429710,433796,433203,437969,435478,435737,434378,441311,443699,447726,449139,457716,455505,459306,463646,459608,465274,469721,478557,478034,480185,489107,491959,490320,496326,499054,498331,501620,517362,522898,527966,539438,542209,535012,528607,531664,539184,542537,544182,546036,542807,549540,544688,536602,536774,538101,535384,530586,526488,526823,526537,529416,532063,531033,524052,524618,524348,522968,526160,525168,537540,529502,522898,526440,531216,524709,520434,517108,518769,516186,527545,529437,529421,528510,535513,534774,540349,543227,549265,548246,549406,555325,554791,553395,559169,559325,559643,563427,568808,575838,571126,572155,570980,572064,573385,578652,580479,584566,587460,587385,590307,590134,590636,592895,595547,596711,599903,599116,598059,599871,604016,605299,608615,611396
"46","35","Q1TRN1 C Transportation","Q1TRN10",633380,599823,595019,598850,588481,591067,592569,587090,586698,577361,570551,560890,530124,540911,568707,543856,542029,549719,556281,547218,559166,543147,545844,560736,567427,571558,567794,563032,577549,586032,584257,584282,591485,591588,584530,603689,594037,587850,586706,602759,611575,604654,610995,607308,613325,619264,624786,628328,636222,644185,634814,652036,629941,636538,639644,643434,640523,652249,655117,653914,644645,640557,651294,636410,644372,664744,646950,662499,665409,653828,664633,679883,665947,677656,684244,690073,688938,680165,685311,693393,690099,695672,698608,695237,716180,714003,723861,710402,706348,717101,729715,745538,729365,731183,749608,756009,740579,742815,748892,762760,784138,770697,764100,781586,796504,814187,811542,833663,801685,812370,813752,831418,838254,845730,843673,842828,836231,832468,832784,847445,859880,881352,868926,846285,847386,833338,836624,846490,859684,853761,850381,857047,852284,878877,866656,849101,848683,862654,859214,866622,837827,959398,917060,866076,877111,895604,882095,901587,865188,888470,914892,926336,881472,866810,876948,913996,895792,879312,886114,902406,902517,905521,909959,936834,908380,905624,921182,910147,911418,914218,924655,913936,939650,898028,916915,912204,935989,929323,926132,935110,926737,917691,928214,948636,914294,943456,989490,928743,897260,882684,900298,915216,919936,911862,914184,920968,909430,908747,933633,910727,917375,918954,913219,923759
"47","36","Q1USE1 C   User-operated transportation","Q1USE10",589347,555072,552087,555929,545269,548094,549460,543895,543054,533219,526218,517328,486966,498237,527075,500325,498856,506786,512914,504294,516772,500436,504000,516248,525035,529131,525353,521344,536220,543006,538728,540307,547610,550412,542530,560493,551793,545443,544649,560057,568875,561604,568177,564073,569161,575535,580195,583497,591760,599118,588752,606461,583179,589791,592379,596404,592943,604103,606080,605238,595689,592419,603690,588418,596205,616883,599412,614089,617018,604881,615018,629909,616042,626091,632743,638442,636545,629361,633314,641442,637553,643086,647904,640696,662954,660676,669621,656810,653357,663351,675702,692300,675519,678234,696507,701714,686108,687593,693244,706826,727940,714652,707945,725432,740006,757453,754690,776869,743959,754627,756254,773987,780583,787712,785441,784330,777702,773170,773400,790156,800888,822336,808699,786203,786727,773225,776654,787291,799626,794332,790101,799213,793101,819653,808350,789958,790085,804349,801150,808667,788640,906897,863930,813525,822114,839315,825083,845506,808532,831464,857969,868613,825987,809953,821201,854714,837251,820995,827543,844078,843784,846205,849832,876638,848793,845760,861461,848912,851039,852460,862549,851277,877218,835378,854405,849666,873344,865803,862779,872225,863509,854325,864120,885656,851015,880210,925876,865986,833941,820193,837116,852460,856572,848864,851126,857453,846276,846062,870320,847840,853841,854857,848404,858762
"48","37","Q1PLT1 C   Purchased local transportation","Q1PLT10",10575,10734,10906,10473,10751,10705,10692,10790,11021,11564,11540,11159,10742,10916,10928,10815,10811,10908,10832,10832,10834,10747,10711,10643,10750,10747,10758,10750,10818,10712,10642,10523,10563,10581,10553,10582,10537,10475,10479,10617,10636,10692,10788,10923,10866,11005,11049,11241,10835,11131,11133,11283,11287,11354,11303,11111,11300,11288,11338,11382,11356,11338,11420,11317,11379,11269,11136,11165,11209,11047,11053,11133,10973,11097,10943,10986,10957,11038,11148,10914,10954,10898,10765,10840,10828,10884,10812,10962,10750,10943,11004,11024,11043,10966,11067,11161,11451,11678,11719,11661,11740,11436,11834,11974,11977,12067,12148,12147,12138,12009,11971,12007,12230,12088,11986,12090,12082,12294,12116,12110,12383,11970,12205,12328,12221,12211,12299,12164,12214,12229,12205,12295,12210,12203,12075,12272,12171,12140,12223,12085,11991,11930,11933,12056,12083,11834,11623,11729,11726,11684,11558,11695,11607,11681,11788,11594,11608,11519,11837,11646,11625,11627,11601,11420,11566,11261,11300,11483,11147,11507,11563,11382,11508,11579,11550,11641,11707,11792,11753,11645,11542,11577,11538,11602,11605,11677,11714,11743,11993,11831,11802,11817,11993,11884,11994,11975,12060,12011,12166,12225,12236,12234,12340,12369
