"","Table 7#11# Interest Paid and Received by Sector and Legal Form ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46"
"76","66","    Government","A2079C1",1.4,1.9,2.3,2.4,2.3,2.5,3.3,3.1,3.3,2.6,1.8,1.3,0.9,2.4,3.4,2.8,4.8,5.4,4.2,3.6,3.3,3.8,5.1,4.8,4.2,4.1,4.1,4.5,5,5.2,6.3,6.3,5.6,6.2,5.5,5.7,5.4,5.4,6.9,8.9,7.6,8,7.4
"77","67","      Federal","B1148C1",0.6,0.8,1.1,1.3,1.3,1.2,1.4,1.7,1.7,1.2,0.8,0.5,0.4,0.9,0.8,0.5,1.2,1.8,0.9,0.7,0.8,0.9,1.7,1.1,0.8,0.7,0.6,0.6,0.6,0.5,1.1,1.1,0.3,0.6,0.4,0.2,0.2,0.1,0.5,0.7,0.7,0.7,0.7
"78","68","      State and local","B1149C1",0.8,1,1.2,1.2,1.1,1.2,1.9,1.4,1.6,1.4,1,0.8,0.5,1.5,2.6,2.3,3.6,3.6,3.2,2.9,2.5,2.9,3.4,3.7,3.4,3.5,3.5,3.9,4.4,4.7,5.2,5.2,5.3,5.6,5.2,5.6,5.2,5.3,6.4,8.2,7,7.3,6.7
"79","69","    Rest of the world","W357RC1",0.4,0.5,0.5,0.6,0.6,1,1.6,1.2,1.2,1.2,1,0.8,0.5,1.5,3.5,3.2,4.5,4.8,4.4,3.9,3.3,4.4,5.8,7.1,7.1,7.2,6.3,6.5,6.9,6.7,6.5,6.5,6.1,6.3,5.7,6.4,5.4,5.9,7.3,10.9,10.3,8.6,8.8
"80",NA,"Borrower services:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","70","  Imputed interest paid","W358RC1",-7.8,-7.1,-5.5,-6.4,-11.2,-13.6,-3.7,-11.2,-14.6,-22.4,-34.6,-43.6,-53.6,-37.4,-15.6,-31.6,-26.1,-38.6,-49,-61.1,-70.5,-60.3,-47,-46.9,-61.3,-72,-83,-78.2,-80.7,-84.3,-86.1,-105.3,-99.2,-103.7,-129.1,-135.8,-164.1,-200.3,-184.2,-154.3,-205.9,-255.2,-267.7
"82","71","    Domestic business \1\","W296RC1",-4.6,-4.4,-3.5,-3.9,-7,-8.6,-2.3,-6.6,-8.4,-12.7,-19.3,-24.5,-30.6,-22.7,-9.6,-19.7,-14.5,-17.8,-27.7,-35.4,-41.8,-35.7,-27.1,-26.1,-33.5,-39.7,-44.7,-41.8,-43.8,-46.8,-48.5,-59.7,-57,-57,-67.9,-69.8,-84.3,-104.7,-96.4,-83.7,-106.8,-120.2,-126.5
"83","72","      Corporate business","W297RC1",-3.8,-3.7,-3,-3.3,-5.8,-6.9,-1.8,-5,-6.4,-9.6,-14.4,-18.2,-23.2,-17.7,-7.7,-15.9,-11.7,-14.6,-23.2,-29.7,-34.8,-29.6,-22.2,-21.4,-27.5,-32.6,-36.7,-34.1,-35.4,-37.8,-38.9,-47.3,-44.6,-43.6,-51.6,-52.9,-62.7,-75.9,-68.4,-59.8,-74.6,-83.6,-87.5
"84","73","        Financial","W298RC1",-0.6,-0.6,-0.5,-0.6,-1.1,-1.2,-0.3,-0.7,-0.9,-1.3,-2,-2.2,-2.9,-2,-0.9,-1.8,-1.4,-1.9,-2.3,-2.5,-3,-2.8,-2.4,-3.1,-4,-4.2,-4.3,-4.1,-4.7,-5.8,-5.7,-6.6,-5.5,-5.8,-7.5,-8.5,-10.3,-17.6,-15.5,-11.8,-12.4,-13.2,-13.9
"85","74","        Nonfinancial","W300RC1",-3.2,-3.1,-2.5,-2.7,-4.7,-5.6,-1.5,-4.4,-5.5,-8.2,-12.4,-16,-20.3,-15.7,-6.8,-14.1,-10.4,-12.7,-20.9,-27.2,-31.7,-26.7,-19.7,-18.3,-23.6,-28.5,-32.4,-30,-30.6,-31.9,-33.2,-40.7,-39.1,-37.8,-44.2,-44.5,-52.4,-58.2,-52.9,-47.9,-62.3,-70.4,-73.6
"86","75","      Sole proprietorships and partnerships","W301RC1",-0.6,-0.5,-0.4,-0.5,-0.9,-1.4,-0.4,-1.3,-1.6,-2.5,-4.1,-5.2,-6.3,-4.2,-1.6,-3.2,-2.3,-2.7,-3.6,-4.4,-5.3,-4.6,-3.6,-3.5,-4.4,-5.3,-6,-6,-6.8,-7.4,-8,-10.4,-10.6,-11.4,-13.5,-13.8,-17.9,-24.3,-23.8,-20.4,-27.3,-30.6,-32.7
"87","76","        Farm","W302RC1",-0.3,-0.3,-0.2,-0.2,-0.4,-0.5,-0.1,-0.5,-0.6,-0.9,-1.2,-1.5,-1.8,-1.3,-0.5,-1.1,-0.7,-0.7,-0.8,-0.9,-1,-0.9,-0.7,-0.7,-0.9,-1.1,-1.2,-1.1,-1.1,-1.1,-1.1,-1.2,-1.1,-1.1,-1.3,-1.3,-1.4,-1.7,-1.5,-1.2,-1.6,-2,-2.1
"88","77","        Nonfarm","W303RC1",-0.3,-0.3,-0.2,-0.2,-0.5,-0.9,-0.3,-0.8,-1,-1.7,-2.8,-3.6,-4.5,-2.9,-1.1,-2.2,-1.6,-2,-2.8,-3.5,-4.3,-3.7,-2.9,-2.8,-3.5,-4.2,-4.9,-4.9,-5.7,-6.3,-6.9,-9.2,-9.4,-10.3,-12.3,-12.6,-16.4,-22.6,-22.3,-19.2,-25.7,-28.6,-30.6
"89","78","      Other private business","W304RC1",-0.2,-0.2,-0.1,-0.2,-0.3,-0.3,-0.1,-0.3,-0.4,-0.6,-0.9,-1,-1.2,-0.8,-0.3,-0.6,-0.5,-0.6,-0.9,-1.3,-1.7,-1.6,-1.3,-1.2,-1.5,-1.7,-1.9,-1.7,-1.7,-1.6,-1.6,-2,-1.8,-2,-2.7,-3,-3.7,-4.5,-4.2,-3.5,-4.8,-6.1,-6.3
"90","79","        Rental income of persons and proprietors' income","W359RC1",-0.2,-0.2,-0.1,-0.2,-0.3,-0.3,-0.1,-0.3,-0.4,-0.6,-0.9,-1,-1.2,-0.8,-0.3,-0.6,-0.5,-0.6,-0.9,-1.3,-1.7,-1.6,-1.3,-1.2,-1.5,-1.7,-1.9,-1.7,-1.7,-1.6,-1.6,-2,-1.8,-2,-2.7,-3,-3.7,-4.5,-4.2,-3.5,-4.8,-6.1,-6.3
"91","80","    Households and nonprofit institutions","W305RC1",-2.6,-2.4,-1.9,-2.3,-3.9,-4.6,-1.3,-4.1,-5.5,-8.6,-13.2,-16.5,-19.3,-13.3,-5.5,-11,-8.3,-10.4,-14.9,-19.1,-23.5,-20.5,-16.5,-16.3,-21.8,-27.3,-33,-31.9,-32.6,-32.4,-32,-39.5,-37.6,-40.1,-52.5,-57.5,-69.9,-85.1,-78.6,-62.5,-84.1,-117.1,-121.1
"92","81","      Households","W306RC1",-2.5,-2.3,-1.9,-2.2,-3.8,-4.5,-1.2,-4,-5.4,-8.4,-12.9,-16,-18.7,-12.9,-5.3,-10.5,-8,-9.9,-14.2,-18.1,-22.3,-19.4,-15.6,-15.4,-20.7,-26.1,-31.7,-30.6,-31.3,-31.2,-30.6,-37.7,-35.8,-38.1,-50.1,-54.8,-66.6,-81,-74.8,-59.4,-79.7,-111.9,-116
"93","82","        Owner-occupied housing","W307RC1",-0.8,-0.7,-0.6,-0.7,-1.2,-1.4,-0.4,-1.2,-1.7,-2.8,-4.5,-5.9,-7.1,-5,-2,-3.9,-2.8,-3.4,-5.1,-7,-9.1,-8.7,-7.5,-7.8,-10.6,-13.2,-15.9,-15.3,-16.1,-16.7,-17,-21.9,-21,-23.3,-32.1,-35.1,-44.6,-55.3,-51.5,-40,-53.1,-65.9,-66.8
"94","83","        Persons","W308RC1",-1.7,-1.6,-1.3,-1.5,-2.6,-3,-0.8,-2.7,-3.6,-5.6,-8.3,-10.1,-11.6,-7.9,-3.3,-6.7,-5.2,-6.5,-9.1,-11.1,-13.1,-10.7,-8.2,-7.7,-10.1,-12.9,-15.8,-15.4,-15.2,-14.4,-13.6,-15.8,-14.8,-14.8,-18,-19.7,-22,-25.6,-23.4,-19.3,-26.6,-46,-49.1
"95","84","      Nonprofit institutions","W309RC1",-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.5,-0.2,-0.4,-0.3,-0.5,-0.8,-1,-1.3,-1.1,-0.9,-0.9,-1.1,-1.2,-1.3,-1.2,-1.3,-1.3,-1.4,-1.8,-1.8,-2,-2.4,-2.6,-3.3,-4.2,-3.8,-3.1,-4.3,-5.2,-5.1
"96","85","    Government","W310RC1",-0.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-9.8,-5.7,-6,-4.4,-3.6,-2.9,-4,-5.4,-4.3,-4.4,-3.5,-3.1,-3.7,-4.1,-4.3,-2.9,-4.9,-6.8,-6.7,-7.8,-7.5,-6.7,-5.8,-12.3,-14.3,-15.3
"97","86","      Federal","W311RC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","87","      State and local","W312RC1",-0.5,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-9.8,-5.7,-6,-4.4,-3.6,-2.9,-4,-5.4,-4.3,-4.4,-3.5,-3.1,-3.7,-4.1,-4.3,-2.9,-4.9,-6.8,-6.7,-7.8,-7.5,-6.7,-5.8,-12.3,-14.3,-15.3
"99","88","    Rest of the world","W313RC1",-0.2,-0.1,-0.1,-0.1,-0.3,-0.4,-0.1,-0.5,-0.7,-1.2,-2.1,-2.7,-3.6,-1.4,-0.5,-0.9,-0.5,-0.5,-0.7,-0.7,-0.7,-0.5,-0.4,-0.5,-0.7,-0.7,-0.9,-1.1,-1.2,-1.4,-1.4,-1.8,-1.7,-1.7,-1.9,-1.8,-2.2,-3,-2.5,-2.3,-2.8,-3.6,-4.8
"100","89","  Imputed interest received","W360RC1",-7.8,-7.1,-5.6,-6.4,-11.2,-13.6,-3.7,-11.2,-14.6,-22.5,-34.6,-43.6,-53.6,-37.4,-15.6,-31.6,-26.1,-38.6,-49,-61.1,-70.5,-60.3,-47,-46.9,-61.3,-72,-83,-78.2,-80.7,-84.3,-86.1,-105.3,-99.2,-103.7,-129.1,-135.8,-164.1,-200.3,-184.2,-154.3,-205.9,-255.2,-267.7
"101","90","    Domestic corporate business, financial","W361RC1",-7.8,-7.1,-5.6,-6.4,-11.2,-13.6,-3.7,-11.2,-14.6,-22.5,-34.6,-43.6,-53.6,-37.4,-15.6,-31.6,-26.1,-38.6,-49,-61.1,-70.5,-60.3,-47,-46.9,-61.3,-72,-83,-78.2,-80.7,-84.3,-86.1,-105.3,-99.2,-103.7,-129.1,-135.8,-164.1,-200.3,-184.2,-154.3,-205.9,-255.2,-267.7
"102","91","      Banks, credit agencies, and investment companies","W362RC1",-7.8,-7.1,-5.6,-6.4,-11.2,-13.6,-3.7,-11.2,-14.6,-22.5,-34.6,-43.6,-53.6,-37.4,-15.6,-31.6,-26.1,-38.6,-49,-61.1,-70.5,-60.3,-47,-46.9,-61.3,-72,-83,-78.2,-80.7,-84.3,-86.1,-105.3,-99.2,-103.7,-129.1,-135.8,-164.1,-200.3,-184.2,-154.3,-205.9,-255.2,-267.7
"103",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","92","  Net interest (93+97+98+99)","B060RC1",31.8,38.1,42.6,46.6,53.7,69,79.7,83.5,98.9,112.6,135.4,176.4,225.5,263.8,277.6,318.3,332.7,358.4,359,378.9,427.9,437.5,410.9,380.4,357.4,355,351.3,362.5,398.3,470.8,472.7,527.9,531.4,494.9,490.1,446.3,526.2,634.3,712.8,848.1,624.5,550.9,509.8
"105","93","    Domestic business (2+44+71-26-50-90)","A1626C1",17.2,22.2,24,25.7,31,42.3,47.8,45.6,53.5,61.6,75.5,103.1,135.1,155.6,156.7,185.1,194.3,213.3,213.3,225.7,267.2,261,231.4,195.8,181.3,187.3,175.2,182.8,216.6,278.3,269.3,312,303.2,241.7,219,168.7,226,309.8,383,515.8,327.3,293.8,280.2
"106","94","      Corporate (3+44+72-27-51-90)","W499RC1",6.8,10.2,10.2,10,11.5,18.9,21.5,16.7,21.2,25.1,31.5,50.5,71,82.7,78.9,90,88.1,97.7,100,101.4,123.8,119,95.4,73.3,66.2,67.8,57.7,60.7,85.6,133.6,130.4,155.2,141.2,104.7,85.4,33.3,44.8,102.5,145.4,316.7,173.9,165.5,165.9
"107","95","      Sole proprietorships and partnerships (8+75-30-54)","B1649C1",5.1,6,7.2,8.4,11.2,14,15.5,17.1,19.3,22.1,28.1,34.5,44,50.8,54.1,68.6,76.2,81.8,77.3,85.8,101.9,98.7,91.9,82.4,79.9,86.5,85.2,90.7,99.8,113.5,106.7,122.7,127.4,101.6,98.1,96.9,139,160.3,186.1,143.6,100.3,78.9,66.8
"108","96","      Other private business (11+78-31-57)","B1657C1",5.3,5.9,6.6,7.3,8.3,9.4,10.9,11.8,13.1,14.4,16,18.1,20.2,22.1,23.8,26.4,30,33.8,36.1,38.6,41.6,43.3,44.1,40.1,35.2,32.9,32.3,31.5,31.3,31.2,32.2,34.1,34.6,35.4,35.6,38.5,42.2,46.9,51.5,55.5,53.1,49.4,47.5
"109","97","    Owner-occupied housing (16+82-60)","W318RC1",14.5,15.9,18.2,21,24,27.5,32.1,36.1,42.6,50.3,60.2,71.5,83.3,99.3,112.7,125.6,142.2,156.6,165.9,176.2,190.2,205,211.9,213.6,204.7,204.9,221.9,231.3,246.2,257.7,276.1,303.2,324.9,341.2,348.2,371.9,423.9,491.2,538.9,547.2,488.8,434,401.1
"110","98","    Nonprofit institutions (18+84)","B1131C1",0.6,0.7,0.8,0.8,0.9,1.1,1.4,1.4,1.5,1.9,2.3,3,3.7,4.8,5.9,7.7,7.5,8.6,8.7,9.7,10.4,10.8,11.4,11.9,13.8,12.7,13.4,14.5,15.2,15.6,15.9,15.8,15.8,15.2,14.2,13.4,12.3,11.2,11.4,11.8,9.8,8.2,7.5
"111","99","    Rest of the world (22+48+88-38-69)","A1627C1",-0.5,-0.7,-0.3,-1,-2.3,-1.9,-1.6,0.3,1.2,-1.2,-2.6,-1.2,3.4,4.1,2.2,-0.1,-11.3,-20.1,-29,-32.8,-39.9,-39.4,-43.8,-41,-42.4,-49.9,-59.2,-66.2,-79.7,-80.9,-88.5,-103.2,-112.6,-103.2,-91.4,-107.7,-135.9,-177.8,-220.5,-226.7,-201.4,-185.1,-179
"112","100","  Net interest paid by government (19+85-35-66)","A085RC1",14.1,15.9,16.8,18.1,21.3,23.1,25.9,32.1,34.7,39.5,45.7,54.7,73.4,87.5,99.5,121.9,133.8,135.5,153,164.4,185.3,203.2,222.3,230.5,233.7,244.8,270,274.6,277.8,279.1,261.6,256,241.3,225.6,216.9,223.6,249.9,263.1,291.4,288.2,251.6,282,330.9
"113","101","  Personal interest payments (17+83)","B069RC1",14,15.2,16.6,18.1,19.8,21.2,23.7,23.9,27,31.9,36.2,43.6,49.3,59.5,69.2,77,89.4,94.5,91.7,94,103.9,111.3,115,111.3,107,113,130.6,147.3,159.7,169.5,176.5,200.3,203.7,191.3,182.7,190.3,210.8,230.1,260.9,245.6,217.1,183.8,168
"114","102","  Personal interest income (92+100+101) or (32+61+65)","A064RC1",59.9,69.2,75.9,82.8,94.8,113.2,129.3,139.5,160.6,184,217.3,274.7,348.3,410.8,446.3,517.2,555.8,588.4,603.6,637.3,717,751.9,748.2,722.2,698.1,712.7,751.9,784.4,835.8,919.3,910.9,984.2,976.5,911.9,889.8,860.2,987,1127.5,1265.1,1382,1093.3,1016.6,1008.8
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","1. Excludes interest paid or received by government enterprises, which is included in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","government sector.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2. Consists of interest paid on the deposit liabilities of commercial and mutual savings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","banks, savings and loan associations, and credit unions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","3. Consists of nonmortgage interest paid by households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","4. Interest received by nonfinancial sole proprietorships and partnerships is considered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","interest received by persons and is included in line 32.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","5. Beginning with October 2002, includes the Uniformed Services Retiree Health Care Fund.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","6. Includes nonprofit institutions primarily serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Note. In this table, imputed interest paid (line 41) is the sum of (1) premium supplements paid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","to property and casualty insurance carriers by households and institutions, governments,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","domestic business, and the rest of the world as a measure of imputed services provided to these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","sectors by the property and casualty insurance providers, (2) the difference between the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","property income received by financial intermediaries from the investment of depositors' or",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","beneficiaries' funds and the interest paid by them to business, households and institutions,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","governments, and the rest of the world, and (3) the imputed services provided to these sectors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","in the role of borrowers of financial services; these services are included as negative amounts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","paid by the borrowers and received by the financial intermediaries.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
