"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46"
"72","65","      Hospital and nursing home services","DHPNRG3",9.159,9.897,10.285,10.795,11.432,12.576,13.933,15.207,16.416,17.873,19.761,22.312,25.331,28.668,31.663,34.226,36.279,38.273,40.79,44.326,49.026,54.029,59.072,63.937,67.692,70.125,72.817,75.033,76.113,77.155,78.777,81.284,84.176,87.289,91.974,96.353,100,104.152,107.995,111.35,114.795,118.017,120.594
"73","66","        Hospitals (51)","DHSPRG3",8.608,9.298,9.653,10.139,10.746,11.797,13.096,14.349,15.536,16.911,18.729,21.253,24.278,27.719,30.842,33.513,35.653,37.777,40.413,44.177,49.248,54.616,60.152,65.63,69.78,72.312,74.871,76.679,77.315,77.883,79.231,81.331,83.742,86.811,91.859,96.345,100,104.386,108.026,111.215,114.58,117.975,120.502
"74","67","        Nursing homes (52)","DNRSRG3",13.081,14.16,14.783,15.467,16.313,18.119,19.885,21.298,22.66,24.701,27.074,29.795,32.741,35.237,37.283,39.146,40.677,41.924,43.769,46.049,48.822,52.077,54.841,56.914,58.922,60.931,64.21,68.128,71.053,74.073,76.87,81.174,86.278,89.6,92.525,96.397,100,102.994,107.852,112.042,115.896,118.217,121.059
"75","68","    Transportation services","DTRSRG3",20.263,21.829,23.362,24.251,25.324,27.494,30.534,32.811,35.088,37.41,40.737,47.285,53.036,55.974,58.098,60.391,61.583,62.2,64.836,67.866,70.85,73.558,75.577,77.725,80.428,81.409,83.206,84.255,86.122,87.639,88.947,91.616,92.634,93.063,95.06,96.456,100,104.217,106.643,112.467,115.663,118.125,121.355
"76","69","      Motor vehicle services","DMVSRG3",19.062,20.337,21.665,22.53,23.733,26,29.149,31.183,33.438,36.031,39.531,43.6,47.593,51.134,53.358,55.198,56.785,58.92,61.352,63.747,66.337,68.895,71.567,73.779,76.03,78.284,80.272,81.831,82.978,84.561,86.305,88.718,91.642,94.08,95.78,97.149,100,103.514,106.313,111.167,116.864,117.724,119.333
"77","70","        Motor vehicle maintenance and repair (60)","DVMRRG3",17.447,18.741,20.092,20.974,22.144,24.378,27.493,29.488,31.706,34.28,37.595,41.442,45.217,48.526,50.564,52.168,53.535,55.155,57.191,59.482,61.86,64.262,66.968,69.417,71.442,73.334,75.013,76.938,78.919,80.844,83.066,85.705,88.685,91.933,94.53,96.733,100,104.211,107.752,112.971,117.59,119.846,122.33
"78","71","        Other motor vehicle services (61)","DOVSRG3",27.09,27.49,27.914,28.207,29.2,30.833,32.994,34.567,36.246,37.961,41.789,46.305,50.722,54.962,57.984,61.114,63.861,69.156,73.827,76.258,79.652,82.601,84.431,85.088,88.088,91.58,94.544,94.928,93.852,94.595,95.186,97.105,99.929,100.289,99.442,98.349,100,101.64,102.558,106.508,114.881,112.125,111.468
"79","72","      Public transportation","DPUBRG3",24.022,26.333,28.425,29.412,30.235,32.327,35.318,38.256,40.713,42.568,45.702,58.194,68.477,69.978,71.921,75.455,75.547,71.873,75.1,79.954,84.082,87.233,87.502,89.506,93.518,90.791,92.022,91.52,95.623,96.931,96.911,100.341,95.713,90.293,93.121,94.592,100,106.157,107.554,116.048,112.613,119.218,126.78
"80","73","        Ground transportation (63)","DGRDRG3",15.636,17.382,18.834,19.661,19.965,21.071,23.1,24.988,26.73,28.162,30.26,35.029,41.045,45.149,47.352,50.23,52.128,55.792,57.365,59.603,61.411,64.379,67.482,70.223,71.106,71.758,72.562,77.958,79.208,79.86,79.859,81.859,84.413,86.593,91.567,95.994,100,104.687,106.302,111.349,116.091,121.045,126.731
"81","74","        Air transportation (64)","DAITRG3",30.05,32.353,34.76,35.596,37.066,40.128,43.7,47.392,50.226,52.208,56.023,75.79,89.427,87.374,88.707,92.504,90.816,81.028,85.377,92.055,97.787,100.926,98.871,100.149,106.529,101.141,102.594,97.81,103.731,105.243,105.375,110.363,101.647,91.423,93.586,93.617,100,107.347,108.712,119.895,111.751,119.781,129.187
"82","75","        Water transportation (65)","DWATRG3",38.275,41.374,43.575,45.52,47.519,51.445,56.241,60.58,65.03,69.95,73.497,78.645,82.809,86.255,89.253,91.991,95.345,100.208,102.75,104.247,108.253,113.111,117.721,121.446,124.833,127.594,131.497,134.911,138.516,145.455,140.87,125.982,114.003,109.479,100.429,98.806,100,99.63,99.379,97.016,88.041,89.032,88.222
"83","76","    Recreation services","DRCARG3",22.473,23.51,24.544,25.173,26.067,27.874,29.93,31.411,32.914,34.882,37.186,39.997,42.547,44.866,46.814,48.837,50.945,52.914,54.965,57.074,59.911,63.182,66.467,68.53,70.725,72.235,73.827,76.287,78.753,80.703,83.298,86.522,89.358,91.929,94.755,97.266,100,103.384,106.274,109.555,111,112.181,114.064
"84","77","      Membership clubs, sports centers, parks, theaters, and museums (82)","DRLSRG3",19.956,21.343,22.435,23.163,24.068,25.866,27.909,29.578,31.276,33.385,35.534,37.942,40.092,42.343,44.473,46.529,48.676,51.014,53.182,55.142,58.134,61.2,64.294,66.017,67.807,70.103,71.744,74.281,76.631,78.537,82.164,86.013,89.3,91.734,95.123,97.41,100,103.604,106.929,109.775,111.345,111.773,111.758
"85","78","      Audio-video, photographic, and information processing equipment services (parts of 77 and 93)","DAVPRG3",28.027,27.97,28.628,28.836,29.257,30.316,31.94,32.777,33.448,34.852,36.749,39.372,41.672,43.705,45.212,47.072,49.246,51.167,53.224,55.506,58.278,61.902,66,68.761,71.907,72.151,73.415,76.33,80.021,82.791,84.632,87.026,89.287,92.991,95.577,98.033,100,103.179,104.73,107.14,109.297,110.372,112.597
"86","79","      Gambling (91)","DGAMRG3",20.708,21.924,22.856,23.604,25.091,27.837,30.382,32.158,34.235,36.575,40.002,44.35,48.473,51.31,53.419,55.603,57.48,58.537,60.479,62.715,65.385,68.676,71.194,73.059,74.951,76.561,78.431,80.55,82.266,83.488,85.34,88.188,90.668,92.128,94.233,96.743,100,103.236,106.295,110.356,109.962,111.778,115.292
"87","80","      Other recreational services (81, 94, and part of 92)","DOTRRG3",22.401,23.285,24.978,25.776,26.701,28.806,31.062,32.637,34.387,36.282,38.473,41.261,43.842,46.239,48.067,49.95,51.862,53.765,55.258,57.042,59.535,62.246,64.915,66.472,67.931,69.651,71.309,72.962,74.437,76.185,78.731,82.838,86.51,89.444,92.865,96.278,100,103.557,107.793,112.603,116.425,118.819,122.312
"88","81","    Food services and accommodations","DFSARG3",18.122,19.461,20.499,21.258,22.711,25.337,27.62,29.447,31.58,34.341,38.048,41.734,45.461,48.061,50.136,52.397,54.65,56.89,59.204,61.75,64.546,67.501,70.196,71.686,73.092,74.375,76.13,78.181,80.499,82.656,84.792,87.162,89.647,91.821,93.775,96.894,100,103.365,107.41,111.62,114.211,115.765,118.699
"89","82","      Food services","DFSERG3",18.715,20.096,21.184,21.99,23.543,26.362,28.773,30.652,32.849,35.618,39.378,43.068,46.83,49.288,51.381,53.542,55.684,57.96,60.164,62.638,65.465,68.47,71.112,72.554,73.874,75.07,76.719,78.606,80.786,82.779,84.834,86.974,89.648,92.104,94.141,96.992,100,103.197,106.996,111.691,115.599,117.15,120.048
"90","83","        Purchased meals and beverages (102)","DPMBRG3",18.712,20.092,21.183,21.987,23.531,26.34,28.747,30.62,32.811,35.574,39.321,42.997,46.752,49.208,51.299,53.459,55.603,57.883,60.084,62.559,65.382,68.385,71.037,72.481,73.803,75,76.648,78.535,80.715,82.717,84.777,86.946,89.665,92.126,94.124,96.982,100,103.192,107,111.707,115.595,117.102,119.969
"91","84","        Food furnished to employees (including military) (103)","DFOORG3",19.197,20.623,21.683,22.553,24.331,27.44,29.994,32.022,34.407,37.374,41.488,45.539,49.541,52.109,54.29,56.5,58.639,60.835,63.154,65.623,68.561,71.679,73.99,75.352,76.609,77.784,79.456,81.317,83.516,85.175,87.026,88.072,88.973,91.25,94.78,97.4,100,103.416,106.877,111.14,115.754,118.83,122.873
"92","85","      Accommodations (104)","DACCRG3",13.832,14.875,15.52,15.891,16.561,17.704,19.005,20.46,22.115,24.852,28.203,31.931,35.446,39.222,41.207,44.293,47.395,49.383,52.521,55.602,58.192,60.792,63.903,65.761,67.808,69.738,72.267,75.496,78.738,81.979,84.653,88.538,89.741,89.943,91.332,96.252,100,104.419,109.991,111.268,106.168,107.742,110.858
"93","86","    Financial services and insurance","DIFSRG3",17.749,18.66,19.779,20.991,21.487,23.208,24.926,25.932,27.924,31.609,33.331,35.909,38.623,40.852,44.791,47.623,49.655,52.432,53.824,57.095,59.093,62.045,64.777,69.662,70.439,71.599,74.446,77.453,82.042,83.994,84.833,85.582,85.099,87.439,91.399,96.478,100,102.262,106.822,110.197,108.99,116.468,118.374
"94","87","      Financial services","DFNLRG3",24.763,25.87,26.542,27.836,28.474,32.519,35.825,35.86,36.978,43.026,46.408,51.072,54.317,55.198,59.81,61.289,63.691,69.53,72.859,75.463,73.981,75.483,79.366,85.995,82.918,82.307,84.396,85.618,90.879,92.399,91.909,91.392,89.661,91.799,94.412,97.266,100,102.134,106.2,110.018,106.635,116.207,117.31
"95","88","        Financial services furnished without payment (107)","DIMPRG3",21.32,22.729,22.368,23.251,24.432,29.008,31.608,31.063,32.095,37.479,40.594,43.661,45.254,44.328,49.017,50.643,52.514,58.024,62.384,64.982,61.879,63.045,67.308,74.956,70.018,71.111,72.589,73.772,79.922,84.4,86.816,90.108,89.311,92.629,95.815,97.656,100,101.12,105.499,111.116,109.201,124.726,123.737
"96","89","        Financial service charges, fees, and commissions (108)","DOFIRG3",29.358,29.388,33.263,35.59,33.971,34.163,39.264,42.087,43.09,49.46,52.524,62.197,70.845,78.441,80.998,81.295,84.938,90.129,89.015,91.043,94.877,97.075,99.143,102.039,104.026,99.354,102.642,103.841,106.884,103.036,98.243,92.991,90.157,90.902,92.882,96.838,100,103.189,106.941,108.889,103.951,107.22,110.568
"97","90","      Insurance","DINSRG3",10.941,11.575,12.67,13.605,13.936,14.228,14.837,16.182,18.317,20.099,20.645,21.693,23.639,26.157,29.158,32.665,34.221,34.281,33.943,37.511,42.027,45.82,47.409,50.485,54.361,57.03,60.445,65.241,68.883,71.347,74.035,76.705,78.144,80.794,86.782,95.253,100,102.463,107.862,110.43,113.345,116.909,120.28
"98","91","        Life insurance (110)","DLIFRG3",12.455,13.203,13.784,14.505,15.298,16.417,17.602,18.984,20.73,22.479,24.13,26.126,27.813,29.496,31.728,33.722,36.869,40.062,42.96,45.539,47.552,50.317,52.291,55.271,57.315,59.01,61.213,65.06,68.565,72.374,75.94,81.478,81.772,88.036,91.638,96.086,100,102.849,105.986,105.899,107.297,109.546,110.923
"99","92","        Net household insurance (111)","DFINRG3",8.559,9.041,10.008,10.409,10.388,9.373,9.525,11.256,12.61,12.888,13.762,15.421,16.942,18.84,20.601,21.516,22.815,25.143,26.554,28.276,29.784,30.449,31.485,32.586,35.068,37.767,42.253,45.789,50.696,51.431,54.601,58.582,64.257,71.582,89.129,95.114,100,101.265,106.255,110.12,112.85,116.271,119.578
"100","93","        Net health insurance (112)","DHINRG3",9.179,9.411,10.903,12.497,12.543,12.349,12.396,12.906,16.04,18.542,17.262,17.199,19.982,24.444,28.887,34.644,34.374,29.811,25.544,30.113,37.497,43.353,44.042,46.266,50.867,53.899,58.633,64.808,70.132,71.424,72.769,75.068,77.188,77.688,84.408,96.133,100,103.713,109.094,112.953,116.626,121.236,125.273
"101","94","        Net motor vehicle and other transportation insurance (116)","DTINRG3",11.724,12.794,14.171,14.56,14.671,14.659,15.347,17.935,19.138,20.021,21.831,23.159,24.078,24.733,26.819,29.481,31.632,34.669,36.693,39.857,43.088,45.013,47.77,53.1,59.23,63.002,65.743,69.625,70.291,73.215,77.263,76.615,77.713,80.107,85.969,92.212,100,99.198,107.793,111.145,114.608,117.826,122.791
"102","95","    Other services","DOTSRG3",18.372,19.258,20.394,21.438,22.699,25.153,26.957,28.641,30.113,31.693,33.993,37.081,40.878,44.059,46.546,48.915,50.697,53.356,54.645,56.932,59.079,61.487,64.425,67.157,69.488,72.091,74.478,76.638,78.785,80.393,82.356,83.94,86.537,89.91,93.232,96.358,100,103.42,106.437,110.877,113.516,116.377,118.613
"103","96","      Communication","DCOMRG3",50.649,51.211,54.491,57.597,58.986,62.249,64.245,68.021,68.829,70.131,70.345,71.421,78.847,87.033,91.892,97.829,101.329,104.404,102.21,102.215,102.457,102.222,104.363,104.56,105.018,106.921,107.361,107.628,108.229,107.394,105.315,102.329,101.387,102.241,102.274,100.762,100,100.025,97.641,99.298,101.138,101.087,99.903
"104","97","        Telecommunication services (71)","DTCSRG3",57.469,58.14,60.994,64.428,66.076,68.867,71.092,73.62,74.457,75.295,75.037,76.304,83.576,92.078,97.883,105.013,108.099,111.577,108.888,107.593,107.419,107.087,107.953,108.02,108.545,110.805,110.366,110.56,111.089,109.74,107.218,103.897,102.175,102.719,102.262,100.707,100,100.617,102.394,104.039,105.512,104.919,103.252
"105","98","        Postal and delivery services (68)","DPSSRG3",16.833,16.955,19.82,21.042,21.337,24.664,25.408,32.061,32.571,35.251,37.203,37.32,43.752,48.988,49.111,49.249,53.519,54.387,54.561,59.735,61.745,62.018,70.325,71.423,71.733,72.024,78.616,78.894,79.135,79.662,82.303,83.064,86.803,91.502,96.353,98.531,100,105.959,109.718,117.086,118.649,125.284,132.624
"106","99","        Internet access (72)","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.154,160.257,151.607,144.437,133.542,123.168,112.226,98.456,93.706,96.431,100.195,107.211,103.924,100.654,102.53,103.405,104.281,101.715,100,95.635,76.534,77.251,79.976,80.495,79.743
"107","100","      Education services","DTEDRG3",7.808,8.349,8.794,9.247,9.95,11.256,12.243,13.136,13.992,14.729,16.019,17.802,19.889,22.132,24.025,26.1,28.072,30.008,32.126,34.519,36.976,39.537,42.827,46.458,49.907,52.923,55.887,58.848,61.687,64.498,67.717,71.029,74.828,79.652,85.827,93.153,100,106.339,112.353,118.826,125.365,131.239,137.481
"108","101","        Higher education (97)","DHEDRG3",7.1,7.598,8.073,8.52,8.987,9.762,10.486,11.209,11.947,12.605,13.613,14.909,16.757,19.013,20.992,23.141,25.248,27.287,29.345,31.576,34.075,36.828,40.566,44.929,49.144,52.587,55.746,58.913,61.908,64.525,67.077,69.853,73.407,78.416,84.984,93.034,100,106.701,113.406,120.419,127.674,134.31,141.043
"109","102","        Nursery, elementary, and secondary schools (98)","DNEHRG3",6.641,7.216,7.571,7.958,9.053,10.91,12.15,13.215,14.002,14.465,15.754,17.661,19.67,21.853,23.671,25.695,27.663,29.723,32.129,34.85,37.542,40.443,43.573,46.727,49.837,52.728,55.989,58.748,61.766,65.721,69.674,74.235,78.774,83.875,89.001,94.324,100,105.722,111.218,117.275,122.911,127.629,132.12
"110","103","        Commercial and vocational schools (99)","DVEDRG3",14.497,15.069,15.486,16.072,16.895,19.885,21.648,22.977,24.612,26.478,29.321,33.579,36.994,38.562,39.46,40.659,41.448,42.278,43.924,46.393,48.25,49.444,51.067,52.33,53.169,54.705,56.544,59.044,61.146,63.362,68.017,71.854,75.752,79.679,85.54,92.346,100,105.685,109.786,114.801,119.711,123.992,130.147
"111","104","      Professional and other services (121)","DPRSRG3",10.659,11.498,12.252,13.108,14.074,15.345,16.463,17.475,18.596,19.875,21.631,24.547,27.657,30.894,34.559,37.373,39.557,41.962,44.873,46.751,49.242,52.421,55.295,57.908,60.21,62.478,64.84,67.428,70.251,73.522,76.957,80.661,84.576,88.671,92.398,95.985,100,104.657,109.015,113.537,116.707,120.494,124.07
"112","105","      Personal care and clothing services (14 and parts of 17 and 118)","DPERRG3",19.194,20.153,20.798,21.178,22.232,24.483,26.493,28.237,30.091,32.726,36.226,40.31,44.225,47.132,49.232,51.646,53.94,55.938,57.989,60.449,63.385,65.906,68.339,70.141,72.16,73.947,75.599,77.247,79.634,80.912,83.045,85.8,89.307,91.394,93.603,96.323,100,103.587,107.292,112.528,116.095,118.667,121.106
"113","106","      Social services and religious activities (120)","DSOCRG3",18.31,18.998,19.972,20.912,22.083,25.189,27.447,29.04,30.916,32.985,36.215,40.904,44.762,46.749,47.964,49.556,50.674,52.072,53.962,57.008,59.737,62.303,64.983,67.14,69.059,70.996,73.27,75.412,77.456,79.894,82.305,86.027,88.449,91.156,93.745,96.172,100,103.313,106.644,109.448,110.916,112.864,115.301
"114","107","      Household maintenance (parts of 31, 33, and 36)","DHHMRG3",18.511,19.928,21.085,22.067,23.421,25.703,27.782,30.722,32.93,35.387,38.745,42.017,45.717,48.644,50.128,51.887,53.824,55.277,56.476,58.319,59.815,61.389,64.715,67.024,68.993,70.29,72.613,74.762,76.676,78.805,81.208,84.717,88.398,91.341,93.761,96.114,100,103.647,106.45,109.926,110.544,110.759,111.804
"115","108","      Net foreign travel","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","109","        Foreign travel by U.S. residents (129)","DFTRRG3",23.192,23.535,25.748,27.344,29.916,36.211,39.824,40.611,43.066,44.892,49.986,56.258,59.666,57.245,55.276,53.195,51.592,56.777,55.577,58.978,59.603,63.246,67.254,70.417,70.808,72.935,75.101,77.054,77.981,76.182,78.318,78.896,79.809,82.522,87.676,93.653,100,104.244,111.365,120.878,112.217,118.842,124.387
"117","110","        Less: Expenditures in the United States by nonresidents (130)","DEXFRG3",18.265,19.372,20.113,20.799,21.977,23.882,25.723,27.632,29.528,32.094,35.188,39.491,43.65,47.17,49.552,52.346,54.859,56.682,59.46,61.807,63.893,67.446,71.754,73.593,74.632,75.348,76.523,78.534,80.462,81.511,83.689,87.668,88.455,88.578,91.274,95.305,100,104.743,108.989,114.267,111.227,115.08,120.946
"118","111","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",58.741,61.288,64.65,67.295,71.619,81.958,89.546,94.29,100.753,107.406,117.967,129.175,136.036,129.745,120.737,115.96,113.669,110.277,108.474,107.58,101.124,93.224,86.71,79.295,75.345,75.277,75.342,76.694,79.886,85.133,88.159,93.017,97.315,98.099,96.591,96.201,100,102.059,103.546,104.295,101.118,100.042,100.644
"119","112","    Gross output of nonprofit institutions (133) \2\","DNPERG3",15.062,16.045,16.815,17.608,18.735,20.988,23.099,24.893,26.752,28.785,31.674,35.46,39.333,42.395,44.679,46.837,48.715,50.416,52.627,55.728,58.789,61.572,64.43,66.768,68.823,70.802,72.81,74.808,76.723,79.02,81.18,84.378,87.612,90.204,93.109,96.179,100,103.621,106.839,109.591,111.062,113.078,115.204
"120","113","    Less: Receipts from sales of goods and services by nonprofit institutions (134) \3\","DNPSRG3",9.822,10.551,11.029,11.577,12.317,13.686,15.103,16.411,17.671,19.074,21.001,23.685,26.723,29.951,32.814,35.353,37.464,39.565,42.07,45.461,49.7,54.116,58.674,63.094,66.605,69.109,71.65,73.825,75.369,76.843,78.741,81.424,84.313,87.495,91.91,96.172,100,104.144,107.976,111.484,114.802,118.042,120.77
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","government, and the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","3. Excludes unrelated sales, secondary sales, and sales to business, government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","and the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Note.  The figures in parentheses are the line numbers of the corresponding items in table 2.5.4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
