"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"117","34","  Furnishings, household equipment, and routine household maintenance","DFHHRG3",57.411,57.684,57.898,58.087,58.261,58.536,58.655,59.032,59.138,59.256,59.419,59.777,59.855,60.061,60.451,60.91,61.26,61.706,61.984,62.344,62.697,63.207,63.599,63.936,64.268,64.747,65.081,65.388,65.559,65.812,66.097,66.395,66.604,67.038,67.733,68.044,68.635,69.348,70.045,70.544,71.047,71.578,71.942,72.438,73.101,73.489,73.767,74.046,74.497,75.291,75.72,76.227,76.58,77.03,77.555,77.863,78.437,78.787,79.301,79.474,79.906,80.594,80.779,81.088,81.532,81.781,82.071,81.826,81.921,82.527,82.504,82.765,83.06,83.215,83.529,83.828,83.591,83.876,84.248,83.923,84.093,84.211,84.533,84.738,84.727,84.709,84.794,85.218,85.21,85.282,85.171,85.343,85.968,85.831,86.033,86.16,86.117,86.687,86.757,87.15,87.13,86.965,86.726,86.887,86.847,87.354,87.666,87.737,87.718,87.61,87.924,87.828,87.83,88.165,88.448,88.352,88.668,88.734,88.537,89.086,89.059,89.615,89.654,89.992,89.821,89.873,90.035,90.132,90.53,90.408,90.14,90.065,90.352,90.365,91.092,91.527,91.573,91.715,91.848,91.776,92.174,92.355,92.56,92.532,92.749,92.642,92.309,92.514,92.624,92.77,93.119,93.3,93.585,93.753,93.602,93.201,93.639,94.268,94.287,94.304,94.499,94.352,94.775,94.578,94.834,95.246,94.734,94.701,94.991,95.839,95.678,95.834,96.276,95.775,96.253,96.224,96.48,96.378,96.335,96.104,96.669,97.059,97.125,97.26,97.191,97.113,97.516,97.365,97.106,97.279,97.624,96.987,96.88,97.182,97.365,97.765,97.805,97.781,97.585,97.867,98.118,98.368,98.738,98.599,98.835,98.613,98.625,98.656,99.123,99.404,99.592,99.39,99.134,99.137,98.978,98.539
"118","35","  Health","DHLTRG3",17.297,17.41,17.571,17.71,17.821,17.933,18.027,18.114,18.236,18.316,18.423,18.527,18.69,18.849,18.968,19.078,19.188,19.258,19.44,19.628,19.731,19.931,20.158,20.228,20.478,20.617,20.731,20.834,20.949,21.071,21.248,21.434,21.588,21.79,21.994,22.212,22.462,22.797,22.99,23.203,23.358,23.556,23.796,24.041,24.287,24.562,24.783,24.928,25.292,25.505,25.728,25.897,26.059,26.273,26.61,26.953,27.209,27.503,27.843,28.014,28.31,28.517,28.722,28.942,29.093,29.28,29.618,29.926,30.104,30.333,30.619,30.735,31,31.365,31.525,31.676,31.799,31.954,32.21,32.524,32.691,32.913,33.145,33.313,33.537,33.756,33.948,34.122,34.312,34.499,34.67,34.796,34.937,35.153,35.362,35.537,35.708,35.872,36.094,36.259,36.446,36.642,36.771,36.918,37.083,37.224,37.397,37.542,37.745,37.969,38.221,38.409,38.545,38.73,38.907,39.086,39.278,39.512,39.695,39.917,40.137,40.221,40.514,40.742,40.97,41.214,41.435,41.627,41.858,42.044,42.276,42.465,42.76,43.069,43.34,43.657,43.996,44.242,44.56,44.822,45.109,45.432,45.653,45.995,46.288,46.706,47.007,47.308,47.624,47.977,48.301,48.587,48.97,49.243,49.597,49.987,50.168,50.498,50.869,51.238,51.606,51.903,52.307,52.735,53.037,53.399,53.784,54.085,54.422,54.714,55.043,55.321,55.607,55.917,56.208,56.586,56.89,57.17,57.516,57.864,58.2,58.578,58.956,59.263,59.515,59.785,60.079,60.334,60.657,60.968,61.251,61.546,61.83,62.021,62.161,62.344,62.709,62.891,63.158,63.316,63.508,63.668,63.799,63.981,64.273,64.484,64.653,64.842,65.033,65.262,65.545,65.69,65.814,66.103,66.257,66.392
"119","36","  Transportation","DTRNRG3",35.769,36.015,36.279,36.294,36.425,36.456,36.546,36.623,36.766,37.128,37.334,37.687,37.862,37.97,38.052,38.072,38.267,38.493,38.767,39.075,39.395,39.853,40.054,40.422,40.658,41.031,41.74,42.677,43.459,44.372,45.299,46.121,46.911,47.503,48.112,48.882,50.428,51.716,53.018,53.179,53.454,53.414,53.675,54.028,54.477,54.827,55.165,55.519,56.606,58.162,58.916,58.797,58.789,58.863,59.047,59.232,59.554,59.876,60.146,60.194,60.225,59.721,59.302,58.196,58.498,59.795,60.23,60.253,60.12,60.065,59.96,59.581,59.485,58.802,58.573,59.611,60.309,60.444,60.718,61.075,61.074,61.09,61.088,60.958,61.071,61.276,61.464,61.539,61.66,61.448,61.138,61.064,60.932,61.433,61.485,61.377,61.657,61.863,62.195,62.416,62.387,62.65,62.515,62.529,62.617,62.734,62.736,62.845,63,62.252,60.273,58.754,59.194,59.88,59.148,58.586,58.958,58.911,59.135,59.319,60.465,61.066,61.221,61.606,61.645,62.284,62.712,63.23,63.443,63.598,63.691,63.449,63.138,63.046,63.008,63.218,63.318,63.566,63.905,64.402,64.401,64.358,64.411,64.562,65.068,65.631,66.091,67.775,68.094,67.779,67.497,66.906,66.584,66.855,66.704,66.647,68.15,68.11,68.174,68.219,68.05,68.116,68.163,69.763,71.272,72.947,73.097,73.167,72.249,70.937,70.273,70.122,70.674,70.673,70.621,70.92,71.133,71.184,71.312,71.548,71.436,71.272,71.335,71.595,71.672,71.799,72.43,71.903,72.19,72.994,73.205,73.285,73.658,73.786,73.848,73.83,73.542,73.57,73.684,73.764,73.649,74.811,74.804,74.463,74.396,74.714,75.043,75.044,74.793,75.141,75.83,76.897,76.964,77.17,77.412,77.377
"120","37","  Communication","DCMCRG3",70.182,70.179,70.259,70.415,70.412,70.5,70.486,70.635,70.72,70.81,70.931,71.02,70.937,71.089,71.103,71.288,71.233,72.26,72.355,72.516,72.58,72.373,72.446,72.588,72.141,72.04,71.977,71.983,72.084,71.987,72.012,72.2,72.127,71.64,72.594,73.066,72.696,72.37,72.565,72.697,72.997,67.754,74.143,74.262,74.543,74.733,75.267,76.007,76.416,77.033,77.626,79.046,79.313,79.124,80.957,81.923,83.566,84.45,85.933,86.49,86.77,87.15,87.445,88.518,88.924,89.612,89.911,90.102,90.719,91.041,91.216,92.042,93.491,93.803,93.992,93.964,94.371,94.682,94.829,94.933,95.086,94.961,95.586,95.008,98.471,100.489,99.705,100.188,100.247,100.354,100.651,101.022,101.59,101.818,102.147,101.833,101.987,101.646,103.287,103.191,103.32,104.734,105.221,105.588,105.83,105.955,106.3,106.074,106.522,106.717,107.099,107.871,108.041,108.711,108.215,108.249,107.943,108.367,107.509,107.341,106.141,105.955,105.913,106.151,105.853,105.284,105.46,105.715,105.435,105.687,105.576,104.868,104.637,105.219,104.945,106.609,106.587,106.137,105.962,105.34,106.032,106.081,106.017,106.458,106.136,105.998,105.774,106.163,106.612,106.444,106.453,106.403,106.518,106.016,106.208,106.098,106.295,106.413,106.63,106.749,106.536,106.548,104.808,106.061,106.162,106.476,106.474,105.276,106.744,108.231,108.393,108.386,108.402,108.515,108.569,108.671,108.846,108.91,109.213,109.232,109.38,109.326,109.373,109.274,109.274,108.693,108.7,108.562,108.407,108.421,108.398,108.471,108.927,108.883,109.178,108.862,109.165,109.028,109.244,109.597,109.753,109.967,110.016,110.404,110.195,111.739,111.672,111.475,111.522,111.619,111.605,111.675,111.606,111.515,111.423,111.427
"121","38","  Recreation","DRRLRG3",73.999,74.174,74.252,74.393,74.717,75.145,75.34,75.555,75.77,75.938,76.161,76.492,76.863,77.071,77.405,77.958,78.164,78.264,78.553,78.791,79.209,79.542,79.852,80.394,80.891,81.007,81.517,82.125,82.443,82.738,83.05,83.54,83.861,84.208,84.803,84.982,85.567,86.462,87.358,88.07,88.635,89.063,89.573,90.093,90.745,91.14,91.419,91.796,92.495,93.303,93.622,94.127,94.552,94.735,94.897,95.268,95.747,96.253,96.628,96.786,97.219,97.781,98.123,98.338,98.641,99.103,99.558,99.7,99.911,100.475,100.319,100.427,100.515,100.785,101.072,101.165,101.122,101.195,101.107,101.064,101.195,101.706,101.837,101.899,101.973,102.251,102.285,102.708,102.573,102.686,102.857,103.147,103.202,103.343,103.534,103.743,103.967,104.158,104.411,104.561,104.283,104.346,104.437,104.368,104.521,104.806,104.835,104.607,104.976,105.122,104.864,104.938,105.043,105.21,105.084,105.201,105.151,105.25,105.489,105.668,106.223,106.364,106.648,106.787,106.897,106.897,106.756,106.773,107.021,107.334,107.565,107.692,107.959,108.1,108.122,108.6,108.755,108.975,109.044,109.27,109.544,110.034,110.34,110.705,111.369,111.462,111.524,111.603,111.604,112.117,112.314,112.082,112.473,112.709,112.878,113.276,113.723,114.048,114.128,114.225,114.713,114.863,115.165,115.345,115.886,116.026,115.986,115.908,116.439,117.138,117.953,118.019,118.063,118.159,118.005,118.084,118.554,118.658,118.791,118.499,118.382,118.676,119.01,119.486,119.472,119.301,119.466,119.458,119.134,119.236,119.298,119.317,119.37,119.488,119.448,119.806,119.4,119.304,119.31,119.596,119.758,120.106,120.12,120.187,120.105,120.362,120.489,120.207,120.395,120.396,120.482,120.339,120.41,120.496,120.484,120.42
"122","39","  Education","DEDURG3",10.884,10.969,11.066,11.109,11.174,11.275,11.506,11.442,11.411,11.314,11.377,11.45,11.43,11.516,11.592,11.701,11.794,11.892,11.958,12.053,11.972,12.05,12.132,12.211,12.308,12.404,12.498,12.621,12.732,12.869,12.938,13.058,13.17,13.188,13.311,13.443,13.58,13.689,13.825,13.934,14.048,14.182,14.269,14.417,14.75,14.788,14.925,15.042,15.194,15.32,15.445,15.552,15.676,15.812,15.946,16.09,16.474,16.578,16.702,16.817,17.016,17.152,17.294,17.426,17.567,17.711,17.852,17.971,18.159,18.299,18.435,18.557,18.659,18.78,18.899,19.038,19.177,19.307,19.449,19.541,19.387,19.777,19.892,20.039,20.2,20.324,20.543,20.669,20.789,20.924,21.057,21.145,21.4,21.49,21.606,21.737,21.862,22.008,22.122,22.259,22.386,22.521,22.662,22.723,22.941,23.023,23.212,23.365,23.487,23.6,23.714,23.819,23.96,24.095,24.211,24.304,24.525,24.661,24.78,24.904,25.079,25.22,25.372,25.539,25.689,25.862,25.999,26.123,26.162,26.368,26.523,26.699,26.865,27.066,27.241,27.414,27.577,27.746,27.908,28.109,28.194,28.372,28.511,28.66,28.836,29.02,29.212,29.395,29.552,29.661,29.821,29.983,30.19,30.375,30.521,30.655,30.863,31.017,31.2,31.36,31.516,31.723,31.966,32.271,32.329,32.515,32.681,32.873,33.171,33.352,33.548,33.763,33.972,34.194,34.412,34.597,35.292,35.438,35.62,35.819,36.001,36.186,36.438,36.72,36.924,37.153,37.332,37.576,37.859,38.136,38.339,38.603,38.96,39.104,39.276,39.395,39.642,39.841,40.04,40.185,40.358,40.581,40.795,40.967,41.157,41.307,41.578,41.752,41.97,42.162,42.341,42.5,42.838,43.032,43.209,43.37
"123","40","  Food services and accommodations","DFSARG3",26.692,26.834,27.028,27.308,27.533,27.72,27.847,28.028,28.155,28.32,28.441,28.571,28.717,28.97,29.191,29.431,29.72,30.024,30.294,30.601,30.78,31.021,31.284,31.52,31.772,32.116,32.425,32.703,33.077,33.306,33.572,33.795,33.982,34.338,34.597,34.896,35.205,35.454,35.758,35.966,36.24,36.531,36.686,36.938,37.24,37.489,37.788,38.089,38.427,38.919,39.126,39.366,39.599,39.82,40.067,40.304,40.493,40.696,40.836,40.973,41.186,41.336,41.527,41.667,41.852,42.107,42.312,42.478,42.696,42.808,42.943,43.083,43.25,43.345,43.479,43.685,43.813,43.882,43.904,44.092,44.331,44.544,44.705,44.817,45.078,45.267,45.445,45.626,45.827,45.91,46.083,46.275,46.317,46.447,46.576,46.801,46.863,47.119,47.307,47.482,47.756,47.97,48.032,48.21,48.419,48.61,48.773,48.832,48.966,49.12,49.273,49.453,49.654,49.923,50.013,50.143,50.353,50.484,50.714,50.86,51.112,51.214,51.383,51.499,51.621,51.872,52.087,52.162,52.352,52.445,52.648,52.758,53.041,53.241,53.535,53.746,53.903,54.088,54.297,54.462,54.654,54.882,54.937,55.16,55.349,55.599,55.949,56.088,56.307,56.497,56.866,56.916,57.097,57.383,57.566,57.756,57.975,58.227,58.613,58.725,58.949,59.133,59.404,59.565,59.701,59.904,60.022,60.257,60.701,60.853,60.942,61.196,61.389,61.591,61.7,61.841,62.107,62.212,62.066,62.24,62.254,62.36,62.436,62.645,62.716,62.766,62.943,63.058,63.313,63.312,63.342,63.382,63.442,63.512,63.642,63.903,64.062,64.159,64.246,64.274,64.399,64.483,64.563,64.645,64.691,64.685,64.823,65.012,65.15,65.284,65.239,65.331,65.466,65.584,65.769,65.8
"124","41","  Financial services and insurance","DIFSRG3",34.22,34.471,34.655,35.151,35.514,35.912,36.473,36.916,37.234,37.622,37.961,38.003,38.981,39.426,40.022,40.666,40.825,41.012,41.047,41.316,41.437,42.094,42.433,42.168,41.406,40.114,40.461,42.512,44.006,44.366,44.068,44.187,44.371,44.436,43.992,44.277,43.982,44.617,45.344,45.021,45.681,46.03,46.313,46.709,47.341,48.375,49.345,49.524,50.533,50.432,50.467,50.418,50.463,50.052,50.183,49.738,49.45,49.301,49.81,49.633,50.416,50.437,51.044,51.095,51.768,52.143,52.854,53.993,54.397,55.327,55.768,55.893,57.255,57.519,56.956,55.908,55.277,56.005,58.425,60.157,60.989,60.404,59.224,58.244,57.267,59.688,60.712,61.185,61.403,61.797,62.735,63.408,63.061,62.72,62.613,63.805,66.057,66.473,66.855,66.402,66.572,66.259,67.521,68.604,68.091,66.92,66.103,66.71,68.507,69.617,69.773,68.972,68.352,67.969,67.441,66.763,67.076,67.375,66.951,65.809,64.659,64.361,64.123,64.282,64.436,64.34,64.535,64.357,64.769,65.308,65.158,65.49,65.964,65.994,66.323,66.459,66.972,67.811,68.232,68.685,69.051,69.159,69.151,69.117,69.33,69.31,69.514,69.749,69.883,70.053,69.78,69.557,69.568,69.738,69.853,70.147,70.103,70.42,70.132,70.532,70.524,70.868,70.403,70.94,71.314,71.32,71.189,70.739,70.936,69.801,69.449,69.013,69.634,70.185,70.505,70.524,70.97,70.987,70.555,71.082,71.396,71.542,71.914,72.338,72.225,72.43,72.488,72.622,72.859,73.602,73.928,74.393,74.885,74.555,75.074,75.629,76.78,76.484,76.881,77.298,77.908,77.521,77.69,77.257,76.819,77.182,77.695,77.919,77.945,77.957,78.223,77.887,77.973,78.41,78.683,78.664
"125","42","  Other goods and services","DOISRG3",24.176,24.204,24.284,24.366,24.435,24.534,24.658,24.712,24.816,24.971,25.099,25.254,25.379,25.437,25.543,25.61,25.771,25.921,26.253,26.418,26.589,26.759,26.869,26.907,27.151,27.39,27.569,27.671,27.871,27.986,28.185,28.485,28.787,28.956,29.178,29.543,30.028,30.591,31.096,31.297,31.608,32.13,32.127,32.439,32.563,32.702,33.012,33.285,33.553,33.667,33.847,34.124,34.496,34.738,34.839,35.068,35.223,35.52,35.623,35.764,35.892,36.142,36.263,36.475,36.703,36.869,37.053,37.243,37.555,38.061,38.386,38.628,39.103,39.355,39.473,39.648,39.833,39.966,40.397,40.642,40.789,40.819,41.057,41.201,41.471,41.525,41.69,41.796,41.865,42.053,42.288,42.267,42.408,42.505,42.569,42.557,42.746,43.006,43.174,43.323,43.372,43.479,43.698,43.899,43.864,44.002,44.053,44.241,44.472,44.672,44.643,44.832,45.013,45.14,45.42,45.76,45.838,45.961,46.147,46.26,46.674,46.99,47.149,47.22,47.33,47.554,47.88,48.082,48.319,48.507,48.6,48.714,49.247,49.425,49.624,49.778,49.929,50.033,50.508,50.583,50.987,51.335,51.486,51.614,52.193,52.451,52.585,52.832,53.035,53.25,53.601,53.894,53.979,54.078,54.117,54.27,54.729,55.335,55.738,56.015,56.339,56.667,56.873,56.951,57.225,57.462,57.641,57.537,58.342,58.554,58.702,59.228,59.267,59.147,59.736,59.905,60.132,60.364,60.633,60.522,60.849,61.336,61.374,61.425,61.727,61.767,62.107,62.177,62.358,62.563,62.652,62.842,63.282,63.185,63.194,63.471,63.84,63.9,63.992,63.653,63.305,63.408,63.531,63.454,63.581,63.811,64.098,64.223,64.402,64.416,64.627,64.727,64.69,64.834,64.98,64.943
"126","43","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",110.303,110.242,109.863,109.61,109.372,110.698,112.595,113.628,113.91,114.732,114.62,114.852,116.933,115.859,115.957,116.59,117.508,119.445,121.668,119.717,122.573,122.565,120.967,122.863,124.954,124.814,125.377,127.102,127.061,130.53,132.242,133.096,136.371,135.687,137.171,138.401,139.105,138.99,141.526,142.52,145.201,146.865,143.403,142.231,143.439,143.955,145.598,146.244,145.915,147.974,148.998,149.767,153.998,155.188,151.767,150.533,151.364,150.794,148.727,149.318,148.481,146.426,143.442,142.234,142.428,144.804,143.473,141.636,140.84,139.217,138.153,139.144,136.589,133.51,132.029,132.657,131.82,137.496,131.699,129.981,131.548,129.042,128.696,126.786,128.006,127.524,127.156,127.894,127.31,127.176,126.087,125.075,125.781,124.779,123.713,122.613,123.247,123.788,123.065,122.036,122.291,122.739,122.114,122.735,123.642,124.061,125.062,125,123.463,122.596,120.98,119.108,119.361,119.182,118.275,117.994,117.989,118.083,117.662,116.468,116.787,118.041,116.867,117.362,115.973,116.178,116.493,117.558,117.326,117.614,117.02,116.397,117.484,116.401,116.6,116.72,115.974,115.846,115.597,114.951,115.217,114.659,114.708,113.24,113.569,111.708,112.125,110.941,109.847,108.514,108.318,106.953,104.812,104.22,102.887,102.834,103.688,102.809,101.634,100.741,99.892,99.407,97.963,97.136,96.893,96.947,95.799,94.919,94.054,93.58,92.432,92.311,93.843,92.701,91.538,91.159,89.948,89.657,88.775,88.421,87.382,86.175,84.353,84.866,83.639,82.977,83.154,82.91,81.56,81.394,80.184,79.547,78.585,79.404,79.432,79.393,79.227,79.04,78.52,77.862,78.367,78.221,78.336,78.448,77.861,77.965,78.419,78.121,78.059,78.371,77.914,78.791,79.243,79.077,79.495,79.649
"128","45","  Gross output of nonprofit institutions \2\","DNPERG3",23.698,23.835,23.96,24.084,24.143,24.333,24.558,24.662,24.715,24.825,24.93,25.03,25.325,25.446,25.565,25.732,25.912,26.079,26.423,26.52,26.728,26.945,27.09,27.276,27.658,27.836,28.001,28.218,28.326,28.652,28.917,29.189,29.582,29.769,30.091,30.396,30.718,31.085,31.443,31.66,31.944,32.279,32.357,32.605,32.997,33.343,33.719,33.874,34.289,34.666,34.916,35.113,35.442,35.737,35.861,36.228,36.626,36.933,37.215,37.369,37.751,37.858,37.87,38.011,38.163,38.495,38.842,39.069,39.194,39.36,39.616,39.788,39.876,40.093,40.138,40.314,40.375,40.882,40.784,41.015,41.193,41.34,41.529,41.562,41.87,42.021,42.209,42.435,42.568,42.751,42.87,42.888,43.124,43.235,43.368,43.438,43.622,43.782,43.925,44.031,44.218,44.434,44.468,44.609,44.84,44.973,45.179,45.341,45.435,45.563,45.595,45.57,45.713,45.89,45.96,46.108,46.289,46.542,46.665,46.752,46.95,47.16,47.283,47.545,47.635,47.864,48.096,48.385,48.543,48.764,48.969,49.106,49.486,49.647,49.94,50.24,50.533,50.709,50.997,51.222,51.517,51.781,51.991,52.212,52.533,52.703,53.026,53.207,53.387,53.573,53.853,53.976,54.115,54.329,54.458,54.741,55.042,55.185,55.409,55.605,55.783,56.027,56.201,56.516,56.764,57.114,57.314,57.469,57.692,57.895,57.978,58.237,58.703,58.816,58.924,59.168,59.272,59.486,59.672,59.925,60.076,60.188,60.233,60.572,60.658,60.797,61.079,61.292,61.364,61.641,61.672,61.824,61.902,62.197,62.33,62.486,62.694,62.814,62.956,62.957,63.202,63.325,63.457,63.64,63.68,63.851,64.059,64.108,64.268,64.512,64.702,64.944,65.134,65.276,65.498,65.663
"129","46","  Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRG3",14.891,15.007,15.128,15.242,15.301,15.401,15.506,15.547,15.579,15.633,15.726,15.799,15.954,16.101,16.196,16.307,16.417,16.472,16.661,16.825,16.875,17.055,17.245,17.317,17.543,17.699,17.812,17.916,18.007,18.126,18.272,18.461,18.647,18.83,19.033,19.233,19.469,19.779,19.966,20.104,20.222,20.427,20.647,20.908,21.183,21.45,21.692,21.793,22.159,22.381,22.544,22.674,22.757,22.95,23.211,23.579,23.876,24.164,24.508,24.609,24.979,25.177,25.345,25.533,25.654,25.815,26.19,26.491,26.646,26.886,27.175,27.269,27.497,27.878,28.009,28.129,28.236,28.344,28.616,28.936,28.996,29.296,29.494,29.656,29.857,30.031,30.231,30.389,30.556,30.737,30.929,31.022,31.191,31.373,31.582,31.736,31.861,31.969,32.161,32.343,32.501,32.671,32.753,32.837,32.985,33.079,33.196,33.354,33.564,33.757,33.921,34.057,34.174,34.362,34.51,34.679,34.857,35.097,35.255,35.449,35.615,35.708,35.934,36.148,36.361,36.568,36.768,36.955,37.133,37.324,37.581,37.775,38.048,38.314,38.588,38.875,39.244,39.434,39.749,40.043,40.312,40.639,40.846,41.227,41.518,41.891,42.175,42.491,42.799,43.143,43.457,43.747,44.152,44.451,44.754,45.06,45.271,45.533,45.923,46.25,46.555,46.885,47.276,47.737,48.044,48.419,48.809,49.111,49.487,49.783,50.05,50.355,50.634,50.935,51.237,51.569,51.878,52.165,52.519,52.861,53.205,53.539,53.916,54.212,54.537,54.821,55.114,55.407,55.752,56.108,56.385,56.69,56.974,57.155,57.305,57.495,57.773,57.951,58.222,58.358,58.544,58.719,58.853,59.047,59.22,59.402,59.554,59.677,59.882,60.106,60.435,60.532,60.66,60.868,61.041,61.203
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
