"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"74","67","        Nursing homes (52)","DNRSRG3",2.859,2.7,2.542,2.383,2.277,2.383,2.488,2.541,2.647,2.594,2.594,2.647,2.753,2.965,3.177,3.442,3.706,4.289,5.189,5.612,5.718,5.983,6.46,6.777,7.042,7.201,7.413,7.624,7.995,8.366,8.552,8.963,9.178,9.349,9.744,10.141,10.424,10.761,11.442,12.289,13.081
"75","68","    Transportation services","DTRSRG3",8.957,8.885,8.437,7.785,7.34,7.485,7.65,7.607,7.564,7.619,7.647,7.511,7.649,8.114,8.296,8.251,8.357,8.639,9.282,9.957,10.641,11.12,11.914,12.358,12.936,13.371,13.691,14.155,14.68,15.1,15.543,15.891,16.355,16.707,16.779,17,17.294,17.608,18.266,19.089,20.265
"76","69","      Motor vehicle services","DMVSRG3",9.881,9.567,9.004,7.877,7.068,7.295,7.532,7.53,7.547,7.543,7.529,7.507,7.833,8.497,8.544,8.65,8.715,9.022,9.755,10.322,10.615,10.83,11.609,11.983,12.647,13.07,13.327,13.791,14.287,14.573,14.903,15.141,15.499,15.682,15.853,16.027,16.326,16.566,17.206,18.021,19.065
"77","70","        Motor vehicle maintenance and repair (60)","DVMRRG3",8.881,8.587,8.062,7.011,6.26,6.467,6.698,6.701,6.72,6.72,6.7,6.678,6.972,7.584,7.665,7.772,7.833,8.086,8.757,9.241,9.471,9.68,10.396,10.669,11.235,11.635,11.888,12.348,12.789,12.999,13.276,13.508,13.862,14.043,14.216,14.39,14.686,14.924,15.568,16.392,17.447
"78","71","        Other motor vehicle services (61)","DOVSRG3",15.733,15.428,14.847,13.633,12.715,13.024,13.116,13.044,12.997,12.946,13.041,13.045,13.529,14.375,13.92,13.932,13.994,14.875,15.837,17.17,18.217,18.295,19.321,20.785,22.288,22.7,22.825,23.007,23.877,24.981,25.78,25.911,26.03,26.115,26.11,26.178,26.306,26.406,26.591,26.793,27.114
"79","72","      Public transportation","DPUBRG3",9.277,9.308,8.872,8.369,8.055,8.169,8.309,8.243,8.165,8.254,8.308,8.096,8.133,8.542,8.773,8.688,8.814,9.105,9.743,10.556,11.637,12.422,13.303,13.87,14.384,14.873,15.312,15.812,16.426,17.122,17.819,18.415,19.136,19.893,19.732,20.076,20.369,20.878,21.609,22.489,24.024
"80","73","        Ground transportation (63)","DGRDRG3",5.543,5.565,5.304,5.003,4.815,4.887,4.97,4.929,4.883,4.941,4.97,4.846,4.867,5.109,5.246,5.192,5.274,5.462,5.841,6.317,6.986,7.487,8.048,8.409,8.75,9.092,9.411,9.763,10.203,10.588,11.019,11.293,11.657,12.075,12.251,12.566,12.803,13.263,13.975,14.717,15.636
"81","74","        Air transportation (64)","DAITRG3",34.337,23.826,23.748,20.97,20.918,17.767,18.718,18.734,18.751,16.531,17.805,16.747,16.93,18.529,19.347,20.406,19.047,17.863,19.424,22.219,22.593,22.219,22.43,22.697,22.672,22.335,22.023,22.005,22.008,23.525,24.493,26.209,27.917,29.356,27.238,27.115,27.235,27.3,27.335,27.917,30.046
"82","75","        Water transportation (65)","DWATRG3",25.064,24.509,24.639,24.496,24.32,24.829,24.45,24.892,24.892,23.709,24.099,23.896,24.731,25.276,25.997,27.037,27.02,27.028,26.979,28.513,27.508,27.22,27.22,27.22,26.621,26.825,26.621,26.835,26.835,26.835,27.786,28.894,29.525,29.94,30.698,31.043,32.009,33.26,34.287,35.861,38.274
"83","76","    Recreation services","DRCARG3",7.711,7.567,7.228,6.882,6.49,6.538,6.632,6.76,7.007,7.137,7.073,7.136,7.394,7.786,8.361,9.39,9.857,10.495,11.306,11.718,11.927,12.024,12.423,12.876,13.465,14.05,14.519,14.952,15.505,16.09,16.475,17.087,17.56,17.978,18.367,18.881,19.266,19.773,20.465,21.56,22.476
"84","77","      Membership clubs, sports centers, parks, theaters, and museums (82)","DRLSRG3",6.259,6.179,5.914,5.635,5.277,5.298,5.367,5.488,5.684,5.788,5.743,5.813,6.017,6.315,6.823,7.768,8.189,8.62,9.149,9.352,9.514,9.592,9.889,10.117,10.543,11.045,11.489,11.804,12.247,12.712,13.032,13.725,14.278,14.756,15.227,15.863,16.377,17.019,17.777,18.862,19.957
"85","78","      Audio-video, photographic, and information processing equipment services (parts of 77 and 93)","DAVPRG3",12.723,11.761,10.855,10.078,9.751,10.007,10.274,10.383,10.809,10.921,10.787,10.831,11.024,11.785,12.428,13.099,13.438,14.075,15.761,16.307,16.668,17.284,18.433,19.535,20.669,21.663,22.307,23.171,23.995,24.97,25.524,25.883,26.142,26.374,26.5,26.632,26.496,26.343,26.819,27.893,28.042
"86","79","      Gambling (91)","DGAMRG3",5.358,5.33,5.046,4.807,4.896,5.059,5.154,5.057,5.36,5.723,5.528,5.37,5.959,6.436,6.673,7.195,7.54,9.333,10.95,12.744,13.035,12.507,12.253,13.383,14.086,14.345,14.435,14.797,15.456,16.015,16.456,16.699,16.879,17.078,17.292,17.521,17.794,18.332,18.838,19.642,20.706
"87","80","      Other recreational services (81, 94, and part of 92)","DOTRRG3",9.733,9.587,9.555,9.436,9.277,9.413,9.47,9.603,9.811,9.752,9.805,9.829,9.95,10.4,10.769,11.416,11.685,12.238,13.14,13.857,13.798,13.834,14.466,14.859,15.167,15.318,15.432,15.855,16.121,16.453,16.567,16.877,17.029,17.299,17.512,17.975,18.514,19.249,19.98,21.306,22.395
"88","81","    Food services and accommodations","DFSARG3",7.205,6.762,5.834,4.925,4.763,5.126,5.512,5.521,5.717,5.449,5.339,5.401,5.889,6.883,7.722,8.053,8.322,9.257,10.333,10.803,10.513,10.698,11.502,11.76,11.658,11.789,11.762,11.896,12.288,12.6,13.05,13.403,13.672,14.012,14.315,14.537,14.823,15.396,16.25,17.098,18.121
"89","82","      Food services","DFSERG3",7.362,6.886,5.897,4.948,4.813,5.231,5.652,5.655,5.852,5.554,5.431,5.502,6.023,7.073,7.959,8.309,8.592,9.585,10.725,11.207,10.871,11.055,11.89,12.145,12.011,12.135,12.09,12.215,12.615,12.933,13.404,13.775,14.058,14.422,14.751,14.984,15.281,15.895,16.789,17.665,18.715
"90","83","        Purchased meals and beverages (102)","DPMBRG3",7.276,6.795,5.831,4.893,4.761,5.168,5.581,5.578,5.772,5.485,5.364,5.435,5.877,6.8,7.631,7.957,8.197,9.441,10.587,11.021,10.682,10.805,11.505,11.765,11.719,11.948,12.017,12.217,12.631,12.93,13.408,13.78,14.062,14.425,14.754,14.987,15.281,15.888,16.788,17.665,18.712
"91","84","        Food furnished to employees (including military) (103)","DFOORG3",7.682,7.309,6.102,5.115,4.955,5.471,5.954,6.04,6.245,5.824,5.697,5.761,7.284,9.562,10.914,11.443,11.983,11.372,12.472,13.556,13.269,14.274,16.793,17.017,15.877,14.751,13.299,12.473,12.675,13.263,13.647,14.01,14.313,14.692,15.037,15.29,15.634,16.363,17.194,18.084,19.197
"92","85","      Accommodations (104)","DACCRG3",7.073,6.934,6.563,5.992,5.381,5.071,5.066,5.165,5.412,5.556,5.607,5.537,5.621,5.933,6.181,6.274,6.353,6.497,6.839,7.246,7.56,7.808,8.323,8.685,9.077,9.36,9.61,9.907,10.282,10.561,10.811,10.999,11.14,11.234,11.266,11.395,11.6,11.803,12.336,12.973,13.826
"93","86","    Financial services and insurance","DIFSRG3",5.774,5.64,5.129,4.565,4.354,4.509,4.704,4.916,5.131,5.009,4.972,5.113,5.248,5.605,5.86,6.103,6.335,7.005,7.303,7.685,7.824,7.976,8.074,8.566,9.539,9.882,10.176,10.499,10.85,11.019,11.65,12.159,12.57,13.088,13.103,13.651,13.998,14.842,15.183,16.307,17.765
"94","87","      Financial services","DFNLRG3",6.075,5.917,5.339,4.756,4.498,4.469,4.905,5.172,5.393,5.268,5.207,5.453,5.59,5.868,6.17,6.561,6.711,7.665,8.291,8.696,9.078,9.476,9.835,10.134,11.712,12.163,13.141,14.311,14.636,14.351,15.36,16.239,16.724,17.743,17.652,18.62,18.742,20.176,20.504,21.795,24.756
"95","88","        Financial services furnished without payment (107)","DIMPRG3",4.878,4.525,3.742,3.002,2.735,2.695,3.106,3.368,3.556,3.33,3.276,3.493,3.62,3.868,4.189,4.603,4.806,5.776,6.246,6.517,6.841,7.408,7.804,8.095,9.928,10.346,11.533,12.738,12.918,12.351,13.446,14.104,14.495,14.875,13.713,15.002,15.656,16.968,17.803,17.869,21.319
"96","89","        Financial service charges, fees, and commissions (108)","DOFIRG3",9.224,9.488,9.628,9.959,9.823,9.846,10.163,10.346,10.613,11.012,10.964,11.141,11.187,11.317,11.251,11.326,11.231,11.853,12.826,13.594,14.041,13.725,13.895,14.141,14.396,14.838,15.077,15.945,16.608,17.096,17.779,19.05,19.688,22.011,24.643,24.595,23.433,24.982,24.293,27.87,29.344
"97","90","      Insurance","DINSRG3",4.39,4.304,3.942,3.506,3.365,3.585,3.623,3.765,3.932,3.836,3.818,3.885,3.991,4.304,4.484,4.61,4.831,5.217,5.291,5.58,5.586,5.603,5.577,6.025,6.553,6.777,6.732,6.659,6.937,7.233,7.573,7.822,8.111,8.313,8.364,8.627,8.984,9.403,9.678,10.495,10.988
"98","91","        Life insurance (110)","DLIFRG3",4.196,4.07,3.776,3.315,3.105,3.273,3.315,3.441,3.608,3.483,3.44,3.524,3.65,3.944,4.196,4.447,4.574,4.909,5.119,5.497,5.748,6.042,6.462,6.672,7.007,7.175,7.343,7.678,7.972,8.266,8.661,9.029,9.296,9.611,9.834,10.205,10.465,10.84,11.218,11.867,12.456
"99","92","        Net household insurance (111)","DFINRG3",1.844,1.769,1.675,1.653,1.692,1.753,1.802,1.776,1.849,1.799,1.783,1.818,1.937,2.056,2.213,2.361,2.421,2.522,2.81,2.993,3.083,3.157,3.362,3.568,3.672,3.811,3.886,3.975,4.063,4.183,4.374,4.338,4.396,4.479,4.764,5.246,6.056,6.795,7.571,8.099,8.559
"100","93","        Net health insurance (112)","DHINRG3",4.836,4.89,3.863,3.315,3.667,4.452,4.623,5.074,5.422,5.501,5.543,5.538,5.515,6.091,6.375,6.207,6.906,7.406,7.047,6.841,5.795,5.389,4.44,4.971,5.75,6.272,5.945,5.366,5.645,5.713,5.969,6.115,6.591,6.801,6.581,6.722,7.072,7.456,7.535,9.03,9.274
"101","94","        Net motor vehicle and other transportation insurance (116)","DTINRG3",4.253,4.327,4.387,4.417,4.398,4.446,4.282,4.218,4.16,4.12,4.213,4.238,4.349,4.469,4.094,4.02,4.014,4.567,4.645,5.384,6.163,5.979,6.157,7.012,7.68,7.675,7.579,7.379,7.676,8.316,8.714,8.95,9.092,9.12,9.2,9.415,9.909,10.442,10.764,11.015,11.724
"102","95","    Other services","DOTSRG3",6.628,6.394,5.928,5.452,5.206,5.283,5.343,5.427,5.7,5.66,5.726,5.773,6.039,6.576,7.341,8.109,8.62,9.019,9.637,10.119,10.344,10.595,11.138,11.547,11.974,12.174,12.364,12.792,13.222,13.574,13.964,14.353,14.517,14.754,15.074,15.41,15.805,16.262,16.782,17.524,18.373
"103","96","      Communication","DCOMRG3",28.643,28.638,28.487,28.454,28.437,28.274,28.267,28.063,27.951,27.8,27.713,27.851,28.251,29.855,31.035,32.143,32.727,32.958,34.016,35.848,37.297,39.821,40.915,42.592,44.037,43.682,43.401,44.001,44.871,46.202,47.419,48.281,48.484,48.539,49.47,49.749,49.195,48.309,49.037,49.879,50.648
"104","97","        Telecommunication services (71)","DTCSRG3",36.84,37.104,37.242,37.311,37.131,36.606,36.39,36.189,35.701,35.7,35.652,35.719,35.901,37.878,39.098,40.241,40.911,40.909,41.541,43.667,45.54,49.008,50.032,51.893,53.711,52.871,52.288,52.945,53.968,55.573,56.872,57.77,57.967,57.962,57.979,58.058,57.236,55.976,56.716,56.719,57.467
"105","98","        Postal and delivery services (68)","DPSSRG3",4.694,4.505,4.254,4.176,4.275,4.45,4.583,4.509,4.717,4.567,4.513,4.608,4.901,5.223,5.633,6.018,6.17,6.426,7.162,7.64,7.854,8.035,8.553,9.085,9.337,9.677,9.874,10.085,10.311,10.612,11.092,11.472,11.58,11.687,13.412,13.847,13.956,14.068,14.448,16.385,16.875
"106","99","        Internet access (72)","DINTRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","100","      Education services","DTEDRG3",2.744,2.752,2.631,2.564,2.325,2.368,2.351,2.37,2.425,2.439,2.445,2.441,2.555,2.695,2.947,3.152,3.266,3.503,3.814,4.088,4.157,4.249,4.493,4.542,4.616,4.711,4.817,5.056,5.238,5.374,5.57,5.697,5.812,5.959,6.103,6.253,6.467,6.757,7.037,7.359,7.809
"108","101","        Higher education (97)","DHEDRG3",2.57,2.569,2.469,2.345,2.171,2.22,2.196,2.221,2.27,2.295,2.295,2.27,2.345,2.47,2.67,2.844,2.994,3.194,3.393,3.567,3.617,3.692,3.868,3.892,3.916,4.016,4.116,4.267,4.367,4.416,4.639,4.759,4.878,5.063,5.248,5.445,5.682,5.968,6.272,6.652,7.1
"109","102","        Nursery, elementary, and secondary schools (98)","DNEHRG3",2.107,2.055,1.951,2.08,1.769,1.795,1.795,1.795,1.847,1.847,1.847,1.873,2.003,2.106,2.287,2.493,2.621,2.825,3.157,3.512,3.587,3.714,3.991,4.091,4.242,4.342,4.467,4.667,4.866,5.041,5.157,5.29,5.419,5.486,5.549,5.581,5.711,5.932,6.093,6.254,6.642
"110","103","        Commercial and vocational schools (99)","DVEDRG3",5.641,5.798,5.528,5.155,4.778,4.843,4.812,4.858,4.949,4.955,5.018,5.013,5.256,5.574,6.247,6.603,6.51,7.02,7.84,8.41,8.568,8.642,9.151,9.18,9.285,9.343,9.423,10.226,10.782,11.281,11.552,11.67,11.667,11.827,11.982,12.247,12.559,13.042,13.501,13.92,14.497
"111","104","      Professional and other services (121)","DPRSRG3",3.388,3.28,3.017,2.75,2.584,2.614,2.689,2.77,2.889,2.859,2.88,2.914,3.091,3.273,3.464,3.823,4.105,4.2,4.646,4.896,5.062,5.209,5.542,5.852,6.107,6.33,6.588,6.924,7.266,7.53,7.723,7.919,8.075,8.217,8.391,8.692,9.01,9.242,9.62,10.001,10.658
"112","105","      Personal care and clothing services (14 and parts of 17 and 118)","DPERRG3",6.554,6.505,6.354,5.994,5.725,5.752,5.712,5.67,5.96,6.074,6.061,6.058,6.26,6.855,7.477,8.084,8.304,8.785,9.525,10,10.202,10.368,11.099,11.37,11.697,11.824,12.1,12.595,13.121,13.43,13.768,14.314,14.429,14.64,14.99,15.34,15.784,16.57,17.394,18.226,19.19
"113","106","      Social services and religious activities (120)","DSOCRG3",6.833,6.554,6.038,5.654,5.532,5.819,5.913,6.071,6.393,6.272,6.272,6.281,6.487,6.989,7.394,7.666,7.903,8.658,9.993,10.702,10.763,11.153,12.002,12.075,12.318,12.579,12.849,13.338,13.816,14.096,14.47,14.685,14.813,14.964,15.214,15.402,15.749,16.151,16.56,17.25,18.312
"114","107","      Household maintenance (parts of 31, 33, and 36)","DHHMRG3",4.557,4.236,3.717,3.22,3.017,3.097,3.174,3.297,3.618,3.433,3.513,3.609,3.875,4.475,5.666,6.844,7.714,8.24,8.639,8.907,8.956,9.013,9.5,10.136,10.582,10.779,10.846,11.101,11.481,11.828,12.309,12.943,13.114,13.429,13.667,14.065,14.649,15.378,15.953,17.301,18.51
"115","108","      Net foreign travel","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","109","        Foreign travel by U.S. residents (129)","DFTRRG3",13.826,12.793,10.669,8.812,9.032,9.469,9.899,10.286,10.582,10.8,11.586,11.582,11.369,11.271,11.439,12.116,15.072,15.804,15.435,16.497,16.934,16.776,16.398,16.174,17.319,17.954,17.809,18.275,18.333,18.471,19.13,18.747,18.892,19.414,19.893,20.295,21.11,21.887,21.729,22.685,23.192
"117","110","        Less: Expenditures in the United States by nonresidents (130)","DEXFRG3",7.17,7.162,6.589,6.091,5.716,6.261,6.756,7.088,7.203,6.651,6.409,6.76,6.779,7.381,6.782,6.945,7.452,8.937,10.302,11.042,11.025,11.169,12.018,12.329,12.492,12.552,12.588,12.788,13.239,13.634,14.574,14.751,14.934,15.089,15.256,15.495,15.725,16.185,16.656,17.344,18.265
"118","111","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",22.11,21.266,19.443,18.068,17.389,18.346,18.484,18.984,19.977,19.449,19.481,19.456,20.397,22.132,23.742,24.826,25.684,28.332,32.957,35.502,35.806,37.233,40.352,40.438,41.166,42.206,43.294,45.3,47.346,48.578,49.452,46.284,46.749,47.411,48.173,48.393,49.743,51.569,53.242,55.28,58.721
"119","112","    Gross output of nonprofit institutions (133) \2\","DNPERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.811,11.082,11.288,11.501,11.778,12.063,12.413,12.845,13.433,14.14,15.062
"120","113","    Less: Receipts from sales of goods and services by nonprofit institutions (134) \3\","DNPSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.494,6.995,7.157,7.309,7.514,7.768,7.998,8.268,8.697,9.211,9.823
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","government, and the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","3. Excludes unrelated sales, secondary sales, and sales to business, government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","and the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Note.  The figures in parentheses are the line numbers of the corresponding items in table 2.5.4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
